,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
21,https://www.gradyhealth.org/make-an-appointment/,text/html; charset=UTF-8,200,OK,Indexable,,Make An Appointment  -  Grady Health,36,328,"Make an appointment. Includes information for new and existing patients. Including directions, locations, and instructions on how to make an appointment.",153,947,,0,Make An Appointment,19,,0,,0,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.gradyhealth.org/make-an-appointment/,,,,,,45958,468,8.572,1,,3272,833,0,99.88,65,29,0,19,13,0,,,,,c36904dcd2ac211a27d18bd2ca3b498f,0.247,,,,,1.1,https://www.gradyhealth.org/make-an-appointment/,2022-02-04 11:58:49
23,https://www.gradyhealth.org/locations/,text/html; charset=UTF-8,200,OK,Indexable,,Locations - Grady Health,24,219,Looking for a Grady Health location? Look no further.,53,329,,0,Locations,9,,0,,0,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.gradyhealth.org/locations/,https://www.gradyhealth.org/locations/page/2/,,,,,52703,50,2.901,1,,2453,833,0,99.88,61,32,0,16,12,0,,,,,dd0cb3391a8d83f088a6c78823bf3914,0.261,,,,,1.1,https://www.gradyhealth.org/locations/,2022-02-04 11:58:49
24,https://www.gradyhealth.org/education-training/,text/html; charset=UTF-8,200,OK,Indexable,,Education & Training - Grady Health,35,320,,0,0,,0,Education & Training,20,,0,Grady is one of the world’s preeminent teaching hospitals. We offer world-class education and training in six areas.,116,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.gradyhealth.org/education-training/,,,,,,45293,359,8.144,1,,852,833,0,99.88,70,33,0,16,12,0,,,,,d0d9e58505dc78817cce8f380fe07eda,0.251,,,,,1.1,https://www.gradyhealth.org/education-training/,2022-02-04 11:58:49
26,https://www.gradyhealth.org/news/,text/html; charset=UTF-8,200,OK,Indexable,,News Room - Grady Health,24,241,Stay up to date with the latest news and media from Grady Health.,65,410,,0,News Room,9,,0,Media Requests and Inquiries,28,Grady Introduces Its New Heart and Vascular Center,50,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.gradyhealth.org/news/,https://www.gradyhealth.org/news/page/2/,,,,,62676,715,11.251,1,,1650,833,0,99.88,73,43,0,17,13,0,,,,,22d9c7d116da182a916d25d1da5e5070,0.214,,,,,1.1,https://www.gradyhealth.org/news/,2022-02-04 11:58:49
27,https://www.gradyhealth.org/wp-content/uploads/2019/06/Grady-840x510-Robotics-BW.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,85610,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.121,"Thu, 20 Jun 2019 15:13:26 GMT",,,,1.1,https://www.gradyhealth.org/wp-content/uploads/2019/06/Grady-840x510-Robotics-BW.jpg,2022-02-04 11:58:49
29,https://www.gradyhealth.org/board-portal/,text/html; charset=UTF-8,200,OK,Non-Indexable,noindex,board-portal - Grady Health,27,241,,0,0,,0,,0,,0,,0,,0,"noindex, nofollow",,,,,,,,,40852,29,3.449,1,,841,833,0,99.88,56,27,0,16,12,0,,,,,3f8233057bcfae39f25ba03542feda3b,0.216,,,,,1.1,https://www.gradyhealth.org/board-portal/,2022-02-04 11:58:49
30,https://www.gradyhealth.org/mychart/,text/html; charset=UTF-8,200,OK,Indexable,,Sign Up for MyChart - Our Patient Portal - Grady Health,55,489,"MyChart is a secure, online connection to your medical information all from the convenience of your tablet, smartphone or computer.",131,817,,0,Sign Up for MyChart – Our Patient Portal,40,,0,,0,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.gradyhealth.org/mychart/,,,,,,46467,341,7.145,1,,855,821,0,98.44,56,27,0,19,14,0,,,,,8086d96844b6122f5e27aa1020159194,0.22,,,,,1.1,https://www.gradyhealth.org/mychart/,2022-02-04 11:58:50
31,https://www.gradyhealth.org/locations/camp-creek-comprehensive-care-center/,text/html; charset=UTF-8,200,OK,Indexable,,Camp Creek Comprehensive Care Center -  One Stop Shop -Grady Health,67,650,"Our newest center is a one-stop-shop that offers primary and specialty care for adults and seniors, women’s care, pediatrics, and much more.",140,878,,0,Camp Creek Comprehensive Care Center Change Location,52,,0,,0,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.gradyhealth.org/locations/camp-creek-comprehensive-care-center/,,,,,,64362,810,10.076,1,,26,10,0,1.2,90,40,0,21,17,0,,,,,5af57c67c796ed1daae6b166c5f08851,0.489,,,,,1.1,https://www.gradyhealth.org/locations/camp-creek-comprehensive-care-center/,2022-02-04 11:58:49
32,https://www.gradyhealth.org/care-treatment/orthopedics-center/,text/html; charset=UTF-8,200,OK,Indexable,,Orthopedics Center - Grady Orthopedic Clinic and Treatment -Grady Health,72,664,"Our orthopedic surgeons specialize in you and your needs. We treat 11,000 unique patient visits each year. Schedule your appointment today.",139,883,,0,Orthopedics Center,18,,0,,0,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.gradyhealth.org/care-treatment/orthopedics-center/,,,,,,74845,1808,17.516,1,,50,18,0,2.16,129,55,0,27,22,0,,,,,c282711c9e75973c4f0a5a6b6bf5250,0.272,,,,,1.1,https://www.gradyhealth.org/care-treatment/orthopedics-center/,2022-02-04 11:58:50
33,https://www.gradyhealth.org/locations/east-point-health-center/,text/html; charset=UTF-8,200,OK,Indexable,,East Point Health Center -  Care that's Close to Home -Grady Health,67,593,"We are a one-stop-shop in the East Point area that offers primary care for adults and seniors, women’s care, pediatrics, and much more.",135,849,,0,East Point Health Center Change Location,40,,0,,0,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.gradyhealth.org/locations/east-point-health-center/,,,,,,64666,869,10.179,1,,24,5,0,0.6,98,42,0,22,17,0,,,,,6c58791a71ec5b6bf1d25208dc508d0a,0.23,,,,,1.1,https://www.gradyhealth.org/locations/east-point-health-center/,2022-02-04 11:58:50
34,https://www.gradyhealth.org/wp-content/themes/gradyhealth/images/icon-mychart.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,876,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.179,"Tue, 23 Jul 2019 11:52:50 GMT",,,,1.1,https://www.gradyhealth.org/wp-content/themes/gradyhealth/images/icon-mychart.png,2022-02-04 11:58:50
35,https://www.gradyhealth.org/patient-visitor-info/,text/html; charset=UTF-8,200,OK,Indexable,,Patient & Visitor Info - Grady Health,37,311,Are you a patient or visiting someone at Grady? Read more on preparing before your arrival.,91,573,,0,Patient & Visitor Info,22,,0,,0,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.gradyhealth.org/patient-visitor-info/,,,,,,54315,1046,14.035,1,,1632,797,0,95.56,92,29,0,16,12,0,,,,,7601de6a4bf6ebfa66efdb036ef832d4,0.262,,,,,1.1,https://www.gradyhealth.org/patient-visitor-info/,2022-02-04 11:58:50
37,https://www.gradyhealth.org/wp-content/themes/gradyhealth/images/icon-plan-visit.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,1246,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.114,"Tue, 23 Jul 2019 11:52:50 GMT",,,,1.1,https://www.gradyhealth.org/wp-content/themes/gradyhealth/images/icon-plan-visit.png,2022-02-04 11:58:50
39,https://www.gradyhealth.org/locations/radiation-oncology-center/,text/html; charset=UTF-8,200,OK,Indexable,,Radiation-Oncology Center - Partner in the Fight Against CancerGrady Health,75,683,"Grady’s Edward C. Loughlin, Jr. Radiation Oncology Center is a leader in the use of Intensity Modulated Radiation Therapy (IMRT).",129,812,,0,Radiation-Oncology Center Change Location,41,,0,,0,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.gradyhealth.org/locations/radiation-oncology-center/,,,,,,52778,510,8.859,1,,17,4,0,0.48,72,32,0,21,16,0,,,,,8316b414199f42fdd2a470bd31005833,0.222,,,,,1.1,https://www.gradyhealth.org/locations/radiation-oncology-center/,2022-02-04 11:58:50
40,https://www.gradyhealth.org/wp-content/uploads/Neurology-Clinic-1.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,3653,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.117,"Sat, 15 Jan 2022 02:33:08 GMT",,,,1.1,https://www.gradyhealth.org/wp-content/uploads/Neurology-Clinic-1.jpg,2022-02-04 11:58:50
41,https://www.gradyhealth.org/wp-content/uploads/Grady-Hospital-Atlanta.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,2547,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.136,"Fri, 14 Jan 2022 01:31:39 GMT",,,,1.1,https://www.gradyhealth.org/wp-content/uploads/Grady-Hospital-Atlanta.jpg,2022-02-04 11:58:50
42,https://www.gradyhealth.org/wp-content/uploads/2019/06/840x510-2371-BW.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,174270,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.139,"Fri, 21 Jun 2019 19:05:18 GMT",,,,1.1,https://www.gradyhealth.org/wp-content/uploads/2019/06/840x510-2371-BW.png,2022-02-04 11:58:51
43,https://www.gradyhealth.org/for-referring-physicians/,text/html; charset=UTF-8,200,OK,Indexable,,Referring Physicians - Grady Health,35,317,,0,0,,0,Referring Physicians,20,,0,,0,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.gradyhealth.org/for-referring-physicians/,,,,,,41797,81,4.125,1,,843,833,0,99.88,60,29,0,16,12,0,,,,,8aa9d6e5a0d805ff1b7bea5afcab8658,0.376,,,,,1.1,https://www.gradyhealth.org/for-referring-physicians/,2022-02-04 11:58:50
44,https://www.gradyhealth.org/cancer-center/,text/html; charset=UTF-8,200,OK,Indexable,,Georgia Cancer Center for Excellence - Grady Health,51,467,"At Grady, we're committed to treating your cancer fearlessly from screening to survivorshp by providing the very best care and research.",136,846,,0,Treating your cancer fearlessly from screening to survivorship.,63,,0,,0,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.gradyhealth.org/cancer-center/,,,,,,42609,129,4.652,1,,86,53,0,6.35,56,30,0,18,11,0,,,,,35f3c62523ab64570bc024d4d91c1e5,0.218,,,,,1.1,https://www.gradyhealth.org/cancer-center/,2022-02-04 11:58:50
45,https://www.gradyhealth.org/find-a-doctor,text/html; charset=UTF-8,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,1,,2225,795,0,95.32,0,0,0,0,0,0,,,,,,0.365,,https://www.gradyhealth.org/find-a-doctor/,HTTP Redirect,,1.1,https://www.gradyhealth.org/find-a-doctor,2022-02-04 11:58:50
46,https://www.gradyhealth.org/careers/,text/html; charset=UTF-8,200,OK,Indexable,,Careers - Grady Health,22,204,"We're hiring! Join the team at Grady and serve the community with expertise, passion, innovation, and arms open wide.",117,739,,0,Careers,7,,0,Join the Team at Grady,22,Start your job search,21,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.gradyhealth.org/careers/,,,,,,65445,500,6.838,1,,1657,822,0,98.56,64,34,0,45,29,0,,,,,4d0b015a36ea2628c1abe5d7c1e3b529,0.216,,,,,1.1,https://www.gradyhealth.org/careers/,2022-02-04 11:58:51
47,https://www.gradyhealth.org/marcus-stroke-and-neuroscience-center/,text/html; charset=UTF-8,200,OK,Indexable,,Marcus Stroke and Neuroscience Center - Grady Neurology Center -Grady Health,76,718,"Atlanta's best Neurologists & Neurology, Neurological, and Stroke Care. Leading the charge against Stroke and Neurological disorders.",133,834,,0,Atlanta’s Best Stroke and Neurological Care,43,Grady Epicenter Of Cutting-edge Treatment,41,,0,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.gradyhealth.org/marcus-stroke-and-neuroscience-center/,,,,,,46439,134,4.417,1,,66,38,0,4.56,59,31,0,17,13,0,,,,,b6b3a0db6be487f31504ec5281edab52,0.25,,,,,1.1,https://www.gradyhealth.org/marcus-stroke-and-neuroscience-center/,2022-02-04 11:58:51
49,https://www.gradyhealth.org/care-treatment/,text/html; charset=UTF-8,200,OK,Indexable,,Care & Treatment - Grady Health,31,291,"Grady provides innovative treatment for conditions ranging from allergy care to cancer care, and from heart health to mental health.",132,811,,0,Care & Treatment,16,,0,Common Conditions & Treatment,29,All Conditions A to Z,21,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.gradyhealth.org/care-treatment/,,,,,,48402,242,5.147,1,,11,4,0,0.48,135,65,0,16,12,0,,,,,eb53430eccdbc0d05b27c3864162a5dd,0.224,,,,,1.1,https://www.gradyhealth.org/care-treatment/,2022-02-04 11:58:51
50,https://www.gradyhealth.org/nondiscrimination/,text/html; charset=UTF-8,200,OK,Indexable,,Non-discrimination - Grady Health,33,300,,0,0,,0,Discrimination is Against the Law,33,,0,,0,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.gradyhealth.org/nondiscrimination/,,,,,,45788,322,7.327,1,,841,833,0,99.88,59,30,0,18,14,0,,,,,a81ba4f4d02d16015c341a141c1d1d65,0.227,,,,,1.1,https://www.gradyhealth.org/nondiscrimination/,2022-02-04 11:58:51
52,https://www.gradyhealth.org/contact-us/,text/html; charset=UTF-8,200,OK,Indexable,,Contact Us - Grady Health,25,232,There are many ways to get in touch with us at Grady Health,59,375,,0,Contact Us,10,,0,,0,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.gradyhealth.org/contact-us/,,,,,,49096,501,8.631,1,,2505,833,0,99.88,84,29,0,16,12,0,,,,,b1c1699955e001daf391ca62a4ee1952,0.225,,,,,1.1,https://www.gradyhealth.org/contact-us/,2022-02-04 11:58:51
53,https://www.gradyhealth.org/about-us/,text/html; charset=UTF-8,200,OK,Indexable,,About Us - Grady Health,23,215,"We've set the pace for health care in Atlanta and across the region, while our values have remained the same since we opened in the 1890s.",138,876,,0,About Us,8,,0,,0,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.gradyhealth.org/about-us/,,,,,,57725,1596,20.086,1,,2451,833,0,99.88,78,30,0,19,15,0,,,,,c573c9391ae0deb2b3f9cb2a5ee94e5,0.224,,,,,1.1,https://www.gradyhealth.org/about-us/,2022-02-04 11:58:51
54,https://www.gradyhealth.org/hospital-transparency-information/,text/html; charset=UTF-8,200,OK,Indexable,,Hospital Transparency Information - Grady Health,48,437,,0,0,,0,Hospital Transparency Information,33,,0,,0,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.gradyhealth.org/hospital-transparency-information/,,,,,,44292,132,4.703,1,,841,833,0,99.88,72,43,0,16,12,0,,,,,34216c3f398d192af079b9885aca6772,0.206,,,,,1.1,https://www.gradyhealth.org/hospital-transparency-information/,2022-02-04 11:58:51
56,https://www.gradyhealth.org/wp-content/themes/gradyhealth/images/icon-pay-bill.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,567,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.168,"Tue, 23 Jul 2019 11:52:50 GMT",,,,1.1,https://www.gradyhealth.org/wp-content/themes/gradyhealth/images/icon-pay-bill.png,2022-02-04 11:58:51
