,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
14,https://mhealthfairview.org/providers,text/html; charset=utf-8,200,OK,Indexable,,Find a Provider,15,135,,0,0,,0,Find a Provider,15,,0,Common Search Terms,19,,0,,,,,,,,,,202734,86,0.681,1,,524,520,0,93.19,40,28,0,16,11,0,,,,,aca262bece9c35f63fc0f9b85a58bbe6,0.966,,,,,1.1,https://mhealthfairview.org/providers,2022-02-04 09:39:47
15,https://mhealthfairview.org/get-care/schedule-visit,text/html; charset=utf-8,200,OK,Indexable,,Schedule a Visit,16,142,,0,0,,0,Schedule a Virtual Urgent Care Visit,36,,0,,0,,0,,,,,,,,,,124822,86,1.061,1,,6,6,0,1.08,32,21,0,16,11,0,,,,,bcb0560bac4309d40f6d3ae80e00e7f9,0.995,,,,,1.1,https://mhealthfairview.org/get-care/schedule-visit,2022-02-04 09:39:47
16,https://mhealthfairview.org/About-Us,text/html; charset=utf-8,200,OK,Indexable,,About Us,8,81,,0,0,,0,About Us,8,Research & Clinical Trials,26,Healthcare founded in academics,31,600+,4,,,,,,,,,,137863,391,2.45,1,,521,520,0,93.19,38,21,0,16,11,0,,,,,7e13abc0ed0d6bf2a1a4a8d86a5ccf91,0.539,,,,,1.1,https://mhealthfairview.org/About-Us,2022-02-04 09:39:48
18,https://mhealthfairview.org/newsroom,text/html; charset=utf-8,200,OK,Indexable,,Newsroom,8,94,,0,0,,0,Newsroom,8,About Us,8,Media Contact Information,25,Media Escorts,13,,,,,,,,,,146324,406,2.332,1,,522,520,0,93.19,38,26,0,18,13,0,,,,,47f476a1dd9a0e05b50b72044e32942d,0.527,,,,,1.1,https://mhealthfairview.org/newsroom,2022-02-04 09:39:49
19,https://mhealthfairview.org/sitemap,text/html; charset=utf-8,200,OK,Indexable,,Sitemap,7,73,,0,0,,0,Sitemap,7,,0,,0,,0,,,,,,,,,,129040,160,1.283,1,,521,520,0,93.19,71,44,0,16,11,0,,,,,8df388a4e3bb17997c96491227f30023,2.012,,,,,1.1,https://mhealthfairview.org/sitemap,2022-02-04 09:39:47
21,https://mhealthfairview.org/billing,text/html; charset=utf-8,200,OK,Indexable,,Pay a Bill,10,83,,0,0,,0,Pay your bills anytime with ease,32,Billing Information & Financial Services,40,Pay a Bill FAQs,15,,0,,,,,,,,,,155803,630,3.028,1,,1043,520,0,93.19,56,43,0,21,16,0,,,,,5c6dda2b460832e25d88ad038c664deb,0.293,,,,,1.1,https://mhealthfairview.org/billing,2022-02-04 09:39:49
22,https://mhealthfairview.org/sitecore/content/MHealthFairview/Shared/Blog/Blogs/new-m-health-fairview-smartphone-app-released,text/html; charset=utf-8,200,OK,Indexable,,New M Health Fairview app will help you get the care you need,61,551,,0,0,,0,New M Health Fairview app will help you get the care you need,61,,0,Tags,4,,0,,,,,,,,,,141374,602,2.995,1,,2,2,0,0.36,34,23,0,18,12,0,,,,,b72667438787064c8a94e705483e901d,0.552,,,,,1.1,https://mhealthfairview.org/sitecore/content/MHealthFairview/Shared/Blog/Blogs/new-m-health-fairview-smartphone-app-released,2022-02-04 09:39:49
23,https://mhealthfairview.org/symptom-checker,text/html; charset=utf-8,200,OK,Indexable,,Check Your Symptoms,19,203,,0,0,,0,,0,,0,Check your symptoms,19,,0,,,,,,,,,,123811,54,0.92,1,,522,520,0,93.19,32,20,0,16,11,0,,,,,3c283521fa20e4a517b43884fe91062e,0.203,,,,,1.1,https://mhealthfairview.org/symptom-checker,2022-02-04 09:39:50
24,https://mhealthfairview.org/research,text/html; charset=utf-8,200,OK,Indexable,,Research and Clinical Trials,28,249,,0,0,,0,Research & Clinical Trials,26,Questions?,10,"1,000",5,"14,000",6,,,,,,,,,,132504,322,2.11,1,,525,520,0,93.19,33,21,0,17,12,0,,,,,1131a40cff9ef35df27d224cba60c543,0.785,,,,,1.1,https://mhealthfairview.org/research,2022-02-04 09:39:50
25,https://mhealthfairview.org/conditions,text/html; charset=utf-8,200,OK,Indexable,,Search Conditions,17,163,,0,0,,0,"Conditions, Treatments, Specialties, & Services",47,,0,Categories,10,Services We Offer,17,,,,,,,,,,1731788,229,0.179,1,,524,520,0,93.19,43,31,0,16,11,0,,,,,1cf16da3a1d2c9a105b09f8e0170d421,0.962,,,,,1.1,https://mhealthfairview.org/conditions,2022-02-04 09:39:48
26,https://mhealthfairview.org/locations,text/html; charset=utf-8,200,OK,Indexable,,Find a Location,15,135,,0,0,,0,Find a Location,15,,0,Common Search Terms,19,,0,,,,,,,,,,165530,85,0.816,1,,524,520,0,93.19,41,29,0,16,11,0,,,,,8723740136973c1ad1acbdbdb2010798,0.544,,,,,1.1,https://mhealthfairview.org/locations,2022-02-04 09:39:50
27,https://mhealthfairview.org/-/media/MHealthFairview/Project/MHealthFairviewOrg/PDFs/giftform012318.ashx,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,443351,0,0.0,2,,1,1,0,0.18,0,0,0,0,0,0,,,,,,0.103,"Wed, 24 Mar 2021 00:18:06 GMT",,,,1.1,https://mhealthfairview.org/-/media/MHealthFairview/Project/MHealthFairviewOrg/PDFs/giftform012318.ashx,2022-02-04 09:39:51
28,https://mhealthfairview.org/thecareforcancer,text/html; charset=utf-8,200,OK,Indexable,,Cancer Care,11,112,,0,0,,0,The Care for Cancer,19,Care Built Around You,21,Minnesota's top institution for cancer care — offering the most advanced treatment options and early phase clinical trials,122,Our approach to cancer care,27,,,,,,,,,,253878,2216,6.054,1,,2,2,0,0.36,52,37,0,26,20,0,,,,,8414b673db375193299b6fae6e863e4f,1.217,,,,,1.1,https://mhealthfairview.org/thecareforcancer,2022-02-04 09:39:50
29,https://mhealthfairview.org/locations?addressQuery=&page=1&placeId=&searchQuery=Hospital,text/html; charset=utf-8,200,OK,Indexable,,Find a Location,15,135,,0,0,,0,Find a Location,15,,0,,0,,0,,,,,,,,,,166074,75,0.809,2,,3,2,0,0.36,34,22,0,16,11,0,,,,,daf91bcd30fbc53974f655e114949d04,0.284,,,,,1.1,https://mhealthfairview.org/locations?addressQuery=&page=1&placeId=&searchQuery=Hospital,2022-02-04 09:39:51
31,https://mhealthfairview.org/blog,text/html; charset=utf-8,200,OK,Indexable,,Blog Search,11,108,,0,0,,0,News and Stories,16,,0,Common Search Terms,19,News and Events,15,,,,,,,,,,180418,226,1.247,1,,521,520,0,93.19,50,38,0,16,11,0,,,,,c96b945db8b6aafe295f9ed260a4d347,0.645,,,,,1.1,https://mhealthfairview.org/blog,2022-02-04 09:39:51
32,https://prd-cd.mhealthfairview.org/-/media/Files/No-Surprise-Billing-Translations/525543_Uninsured-and-Self-Py-Patients-Your-Right-to-a-Good-Faith-Estimate_Somali.ashx,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,57648,0,0.0,2,,1,1,0,0.18,0,0,0,0,0,0,,,,,,0.283,"Thu, 30 Dec 2021 15:35:47 GMT",,,,1.1,https://prd-cd.mhealthfairview.org/-/media/Files/No-Surprise-Billing-Translations/525543_Uninsured-and-Self-Py-Patients-Your-Right-to-a-Good-Faith-Estimate_Somali.ashx,2022-02-04 09:39:52
33,https://mhealthfairview.org/blog/journey-clinic-home-away-from-home-for-family-fighting-cancer-on-two-fronts,text/html; charset=utf-8,200,OK,Indexable,,"For a family fighting cancer on two fronts, Journey Clinic is a home away from home",83,733,,0,0,,0,"For a family fighting cancer on two fronts, Journey Clinic is a home away from home",83,,0,Tags,4,,0,,,,,,,,,,163791,1147,4.7,2,,2,2,0,0.36,42,31,0,18,13,0,,,,,f1cee629ad80a5717df5b92f6a373735,0.627,,,,,1.1,https://mhealthfairview.org/blog/journey-clinic-home-away-from-home-for-family-fighting-cancer-on-two-fronts,2022-02-04 09:39:51
34,https://prd-cd.mhealthfairview.org/-/media/Files/No-Surprise-Billing-Translations/525559_Your-Rights-and-Protections-against-Surprise-Medical-Bills_Somali.ashx,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,59233,0,0.0,2,,1,1,0,0.18,0,0,0,0,0,0,,,,,,0.376,"Thu, 30 Dec 2021 15:30:40 GMT",,,,1.1,https://prd-cd.mhealthfairview.org/-/media/Files/No-Surprise-Billing-Translations/525559_Your-Rights-and-Protections-against-Surprise-Medical-Bills_Somali.ashx,2022-02-04 09:39:52
36,https://mhealthfairview.org/blog?page=1&searchQuery=Virtual%20Care,text/html; charset=utf-8,200,OK,Indexable,,Blog Search,11,108,,0,0,,0,News and Stories,16,,0,News and Events,15,,0,,,,,,,,,,181500,227,1.257,2,,3,2,0,0.36,46,34,0,16,11,0,,,,,38b0f0227d28aa0fea5eb4401510b7b4,1.027,,,,,1.1,https://mhealthfairview.org/blog?page=1&searchQuery=Virtual%20Care,2022-02-04 09:39:52
37,https://mhealthfairview.org/blog/Covid-19-Visitor-Restrictions-Hospitals-And-Clinics,text/html; charset=utf-8,200,OK,Indexable,,Covid 19 Visitor Restrictions Hospitals And Clinics,51,442,,0,0,,0,Enhanced COVID-19 visitor restrictions implemented at M Health Fairview clinics and hospitals,93,,0,Tags,4,,0,,,,,,,,,,181465,1699,6.112,2,,75,75,0,13.44,39,28,0,32,25,0,,,,,6e45cead2c099ce32c158e5de09df4b6,1.124,,,,,1.1,https://mhealthfairview.org/blog/Covid-19-Visitor-Restrictions-Hospitals-And-Clinics,2022-02-04 09:39:52
39,https://mhealthfairview.org/covid19/long-term-covid-care,text/html; charset=utf-8,200,OK,Indexable,,Long-Term COVID Care,20,213,,0,0,,0,Long-Term COVID-19 Care,23,Addressing The Needs of Those Impacted by COVID-19,50,COVID-19 Care Stories,21,,0,,,,,,,,,,142414,414,2.389,2,,7,7,0,1.25,41,30,0,16,11,0,,,,,cf69417cf99043c2dd92ef0ab60277ad,0.649,,,,,1.1,https://mhealthfairview.org/covid19/long-term-covid-care,2022-02-04 09:39:53
40,https://mhealthfairview.org/mychart,text/html; charset=utf-8,200,OK,Indexable,,MyChart,7,75,,0,0,,0,Connect with us through MyChart,31,,0,Creating One MyChart Experience,31,MyChart FAQs,12,,,,,,,,,,140718,476,2.797,2,,12,10,0,1.79,33,22,0,18,12,0,,,,,a5536fb086f9c502c83f0f0d90c9d767,0.176,,,,,1.1,https://mhealthfairview.org/mychart,2022-02-04 09:39:53
41,https://prd-cd.mhealthfairview.org/-/media/Files/No-Surprise-Billing-Translations/525559_Your-Rights-and-Protections-against-Surprise-Medical-Bills_Chinese.ashx,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,102115,0,0.0,2,,1,1,0,0.18,0,0,0,0,0,0,,,,,,0.596,"Thu, 30 Dec 2021 15:32:34 GMT",,,,1.1,https://prd-cd.mhealthfairview.org/-/media/Files/No-Surprise-Billing-Translations/525559_Your-Rights-and-Protections-against-Surprise-Medical-Bills_Chinese.ashx,2022-02-04 09:39:53
42,https://mhealthfairview.org/-/media/MHealthFairview/Project/MHealthFairviewOrg/PDFs/MHF-Blank-Gift-In-Kind-Form.ashx,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,71216,0,0.0,2,,1,1,0,0.18,0,0,0,0,0,0,,,,,,0.137,"Thu, 21 Oct 2021 14:27:40 GMT",,,,1.1,https://mhealthfairview.org/-/media/MHealthFairview/Project/MHealthFairviewOrg/PDFs/MHF-Blank-Gift-In-Kind-Form.ashx,2022-02-04 09:39:54
43,https://mhealthfairview.org/blog/omicron-variant-what-you-need-to-know,text/html; charset=utf-8,200,OK,Indexable,,The omicron variant has arrived in Minnesota – here’s what you need to know,75,679,,0,0,,0,The omicron variant has arrived in Minnesota – here’s what you need to know,75,,0,Tags,4,,0,,,,,,,,,,152829,689,3.266,2,,76,76,0,13.62,40,29,0,17,12,0,,,,,7fc46814c010d78c06b21c0a22a7c8c0,0.938,,,,,1.1,https://mhealthfairview.org/blog/omicron-variant-what-you-need-to-know,2022-02-04 09:39:53
44,https://mhealthfairview.org/providers?specialtyFilter=Cancer%20Care,text/html; charset=utf-8,200,OK,Indexable,,Find a Provider,15,135,,0,0,,0,Find a Provider,15,,0,,0,,0,,,,,,,,,,204120,76,0.683,2,,4,3,0,0.54,34,23,0,16,11,0,,,,,211322de641934015b8576fe540b3baf,0.334,,,,,1.1,https://mhealthfairview.org/providers?specialtyFilter=Cancer%20Care,2022-02-04 09:39:54
46,https://prd-cd.mhealthfairview.org/-/media/Files/No-Surprise-Billing-Translations/525543_Uninsured-and-Self-Pay-Patients-Your-Right-to-a-Good-Faith-Estimate_chinese.ashx,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,107093,0,0.0,2,,1,1,0,0.18,0,0,0,0,0,0,,,,,,0.236,"Thu, 30 Dec 2021 15:35:48 GMT",,,,1.1,https://prd-cd.mhealthfairview.org/-/media/Files/No-Surprise-Billing-Translations/525543_Uninsured-and-Self-Pay-Patients-Your-Right-to-a-Good-Faith-Estimate_chinese.ashx,2022-02-04 09:39:54
47,https://mhealthfairview.org/locations?addressQuery=&page=1&placeId=&searchQuery=Diabetes,text/html; charset=utf-8,200,OK,Indexable,,Find a Location,15,135,,0,0,,0,Find a Location,15,,0,,0,,0,,,,,,,,,,166074,75,0.809,2,,3,2,0,0.36,34,22,0,16,11,0,,,,,d3d0055a1f1f121e97aac930208e27b0,0.204,,,,,1.1,https://mhealthfairview.org/locations?addressQuery=&page=1&placeId=&searchQuery=Diabetes,2022-02-04 09:39:54
48,https://prd-cd.mhealthfairview.org/-/media/Files/No-Surprise-Billing-Translations/525543_Uninsured-and-Self-Py-Patients-Your-Right-to-a-Good-Faith-Estimate_Vietnamese.ashx,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,68388,0,0.0,2,,1,1,0,0.18,0,0,0,0,0,0,,,,,,0.315,"Thu, 30 Dec 2021 15:35:46 GMT",,,,1.1,https://prd-cd.mhealthfairview.org/-/media/Files/No-Surprise-Billing-Translations/525543_Uninsured-and-Self-Py-Patients-Your-Right-to-a-Good-Faith-Estimate_Vietnamese.ashx,2022-02-04 09:39:55
49,https://mhealthfairview.org/-/media/Files/Ridges-Practicum-application.ashx,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,146680,0,0.0,2,,2,2,0,0.36,0,0,0,0,0,0,,,,,,0.436,"Fri, 09 Jul 2021 18:24:46 GMT",,,,1.1,https://mhealthfairview.org/-/media/Files/Ridges-Practicum-application.ashx,2022-02-04 09:39:55
50,https://mhealthfairview.org/service-categories/m-health-fairview-express-lab,text/html; charset=utf-8,200,OK,Indexable,,M Health Fairview Express Lab,29,273,,0,0,,0,Express Lab,11,,0,Services,8,Specialties related to this treatment:,38,,,,,,,,,,141763,336,2.133,2,,4,4,0,0.72,33,22,0,19,14,0,,,,,7f3ec308d8e1f109f911d24ddd8a7bbf,0.923,,,,,1.1,https://mhealthfairview.org/service-categories/m-health-fairview-express-lab,2022-02-04 09:39:54
51,https://mhealthfairview.org/locations?addressQuery=&page=1&placeId=&searchQuery=Ear%20Nose%20and%20Throat,text/html; charset=utf-8,200,OK,Indexable,,Find a Location,15,135,,0,0,,0,Find a Location,15,,0,,0,,0,,,,,,,,,,166135,81,0.829,2,,3,2,0,0.36,34,22,0,16,11,0,,,,,b84dfe72ee1e3129a4aaf65a6623a8aa,0.314,,,,,1.1,https://mhealthfairview.org/locations?addressQuery=&page=1&placeId=&searchQuery=Ear%20Nose%20and%20Throat,2022-02-04 09:39:55
52,https://mhealthfairview.org/about-us,text/html; charset=utf-8,200,OK,Indexable,,About Us,8,81,,0,0,,0,About Us,8,Research & Clinical Trials,26,Healthcare founded in academics,31,600+,4,,,,,,,,,,137818,391,2.451,2,,2,2,0,0.36,38,22,0,16,11,0,,,,,1c6b7d9227bdcc4870b92819996564f6,0.338,,,,,1.1,https://mhealthfairview.org/about-us,2022-02-04 09:39:56
53,https://mhealthfairview.org/for-medical-professionals/credentialing,text/html; charset=utf-8,200,OK,Indexable,,Credentialing,13,118,,0,0,,0,Credentialing,13,,0,Quick Links to Key Documents,28,About Us,8,,,,,,,,,,180713,1501,6.455,2,,3,3,0,0.54,37,25,0,25,17,0,,,,,95302354fc2f0627d385e724b80b4473,0.704,,,,,1.1,https://mhealthfairview.org/for-medical-professionals/credentialing,2022-02-04 09:39:55
54,https://mhealthfairview.org/giving/corporate-engagement,text/html; charset=utf-8,200,OK,Indexable,,Corporate Engagement,20,205,,0,0,,0,Engage your company,19,Cause Marketing,15,Ways Your Company Can Give Back,31,Matching Gifts,14,,,,,,,,,,135570,322,2.21,2,,2,2,0,0.36,32,21,0,20,14,0,,,,,34132e5acc2613326ad801b50820fa5f,0.265,,,,,1.1,https://mhealthfairview.org/giving/corporate-engagement,2022-02-04 09:39:56
56,https://mhealthfairview.org/blog/nonclinical-workers-volunteer-to-support-the-frontline-during-covid-19-surge,text/html; charset=utf-8,200,OK,Indexable,,Making life easier for the frontline: Volunteers turn out to support care providers during surge,96,809,,0,0,,0,Making life easier for the frontline: Volunteers turn out to support care providers during surge,96,,0,Tags,4,,0,,,,,,,,,,147251,722,3.422,2,,73,73,0,13.08,37,26,0,16,11,0,,,,,209e836e1a194c34b511e0ef29c0daed,0.455,,,,,1.1,https://mhealthfairview.org/blog/nonclinical-workers-volunteer-to-support-the-frontline-during-covid-19-surge,2022-02-04 09:39:56
57,https://mhealthfairview.org/locations?page=1,text/html; charset=utf-8,200,OK,Indexable,,Find a Location,15,135,,0,0,,0,Find a Location,15,,0,,0,,0,,,,,,,,,,165960,71,0.794,2,,17,15,0,2.69,34,22,0,16,11,0,,,,,f789be49c141a051a6bfa44a45df191,0.409,,,,,1.1,https://mhealthfairview.org/locations?page=1,2022-02-04 09:39:56
58,https://prd-cd.mhealthfairview.org/-/media/Files/525559--Surprise-Medical-Bills_FINAL_12-10-212.ashx,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,47317,0,0.0,2,,1,1,0,0.18,0,0,0,0,0,0,,,,,,0.492,"Thu, 16 Dec 2021 16:01:39 GMT",,,,1.1,https://prd-cd.mhealthfairview.org/-/media/Files/525559--Surprise-Medical-Bills_FINAL_12-10-212.ashx,2022-02-04 09:39:56
59,https://prd-cd.mhealthfairview.org/-/media/Files/No-Surprise-Billing-Translations/525543_Uninsured-and-Self-Py-Patients-Your-Right-to-a-Good-Faith-Estimate_Russian.ashx,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,71749,0,0.0,2,,1,1,0,0.18,0,0,0,0,0,0,,,,,,0.544,"Thu, 30 Dec 2021 15:35:47 GMT",,,,1.1,https://prd-cd.mhealthfairview.org/-/media/Files/No-Surprise-Billing-Translations/525543_Uninsured-and-Self-Py-Patients-Your-Right-to-a-Good-Faith-Estimate_Russian.ashx,2022-02-04 09:39:57
60,https://mhealthfairview.org/giving/tribute-giving,text/html; charset=utf-8,200,OK,Indexable,,Tribute giving,14,121,,0,0,,0,Tribute Giving,14,,0,More tribute and obituary resources,35,Mail-In Tribute Giving,22,,,,,,,,,,139467,342,2.05,2,,3,3,0,0.54,32,21,0,21,14,0,,,,,f0144bf35bc1fa5e4816666c6d96830c,0.254,,,,,1.1,https://mhealthfairview.org/giving/tribute-giving,2022-02-04 09:39:57
61,https://mhealthfairview.org/providers?addressQuery=&page=1&placeId=&searchQuery=OBGYN&sortOrder=,text/html; charset=utf-8,200,OK,Indexable,,Find a Provider,15,135,,0,0,,0,Find a Provider,15,,0,,0,,0,,,,,,,,,,204182,80,0.689,2,,3,2,0,0.36,34,22,0,16,11,0,,,,,8fd6d77bcdd688727f2fda22379dea5b,0.529,,,,,1.1,https://mhealthfairview.org/providers?addressQuery=&page=1&placeId=&searchQuery=OBGYN&sortOrder=,2022-02-04 09:39:57
63,https://mhealthfairview.org/locations?addressQuery=&page=1&placeId=&searchQuery=,text/html; charset=utf-8,200,OK,Indexable,,Find a Location,15,135,,0,0,,0,Find a Location,15,,0,,0,,0,,,,,,,,,,165960,71,0.794,2,,4,3,0,0.54,34,22,0,16,11,0,,,,,99b89a8fffe3e77132a59834719fa00c,0.263,,,,,1.1,https://mhealthfairview.org/locations?addressQuery=&page=1&placeId=&searchQuery=,2022-02-04 09:39:57
64,https://mhealthfairview.org/blog?page=1&searchQuery=,text/html; charset=utf-8,200,OK,Indexable,,Blog Search,11,108,,0,0,,0,News and Stories,16,,0,News and Events,15,,0,,,,,,,,,,181322,221,1.237,2,,4,3,0,0.54,46,34,0,16,11,0,,,,,51dbdd7b7f877360a230bf556a9ae956,0.512,,,,,1.1,https://mhealthfairview.org/blog?page=1&searchQuery=,2022-02-04 09:39:57
65,https://mhealthfairview.org/for-medical-professionals/best-practice-in-lactation-care,text/html; charset=utf-8,200,OK,Indexable,,Foundations of Best Practice in Lactation Care,46,407,,0,0,,0,Foundations for Best Practices in Lactation Care,48,,0,,0,,0,,,,,,,,,,129364,320,2.268,2,,2,2,0,0.36,32,21,0,17,12,0,,,,,2bc2122664e21b910206b57f5ab3aa29,0.48,,,,,1.1,https://mhealthfairview.org/for-medical-professionals/best-practice-in-lactation-care,2022-02-04 09:39:57
