,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
11,https://www.dukehealth.org/sites/default/files/styles/announcement_images/public/blog_post/flu_blog_banner_1400_ctr.jpg?itok=PQaW7Jon,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,34076,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.063,"Mon, 28 Jun 2021 23:33:08 GMT",,,,1.1,https://www.dukehealth.org/sites/default/files/styles/announcement_images/public/blog_post/flu_blog_banner_1400_ctr.jpg?itok=PQaW7Jon,2022-01-21 09:23:42
12,https://www.dukehealth.org/about-duke-health,text/html; charset=UTF-8,200,OK,Indexable,,About Duke Health | Duke Health,31,291,Duke Health is all dedicated to putting our patients at the forefront of everything we do.,90,536,,0,About Duke Health,17,Our Mission,11,Our Hospitals,13,,,,https://www.dukehealth.org/about-duke-health,,,,,,46057,451,7.489,1,,831,809,0,99.63,37,27,0,21,19,0,,,,,65e49f54f8757c89947fc22bf559beeb,0.068,"Fri, 21 Jan 2022 14:22:21 GMT",,,,1.1,https://www.dukehealth.org/about-duke-health,2022-01-21 09:23:43
14,https://www.dukehealth.org/spanish-covid-19-update,text/html; charset=UTF-8,200,OK,Indexable,,Actualización sobre la vacuna COVID-19 | Duke Health,52,483,Programe su cita para recibir la vacuna contra el COVID-19 o visite una de nuestras clínicas de vacunación abiertas al público sin cita previa. La vacuna contra el COVID-19 está disponible sin costo alguno. No necesita tener un seguro médico. No necesita ser paciente de Duke Health.,283,1779,,0,Actualización sobre la vacuna COVID-19,38,Actualizado: 6 de enero de 2022,31,La dosis de refuerzo de la vacuna Pfizer contra el COVID-19 están disponibles para personas de 12 años en adelante,114,,,,https://www.dukehealth.org/spanish-covid-19-update,,,,,,63388,1332,13.248,1,,875,809,0,99.63,52,27,0,22,21,0,,,,,13bec3db8048b5f3386617f85bb7baf2,1.722,"Fri, 21 Jan 2022 14:23:39 GMT",,,,1.1,https://www.dukehealth.org/spanish-covid-19-update,2022-01-21 09:23:41
15,https://www.dukehealth.org/spanish-covid-19-update/spanish-schedule-vaccine-step-one,text/html; charset=UTF-8,200,OK,Indexable,,Programe su vacuna contra el COVID-19 | Duke Health,51,485,Programe su cita para recibir la vacuna contra el COVID-19 -- no tiene que ser un paciente actual de Duke Health.,113,709,,0,Programe su vacuna contra el COVID-19,37,Primera dosis (de 5 a 11 años),30,Primera dosis (a partir de los 12 años) ,40,,,,https://www.dukehealth.org/spanish-covid-19-update/spanish-schedule-vaccine-step-one,,,,,,47073,508,7.602,1,,868,809,0,99.63,53,31,0,12,12,0,,,,,679a4100ba727fb8134cbc016df18f84,0.06,"Fri, 21 Jan 2022 14:23:36 GMT",,,,1.1,https://www.dukehealth.org/spanish-covid-19-update/spanish-schedule-vaccine-step-one,2022-01-21 09:23:43
16,https://www.dukehealth.org/dukechildrens,text/html; charset=UTF-8,200,OK,Indexable,,Duke Children's | Duke Health,29,267,Duke Children’s is consistently recognized for delivering the highest quality care to children of all ages.,107,633,,0,High-Quality Care at Duke Children's,36,Well Care to Specialized Care,29,If Your Child Needs Surgery,27,,,,https://www.dukehealth.org/dukechildrens,,,,,,63676,645,7.563,1,,817,809,0,99.63,33,27,0,13,13,0,,,,,3b37467d3ce4783e442a27bedadec0ba,0.216,"Fri, 21 Jan 2022 14:21:44 GMT",,,,1.1,https://www.dukehealth.org/dukechildrens,2022-01-21 09:23:43
17,https://www.dukehealth.org/blog/spanish-why-you-need-flu-shot,text/html; charset=UTF-8,200,OK,Indexable,,Temporada de la Gripe Durante una Pandemia: Por Qué Necesita una Vacuna Contra la Gripe | Duke Health,101,954,"La temporada de gripe empieza con fuerza en octubre y es importante ponerse la vacuna contra la gripe, para estar protegidos mientras el COVID-19 sigue propagándose.",165,1061,,0,Temporada de la Gripe Durante una Pandemia: Por Qué Necesita una Vacuna Contra la Gripe,87,Esto es lo que necesita saber,29,¿Quién debe vacunarse contra la gripe?,38,,,,https://www.dukehealth.org/blog/spanish-why-you-need-flu-shot,,,,,,72290,1068,9.576,1,,34,17,0,2.09,41,30,0,15,13,0,,,,,18d5cfac82d61a79d38c2a2ba790d177,1.957,"Fri, 21 Jan 2022 14:23:39 GMT",,,,1.1,https://www.dukehealth.org/blog/spanish-why-you-need-flu-shot,2022-01-21 09:23:41
18,https://www.dukehealth.org/locations?view=list,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,Locations at Duke Health | Duke Health,38,346,"Duke Health locations include primary and specialty care clinics, urgent care centers and hospitals throughout Raleigh, Durham and Cary. Find a location near you.",162,1007,,0,Locations,9,,0,,0,,,,https://www.dukehealth.org/locations,,,,,,66460,123,2.5,1,,4,3,0,0.37,24,22,0,12,12,0,,,,,77985a6f30bc101fe6dc0b3f622d26c0,0.258,"Fri, 21 Jan 2022 14:23:41 GMT",,,,1.1,https://www.dukehealth.org/locations?view=list,2022-01-21 09:23:43
19,https://www.dukehealth.org/spanish-visitor-restrictions,text/html; charset=UTF-8,200,OK,Indexable,,Restricciones para visitantes en vigor | Duke Health,52,453,Nuestras normas para las visitas se basan en las recomendaciones de los CDC y de nuestros expertos en enfermedades infecciosas.,127,835,,0,Restricciones para visitantes en vigor,38,Fecha efectiva: 14 de enero de 2022,35,Gracias,7,,,,https://www.dukehealth.org/spanish-visitor-restrictions,,,,,,66747,2752,26.263,1,,858,809,0,99.63,50,29,0,12,12,0,,,,,98022a435b4d54d271a2cdb84bc0fded,0.16,"Fri, 21 Jan 2022 14:17:42 GMT",,,,1.1,https://www.dukehealth.org/spanish-visitor-restrictions,2022-01-21 09:23:44
20,https://www.dukehealth.org/keep-date-duke-health,text/html; charset=UTF-8,200,OK,Indexable,,Stay Connected With Duke Health | Duke Health,45,427,Sign up and get the latest information about our advancements in health care and insight from our expert doctors.,113,699,,0,Stay Connected With Duke Health,31,Email Sign Up,13,,0,,,,https://www.dukehealth.org/keep-date-duke-health,,,,,,62507,280,4.173,1,,812,809,0,99.63,27,21,0,12,12,0,,,,,623b6d2653041470a310c0aacb25197,0.838,"Fri, 21 Jan 2022 14:23:41 GMT",,,,1.1,https://www.dukehealth.org/keep-date-duke-health,2022-01-21 09:23:43
21,https://www.dukehealth.org/blog/assess-your-well-being-wheel-of-health,text/html; charset=UTF-8,200,OK,Indexable,,Assess Your Well-Being with the Wheel of Health | Duke Health,61,559,The Wheel of Health self-assessment tool is is a concept created by Duke Health and Well-Being. It places you at the center and helps you be mindfully aware of key elements in your health and well-being.,203,1265,,0,Assess Your Well-Being with the Wheel of Health,47,Learn About Factors That Influence Your Health,46,Understanding Your Score and Next Steps,39,,,,https://www.dukehealth.org/blog/assess-your-well-being-wheel-of-health,,,,,,64135,438,5.045,1,,197,99,0,12.19,34,27,0,13,13,0,,,,,5352537f10929ec9e20446dbe3afa8aa,2.816,"Fri, 21 Jan 2022 14:23:39 GMT",,,,1.1,https://www.dukehealth.org/blog/assess-your-well-being-wheel-of-health,2022-01-21 09:23:41
22,https://www.dukehealth.org/covid-19-update/walk-in-vaccine-clinic,text/html; charset=UTF-8,200,OK,Indexable,,Walk-In COVID-19 Vaccine Clinics | Duke Health,46,431,Duke Health is providing COVID-19 vaccines without an appointment at our walk-in clinics.,89,558,,0,Walk-In COVID-19 Vaccine Clinics,32,No Appointment Necessary,24,Upcoming Walk-In Clinics,24,,,,https://www.dukehealth.org/covid-19-update/walk-in-vaccine-clinic,,,,,,53621,393,5.442,1,,842,809,0,99.63,55,29,0,13,13,0,,,,,529309469c2c7d7586effee1529872c,0.064,"Fri, 21 Jan 2022 14:16:46 GMT",,,,1.1,https://www.dukehealth.org/covid-19-update/walk-in-vaccine-clinic,2022-01-21 09:23:44
23,https://www.dukehealth.org/diversity-equity-and-inclusion/Duke-health-stands-against-racism,text/html; charset=UTF-8,200,OK,Indexable,,Duke Health Stands Against Racism | Duke Health,47,445,"Duke Health stands against racism. Our pledge to our patients, our people, and the communities we serve.",104,658,,0,Duke Health Stands Against Racism,33,"Our Pledge to Our Patients, Our People, and the Communities We Serve",68,Duke Health Pledge,18,,,,https://www.dukehealth.org/diversity-equity-and-inclusion/Duke-health-stands-against-racism,,,,,,48790,687,9.692,1,,861,809,0,99.63,40,27,0,12,12,0,,,,,65e9ca47c950ac2e433e1f2f655aaa02,0.72,"Fri, 21 Jan 2022 14:23:42 GMT",,,,1.1,https://www.dukehealth.org/diversity-equity-and-inclusion/Duke-health-stands-against-racism,2022-01-21 09:23:44
24,https://www.dukehealth.org/sites/default/files/styles/blog_thumbnail_image_crop/public/blog_post/blog_lung_valve_1932x862_0.jpg?h=f73e4ffe&itok=-Ya82Lce,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,5013,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.062,"Mon, 20 Dec 2021 14:52:55 GMT",,,,1.1,https://www.dukehealth.org/sites/default/files/styles/blog_thumbnail_image_crop/public/blog_post/blog_lung_valve_1932x862_0.jpg?h=f73e4ffe&itok=-Ya82Lce,2022-01-21 09:23:45
25,https://www.dukehealth.org/privacy/website-privacy-policy,text/html; charset=UTF-8,200,OK,Indexable,,Website Privacy Policy | Duke Health,36,327,View the Duke University Health System website privacy policy.,62,395,,0,Website Privacy Policy,22,Analytics Tools,15,Optimization,12,,,,https://www.dukehealth.org/privacy/website-privacy-policy,,,,,,49161,944,13.54,1,,826,809,0,99.63,41,25,0,20,19,0,,,,,92cf3b05aed7f61e2b819dcb00afc69a,0.815,"Fri, 21 Jan 2022 14:23:42 GMT",,,,1.1,https://www.dukehealth.org/privacy/website-privacy-policy,2022-01-21 09:23:44
26,https://www.dukehealth.org/sites/default/files/styles/blog_thumbnail_image_crop/public/blog_post/blog_guillain_barre_1932x862_1.jpg?h=4b99f3f8&itok=j6L4_HAA,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,5310,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.066,"Mon, 06 Dec 2021 15:29:28 GMT",,,,1.1,https://www.dukehealth.org/sites/default/files/styles/blog_thumbnail_image_crop/public/blog_post/blog_guillain_barre_1932x862_1.jpg?h=4b99f3f8&itok=j6L4_HAA,2022-01-21 09:23:45
27,https://www.dukehealth.org/blog/new-minimally-invasive-lung-valve-procedure-helps-copd-patient-breathe-easier,text/html; charset=UTF-8,200,OK,Indexable,,"New, Minimally Invasive Lung Valve Procedure Helps COPD Patient Breathe Easier | Duke Health",92,860,"Diagnosed with COPD, Michael Viola could barely make it up a flight of stairs, and he needed oxygen around the clock. Then he underwent a new, minimally invasive procedure at Duke Health. It improved his lung function and his breathing and gave him a new outlook on life.",271,1691,,0,"New, Minimally Invasive Lung Valve Procedure Helps COPD Patient Breathe Easier",78,Declining Health and a Life-Changing Diagnosis,46,New Lung Reduction Procedure Offers Hope,40,,,,https://www.dukehealth.org/blog/new-minimally-invasive-lung-valve-procedure-helps-copd-patient-breathe-easier,,,,,,70119,814,7.706,1,,154,77,0,9.48,39,30,0,12,12,0,,,,,3d49d078467d37c43101e05b1b99b4ab,0.947,"Fri, 21 Jan 2022 14:23:42 GMT",,,,1.1,https://www.dukehealth.org/blog/new-minimally-invasive-lung-valve-procedure-helps-copd-patient-breathe-easier,2022-01-21 09:23:44
28,https://www.dukehealth.org/status,text/html; charset=UTF-8,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,398,0,0.0,1,,809,809,0,99.63,0,0,0,0,0,0,,,,,,0.06,,https://www.dukehealth.org/node/209380,HTTP Redirect,,1.1,https://www.dukehealth.org/status,2022-01-21 09:23:45
29,https://www.dukehealth.org/covid-19-update/schedule-vaccine-step-one,text/html; charset=UTF-8,200,OK,Indexable,,Schedule Your COVID-19 Vaccine | Duke Health,44,427,Schedule an appointment for a COVID-19 vaccine -- you do not need to be a current Duke Health patient.,102,651,,0,Schedule Your COVID-19 Vaccine,30,First Dose (ages 5 - 11),24,First Dose (age 12 and older),29,,,,https://www.dukehealth.org/covid-19-update/schedule-vaccine-step-one,,,,,,50420,454,6.623,1,,851,809,0,99.63,59,34,0,12,12,0,,,,,193ad85f4ad4d976ca13e1a462fbd44a,0.166,"Fri, 21 Jan 2022 14:23:06 GMT",,,,1.1,https://www.dukehealth.org/covid-19-update/schedule-vaccine-step-one,2022-01-21 09:23:45
30,https://www.dukehealth.org/events,text/html; charset=UTF-8,200,OK,Indexable,,Events Calendar | Duke Health,29,272,"View dates and times for Duke Health classes, events, and support groups on the dukehealth.org event calendar.",110,699,,0,Events Calendar,15,,0,,0,,,,https://www.dukehealth.org/events,,,,,,35458,79,2.982,1,,8,7,0,0.86,24,22,0,12,12,0,,,,,ef1b878eb39a63736210ba94d5f1c31f,0.242,"Fri, 21 Jan 2022 14:19:25 GMT",,,,1.1,https://www.dukehealth.org/events,2022-01-21 09:23:45
31,https://www.dukehealth.org/events/strong-and-limber-1641564900-1641567300,text/html; charset=UTF-8,200,OK,Indexable,,Strong and Limber - January 07 | Duke Health,44,405,"Strong and Limber is on January 07 at 2:15 pm at Duke Health & Fitness Center in Durham, NC",91,590,,0,Strong and Limber,17,,0,,0,,,,https://www.dukehealth.org/events/strong-and-limber-1641564900-1641567300,,,,,,44529,340,5.87,1,,3,2,0,0.25,26,23,0,16,15,0,,,,,10a058aa5f1c26e9ed60019e66b4c14c,0.705,,,,,1.1,https://www.dukehealth.org/events/strong-and-limber-1641564900-1641567300,2022-01-21 09:23:45
32,https://www.dukehealth.org/sites/default/files/styles/blog_thumbnail_image_crop/public/blog_post/blog_wheel_health_1932x862_0.jpg?h=411ea498&itok=0EsnSEsV,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,5101,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.063,"Tue, 04 Jan 2022 15:05:23 GMT",,,,1.1,https://www.dukehealth.org/sites/default/files/styles/blog_thumbnail_image_crop/public/blog_post/blog_wheel_health_1932x862_0.jpg?h=411ea498&itok=0EsnSEsV,2022-01-21 09:23:46
34,https://www.dukehealth.org/blog/duke-surgeons-first-us-place-new-generation-artificial-heart,text/html; charset=UTF-8,200,OK,Indexable,,Duke Surgeons First in U.S. to Place New-Generation Artificial Heart | Duke Health,82,725,Surgeons at Duke University Hospital successfully implanted a new-generation artificial heart as part of a clinical trial studying whether the device may be an alternative to or a way to buy time while waiting for a heart transplant.,233,1404,,0,Duke Surgeons First in U.S. to Place New-Generation Artificial Heart,68,"The Procedure, Followed by Heart Transplant, Saves Man’s Life",61,At the Right Place at the Right Time,36,,,,https://www.dukehealth.org/blog/duke-surgeons-first-us-place-new-generation-artificial-heart,,,,,,73789,694,6.75,1,,154,77,0,9.48,47,36,0,13,13,0,,,,,9c01264e8d82151c825fe7acbf3949f2,2.909,"Fri, 21 Jan 2022 14:23:41 GMT",,,,1.1,https://www.dukehealth.org/blog/duke-surgeons-first-us-place-new-generation-artificial-heart,2022-01-21 09:23:43
35,https://www.dukehealth.org/find-doctors-physicians,text/html; charset=UTF-8,200,OK,Indexable,,Find Your Duke Provider | Duke Health,37,343,Find a doctor who is conveniently located and whose expertise meets your health care needs.,91,583,,0,Find a provider that's right for you.,37,,0,,0,,,,https://www.dukehealth.org/find-doctors-physicians,,,,,,84860,155,1.76,1,,8,6,0,0.74,25,22,0,15,15,0,,,,,91aceefe7dc8cbcbd89cd8d95e860cfe,0.069,"Fri, 21 Jan 2022 14:10:12 GMT",,,,1.1,https://www.dukehealth.org/find-doctors-physicians,2022-01-21 09:23:46
37,https://www.dukehealth.org/blog/plasma-exchange-therapy-guillain-barre-helps-woman-make-drastic-recovery,text/html; charset=UTF-8,200,OK,Indexable,,Plasma Exchange Therapy for Guillain-Barré Helps Woman Make a Drastic Recovery | Duke Health,92,875,"In late September of 2021, Carol Cerase was diagnosed Cerase with Guillain-Barré syndrome (GBS), a rare autoimmune disorder. Duke’s team recommended plasma exchange therapy to stop the disease’s progression. Since then, Cerase has made a dramatic recovery.",256,1679,,0,Plasma Exchange Therapy for Guillain-Barré Helps Woman Make a Drastic Recovery,78,Duke Is One of the Few NC Hospitals Offering the Treatment,58,Mysterious Symptoms Cause Concern,33,,,,https://www.dukehealth.org/blog/plasma-exchange-therapy-guillain-barre-helps-woman-make-drastic-recovery,,,,,,70615,822,8.015,1,,13,7,0,0.86,39,30,0,12,12,0,,,,,a471316fc2df45f19379ae05b6a65791,2.957,"Fri, 21 Jan 2022 14:23:42 GMT",,,,1.1,https://www.dukehealth.org/blog/plasma-exchange-therapy-guillain-barre-helps-woman-make-drastic-recovery,2022-01-21 09:23:44
38,https://www.dukehealth.org/sites/default/files/styles/announcement_images/public/20210311_covid_vaccine_announcement_1932x862.jpg?itok=VSAtBib_,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,59187,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.065,"Fri, 11 Jun 2021 06:19:00 GMT",,,,1.1,https://www.dukehealth.org/sites/default/files/styles/announcement_images/public/20210311_covid_vaccine_announcement_1932x862.jpg?itok=VSAtBib_,2022-01-21 09:23:48
39,https://www.dukehealth.org/events/health-well-being-smarts-sleep-well-integrative-strategies-healthy-rest-virtual-event,text/html; charset=UTF-8,200,OK,Indexable,,Health & Well-Being Smarts: Sleep Well – Integrative Strategies for Healthy Rest (Virtual Event) - January 21 | Duke Health,123,1080,"Health & Well-Being Smarts: Sleep Well – Integrative Strategies for Healthy Rest (Virtual Event) is on January 21 at 5:00 pm at  in , NC",136,833,,0,Health & Well-Being Smarts: Sleep Well – Integrative Strategies for Healthy Rest (Virtual Event),96,,0,,0,,,,https://www.dukehealth.org/events/health-well-being-smarts-sleep-well-integrative-strategies-healthy-rest-virtual-event,,,,,,41057,240,5.143,1,,5,2,0,0.25,29,24,0,13,13,0,,,,,15fde1e0c234111beadcd833dfd199f1,0.56,,,,,1.1,https://www.dukehealth.org/events/health-well-being-smarts-sleep-well-integrative-strategies-healthy-rest-virtual-event,2022-01-21 09:23:47
40,https://www.dukehealth.org/privacy,text/html; charset=UTF-8,200,OK,Indexable,,Notice of Privacy Practices | Duke Health,41,360,This notice describes how medical information about you may be used and disclosed and how you can get access to this information.,129,825,,0,Notice of Privacy Practices,27,Duke Health Enterprise - Organized Health Care Arrangement,58,This Notice of Our Privacy Practices (this “Notice”) Explains:,62,,,,https://www.dukehealth.org/privacy,,,,,,78679,4823,39.664,1,,835,809,0,99.63,47,28,0,13,13,0,,,,,3131a1e40ea1b7864b07997affcaaca4,2.512,"Fri, 21 Jan 2022 14:23:44 GMT",,,,1.1,https://www.dukehealth.org/privacy,2022-01-21 09:23:46
