,Source,Target,Unnamed: 2,Unnamed: 3,Unnamed: 4
89,https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,"https://www.google.com/maps/place/4251+X+St,+Sacramento,+CA+95817/@38.554896,-121.4584849,17z/data=!3m1!4b1!4m5!3m4!1s0x809ad07cc6228885:0x74998774c85fe60d!8m2!3d38.554896!4d-121.4562962",,,
90,https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,http://www.ucdmc.ucdavis.edu/publish/news/medicalcenter/,,,
91,https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,https://aspe.hhs.gov/poverty-guidelines,,,
92,https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,https://aspe.hhs.gov/poverty-guidelines,,,
93,https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,https://mychart.ucdavis.edu/mychart/,,,
94,https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,https://mychart.ucdavis.edu/mychart/,,,
95,https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,https://mychart.ucdavis.edu/mychart/,,,
96,https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,https://www.facebook.com/UCDavisMedicalCenter,,,
97,https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,https://twitter.com/UCDavisMedCntr,,,
98,https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,http://www.youtube.com/ucdavishealth,,,
99,https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,http://pinterest.com/ucdavishealth/,,,
100,https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,http://www.instagram.com/ucdavishealth,,,
101,https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,https://www.linkedin.com/company/uc-davis-health/,,,
102,https://health.ucdavis.edu/cancer/,https://mychart.ucdavis.edu/mychart/,,,
103,https://health.ucdavis.edu/cancer/,https://cct.ucdmc.ucdavis.edu/cct/,,,
104,https://health.ucdavis.edu/cancer/,https://comprehensivecancercenter.ucdavis.edu/members,,,
105,https://health.ucdavis.edu/cancer/,https://cct.ucdmc.ucdavis.edu/cct/,,,
106,https://health.ucdavis.edu/cancer/,https://give.ucdavis.edu/Donate/YourGift/CC48317/,,,
107,https://health.ucdavis.edu/cancer/,https://cct.ucdmc.ucdavis.edu/cct/,,,
108,https://health.ucdavis.edu/cancer/,https://youtu.be/JhQqnCnCfAk,,,
109,https://health.ucdavis.edu/cancer/,https://cct.ucdmc.ucdavis.edu/cct/,,,
110,https://health.ucdavis.edu/cancer/,https://www.onclive.com/sap-partner/cancer-centers/ucdavis,,,
111,https://health.ucdavis.edu/cancer/,http://health.usnews.com/best-hospitals/area/ca/university-of-california-davis-medical-center-6932680,,,
112,https://health.ucdavis.edu/cancer/,http://health.usnews.com/best-hospitals/area/ca/university-of-california-davis-medical-center-6932680,,,
113,https://health.ucdavis.edu/cancer/,http://health.usnews.com/best-hospitals/area/ca/university-of-california-davis-medical-center-6932680,,,
114,https://health.ucdavis.edu/cancer/,https://practice.asco.org/quality-improvement/quality-programs/qopi-certification-program,,,
115,https://health.ucdavis.edu/cancer/,https://www.nccn.org/members/profile?groupid=2986,,,
116,https://health.ucdavis.edu/cancer/,http://www.ucdavis.edu/,,,
117,https://health.ucdavis.edu/cancer/,https://www.facebook.com/UCDavisCancer/,,,
118,https://health.ucdavis.edu/cancer/,https://twitter.com/UCD_Cancer,,,
119,https://health.ucdavis.edu/cancer/,https://www.youtube.com/ucdavishealth,,,
120,https://health.ucdavis.edu/cancer/,https://www.pinterest.com/ucdavishealth/,,,
121,https://health.ucdavis.edu/cancer/,https://www.instagram.com/ucdaviscancer/,,,
122,https://health.ucdavis.edu/cancer/,https://www.linkedin.com/company/uc-davis-health,,,
123,https://health.ucdavis.edu/cancer/,https://give.ucdavis.edu/Donate/YourGift/CC48317,,,
124,https://health.ucdavis.edu/cancer/,https://org.ucdavis.edu/directory/index.html,,,
125,https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,https://hr.ucdavis.edu/careers/,,,
126,https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,https://physician-referral.ucdmc.ucdavis.edu/index.cfm,,,
127,https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,https://physicianconnect.ucdmc.ucdavis.edu/,,,
128,https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,http://physicians.ucdavis.edu/medicalcenter/,,,
129,https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,http://www.ucdmc.ucdavis.edu/cme/index.html,,,
130,https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,https://physicians.ucdavis.edu/medicalcenter/,,,
131,https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,http://www.ucdmc.ucdavis.edu/medicalcenter/patients/financial-assistance.html,,,
132,https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,http://www.ucdavis.edu/,,,
133,https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,http://www.ucdmc.ucdavis.edu/newsroom/index.html,,,
134,https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,http://www.ucdmc.ucdavis.edu/newsroom/publications/index.html,,,
135,https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,http://www.ucdmc.ucdavis.edu/newsroom/facts_figures/index.html,,,
136,https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,https://www.facebook.com/UCDavisMedicalCenter,,,
137,https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,https://twitter.com/UCDavisMedCntr,,,
138,https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,http://www.youtube.com/ucdavishealth,,,
139,https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,http://pinterest.com/ucdavishealth/,,,
140,https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,http://www.instagram.com/ucdavishealth,,,
141,https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,https://www.linkedin.com/company/uc-davis-health-system,,,
142,https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,https://give.ucdavis.edu/Area/,,,
143,https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,https://hr.ucdavis.edu/careers,,,
144,https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,https://www.ucdavis.edu/,,,
145,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://physicians.ucdavis.edu/medicalcenter/,,,
146,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://physicians.ucdavis.edu/medicalcenter/,,,
147,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://physicians.ucdavis.edu/medicalcenter,,,
148,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://physicians.ucdavis.edu/medicalcenter,,,
149,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.ucdmc.ucdavis.edu/legal/privacy/,,,
150,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://physicians.ucdavis.edu/medicalcenter,,,
151,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.ucdmc.ucdavis.edu/nurse/daisy,,,
152,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,"https://www.google.com/maps/place/4251+X+St,+Sacramento,+CA+95817/@38.554896,-121.4584849,17z/data=!3m1!4b1!4m5!3m4!1s0x809ad07cc6228885:0x74998774c85fe60d!8m2!3d38.554896!4d-121.4562962",,,
153,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.ucdmc.ucdavis.edu/publish/news/medicalcenter/,,,
154,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.rmhcnc.org/,,,
155,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.rmhcnc.org/,,,
156,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.kiwanisfamilyhouse.org/,,,
157,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.ucdmc.ucdavis.edu/children/,,,
158,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.kiwanisfamilyhouse.org/,,,
159,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.ucdmc.ucdavis.edu/welcome/maps_directions/,,,
160,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://marriott.com/property/propertyPage/SACCY&EPCEC=InProcess&EPNAVCEC=InProcess,,,
161,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.hotelmedpark.com/,,,
162,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.marriott.com/SACSN,,,
163,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.marriott.com/sacrr,,,
164,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,https://www.marriott.com/event-reservations/reservation-link.mi?id=1636739644445&key=CORP&app=resvlink,,,
165,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.ucdmc.ucdavis.edu/medicalcenter/,,,
166,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,https://mychart.ucdavis.edu/mychart/,,,
167,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,https://www.facebook.com/UCDavisMedicalCenter,,,
168,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,https://twitter.com/UCDavisMedCntr,,,
169,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.youtube.com/ucdavishealth,,,
170,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://pinterest.com/ucdavishealth/,,,
171,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.instagram.com/ucdavishealth,,,
172,https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,https://www.linkedin.com/company/uc-davis-health/,,,
173,https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,https://hr.ucdavis.edu/careers/,,,
174,https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,https://physician-referral.ucdmc.ucdavis.edu/index.cfm,,,
175,https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,https://physicianconnect.ucdmc.ucdavis.edu/,,,
176,https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,http://physicians.ucdavis.edu/medicalcenter/,,,
177,https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,http://www.ucdmc.ucdavis.edu/cme/index.html,,,
178,https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,http://www.ucdmc.ucdavis.edu/medicalcenter/patients/financial-assistance.html,,,
179,https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,http://www.ucdavis.edu/,,,
180,https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,http://www.ucdmc.ucdavis.edu/newsroom/index.html,,,
181,https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,http://www.ucdmc.ucdavis.edu/newsroom/publications/index.html,,,
182,https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,http://www.ucdmc.ucdavis.edu/newsroom/facts_figures/index.html,,,
183,https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,https://www.facebook.com/UCDavisMedicalCenter,,,
184,https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,https://twitter.com/UCDavisMedCntr,,,
185,https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,http://www.youtube.com/ucdavishealth,,,
186,https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,http://pinterest.com/ucdavishealth/,,,
187,https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,http://www.instagram.com/ucdavishealth,,,
188,https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,https://www.linkedin.com/company/uc-davis-health-system,,,
189,https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,https://give.ucdavis.edu/Area/,,,
190,https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,https://hr.ucdavis.edu/careers,,,
191,https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,https://www.ucdavis.edu/,,,
192,https://health.ucdavis.edu/gme/,https://hr.ucdavis.edu/,,,
193,https://health.ucdavis.edu/gme/,http://www.ucdmc.ucdavis.edu/medschool/,,,
194,https://health.ucdavis.edu/gme/,https://frontdoor.ucdavis.edu/,,,
195,https://health.ucdavis.edu/gme/,http://www.ucdmc.ucdavis.edu/hr/hrdepts/resident_program/index.html,,,
196,https://health.ucdavis.edu/gme/,http://www.acgme.org/,,,
197,https://health.ucdavis.edu/gme/,https://dl.acgme.org/pages/well-being,,,
198,https://health.ucdavis.edu/gme/,https://www.abms.org/,,,
199,https://health.ucdavis.edu/gme/,http://www.mbc.ca.gov/,,,
200,https://health.ucdavis.edu/gme/,https://www.deadiversion.usdoj.gov/,,,
201,https://health.ucdavis.edu/gme/,https://www.cms.gov/Regulations-and-Guidance/Administrative-Simplification/NationalProvIdentStand/index.html,,,
202,https://health.ucdavis.edu/gme/,https://nam.edu/clinicianwellbeing/,,,
203,https://health.ucdavis.edu/gme/,http://www.nrmp.org/,,,
204,https://health.ucdavis.edu/gme/,https://ucdavis.medhub.com/,,,
205,https://health.ucdavis.edu/gme/,http://www.acgme.org/,,,
207,https://health.ucdavis.edu/gme/,https://hr.ucdavis.edu/employees/ucdh-resident,,,
208,https://health.ucdavis.edu/gme/,http://lms.ucdavis.edu/,,,
209,https://health.ucdavis.edu/gme/,http://lms.ucdavis.edu/,,,
210,https://health.ucdavis.edu/gme/,http://www.mbc.ca.gov/,,,
211,https://health.ucdavis.edu/gme/,https://ucdavis365.sharepoint.com/sites/UCDavisResidentandFamilyReadinessCenter/SitePages/Home.aspx,,,
212,https://health.ucdavis.edu/gme/,http://intranet.ucdmc.ucdavis.edu/highvaluecare/,,,
213,https://health.ucdavis.edu/gme/,http://intranet.ucdmc.ucdavis.edu/highvaluecare/,,,
214,https://health.ucdavis.edu/gme/,http://www.ucdmc.ucdavis.edu/publish/awards/aboutus/,,,
215,https://health.ucdavis.edu/gme/,https://www.ucdavis.edu/,,,
216,https://health.ucdavis.edu/gme/,https://www.facebook.com/UCDavisHealth,,,
217,https://health.ucdavis.edu/gme/,http://twitter.com/UCDavisHealth,,,
218,https://health.ucdavis.edu/gme/,http://www.youtube.com/ucdavishealth,,,
219,https://health.ucdavis.edu/gme/,http://pinterest.com/ucdavishealth/,,,
220,https://health.ucdavis.edu/gme/,http://www.instagram.com/ucdavishealth,,,
221,https://health.ucdavis.edu/gme/,https://www.linkedin.com/company/uc-davis-health-system,,,
222,https://health.ucdavis.edu/gme/,https://hr.ucdavis.edu/,,,
223,https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://physicians.ucdavis.edu/medicalcenter/,,,
224,https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://physicians.ucdavis.edu/medicalcenter/,,,
225,https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://physicians.ucdavis.edu/medicalcenter,,,
226,https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://physicians.ucdavis.edu/medicalcenter,,,
227,https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://www.ucdmc.ucdavis.edu/legal/privacy/,,,
228,https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://physicians.ucdavis.edu/medicalcenter,,,
229,https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://www.ucdmc.ucdavis.edu/nurse/daisy,,,
230,https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,"https://www.google.com/maps/place/4251+X+St,+Sacramento,+CA+95817/@38.554896,-121.4584849,17z/data=!3m1!4b1!4m5!3m4!1s0x809ad07cc6228885:0x74998774c85fe60d!8m2!3d38.554896!4d-121.4562962",,,
231,https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://www.ucdmc.ucdavis.edu/publish/news/medicalcenter/,,,
232,https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,https://apps.apple.com/us/app/myucdavishealth/id1451509332,,,
233,https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,https://play.google.com/store/apps/details?id=edu.ucdavis.mychart,,,
234,https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://physicians.ucdavis.edu/medicalcenter,,,
235,https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://www.ucdmc.ucdavis.edu/medicalcenter/appointments/index.html,,,
236,https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://www.ucdmc.ucdavis.edu/medicalcenter/cliniclocations/primarycare/index.html,,,
237,https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://www.ucdmc.ucdavis.edu/medicalcenter/cliniclocations/specialtycare/index.html,,,
238,https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://www.ucdmc.ucdavis.edu/medicalcenter/accepted_health_plans.html,,,
