,Type,Source,Destination,Size (Bytes),Alt Text,Anchor,Status Code,Status,Follow,Target,Rel,Path Type,Link Path,Link Position,Link Origin
10,Hyperlink,https://nashvillegeneral.org/,https://www.nghschoolofhealthsciences.com/,129585,,School of Health Sciences,200,,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer2']/nav/ul/li[4]/ul/li[@class='menu-item'][6]/a,Navigation,HTML
11,Hyperlink,https://nashvillegeneral.org/doctors/physician-credentialing,https://www.nashgenfoundation.org/,125749,,Donate,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/div[@class='l-menu-mobile']/nav[@id='block-menu-block-patient-tool-menu']/ul/li[@class='menu-item'][6]/a,Navigation,HTML
12,Hyperlink,https://nashvillegeneral.org/doctors/physician-credentialing,https://www.nashgenfoundation.org/,125749,,Donate,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/div[4]/div/nav/ul/li[@class='menu-item'][6]/a,Navigation,HTML
13,Hyperlink,https://nashvillegeneral.org/doctors/physician-credentialing,https://www.instagram.com/nashvillegeneral,0,,,301,Moved Permanently,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[1]/a,Footer,HTML
14,Hyperlink,https://nashvillegeneral.org/doctors/physician-credentialing,https://www.linkedin.com/company/nashville-general-hospital/,1529,,,999,Request denied,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[2]/a,Footer,HTML
15,Hyperlink,https://nashvillegeneral.org/doctors/physician-credentialing,https://www.twitter.com/NashGenHospital,0,,,0,Blocked by robots.txt,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[3]/a,Footer,HTML
16,Hyperlink,https://nashvillegeneral.org/doctors/physician-credentialing,https://www.youtube.com/channel/UCeaJAk6UCap0kTVRcHeH5CA,474983,,,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[4]/a,Footer,HTML
17,Hyperlink,https://nashvillegeneral.org/doctors/physician-credentialing,https://www.facebook.com/NashvilleGeneral/?fref=ts,566761,,,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[5]/a,Footer,HTML
18,Hyperlink,https://nashvillegeneral.org/doctors/physician-credentialing,https://goo.gl/maps/YkgRDYKbYjLCTGrB8,0,,Map/Directions,302,Found,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-block-content-0e6af44b-e100-4d80-a9e9-c728b8a61c7c']/div/div/div/a,Footer,HTML
19,Hyperlink,https://nashvillegeneral.org/doctors/physician-credentialing,https://www.nashgenfoundation.org/,125749,,NGH Foundation,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer2']/nav/ul/li[4]/ul/li[@class='menu-item'][3]/a,Navigation,HTML
20,Hyperlink,https://nashvillegeneral.org/doctors/physician-credentialing,https://www.nghschoolofhealthsciences.com/,129585,,School of Health Sciences,200,,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer2']/nav/ul/li[4]/ul/li[@class='menu-item'][6]/a,Navigation,HTML
21,Hyperlink,https://nashvillegeneral.org/covid-19,https://www.nashgenfoundation.org/,125749,,Donate,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/div[@class='l-menu-mobile']/nav[@id='block-menu-block-patient-tool-menu']/ul/li[@class='menu-item'][6]/a,Navigation,HTML
22,Hyperlink,https://nashvillegeneral.org/covid-19,https://www.nashgenfoundation.org/,125749,,Donate,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/div[4]/div/nav/ul/li[@class='menu-item'][6]/a,Navigation,HTML
23,Hyperlink,https://nashvillegeneral.org/covid-19,https://www.cdc.gov/prepyourhealth/planahead/index.htm,206919,,here,200,OK,True,,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/section/div[@class='l-content-main-wrapper']/div/div/div[@id='block-system-main-block']/div/div[@class='group-right']/div[@class='story-block-item'][8]/div/div/div[@class='story-block-inner']/div[1]/p/a,Content,HTML
24,Hyperlink,https://nashvillegeneral.org/covid-19,https://www.cdc.gov/prepyourhealth/planahead/index.htm,206919,,Review CDC Plan Ahead Guidelines,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/section/div[@class='l-content-main-wrapper']/div/div/div[@id='block-system-main-block']/div/div[@class='group-right']/div[@class='story-block-item'][8]/div/div/div[@class='story-block-inner']/div[2]/a,Content,HTML
25,Hyperlink,https://nashvillegeneral.org/covid-19,https://www.cdc.gov/coronavirus/2019-ncov/index.html,319848,,Visit CDC.gov for the latest information on COVID-19,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/section/div[@class='l-content-main-wrapper']/div/div/div[@id='block-system-main-block']/div/div[@class='group-right']/div[@class='story-block-item'][9]/div/div/div[@class='story-block-inner']/div[2]/a,Content,HTML
26,Hyperlink,https://nashvillegeneral.org/covid-19,https://www.instagram.com/nashvillegeneral,0,,,301,Moved Permanently,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[1]/a,Footer,HTML
27,Hyperlink,https://nashvillegeneral.org/covid-19,https://www.linkedin.com/company/nashville-general-hospital/,1529,,,999,Request denied,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[2]/a,Footer,HTML
28,Hyperlink,https://nashvillegeneral.org/covid-19,https://www.twitter.com/NashGenHospital,0,,,0,Blocked by robots.txt,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[3]/a,Footer,HTML
29,Hyperlink,https://nashvillegeneral.org/covid-19,https://www.youtube.com/channel/UCeaJAk6UCap0kTVRcHeH5CA,474983,,,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[4]/a,Footer,HTML
30,Hyperlink,https://nashvillegeneral.org/covid-19,https://www.facebook.com/NashvilleGeneral/?fref=ts,566761,,,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[5]/a,Footer,HTML
31,Hyperlink,https://nashvillegeneral.org/covid-19,https://goo.gl/maps/YkgRDYKbYjLCTGrB8,0,,Map/Directions,302,Found,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-block-content-0e6af44b-e100-4d80-a9e9-c728b8a61c7c']/div/div/div/a,Footer,HTML
32,Hyperlink,https://nashvillegeneral.org/covid-19,https://www.nashgenfoundation.org/,125749,,NGH Foundation,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer2']/nav/ul/li[4]/ul/li[3]/a,Navigation,HTML
33,Hyperlink,https://nashvillegeneral.org/covid-19,https://www.nghschoolofhealthsciences.com/,129585,,School of Health Sciences,200,,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer2']/nav/ul/li[4]/ul/li[6]/a,Navigation,HTML
34,Hyperlink,https://nashvillegeneral.org/about/nursing,https://www.nashgenfoundation.org/,125749,,Donate,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/div[@class='l-menu-mobile']/nav[@id='block-menu-block-patient-tool-menu']/ul/li[6]/a,Navigation,HTML
35,Hyperlink,https://nashvillegeneral.org/about/nursing,https://www.nashgenfoundation.org/,125749,,Donate,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/div[4]/div/nav/ul/li[6]/a,Navigation,HTML
36,Hyperlink,https://nashvillegeneral.org/about/nursing,https://www.instagram.com/nashvillegeneral,0,,,301,Moved Permanently,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[1]/a,Footer,HTML
37,Hyperlink,https://nashvillegeneral.org/about/nursing,https://www.linkedin.com/company/nashville-general-hospital/,1529,,,999,Request denied,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[2]/a,Footer,HTML
38,Hyperlink,https://nashvillegeneral.org/about/nursing,https://www.twitter.com/NashGenHospital,0,,,0,Blocked by robots.txt,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[3]/a,Footer,HTML
39,Hyperlink,https://nashvillegeneral.org/about/nursing,https://www.youtube.com/channel/UCeaJAk6UCap0kTVRcHeH5CA,474983,,,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[4]/a,Footer,HTML
40,Hyperlink,https://nashvillegeneral.org/about/nursing,https://www.facebook.com/NashvilleGeneral/?fref=ts,566761,,,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[5]/a,Footer,HTML
41,Hyperlink,https://nashvillegeneral.org/about/nursing,https://goo.gl/maps/YkgRDYKbYjLCTGrB8,0,,Map/Directions,302,Found,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-block-content-0e6af44b-e100-4d80-a9e9-c728b8a61c7c']/div/div/div/a,Footer,HTML
42,Hyperlink,https://nashvillegeneral.org/about/nursing,https://www.nashgenfoundation.org/,125749,,NGH Foundation,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer2']/nav/ul/li[4]/ul/li[@class='menu-item'][3]/a,Navigation,HTML
43,Hyperlink,https://nashvillegeneral.org/about/nursing,https://www.nghschoolofhealthsciences.com/,129585,,School of Health Sciences,200,,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer2']/nav/ul/li[4]/ul/li[@class='menu-item'][6]/a,Navigation,HTML
44,Hyperlink,https://nashvillegeneral.org/about/awards-recognition,https://www.nashgenfoundation.org/,125749,,Donate,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/div[@class='l-menu-mobile']/nav[@id='block-menu-block-patient-tool-menu']/ul/li[@class='menu-item'][6]/a,Navigation,HTML
45,Hyperlink,https://nashvillegeneral.org/about/awards-recognition,https://www.nashgenfoundation.org/,125749,,Donate,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/div[4]/div/nav/ul/li[@class='menu-item'][6]/a,Navigation,HTML
46,Hyperlink,https://nashvillegeneral.org/about/awards-recognition,https://www.facs.org/quality-programs/cancer/coc,415368,,The Commission on Cancer (CoC),200,OK,True,,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/section/div[@class='l-content-main-wrapper']/div/div/div/div/div/div[@class='story-block-item'][2]/div/div[@class='story-block-inner']/div[@class='group-left']/div[2]/p/a,Content,HTML
47,Hyperlink,https://nashvillegeneral.org/about/awards-recognition,https://www.jrcert.org/,100791,,Learn More,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/section/div[@class='l-content-main-wrapper']/div/div/div/div/div/div[@class='story-block-item'][3]/div/div[@class='story-block-inner']/div[@class='group-left']/div[3]/a,Content,HTML
48,Hyperlink,https://nashvillegeneral.org/about/awards-recognition,https://www.ncqa.org/,93057,,Learn More,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/section/div[@class='l-content-main-wrapper']/div/div/div/div/div/div[@class='story-block-item'][5]/div/div[@class='story-block-inner']/div[@class='group-left']/div[3]/a,Content,HTML
49,Hyperlink,https://nashvillegeneral.org/about/awards-recognition,https://www.ncqa.org/programs/health-care-providers-practices/diabetes-recognition-program-drp/,87887,,Learn More,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/section/div[@class='l-content-main-wrapper']/div/div/div/div/div/div[@class='story-block-item'][6]/div/div[@class='story-block-inner']/div[@class='group-left']/div[3]/a,Content,HTML
50,Hyperlink,https://nashvillegeneral.org/about/awards-recognition,https://www.instagram.com/nashvillegeneral,0,,,301,Moved Permanently,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[1]/a,Footer,HTML
51,Hyperlink,https://nashvillegeneral.org/about/awards-recognition,https://www.linkedin.com/company/nashville-general-hospital/,1529,,,999,Request denied,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[2]/a,Footer,HTML
52,Hyperlink,https://nashvillegeneral.org/about/awards-recognition,https://www.twitter.com/NashGenHospital,0,,,0,Blocked by robots.txt,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[3]/a,Footer,HTML
53,Hyperlink,https://nashvillegeneral.org/about/awards-recognition,https://www.youtube.com/channel/UCeaJAk6UCap0kTVRcHeH5CA,474983,,,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[4]/a,Footer,HTML
54,Hyperlink,https://nashvillegeneral.org/about/awards-recognition,https://www.facebook.com/NashvilleGeneral/?fref=ts,566761,,,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[5]/a,Footer,HTML
55,Hyperlink,https://nashvillegeneral.org/about/awards-recognition,https://goo.gl/maps/YkgRDYKbYjLCTGrB8,0,,Map/Directions,302,Found,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-block-content-0e6af44b-e100-4d80-a9e9-c728b8a61c7c']/div/div/div/a,Footer,HTML
56,Hyperlink,https://nashvillegeneral.org/about/awards-recognition,https://www.nashgenfoundation.org/,125749,,NGH Foundation,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer2']/nav/ul/li[4]/ul/li[@class='menu-item'][3]/a,Navigation,HTML
57,Hyperlink,https://nashvillegeneral.org/about/awards-recognition,https://www.nghschoolofhealthsciences.com/,129585,,School of Health Sciences,200,,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer2']/nav/ul/li[4]/ul/li[@class='menu-item'][6]/a,Navigation,HTML
58,Hyperlink,https://nashvillegeneral.org/news/covid-19-vaccines-can-put-virus-our-rear-view-make-appointment-get-yours-or-get-your-name,https://www.nashgenfoundation.org/,125749,,Donate,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/div[@class='l-menu-mobile']/nav[@id='block-menu-block-patient-tool-menu']/ul/li[@class='menu-item'][6]/a,Navigation,HTML
59,Hyperlink,https://nashvillegeneral.org/news/covid-19-vaccines-can-put-virus-our-rear-view-make-appointment-get-yours-or-get-your-name,https://www.nashgenfoundation.org/,125749,,Donate,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/div[4]/div/nav/ul/li[@class='menu-item'][6]/a,Navigation,HTML
60,Hyperlink,https://nashvillegeneral.org/news/covid-19-vaccines-can-put-virus-our-rear-view-make-appointment-get-yours-or-get-your-name,https://meharrymedicalgroup.com/provider/livette-johnson/,47349,,"Livette Johnson, M.D",200,OK,True,,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/section/div[@class='l-content-main-wrapper']/div/div/div/div/div[2]/p[1]/a,Content,HTML
61,Hyperlink,https://nashvillegeneral.org/news/covid-19-vaccines-can-put-virus-our-rear-view-make-appointment-get-yours-or-get-your-name,https://meharrymedicalgroup.com/provider/livette-johnson/,47349,,Dr. Johnson.,200,OK,True,,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/section/div[@class='l-content-main-wrapper']/div/div/div/div/div[2]/p[15]/a,Content,HTML
62,Hyperlink,https://nashvillegeneral.org/news/covid-19-vaccines-can-put-virus-our-rear-view-make-appointment-get-yours-or-get-your-name,https://www.instagram.com/nashvillegeneral,0,,,301,Moved Permanently,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[1]/a,Footer,HTML
63,Hyperlink,https://nashvillegeneral.org/news/covid-19-vaccines-can-put-virus-our-rear-view-make-appointment-get-yours-or-get-your-name,https://www.linkedin.com/company/nashville-general-hospital/,1529,,,999,Request denied,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[2]/a,Footer,HTML
64,Hyperlink,https://nashvillegeneral.org/news/covid-19-vaccines-can-put-virus-our-rear-view-make-appointment-get-yours-or-get-your-name,https://www.twitter.com/NashGenHospital,0,,,0,Blocked by robots.txt,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[3]/a,Footer,HTML
65,Hyperlink,https://nashvillegeneral.org/news/covid-19-vaccines-can-put-virus-our-rear-view-make-appointment-get-yours-or-get-your-name,https://www.youtube.com/channel/UCeaJAk6UCap0kTVRcHeH5CA,474983,,,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[4]/a,Footer,HTML
66,Hyperlink,https://nashvillegeneral.org/news/covid-19-vaccines-can-put-virus-our-rear-view-make-appointment-get-yours-or-get-your-name,https://www.facebook.com/NashvilleGeneral/?fref=ts,566761,,,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[5]/a,Footer,HTML
67,Hyperlink,https://nashvillegeneral.org/news/covid-19-vaccines-can-put-virus-our-rear-view-make-appointment-get-yours-or-get-your-name,https://goo.gl/maps/YkgRDYKbYjLCTGrB8,0,,Map/Directions,302,Found,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-block-content-0e6af44b-e100-4d80-a9e9-c728b8a61c7c']/div/div/div/a,Footer,HTML
68,Hyperlink,https://nashvillegeneral.org/news/covid-19-vaccines-can-put-virus-our-rear-view-make-appointment-get-yours-or-get-your-name,https://www.nashgenfoundation.org/,125749,,NGH Foundation,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer2']/nav/ul/li[4]/ul/li[@class='menu-item'][3]/a,Navigation,HTML
69,Hyperlink,https://nashvillegeneral.org/news/covid-19-vaccines-can-put-virus-our-rear-view-make-appointment-get-yours-or-get-your-name,https://www.nghschoolofhealthsciences.com/,129585,,School of Health Sciences,200,,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer2']/nav/ul/li[4]/ul/li[@class='menu-item'][6]/a,Navigation,HTML
70,Hyperlink,https://nashvillegeneral.org/news/your-pharmacist-part-your-healthcare-team,https://www.nashgenfoundation.org/,125749,,Donate,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/div[@class='l-menu-mobile']/nav[@id='block-menu-block-patient-tool-menu']/ul/li[@class='menu-item'][6]/a,Navigation,HTML
71,Hyperlink,https://nashvillegeneral.org/news/your-pharmacist-part-your-healthcare-team,https://www.nashgenfoundation.org/,125749,,Donate,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/div[4]/div/nav/ul/li[@class='menu-item'][6]/a,Navigation,HTML
72,Hyperlink,https://nashvillegeneral.org/news/your-pharmacist-part-your-healthcare-team,https://fb.watch/auZajjW-pV/,0,,presentation,302,Found,True,,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/section/div[@class='l-content-main-wrapper']/div/div/div/div/div[2]/p[6]/em/strong/a,Content,HTML
73,Hyperlink,https://nashvillegeneral.org/news/your-pharmacist-part-your-healthcare-team,https://www.bls.gov/ooh/healthcare/pharmacists.htm,104127,,Bureau of Labor Statistics,200,OK,True,,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/section/div[@class='l-content-main-wrapper']/div/div/div/div/div[2]/p[9]/a,Content,HTML
74,Hyperlink,https://nashvillegeneral.org/news/your-pharmacist-part-your-healthcare-team,https://www.fda.gov/consumers/consumer-updates/fda-pharmacists-help-you-use-medicines-safely,48346,,Federal Drug Administration,200,OK,True,,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/section/div[@class='l-content-main-wrapper']/div/div/div/div/div[2]/p[10]/a,Content,HTML
75,Hyperlink,https://nashvillegeneral.org/news/your-pharmacist-part-your-healthcare-team,https://www.nashgenfoundation.org/uploads/1/2/0/2/120268027/nghf_insert_6_how_your_pharmacist_can_help_you_take_care_of_your_health_english_spanish.pdf,570003,,Nashville General Foundation,200,OK,True,,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/section/div[@class='l-content-main-wrapper']/div/div/div/div/div[2]/p[11]/a,Content,HTML
76,Hyperlink,https://nashvillegeneral.org/news/your-pharmacist-part-your-healthcare-team,https://www.instagram.com/nashvillegeneral,0,,,301,Moved Permanently,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[1]/a,Footer,HTML
77,Hyperlink,https://nashvillegeneral.org/news/your-pharmacist-part-your-healthcare-team,https://www.linkedin.com/company/nashville-general-hospital/,1529,,,999,Request denied,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[2]/a,Footer,HTML
78,Hyperlink,https://nashvillegeneral.org/news/your-pharmacist-part-your-healthcare-team,https://www.twitter.com/NashGenHospital,0,,,0,Blocked by robots.txt,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[3]/a,Footer,HTML
79,Hyperlink,https://nashvillegeneral.org/news/your-pharmacist-part-your-healthcare-team,https://www.youtube.com/channel/UCeaJAk6UCap0kTVRcHeH5CA,474983,,,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[4]/a,Footer,HTML
