,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
20,https://www.keckmedicine.org/billing-and-insurance/,text/html; charset=UTF-8,200,OK,Indexable,,Billing and Insurance - Keck Medicine of USC,44,401,"Learn about Keck Medicine of USC's streamlined and secure billing system, including information about insurance, financial assistance and Medicare and Medi-Cal.",160,1011,,0,Billing and Insurance,21,,0,Billing,7,Insurance,9,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.keckmedicine.org/billing-and-insurance/,,,,,,74638,406,6.251,1,,1681,599,0,82.05,73,48,0,14,10,0,,,,,7160829153b12c4752f5b3715e44b5fb,5.549,,,,,1.1,https://www.keckmedicine.org/billing-and-insurance/,2022-01-31 18:18:36
21,https://www.keckmedicine.org/blog/prose-grateful-patient/,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,The corneal correction: How a specialty scleral lens restored a patient’s sight - Keck Medicine of USC,102,887,,0,0,,0,The corneal correction: How a specialty scleral lens restored a patient’s sight,79,,0,,0,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://keckmedicine.org/blog/prose-grateful-patient/,,,,,,98442,875,7.256,1,,781,617,0,84.52,142,78,0,25,17,0,,,,,357ca926a79604b9147a67b1da07c554,5.075,,,,,1.1,https://www.keckmedicine.org/blog/prose-grateful-patient/,2022-01-31 18:18:36
24,https://www.keckmedicine.org/wp-content/themes/understrap-child/images/logos/1-Line_KeckMedicineOfUSC_CardOnTrans.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,4944,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.037,"Mon, 31 Jan 2022 05:37:44 GMT",,,,1.1,https://www.keckmedicine.org/wp-content/themes/understrap-child/images/logos/1-Line_KeckMedicineOfUSC_CardOnTrans.png,2022-01-31 18:18:42
25,https://www.keckmedicine.org/refer-a-patient/,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,Refer a Patient - Keck Medicine of USC,38,347,"Our dedication to providing exceptional care reflects our passion for the work we do and the commitment we make to our patients and their families. As partners in care, we provide prompt management of all patients. We keep close communication with our referring physicians and healthcare professional colleagues to ensure we give the best care.",344,2155,,0,Refer A Patient,15,Refer A Patient,15,Physician Referral,18,Contact Information by Specialty,32,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://eye.keckmedicine.org/refer-a-patient/,,,,,,113265,2358,15.235,1,,618,594,0,81.37,113,46,0,32,13,0,,,,,e3f0f314782c9d29e20d8e1f8a21cf4f,0.058,,,,,1.1,https://www.keckmedicine.org/refer-a-patient/,2022-01-31 18:18:41
26,https://www.keckmedicine.org/wp-content/themes/understrap-child/images/logos/1-Line_KeckMedicineOfUSC_CardOnWhite.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,149733,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.116,"Mon, 31 Jan 2022 03:53:09 GMT",,,,1.1,https://www.keckmedicine.org/wp-content/themes/understrap-child/images/logos/1-Line_KeckMedicineOfUSC_CardOnWhite.jpg,2022-01-31 18:18:42
27,https://www.keckmedicine.org/wp-content/uploads/2022/01/LGBTQ-badge-2021.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,147535,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.123,"Thu, 13 Jan 2022 00:21:38 GMT",,,,1.1,https://www.keckmedicine.org/wp-content/uploads/2022/01/LGBTQ-badge-2021.png,2022-01-31 18:18:42
32,https://www.keckmedicine.org/quality-transparency/records/,text/html; charset=UTF-8,200,OK,Indexable,,"Medical Records, X-Rays and MRI Results - Keck Medicine of USC",62,591,"Keck Medicine of USC provides multiple ways to obtain your medical records. Our most popular method is through myUSCchart, our patient portal, but you also may obtain records through our HIPAA-compliant authorization form. Your rights regarding your health information Below are listed your rights as a patient to access your health information: Right to request... Read More Now »",381,2380,,0,"Medical Records, X-Rays and MRI Results",39,,0,Latest News & Articles,22,The corneal correction: How a specialty scleral lens restored a...,66,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.keckmedicine.org/quality-transparency/records/,,,,,,105623,1524,11.05,1,,1096,572,0,78.36,99,49,0,20,15,0,,,,,671eec688f30b3cf9a7e90f4f690153f,0.133,,,,,1.1,https://www.keckmedicine.org/quality-transparency/records/,2022-01-31 18:18:44
37,https://www.keckmedicine.org/about/,text/html; charset=UTF-8,200,OK,Indexable,,About - Keck Medicine of USC,28,267,"Learn more about the University of Southern California’s medical enterprise, one of only two university-based medical systems in the Los Angeles area.",150,939,,0,About Keck Medicine of USC,26,,0,Careers,7,Community Benefit,17,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.keckmedicine.org/about/,,,,,,94990,583,5.965,1,,1100,573,0,78.49,94,47,0,13,10,0,,,,,6779b2e956d7668bef6bbb62ea488202,0.143,,,,,1.1,https://www.keckmedicine.org/about/,2022-01-31 18:18:44
38,https://www.keckmedicine.org/financial-assistance-program/,text/html; charset=UTF-8,200,OK,Indexable,,Financial Assistance Program - Keck Medicine of USC,51,478,"As part of fulfilling its charitable commitment to the community, USC hospitals provide medically necessary services, without cost or at a reduced cost, to eligible patients who have an inability to pay for their care. Our commitment to providing high quality, comprehensive health care services – regardless of a patient's ability to pay – ensures... Read More Now »",367,2240,,0,Financial Assistance Program,28,,0,,0,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.keckmedicine.org/financial-assistance-program/,,,,,,79824,504,6.815,1,,1651,600,0,82.19,100,53,0,13,10,0,,,,,9990aa4aba99e167a56d4e1acb64a3a0,0.057,,,,,1.1,https://www.keckmedicine.org/financial-assistance-program/,2022-01-31 18:18:45
40,https://www.keckmedicine.org/leadership-team/,text/html; charset=UTF-8,200,OK,Indexable,,Leadership Team - Keck Medicine of USC,38,371,"Learn more about the people who are leading Keck Medicine of USC, one of the top academic medical centers in the country.",121,777,,0,Leadership Team,15,,0,"Steven D. Shapiro, MD Senior Vice President for Health Affairs",62,Rodney B. Hanners CEO of Keck Medicine of USC and President and CEO of USC Health System,88,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.keckmedicine.org/leadership-team/,,,,,,103368,759,6.726,1,,1105,572,0,78.36,107,59,0,13,10,0,,,,,71dfd88259a2e3b3fb6c7aa392735f46,4.704,,,,,1.1,https://www.keckmedicine.org/leadership-team/,2022-01-31 18:18:41
43,https://www.keckmedicine.org/locations/1812-verdugo-blvd-glendale,text/html; charset=UTF-8,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,1,,1590,729,0,99.86,0,0,0,0,0,0,,,,,,0.313,,https://www.keckmedicine.org/locations/1812-verdugo-blvd-glendale/,HTTP Redirect,,1.1,https://www.keckmedicine.org/locations/1812-verdugo-blvd-glendale,2022-01-31 18:18:46
46,https://www.keckmedicine.org/interpreter-services/,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,Interpreter Services - Keck Medicine of USC,43,387,"ATTENTION: If you speak Spanish, Chinese, Vietnamese, Tagalog, Korean, Armenian, Persian-Farsi, Russian, Japanese, Arabic, Punjabi, Cambodian, Hmong, Hindi, or Thai—call the number below for free language assistance services. ATENCIÓN: Si habla español, tiene a su disposición servicios gratuitos de asistencia lingüística. Llame al 1-800.872.2273. 注意：如果您使用繁體中文，您可以免費獲得語言援助服務。請致電 1-800.872.2273 。 CHÚ Ý: Nếu bạn nói Tiếng Việt, có... Read More Now »",449,3011,,0,Interpreter Services,20,,0,1-800-USC-CARE (800-872-2273),29,Latest News & Articles,22,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://weightloss.keckmedicine.org/interpreter-services/,,,,,,98645,598,6.199,1,,1064,554,0,75.89,96,47,0,15,11,0,,,,,988b1cddc96aa14e5d651351ce018fe6,6.857,,,,,1.1,https://www.keckmedicine.org/interpreter-services/,2022-01-31 18:18:42
51,https://www.keckmedicine.org/non-discrimination/,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,Non-discrimination - Keck Medicine of USC,41,382,,0,0,,0,Non-discrimination,18,OCR NOTICE OF NONDISCRIMINATION,31,Latest News & Articles,22,The corneal correction: How a specialty scleral lens restored a...,66,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://weightloss.keckmedicine.org/non-discrimination/,,,,,,88245,856,8.26,1,,1052,551,0,75.48,42,20,0,18,14,0,,,,,1570e9f5fd816cfb4a0d49a4cca5bb71,6.399,,,,,1.1,https://www.keckmedicine.org/non-discrimination/,2022-01-31 18:18:43
53,https://www.keckmedicine.org/privacy-policy/,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,Privacy Policy - Keck Medicine of USC,37,340,Keck Medicine’s Commitment to You Protecting your privacy while visiting our website is our top priority. We use the highest privacy standards to allow our visitors to safely use our site to gain an overview and greater insight into their healthcare information needs. Disclaimer All health and health-related information contained within Keck Medicine of USC... Read More Now »,378,2330,,0,Privacy Policy,14,,0,,0,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://weightloss.keckmedicine.org/privacy-policy/,,,,,,91250,921,8.391,1,,1050,550,0,75.34,92,45,0,12,9,0,,,,,43886ae0131b06eb3829b99ccf14479c,3.664,,,,,1.1,https://www.keckmedicine.org/privacy-policy/,2022-01-31 18:18:46
55,https://www.keckmedicine.org/wp-content/uploads/2022/01/leapfrog-badge-2021.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,117981,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.124,"Thu, 13 Jan 2022 00:21:43 GMT",,,,1.1,https://www.keckmedicine.org/wp-content/uploads/2022/01/leapfrog-badge-2021.png,2022-01-31 18:18:50
57,https://www.keckmedicine.org/request-an-appointment/,text/html; charset=UTF-8,200,OK,Indexable,,Request an Appointment - Keck Medicine of USC,45,434,"At Keck Medicine of USC, your health and safety are our top priorities. Telehealth and in-person appointments are available to meet all of your health care needs. Our physicians and staff are here for you when you need care.",224,1391,,0,,0,,0,Request an Appointment,22,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.keckmedicine.org/request-an-appointment/,,,,,,112111,406,4.498,1,,1601,617,0,84.52,92,47,0,13,10,0,,,,,8b6304b13037c9538da8598a4bc29162,0.047,,,,,1.1,https://www.keckmedicine.org/request-an-appointment/,2022-01-31 18:18:50
58,https://www.keckmedicine.org/conditions/glaucoma/,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,Glaucoma - Keck Medicine of USC,31,306,Our specialists excel at diagnosing and treating all types of glaucoma. Learn about our treatment options that can help preserve your vision.,141,865,,0,Glaucoma,8,Glaucoma,8,Complete Glaucoma Treatment,27,What Sets Us Apart for Glaucoma Treatment,41,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://weightloss.keckmedicine.org/conditions/glaucoma/,,,,,,142139,1142,7.144,1,,632,617,0,84.52,118,64,0,32,26,0,,,,,3770332a054f0706c1189fda4654d60c,7.84,,,,,1.1,https://www.keckmedicine.org/conditions/glaucoma/,2022-01-31 18:18:42
60,https://www.keckmedicine.org/volunteer/,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,Volunteer - Keck Medicine of USC,32,300,Learn about volunteer opportunities at Keck Medicine of USC that can help you gain professional experience and give back to your community.,139,884,,0,Hospital Volunteer Program,26,,0,Our Program,11,Volunteer Requirements,22,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://weightloss.keckmedicine.org/volunteer/,,,,,,93693,680,6.761,1,,1062,554,0,75.89,92,45,0,12,9,0,,,,,b71cd79d86f0018cfd799bc9b75fffa5,0.163,,,,,1.1,https://www.keckmedicine.org/volunteer/,2022-01-31 18:18:50
72,https://www.keckmedicine.org/locations/,text/html; charset=UTF-8,200,OK,Indexable,,Location Search Homepage - Keck Medicine of USC,47,461,,0,0,,0,Find a Location,15,,0,Get the Latest Keck Medicine of USC Updates,43,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.keckmedicine.org/locations/,,,,,,715934,5696,6.54,1,,683,337,0,46.16,197,46,0,15,12,0,,,,,b1663ed24cf01f0d82c9a93fdb9fe88b,0.143,,,,,1.1,https://www.keckmedicine.org/locations/,2022-01-31 18:18:50
77,https://www.keckmedicine.org/hospital-pricing-information/,text/html; charset=UTF-8,200,OK,Indexable,,Hospital Pricing Information - Keck Medicine of USC,51,459,,0,0,,0,Hospital Pricing Information,28,,0,Latest News & Articles,22,The corneal correction: How a specialty scleral lens restored a...,66,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.keckmedicine.org/hospital-pricing-information/,,,,,,98590,763,7.015,1,,1098,573,0,78.49,98,48,0,21,17,0,,,,,22e58214cd5d1c67afb952dbf0d6756e,7.044,,,,,1.1,https://www.keckmedicine.org/hospital-pricing-information/,2022-01-31 18:18:46
78,https://www.keckmedicine.org/international-health/lodging/,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,Lodging - Keck Medicine of USC,30,288,"Keck Suites at Currie Hall Keck Suites at Currie Hall provide welcoming, convenient and affordable accommodations for patients and their families while receiving care at Keck Medicine of USC facilities. Read More.",213,1327,,0,Keck Suites at Currie Hall,26,,0,Other hotels in the area,24,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://keckmedicine.org/international-health/lodging/,,,,,,108540,1029,7.627,1,,580,571,0,78.22,93,46,0,57,52,0,,,,,b26afe793dd8cb6faecce523f1fc7271,3.748,,,,,1.1,https://www.keckmedicine.org/international-health/lodging/,2022-01-31 18:18:50
79,https://www.keckmedicine.org/quality-safety-and-ethics/,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Quality, Safety and Ethics - Keck Medicine of USC",49,443,"Quality and Safety At Keck Medicine of USC, excellence in patient care and safety is a critical part of our daily mission. Every member of our care team is committed to providing the highest standards of care, so our patients can have faster and easier recoveries. We not only work with public reporting agencies to... Read More Now »",334,2073,,0,,0,,0,Quality and Safety,18,Ethics Resource Committee:,26,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://weightloss.keckmedicine.org/quality-safety-and-ethics/,,,,,,88209,410,5.308,1,,594,585,0,80.14,92,45,0,13,10,0,,,,,afef3c284cfbba502bc20a1b3c9fbf37,3.588,,,,,1.1,https://www.keckmedicine.org/quality-safety-and-ethics/,2022-01-31 18:18:51
80,https://www.keckmedicine.org/locations,text/html; charset=UTF-8,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,1,,617,617,0,84.52,0,0,0,0,0,0,,,,,,1.951,,https://www.keckmedicine.org/locations/,HTTP Redirect,,1.1,https://www.keckmedicine.org/locations,2022-01-31 18:18:53
86,https://www.keckmedicine.org/quality-transparency/,text/html; charset=UTF-8,200,OK,Indexable,,Quality Transparency - Keck Medicine of USC,43,405,"Keck Hospital of USC strives to be the trusted leader in delivering quality health care through uncompromising service excellence. As part of our mission to provide patient-centered care and deliver exceptional outcomes, we are working in tandem with several organizations to continuously monitor and improve our patient safety standards and practices. Read More Now.",367,2293,,0,Quality and Safety,18,Quality and Safety,18,Committed to Quality and Uncompromising Service Excellence,58,How We Measure Success,22,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://www.keckmedicine.org/quality-transparency/,,,,,,125741,1899,11.651,1,,1103,573,0,78.49,102,49,0,29,20,0,,,,,f7445e82fd8b99ac4b1c868e4991bb95,6.61,,,,,1.1,https://www.keckmedicine.org/quality-transparency/,2022-01-31 18:18:51
87,https://www.keckmedicine.org/wp-content/uploads/2022/01/vaccine-prep-img.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,557948,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.044,"Thu, 13 Jan 2022 18:19:18 GMT",,,,1.1,https://www.keckmedicine.org/wp-content/uploads/2022/01/vaccine-prep-img.jpg,2022-01-31 18:18:58
89,https://www.keckmedicine.org/conditions-and-treatments,text/html; charset=UTF-8,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,1,,618,617,0,84.52,0,0,0,0,0,0,,,,,,2.788,,https://www.keckmedicine.org/conditions-and-treatments/,HTTP Redirect,,1.1,https://www.keckmedicine.org/conditions-and-treatments,2022-01-31 18:18:58
91,https://www.keckmedicine.org/heater-cooler-devices-and-ntm-infections/,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,Heater-Cooler Devices and NTM Infections - Keck Medicine of USC,63,593,,0,0,,0,Heater-Cooler Devices and NTM Infections,40,,0,Frequently asked questions from the CDC:,40,Call for an Appointment (800) USC-CARE (800-872-2273),53,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://weightloss.keckmedicine.org/heater-cooler-devices-and-ntm-infections/,,,,,,94818,1223,10.507,1,,1037,540,0,73.97,90,44,0,16,12,0,,,,,96666d4fb53f0877e443584d91696f31,6.354,,,,,1.1,https://www.keckmedicine.org/heater-cooler-devices-and-ntm-infections/,2022-01-31 18:18:54
92,https://www.keckmedicine.org/wp-content/themes/understrap-child/images/logos/2-Line_KeckMedicineOfUSC_CardOnWhite.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,154026,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.036,"Mon, 31 Jan 2022 03:53:09 GMT",,,,1.1,https://www.keckmedicine.org/wp-content/themes/understrap-child/images/logos/2-Line_KeckMedicineOfUSC_CardOnWhite.jpg,2022-01-31 18:19:01
95,https://www.keckmedicine.org/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,600,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.114,"Mon, 31 Jan 2022 03:53:08 GMT",,,,1.1,https://www.keckmedicine.org/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png,2022-01-31 18:19:02
97,https://www.keckmedicine.org/web-services/,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,Keck Medicine – Web Services - Keck Medicine of USC,51,491,Please use the form below to report any issues or send requests to our web services department. Fill out my Wufoo form!,119,753,,0,Keck Medicine – Web Services,28,,0,,0,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,,https://weightloss.keckmedicine.org/web-services/,,,,,,106700,348,4.072,1,,1050,550,0,75.34,77,45,0,13,10,0,,,,,13b3eafd6f8e257e1465dec2b4d061d3,6.522,,,,,1.1,https://www.keckmedicine.org/web-services/,2022-01-31 18:18:56
