,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
33,https://www.rfuclinics.com/our-providers/krc-michelle/,text/html;charset=UTF-8,200,OK,Indexable,,"Michelle Krc, MA, LCSW, LPHA  · University Health Clinics",57,515,"Michelle Krc, MA, LCSW, LPHA  · University Health Clinics",57,360,,0,"Michelle Krc, MA, LCSW, LPHA",28,,0,Breadcrumb,10,,0,,,,,,,,,,13105,53,6.143,2,,3,3,0,4.55,26,14,0,4,2,0,,,,,da012718929823a3d3504bb067fc6399,0.292,,,,,1.1,https://www.rfuclinics.com/our-providers/krc-michelle/,2022-02-04 11:37:09
34,https://www.rfuclinics.com/our-providers/robinson-richmond/,text/html;charset=UTF-8,200,OK,Indexable,,"Richmond Robinson, DPM, FACFAS · University Health Clinics",58,557,"Richmond Robinson, DPM, FACFAS · University Health Clinics",58,388,,0,"Richmond Robinson, DPM, FACFAS",30,,0,Breadcrumb,10,,0,,,,,,,,,,13209,43,5.633,2,,3,3,0,4.55,26,14,0,4,2,0,,,,,bebc7c14a29da344c86908965204f352,0.292,,,,,1.1,https://www.rfuclinics.com/our-providers/robinson-richmond/,2022-02-04 11:37:09
35,https://www.rfuclinics.com/services/student-health/student-counseling-service/,text/html;charset=UTF-8,200,OK,Indexable,,Student Counseling Service · University Health Clinics,54,479,Student Counseling Service · University Health Clinics,54,335,,0,Student Counseling Service,26,,0,Breadcrumb,10,Additional Navigation,21,,,,,,,,,,17083,429,18.802,2,,3,2,0,3.03,36,21,0,4,2,0,,,,,b3cf83899aacbfa9486dc42a7b9d51ff,0.348,,,,,1.1,https://www.rfuclinics.com/services/student-health/student-counseling-service/,2022-02-04 11:37:09
36,https://www.rfuclinics.com/locations/libertyville-primarycare/,text/html;charset=UTF-8,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,1,1,0,1.52,0,0,0,0,0,0,,,,,,0.301,,https://www.rfuclinics.com/locations/libertyville-primary-care/,HTTP Redirect,,1.1,https://www.rfuclinics.com/locations/libertyville-primarycare/,2022-02-04 11:37:09
37,https://www.rfuclinics.com/our-providers/?service=2&insurance=&location=,text/html;charset=UTF-8,200,OK,Indexable,,Provider Directory: Filtered to Scholl Foot & Ankle Center · University Health Clinics,86,732,Provider Directory: Filtered to Scholl Foot & Ankle Center · University Health Clinics,86,519,,0,Our Providers,13,,0,Breadcrumb,10,,0,,,,,,,,,,24548,164,9.17,2,,2,2,0,3.03,37,24,0,4,2,0,,,,,a17a162e1ac1b4057de9c84126d06fce,0.366,,,,,1.1,https://www.rfuclinics.com/our-providers/?service=2&insurance=&location=,2022-02-04 11:37:09
38,https://www.rfuclinics.com/our-providers/dookie-annabelle/,text/html;charset=UTF-8,200,OK,Indexable,,"Annabelle Dookie, DPM · University Health Clinics",49,443,"Annabelle Dookie, DPM · University Health Clinics",49,310,,0,"Annabelle Dookie, DPM",21,,0,Breadcrumb,10,,0,,,,,,,,,,13153,42,5.588,2,,3,3,0,4.55,26,14,0,4,2,0,,,,,b3aefef7fcbd0092ad5db10329e11be7,0.381,,,,,1.1,https://www.rfuclinics.com/our-providers/dookie-annabelle/,2022-02-04 11:37:09
39,https://www.rfuclinics.com/our-providers/michalides-heather/,text/html;charset=UTF-8,200,OK,Indexable,,"Heather Michalides, RN, MSN, APN · University Health Clinics",60,550,"Nurse practitioner Heather Michalides works collaboratively with thereproductive immunology team at RFU Health Clinics, providing patientswith compassionate care and knowledge to help maintain a successfulpregnancy and fulfill their dreams of ...",246,1533,,0,"Heather Michalides, RN, MSN, APN",32,,0,Breadcrumb,10,,0,,,,,,,,,,14741,156,10.339,2,,4,4,0,6.06,26,14,0,4,2,0,,,,,d53ea4f441b9cc4a2ad970b772c50193,0.333,,,,,1.1,https://www.rfuclinics.com/our-providers/michalides-heather/,2022-02-04 11:37:09
40,https://www.rfuclinics.com/our-providers/lohani-silu/,text/html;charset=UTF-8,200,OK,Indexable,,"Silu Lohani, MD · University Health Clinics",43,375,"07/2014 - 7/2018Rosalind Franklin University of Medicine and Science, North Chicago, IllinoisPostgraduate residency training 05/2013 – 02/2014Long Island Jewish Hospital at the Zucker Hillside, New YorkExtern, Dr. Neil Kremen, M.D ...",234,1473,,0,"Silu Lohani, MD",15,,0,Breadcrumb,10,,0,,,,,,,,,,15325,164,10.289,2,,3,3,0,4.55,27,14,0,4,2,0,,,,,3b17c7de02aed65f1af85f14a893dbe4,0.311,,,,,1.1,https://www.rfuclinics.com/our-providers/lohani-silu/,2022-02-04 11:37:09
41,https://www.rfuclinics.com/our-providers/matyja-anna/,text/html;charset=UTF-8,200,OK,Indexable,,Anna Matyja · University Health Clinics,39,343,Anna Matyja · University Health Clinics,39,240,,0,Anna Matyja,11,,0,Breadcrumb,10,,0,,,,,,,,,,13171,49,5.937,2,,3,3,0,4.55,26,14,0,4,2,0,,,,,18d49acb2fe6e87a1b40a929c73c3d2b,0.37,,,,,1.1,https://www.rfuclinics.com/our-providers/matyja-anna/,2022-02-04 11:37:09
42,https://www.rfuclinics.com/our-providers/joseph-robert/,text/html;charset=UTF-8,200,OK,Indexable,,"Robert Joseph, DPM, PhD, FACFAS · University Health Clinics",59,555,Dr. Joseph is a graduate of Washington University St. Louis and the Dr. William M. Scholl College of Podiatric Medicine. His PhD research career began in connective tissue and matrix biochemistry where he received his PhD from Rush University. ...,247,1549,,0,"Robert Joseph, DPM, PhD, FACFAS",31,,0,Breadcrumb,10,,0,,,,,,,,,,16807,307,14.9,2,,3,3,0,4.55,27,14,0,4,2,0,,,,,8aaba95de29626c2c09fb009d8bfebf3,0.29,,,,,1.1,https://www.rfuclinics.com/our-providers/joseph-robert/,2022-02-04 11:37:09
43,https://www.rfuclinics.com/our-providers/yorath-martin/,text/html;charset=UTF-8,200,OK,Indexable,,"Martin Yorath, DPM, FACFAS, FACPM, FFPM RCPS (Glasg) · University Health Clinics",80,771,"In addition to his clinical role as a podiatrist, Dr. Yorath has served as Medical Director of Rosalind Franklin University Health System since 2007. He is also the Residency Program Director for Advocate Illinois Masonic Medical Center – ...",242,1481,,0,"Martin Yorath, DPM, FACFAS, FACPM, FFPM RCPS (Glasg)",52,,0,Breadcrumb,10,,0,,,,,,,,,,16929,305,14.861,2,,3,3,0,4.55,27,14,0,4,2,0,,,,,201b96fd00c5658da91a5677b93d65da,0.224,,,,,1.1,https://www.rfuclinics.com/our-providers/yorath-martin/,2022-02-04 11:37:10
44,https://www.rfuclinics.com/our-providers/wu-stephanie/,text/html;charset=UTF-8,200,OK,Indexable,,"Stephanie C. Wu, DPM, MSc · University Health Clinics",53,491,"Dr. Wu is a dedicated clinician, researcher and educator. For her efforts in Education, Wu has received many awards at Rosalind Franklin University including the Dean’s Award and the Lawrence R. Medoff Award for Outstanding Performance in ...",242,1529,,0,"Stephanie C. Wu, DPM, MSc",25,,0,Breadcrumb,10,,0,,,,,,,,,,17147,336,16.129,2,,3,3,0,4.55,27,14,0,4,2,0,,,,,64a8fff9aeafec0bbb74b5f2debab992,0.223,,,,,1.1,https://www.rfuclinics.com/our-providers/wu-stephanie/,2022-02-04 11:37:10
45,https://www.rfuclinics.com/our-providers/damaschke-jeffrey/,text/html;charset=UTF-8,200,OK,Indexable,,"Jeffrey Damaschke, PT, DPT, PhD · University Health Clinics",59,540,Dr. Damaschke received his BS in physical therapy from The University of Texas Medical Branch. He subsequently completed his MS in physical therapy with an emphasis in orthopedics at Finch University of Health Sciences and his doctor of ...,240,1514,,0,"Jeffrey Damaschke, PT, DPT, PhD",31,,0,Breadcrumb,10,,0,,,,,,,,,,15944,319,17.091,2,,3,3,0,4.55,27,14,0,4,2,0,,,,,d92c148c94d36244804f4c1cf9de52fa,0.215,,,,,1.1,https://www.rfuclinics.com/our-providers/damaschke-jeffrey/,2022-02-04 11:37:10
46,https://www.rfuclinics.com/our-providers/rahlin-mary/,text/html;charset=UTF-8,200,OK,Indexable,,"Mary Rahlin, PT, DHS, PCS · University Health Clinics",53,482,"Mary Rahlin, PT, DHS, PCS, is assistant program director and associate professor in the Department of Physical Therapy at Rosalind Franklin University of Medicine and Science in North Chicago, IL. She is a member of the American Physical ...",241,1519,,0,"Mary Rahlin, PT, DHS, PCS",25,,0,Breadcrumb,10,,0,,,,,,,,,,14899,196,11.927,2,,3,3,0,4.55,27,14,0,4,2,0,,,,,a830ce8abce13f90774a46290c0761ab,0.248,,,,,1.1,https://www.rfuclinics.com/our-providers/rahlin-mary/,2022-02-04 11:37:10
47,https://www.rfuclinics.com/services/caring-for-our-community/community-care-connection/,text/html;charset=UTF-8,200,OK,Indexable,,Community Care Connection · University Health Clinics,53,489,"BRINGING HEALTH CARE TO YOUR NEIGHBORHOOD The Community Care Connection is our mobile health vehicle that travels throughout Lake County, offering residents a variety of free health screenings, including blood pressure, blood sugar, ...",236,1546,,0,Community Care Connection,25,,0,Breadcrumb,10,Additional Navigation,21,,,,,,,,,,23147,580,19.175,2,,6,4,0,6.06,33,17,0,5,3,0,,,,,e7bce2098ef526e8441ab22aba9beeb3,0.284,,,,,1.1,https://www.rfuclinics.com/services/caring-for-our-community/community-care-connection/,2022-02-04 11:37:10
48,https://www.rfuclinics.com/our-providers/?service=5&insurance=&location=,text/html;charset=UTF-8,200,OK,Indexable,,Provider Directory: Filtered to Student Counseling · University Health Clinics,78,670,Provider Directory: Filtered to Student Counseling · University Health Clinics,78,472,,0,Our Providers,13,,0,Breadcrumb,10,,0,,,,,,,,,,18538,61,8.615,2,,2,2,0,3.03,28,15,0,4,2,0,,,,,26343842b3f022176bbbea143addf02d,0.255,,,,,1.1,https://www.rfuclinics.com/our-providers/?service=5&insurance=&location=,2022-02-04 11:37:10
