,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
12,http://huhealthcare.com/research,text/html; charset=utf-8,200,OK,Indexable,,"Howard University Health Sciences | Washington, DC",50,473,,0,0,,0,Research at Howard University Health Sciences,45,,0,,0,,0,,,,http://huhealthcare.com/research,,,,,,29057,336,6.728,1,,607,296,0,100.0,62,40,0,12,10,0,,,,,5d4a6cbda786f13dc4994f7e61d0bb08,0.129,,,,,1.1,http://huhealthcare.com/research,2022-01-21 13:13:16
13,http://huhealthcare.com/healthcare/hospital/patients-and-visitors/going-home,text/html; charset=utf-8,200,OK,Indexable,,"Howard University Hospital | Washington, DC",43,401,,0,0,,0,Going Home ,11,,0,,0,,0,,,,,,,,,,45331,800,10.247,1,,125,107,0,36.15,102,76,0,12,12,0,,,,,62be585f51cbad613703413d223a4de7,0.104,,,,,1.1,http://huhealthcare.com/healthcare/hospital/patients-and-visitors/going-home,2022-01-21 13:13:16
14,http://huhealthcare.com/healthcare/hospital/departments/neurology,text/html; charset=utf-8,200,OK,Indexable,,"Neurology | Howard University Hospital | Washington, DC",55,508,Providing neurological care across a wide range of ailments.,60,375,,0,,0,,0,How May We Help You?,20,Related News,12,,,,,,,,,,33525,375,6.649,1,,129,114,0,38.51,58,46,0,10,10,0,,,,,7718a49614db02f2440a3aac5b58e095,0.072,,,,,1.1,http://huhealthcare.com/healthcare/hospital/departments/neurology,2022-01-21 13:13:16
15,http://huhealthcare.com/education/colleges/pharmacy,,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,1,,296,296,0,100.0,0,0,0,0,0,0,,,,,,0.038,,http://pharmacy.howard.edu/,HTTP Redirect,,1.1,http://huhealthcare.com/education/colleges/pharmacy,2022-01-21 13:13:16
16,http://huhealthcare.com/healthcare/hospital/departments/dentistry,text/html; charset=utf-8,200,OK,Indexable,,"Dentistry | Howard University Hospital | Washington, DC",55,496,"Providing complete specialty services to patients, including comprehensive evaluation and treatment planning, oral cancer screenings, surgery and more.",151,947,,0,,0,,0,How May We Help You?,20,Related News,12,,,,,,,,,,33668,392,6.995,1,,23,9,0,3.04,59,47,0,9,9,0,,,,,a6e6090ca17b07c3e53be406a4d0cbb1,0.07,,,,,1.1,http://huhealthcare.com/healthcare/hospital/departments/dentistry,2022-01-21 13:13:16
18,http://huhealthcare.com/healthcare/hospital/specialty-services,text/html; charset=utf-8,200,OK,Indexable,,"Howard University Hospital | Washington, DC",43,401,,0,0,,0,Specialty Service Centers,25,,0,,0,,0,,,,,,,,,,48737,705,8.916,1,,362,296,0,100.0,110,76,0,15,14,0,,,,,2baafb21df2f7965d93a04bbcdd4fa5,0.068,,,,,1.1,http://huhealthcare.com/healthcare/hospital/specialty-services,2022-01-21 13:13:16
19,http://huhealthcare.com/community,text/html; charset=utf-8,200,OK,Indexable,,"Howard University Health Sciences | Washington, DC",50,473,,0,0,,0,,0,,0,Community Health Needs Assessment,33,Back to School Physicals,24,,,,http://huhealthcare.com/community,,,,,,32800,373,6.863,1,,309,296,0,100.0,65,45,0,13,12,0,,,,,cf9511e7985ed24578af733f849c5f5c,0.067,,,,,1.1,http://huhealthcare.com/community,2022-01-21 13:13:16
20,http://huhealthcare.com/community/community-services,text/html; charset=utf-8,200,OK,Indexable,,"Howard University Health Sciences | Washington, DC",50,473,,0,0,,0,Become a Volunteer,18,,0,,0,,0,,,,http://huhealthcare.com/community/community-services,,,,,,31033,359,6.7,1,,313,296,0,100.0,54,39,0,10,10,0,,,,,177b4055aa45e581f9add3705688efbf,0.086,,,,,1.1,http://huhealthcare.com/community/community-services,2022-01-21 13:13:16
21,http://huhealthcare.com/healthcare/~/media/Files/privacy/jcaho-pdf.ashx,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,54095,0,0.0,1,,3,3,0,1.01,0,0,0,0,0,0,,,,,,0.049,"Fri, 07 Aug 2015 17:05:09 GMT",,,,1.1,http://huhealthcare.com/healthcare/~/media/Files/privacy/jcaho-pdf.ashx,2022-01-21 13:13:17
22,http://huhealthcare.com/healthcare/hospital/about-huh,text/html; charset=utf-8,200,OK,Indexable,,"Howard University Hospital | Washington, DC",43,401,,0,0,,0,About Howard University Hospital,32,,0,,0,,0,,,,,,,,,,43613,689,9.484,1,,259,241,0,81.42,101,76,0,12,12,0,,,,,7bfb40eee62f850527ba673a5dd4b526,0.072,,,,,1.1,http://huhealthcare.com/healthcare/hospital/about-huh,2022-01-21 13:13:17
24,http://huhealthcare.com/,,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,1,,521,296,0,100.0,0,0,0,0,0,0,,,,,,0.041,,http://huhealthcare.com/healthcare/hospital,HTTP Redirect,,1.1,http://huhealthcare.com/,2022-01-21 13:13:17
25,http://huhealthcare.com/healthcare/hospital/departments,text/html; charset=utf-8,200,OK,Indexable,,"Departments | Howard University Hospital | Washington, DC",57,531,,0,0,,0,Faculty Practice Plan Clinical Services,39,,0,Anesthesiology,14,Community Health and Family Medicine,36,,,,,,,,,,55940,1030,12.306,1,,657,296,0,100.0,131,77,0,12,12,0,,,,,731ba1ad85d70b439ead5a9ef717e601,0.075,,,,,1.1,http://huhealthcare.com/healthcare/hospital/departments,2022-01-21 13:13:17
26,http://huhealthcare.com/healthcare/hospital/coronavirus-vaccine-information,text/html; charset=utf-8,200,OK,Indexable,,"Howard University Hospital | Washington, DC",43,401,,0,0,,0,Howard University Hospital Coronavirus Vaccine Information and Updates,70,,0,,0,,0,,,,,,,,,,46464,783,10.221,1,,22,17,0,5.74,102,77,0,17,17,0,,,,,26255689f144ba2c756154e9e348aa52,0.069,,,,,1.1,http://huhealthcare.com/healthcare/hospital/coronavirus-vaccine-information,2022-01-21 13:13:17
27,http://huhealthcare.com/healthcare/hospital/patients-and-visitors/medical-records-request,text/html; charset=utf-8,200,OK,Indexable,,"Howard University Hospital | Washington, DC",43,401,,0,0,,0,Medical Records Request,23,,0,Additional Information,22,,0,,,,,,,,,,44433,629,8.078,1,,130,111,0,37.5,103,77,0,12,12,0,,,,,98f226785265833d43623917da9d6dcf,0.071,,,,,1.1,http://huhealthcare.com/healthcare/hospital/patients-and-visitors/medical-records-request,2022-01-21 13:13:17
28,http://huhealthcare.com/healthcare/hospital/departments/ophthalmology,text/html; charset=utf-8,200,OK,Indexable,,"Ophthalmology | Howard University Hospital | Washington, DC",59,551,The Department of Ophthalmology provides comprehensive eye care services at one convenient location to patients of all ages.,124,793,,0,,0,,0,How May We Help You?,20,Related News,12,,,,,,,,,,38114,596,9.323,1,,135,116,0,39.19,59,47,0,11,11,0,,,,,e13d6f1c4eb31947cc0219acdfa7afb7,1.648,,,,,1.1,http://huhealthcare.com/healthcare/hospital/departments/ophthalmology,2022-01-21 13:13:15
29,http://huhealthcare.com/research/mission-vision,text/html; charset=utf-8,200,OK,Indexable,,"Howard University Health Sciences | Washington, DC",50,473,,0,0,,0,Mission and Vision,18,,0,,0,,0,,,,http://huhealthcare.com/research/mission-vision,,,,,,35717,757,14.0,1,,311,296,0,100.0,56,35,0,11,11,0,,,,,a89835930cdce6d552e040e1ad3878d6,0.068,,,,,1.1,http://huhealthcare.com/research/mission-vision,2022-01-21 13:13:17
30,http://huhealthcare.com/healthcare/hospital/patients-and-visitors/privacy-and-patient-rights,text/html; charset=utf-8,200,OK,Indexable,,"Privacy and Patient Rights | Howard University Hospital | Washington, DC",72,651,"Howard University Hospital is dedicated to protecting patient confidentiality, ensuring the respect of patient privacy and abides by a Patient Bill of Rights.",158,945,,0,Privacy and Patient Rights,26,,0,Patient Information,19,Patient Rights,14,,,,,,,,,,48173,1006,12.817,1,,125,107,0,36.15,105,79,0,12,12,0,,,,,d83e1f193438d8506d6ccc47643c47f3,0.098,,,,,1.1,http://huhealthcare.com/healthcare/hospital/patients-and-visitors/privacy-and-patient-rights,2022-01-21 13:13:17
31,http://huhealthcare.com/healthcare/hospital/departments/radiology,text/html; charset=utf-8,200,OK,Indexable,,"Radiology | Howard University Hospital | Washington, DC",55,506,"Providing 24/7 imaging services at Howard University Hospital in Washington, DC and is a leader in radiology service, education and research. Coronary Calcium Scoring. Back Pain treatment. Walk-in Screening Mammograms.",218,1403,"Howard university radiology, HUH Radiology, Howard Radiology, DCMRS, ACR, Coronary Calcium Scoring, Back Pain treatment, Walk-in Screening Mammograms, RSNA, NMA Radiology section, HUH, Cardiac screening in DC, back pain clinic in DC, Epidural injections, Cardiac CT, Cardiac CTA, Calcium scoring in DC, howard university hospital radiology, department of radiology, department of radiology howard, faculty practice plan radiology, howard radiology research, howard radiology diagnostic services, howard womens imaging center, womens imaging, radiology screenings, radiology washington dc, radiology screenings washington dc radiology dmv, washington radiology referral",668,,0,,0,How May We Help You?,20,Related News,12,,,,,,,,,,40508,715,11.097,1,,152,120,0,40.54,69,54,0,9,9,0,,,,,365a67e880d4fbb99c2fcd1a27eee630,0.075,,,,,1.1,http://huhealthcare.com/healthcare/hospital/departments/radiology,2022-01-21 13:13:17
32,http://huhealthcare.com/calendar,text/html; charset=utf-8,200,OK,Indexable,,Calendar of Events | Health Sciences Calendar | Howard University,65,591,Get up to date information on upcoming events related to Howard University Health Sciences and the Faculty Practice Plan.,121,765,"HUH calendar, HU hospital calendar, College of Medicine calendar, College of dentistry calendar, college of nursing allied health calendar, college of pharmacy calendar",168,Calendar,8,,0,,0,,0,,,,http://huhealthcare.com/calendar,,,,,,37560,287,4.465,1,,299,296,0,100.0,56,47,0,11,11,0,,,,,e393af9a53290290594484baebef8d3,0.107,,,,,1.1,http://huhealthcare.com/calendar,2022-01-21 13:13:17
33,http://huhealthcare.com/education/colleges/dentistry,,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,1,,296,296,0,100.0,0,0,0,0,0,0,,,,,,0.04,,http://healthsciences.howard.edu/education/colleges/dentistry,HTTP Redirect,,1.1,http://huhealthcare.com/education/colleges/dentistry,2022-01-21 13:13:17
34,http://huhealthcare.com/healthcare/hospital/prayers-for-every-need,text/html; charset=utf-8,200,OK,Indexable,,"Howard University Hospital | Washington, DC",43,401,,0,0,,0,,0,,0,,0,,0,,,,http://huhealthcare.com/healthcare/hospital/prayers-for-every-need,,,,,,35626,281,4.34,1,,143,113,0,38.18,58,44,0,11,11,0,,,,,383629ba57685ede5343d7407efab574,0.07,,,,,1.1,http://huhealthcare.com/healthcare/hospital/prayers-for-every-need,2022-01-21 13:13:17
35,http://www.huhealthcare.com/,,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,1,,592,296,0,100.0,0,0,0,0,0,0,,,,,,0.041,,http://huhealthcare.com/healthcare/hospital,HTTP Redirect,,1.1,http://www.huhealthcare.com/,2022-01-21 13:13:17
37,http://huhealthcare.com/notices/privacy-statements,text/html; charset=utf-8,200,OK,Indexable,,"Privacy Statements | Howard University Health Sciences | Washington, DC",71,659,,0,0,,0,Howard University Health Sciences Notice of Privacy Practices,61,,0,,0,,0,,,,http://huhealthcare.com/notices/privacy-statements,,,,,,26424,280,5.938,1,,306,296,0,100.0,53,42,0,10,10,0,,,,,9af0abb1b3aafb6a056af4c1edb9b55b,0.069,,,,,1.1,http://huhealthcare.com/notices/privacy-statements,2022-01-21 13:13:17
38,http://huhealthcare.com/community/news-and-media/huh/2016-05-12-howard-hospital-continues-strategic-restructuring,text/html; charset=utf-8,200,OK,Indexable,,"Howard University Hospital Continues Strategic Restructuring Plans | Howard University Health Sciences | Washington, DC",119,1086,"Over the past two years, Howard University Hospital (HUH) has substantially narrowed its losses and increased patient revenues as part of a strategic turnaround plan.",166,1036,,0,Howard University Hospital Continues Strategic Restructuring Plans,66,,0,,0,,0,,,,http://huhealthcare.com/community/news-and-media/huh/2016-05-12-howard-hospital-continues-strategic-restructuring,,,,,,34142,462,8.269,1,,22,20,0,6.76,57,45,0,11,11,0,,,,,cd0815ebe540a5401e8716938bb6c236,1.62,,,,,1.1,http://huhealthcare.com/community/news-and-media/huh/2016-05-12-howard-hospital-continues-strategic-restructuring,2022-01-21 13:13:16
39,http://huhealthcare.com/healthcare/hospital/patients-and-visitors/during-your-stay,text/html; charset=utf-8,200,OK,Indexable,,"Howard University Hospital | Washington, DC",43,401,,0,0,,0,During Your Stay,16,,0,,0,,0,,,,,,,,,,52080,1798,20.748,1,,126,107,0,36.15,102,76,0,12,12,0,,,,,e565e16e28df739787226a90dd4caab8,0.068,,,,,1.1,http://huhealthcare.com/healthcare/hospital/patients-and-visitors/during-your-stay,2022-01-21 13:13:17
40,http://huhealthcare.com/healthcare/hospital/specialty-services/heart-center/services/cardiac-rehabilitation,text/html; charset=utf-8,200,OK,Indexable,,"Howard University Hospital | Washington, DC",43,401,,0,0,,0,Cardiac Rehabilitation,22,,0,,0,,0,,,,,,,,,,39263,676,10.53,1,,10,6,0,2.03,95,77,0,12,12,0,,,,,14ea1291abeb68779b12deface298395,0.069,,,,,1.1,http://huhealthcare.com/healthcare/hospital/specialty-services/heart-center/services/cardiac-rehabilitation,2022-01-21 13:13:17
41,http://huhealthcare.com/healthcare/hospital/specialty-services/viral-hepatitis-center,text/html; charset=utf-8,200,OK,Indexable,,"Viral Hepatitis Center | Howard University Hospital | Washington, DC",68,604,,0,0,,0,Welcome,7,,0,Objectives,10,Program and Services,20,,,,,,,,,,41852,764,11.508,1,,118,111,0,37.5,96,72,0,12,12,0,,,,,1521ef76c80375cc7c738fecb9f71b6a,0.118,,,,,1.1,http://huhealthcare.com/healthcare/hospital/specialty-services/viral-hepatitis-center,2022-01-21 13:13:17
43,http://huhealthcare.com/healthcare/hospital/departments/pediatrics,text/html; charset=utf-8,200,OK,Indexable,,"Pediatrics and Child Health | Howard University Hospital | Washington, DC",73,658,"The Department of Pediatrics and Child Health provides a wide range of services to children and adolescents, including neonatal and nursery services, preventative medicine through immunizations and certifications for school.",224,1394,,0,,0,,0,How May We Help You?,20,Related News,12,,,,,,,,,,34357,413,7.239,1,,141,118,0,39.86,58,46,0,9,9,0,,,,,ed63df4a04d5241410dfc88fe1c495c3,0.071,,,,,1.1,http://huhealthcare.com/healthcare/hospital/departments/pediatrics,2022-01-21 13:13:18
44,http://huhealthcare.com/research/contact-us,text/html; charset=utf-8,200,OK,Indexable,,"Howard University Health Sciences | Washington, DC",50,473,,0,0,,0,Contact Us,10,,0,,0,,0,,,,http://huhealthcare.com/research/contact-us,,,,,,31985,270,4.606,1,,310,296,0,100.0,56,35,0,11,11,0,,,,,d58fce975724f5be09e97ef6df794cd0,0.065,,,,,1.1,http://huhealthcare.com/research/contact-us,2022-01-21 13:13:18
45,http://huhealthcare.com/healthcare/~/media/Images/healthcare/layout-images/Footer%20Images/logo-huh-small.ashx,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,3863,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.04,"Tue, 31 May 2011 17:06:54 GMT",,,,1.1,http://huhealthcare.com/healthcare/~/media/Images/healthcare/layout-images/Footer%20Images/logo-huh-small.ashx,2022-01-21 13:13:18
46,http://huhealthcare.com/healthcare/hospital/online-bill-pay,text/html; charset=utf-8,200,OK,Indexable,,"Howard University Hospital | Washington, DC",43,401,,0,0,,0,Online Bill Pay,15,,0,,0,,0,,,,,,,,,,42105,462,6.133,1,,125,108,0,36.49,101,76,0,13,12,0,,,,,ad291f65149b50480148270f1b7e8d4f,0.104,,,,,1.1,http://huhealthcare.com/healthcare/hospital/online-bill-pay,2022-01-21 13:13:18
48,http://huhealthcare.com/healthcare/hospital/departments/obstetrics-gynecology,text/html; charset=utf-8,200,OK,Indexable,,"Obstetrics and Gynecology | Howard University Hospital | Washington, DC",71,655,"The Department of Obstetrics and Gynecology's mission is to provide competent, state-of-the-art care, which includes prevention, identification and care for the patients at risk and treatment of patients with the ob/gyn condition in question.",242,1475,,0,,0,,0,How May We Help You?,20,Related News,12,,,,,,,,,,34069,357,6.244,1,,210,151,0,51.01,58,46,0,9,9,0,,,,,4b3646684b45b3dc1f3d3b0bd8b26870,0.085,,,,,1.1,http://huhealthcare.com/healthcare/hospital/departments/obstetrics-gynecology,2022-01-21 13:13:18
49,http://huhealthcare.com/healthcare/~/media/Images/healthcare/hospital/marketing/campaign-banners/super-doctors-2013.ashx?mh=347&mw=958,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,239936,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.062,"Fri, 01 Nov 2013 22:30:49 GMT",,,,1.1,http://huhealthcare.com/healthcare/~/media/Images/healthcare/hospital/marketing/campaign-banners/super-doctors-2013.ashx?mh=347&mw=958,2022-01-21 13:13:18
50,http://huhealthcare.com/layouts/System/VisitorIdentification.aspx,text/css; charset=utf-8,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,138,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.113,,,,,1.1,http://huhealthcare.com/layouts/System/VisitorIdentification.aspx,2022-01-21 13:13:18
51,http://huhealthcare.com/healthcare/hospital/specialty-services/bariatric-weight-loss,,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,1,,114,110,0,37.16,0,0,0,0,0,0,,,,,,0.085,,http://www.huhbariatrics.com/,HTTP Redirect,,1.1,http://huhealthcare.com/healthcare/hospital/specialty-services/bariatric-weight-loss,2022-01-21 13:13:18
53,http://huhealthcare.com/healthcare/hospital/departments/ortho-surgery-rehab,text/html; charset=utf-8,200,OK,Indexable,,"Orthopaedic Surgery & Rehabilitation | Howard University Hospital | Washington, DC",82,745,"The Department of Orthopaedic Surgery and Rehabilitation offers a full range of surgical and nonsurgical treatment of injuries and diseases of the musculoskeletal system: bones, joints, ligaments, tendons, muscles and nerves.",225,1395,,0,,0,,0,How May We Help You?,20,Related News,12,,,,,,,,,,34384,370,6.463,1,,138,116,0,39.19,60,48,0,9,9,0,,,,,5c104eeca462a48abd2d08f295d32383,0.113,,,,,1.1,http://huhealthcare.com/healthcare/hospital/departments/ortho-surgery-rehab,2022-01-21 13:13:18
54,http://huhealthcare.com/healthcare/hospital/patients-and-visitors/health-insurance,text/html; charset=utf-8,200,OK,Indexable,,"Howard University Hospital | Washington, DC",43,401,,0,0,,0,Health Insurance,16,,0,,0,,0,,,,,,,,,,47789,1124,14.818,1,,19,15,0,5.07,102,76,0,12,12,0,,,,,6bd2e8343c9ababcdade36d0442d9b54,0.129,,,,,1.1,http://huhealthcare.com/healthcare/hospital/patients-and-visitors/health-insurance,2022-01-21 13:13:18
55,http://huhealthcare.com/education/louis-stokes,,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,1,,299,296,0,100.0,0,0,0,0,0,0,,,,,,0.037,,http://hsl-howard.libguides.com/library,HTTP Redirect,,1.1,http://huhealthcare.com/education/louis-stokes,2022-01-21 13:13:18
56,http://huhealthcare.com/healthcare/students,text/html; charset=utf-8,200,OK,Indexable,,"Student Health Center | Washington, DC",38,359,"The Staff at the Howard University Student Health Center is committed to providing all students with health care that is of high quality, safe, confidential and respectful.",172,1029,,0,,0,,0,,0,,0,,,,,,,,,,30239,368,6.836,1,,279,256,0,86.49,59,44,0,10,9,0,,,,,d579d32631d2ad98f074ec4808a58e1e,0.105,,,,,1.1,http://huhealthcare.com/healthcare/students,2022-01-21 13:13:18
57,http://huhealthcare.com/community/news-and-media/2013-10-29-20-Physicians-Named-Super-Doctors,text/html,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,1,,2,1,0,0.34,0,0,0,0,0,0,,,,,,0.063,,http://huhealthcare.com/community/news-and-media/2013-10-29-20-Physicians-Named-Super-Doctors,HTTP Redirect,,1.1,http://huhealthcare.com/community/news-and-media/2013-10-29-20-Physicians-Named-Super-Doctors,2022-01-21 13:13:18
58,http://huhealthcare.com/huhealthcare/about-huhs,text/html; charset=utf-8,200,OK,Indexable,,"Howard University Health Sciences | Washington, DC",50,473,,0,0,,0,Welcome to Howard University Health Sciences,44,,0,,0,,0,,,,http://huhealthcare.com/huhealthcare/about-huhs,,,,,,30049,537,10.434,1,,299,296,0,100.0,46,36,0,11,11,0,,,,,12b23e8d648cc60870111dc83494e59a,0.066,,,,,1.1,http://huhealthcare.com/huhealthcare/about-huhs,2022-01-21 13:13:18
