,Type,Source,Destination,Size (Bytes),Alt Text,Anchor,Status Code,Status,Follow,Target,Rel,Path Type,Link Path,Link Position,Link Origin
12,Hyperlink,https://www.bswhealth.com/,https://events.bswhealth.com/,113576,,Classes and Events,200.0,OK,True,,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div[@id='pagewidth']/div[@id='DeltaPlaceHolderMain']/div[@class='container-fluid']/div[5]/div[1]/div[1]/div/div[2]/div[@class='pat-tools__featured']/div/div[3]/div/a,Content,HTML
13,Hyperlink,https://www.bswhealth.com/,https://play.google.com/store/apps/details?id=com.baylorscottandwhite.healthsource&hl=en,772857,,,200.0,OK,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div[@id='pagewidth']/div[@id='DeltaPlaceHolderMain']/div[@class='container-fluid']/div[5]/div[@id='about-banner']/div/div/div[2]/div/div/div[@class='google-store']/a,Content,HTML
14,Hyperlink,https://www.bswhealth.com/,https://itunes.apple.com/us/app/mybswhealth/id1000856979?mt=8,0,,,301.0,Moved Permanently,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div[@id='pagewidth']/div[@id='DeltaPlaceHolderMain']/div[@class='container-fluid']/div[5]/div[@id='about-banner']/div/div/div[2]/div/div/div[@class='app-store']/a,Content,HTML
15,Hyperlink,https://www.bswhealth.com/,http://www.facebook.com/bswhealth,0,,,301.0,Moved Permanently,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[2]/footer/div/div[@class='footer-right']/ul/li[1]/a,Footer,HTML
16,Hyperlink,https://www.bswhealth.com/,http://twitter.com/bswhealth,0,,,301.0,Moved Permanently,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[2]/footer/div/div[@class='footer-right']/ul/li[2]/a,Footer,HTML
17,Hyperlink,https://www.bswhealth.com/,http://instagram.com/bswhealth,0,,,301.0,Moved Permanently,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[2]/footer/div/div[@class='footer-right']/ul/li[3]/a,Footer,HTML
18,Hyperlink,https://www.bswhealth.com/,http://pinterest.com/bswhealth,265,,,308.0,Permanent Redirect,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[2]/footer/div/div[@class='footer-right']/ul/li[4]/a,Footer,HTML
19,Hyperlink,https://www.bswhealth.com/,http://www.youtube.com/bswhealth,0,,,301.0,Moved Permanently,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[2]/footer/div/div[@class='footer-right']/ul/li[5]/a,Footer,HTML
20,Hyperlink,https://www.bswhealth.com/patient-tools/,https://www.bswhealth.med/Pages/refer.aspx,76528,,Refer a Patient,200.0,OK,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[1]/div/ul/li[1]/a,Header,HTML
21,Hyperlink,https://www.bswhealth.com/patient-tools/,https://www.bswhealth.med/education/Pages/home.aspx,123574,,Medical Education,200.0,OK,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[1]/div/ul/li[2]/a,Header,HTML
22,Hyperlink,https://www.bswhealth.com/patient-tools/,https://jobs.bswhealth.com/,0,,Careers,303.0,See Other,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[1]/div/ul/li[@class='util-career']/a,Header,HTML
23,Hyperlink,https://www.bswhealth.com/patient-tools/,https://my.bswhealth.com/,38080,,Log in to MyBSWHealth,200.0,OK,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[1]/div/div/a,Header,HTML
24,Hyperlink,https://www.bswhealth.com/patient-tools/,https://events.bswhealth.com/,113576,,Classes and Events,200.0,OK,True,,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[@class='menu']/section/div[@class='menu-col-two']/article/ul/li[2]/a,Header,HTML
25,Hyperlink,https://www.bswhealth.com/patient-tools/,http://swhp.org/en-us/,0,,Insurance,301.0,Moved Permanently,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[@class='menu']/section/div[@class='menu-col-two']/article/ul/li[3]/a,Header,HTML
26,Hyperlink,https://www.bswhealth.com/patient-tools/,https://news.bswhealth.com/,146,,News,403.0,Forbidden,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[@class='menu']/section/div[@class='menu-col-three']/article/ul/li[4]/a,Header,HTML
27,Hyperlink,https://www.bswhealth.com/patient-tools/,http://scrubbing.in/,162,,Blog,301.0,Moved Permanently,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[@class='menu']/section/div[@class='menu-col-three']/article/ul/li[5]/a,Header,HTML
28,Hyperlink,https://www.bswhealth.com/patient-tools/,https://www.bswhealth.med/,78831,,For Physicians,200.0,OK,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[@class='menu']/section/div[@class='menu-col-five']/div/ul/li[1]/a,Header,HTML
29,Hyperlink,https://www.bswhealth.com/patient-tools/,https://jobs.bswhealth.com/,0,,Careers,303.0,See Other,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[@class='menu']/section/div[@class='menu-col-five']/div/ul/li[@class='util-career']/a,Header,HTML
30,Hyperlink,https://www.bswhealth.com/patient-tools/,https://my.bswhealth.com/,38080,,Log in to MyBSWHealth,200.0,OK,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[@class='menu']/section/div[@class='menu-col-five']/div/a,Header,HTML
31,Hyperlink,https://www.bswhealth.com/patient-tools/,http://www.facebook.com/bswhealth,0,,,301.0,Moved Permanently,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[3]/footer/div/div[@class='footer-right']/ul/li[1]/a,Footer,HTML
32,Hyperlink,https://www.bswhealth.com/patient-tools/,http://twitter.com/bswhealth,0,,,301.0,Moved Permanently,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[3]/footer/div/div[@class='footer-right']/ul/li[2]/a,Footer,HTML
33,Hyperlink,https://www.bswhealth.com/patient-tools/,http://instagram.com/bswhealth,0,,,301.0,Moved Permanently,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[3]/footer/div/div[@class='footer-right']/ul/li[3]/a,Footer,HTML
34,Hyperlink,https://www.bswhealth.com/patient-tools/,http://pinterest.com/bswhealth,265,,,308.0,Permanent Redirect,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[3]/footer/div/div[@class='footer-right']/ul/li[4]/a,Footer,HTML
35,Hyperlink,https://www.bswhealth.com/patient-tools/,http://www.youtube.com/bswhealth,0,,,301.0,Moved Permanently,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[3]/footer/div/div[@class='footer-right']/ul/li[5]/a,Footer,HTML
36,Hyperlink,https://www.bswhealth.com/ways-to-give/,https://www.bswhealth.med/Pages/refer.aspx,76528,,Refer a Patient,200.0,OK,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[1]/div/ul/li[1]/a,Header,HTML
37,Hyperlink,https://www.bswhealth.com/ways-to-give/,https://www.bswhealth.med/education/Pages/home.aspx,123574,,Medical Education,200.0,OK,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[1]/div/ul/li[2]/a,Header,HTML
38,Hyperlink,https://www.bswhealth.com/ways-to-give/,https://jobs.bswhealth.com/,0,,Careers,303.0,See Other,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[1]/div/ul/li[@class='util-career']/a,Header,HTML
39,Hyperlink,https://www.bswhealth.com/ways-to-give/,https://my.bswhealth.com/,38080,,Log in to MyBSWHealth,200.0,OK,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[1]/div/div/a,Header,HTML
40,Hyperlink,https://www.bswhealth.com/ways-to-give/,https://events.bswhealth.com/,113576,,Classes and Events,200.0,OK,True,,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[@class='menu']/section/div[@class='menu-col-two']/article/ul/li[2]/a,Header,HTML
41,Hyperlink,https://www.bswhealth.com/ways-to-give/,http://swhp.org/en-us/,0,,Insurance,301.0,Moved Permanently,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[@class='menu']/section/div[@class='menu-col-two']/article/ul/li[3]/a,Header,HTML
42,Hyperlink,https://www.bswhealth.com/ways-to-give/,https://news.bswhealth.com/,146,,News,403.0,Forbidden,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[@class='menu']/section/div[@class='menu-col-three']/article/ul/li[4]/a,Header,HTML
43,Hyperlink,https://www.bswhealth.com/ways-to-give/,http://scrubbing.in/,162,,Blog,301.0,Moved Permanently,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[@class='menu']/section/div[@class='menu-col-three']/article/ul/li[5]/a,Header,HTML
44,Hyperlink,https://www.bswhealth.com/ways-to-give/,https://www.bswhealth.med/,78831,,For Physicians,200.0,OK,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[@class='menu']/section/div[@class='menu-col-five']/div/ul/li[1]/a,Header,HTML
45,Hyperlink,https://www.bswhealth.com/ways-to-give/,https://jobs.bswhealth.com/,0,,Careers,303.0,See Other,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[@class='menu']/section/div[@class='menu-col-five']/div/ul/li[@class='util-career']/a,Header,HTML
46,Hyperlink,https://www.bswhealth.com/ways-to-give/,https://my.bswhealth.com/,38080,,Log in to MyBSWHealth,200.0,OK,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[@class='menu']/section/div[@class='menu-col-five']/div/a,Header,HTML
47,Hyperlink,https://www.bswhealth.com/ways-to-give/,https://allsaintsfoundation.bswhealth.com/,53397,,All Saints Health Foundation Website,200.0,OK,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='DeltaPlaceHolderMain']/div[4]/div[@id='MSOZoneCell_WebPartctl00_SPWebPartManager1_g_9650b8cf_73e6_423e_8561_a300573e6852']/div[1]/div/div[@id='ctl00_SPWebPartManager1_g_9650b8cf_73e6_423e_8561_a300573e6852']/div/section/div/div/div/div[2]/div/div[@id='itemContent_g_9650b8cf_73e6_423e_8561_a300573e6852-0']/div[@class='item-buttons']/a,Content,HTML
48,Hyperlink,https://www.bswhealth.com/ways-to-give/,https://ctxfoundation.bswhealth.com/,56610,,Baylor Scott & White – Central Texas Foundation Website,200.0,OK,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='DeltaPlaceHolderMain']/div[4]/div[@id='MSOZoneCell_WebPartctl00_SPWebPartManager1_g_9650b8cf_73e6_423e_8561_a300573e6852']/div[1]/div/div[@id='ctl00_SPWebPartManager1_g_9650b8cf_73e6_423e_8561_a300573e6852']/div/section/div/div/div/div[2]/div/div[@id='itemContent_g_9650b8cf_73e6_423e_8561_a300573e6852-1']/div[@class='item-buttons']/a,Content,HTML
49,Hyperlink,https://www.bswhealth.com/ways-to-give/,https://dallasfoundation.bswhealth.com/,57685,,Baylor Scott & White Dallas Foundation Website,200.0,OK,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='DeltaPlaceHolderMain']/div[4]/div[@id='MSOZoneCell_WebPartctl00_SPWebPartManager1_g_9650b8cf_73e6_423e_8561_a300573e6852']/div[1]/div/div[@id='ctl00_SPWebPartManager1_g_9650b8cf_73e6_423e_8561_a300573e6852']/div/section/div/div/div/div[2]/div/div[@id='itemContent_g_9650b8cf_73e6_423e_8561_a300573e6852-2']/div[@class='item-buttons']/a,Content,HTML
50,Hyperlink,https://www.bswhealth.com/ways-to-give/,https://irvingfoundation.bswhealth.com/,50624,,Baylor Scott & White Irving Foundation Website,200.0,OK,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='DeltaPlaceHolderMain']/div[4]/div[@id='MSOZoneCell_WebPartctl00_SPWebPartManager1_g_9650b8cf_73e6_423e_8561_a300573e6852']/div[1]/div/div[@id='ctl00_SPWebPartManager1_g_9650b8cf_73e6_423e_8561_a300573e6852']/div/section/div/div/div/div[2]/div/div[@id='itemContent_g_9650b8cf_73e6_423e_8561_a300573e6852-3']/div[@class='item-buttons']/a,Content,HTML
51,Hyperlink,https://www.bswhealth.com/ways-to-give/,http://www.facebook.com/bswhealth,0,,,301.0,Moved Permanently,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[3]/footer/div/div[@class='footer-right']/ul/li[1]/a,Footer,HTML
52,Hyperlink,https://www.bswhealth.com/ways-to-give/,http://twitter.com/bswhealth,0,,,301.0,Moved Permanently,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[3]/footer/div/div[@class='footer-right']/ul/li[2]/a,Footer,HTML
53,Hyperlink,https://www.bswhealth.com/ways-to-give/,http://instagram.com/bswhealth,0,,,301.0,Moved Permanently,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[3]/footer/div/div[@class='footer-right']/ul/li[3]/a,Footer,HTML
54,Hyperlink,https://www.bswhealth.com/ways-to-give/,http://pinterest.com/bswhealth,265,,,308.0,Permanent Redirect,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[3]/footer/div/div[@class='footer-right']/ul/li[4]/a,Footer,HTML
55,Hyperlink,https://www.bswhealth.com/ways-to-give/,http://www.youtube.com/bswhealth,0,,,301.0,Moved Permanently,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[3]/footer/div/div[@class='footer-right']/ul/li[5]/a,Footer,HTML
56,Hyperlink,https://www.bswhealth.com/research/,https://www.bswhealth.med/Pages/refer.aspx,76528,,Refer a Patient,200.0,OK,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[1]/div/ul/li[1]/a,Header,HTML
57,Hyperlink,https://www.bswhealth.com/research/,https://www.bswhealth.med/education/Pages/home.aspx,123574,,Medical Education,200.0,OK,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[1]/div/ul/li[2]/a,Header,HTML
58,Hyperlink,https://www.bswhealth.com/research/,https://jobs.bswhealth.com/,0,,Careers,303.0,See Other,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[1]/div/ul/li[@class='util-career']/a,Header,HTML
59,Hyperlink,https://www.bswhealth.com/research/,https://my.bswhealth.com/,38080,,Log in to MyBSWHealth,200.0,OK,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[1]/div/div/a,Header,HTML
60,Hyperlink,https://www.bswhealth.com/research/,https://events.bswhealth.com/,113576,,Classes and Events,200.0,OK,True,,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[@class='menu']/section/div[@class='menu-col-two']/article/ul/li[2]/a,Header,HTML
61,Hyperlink,https://www.bswhealth.com/research/,http://swhp.org/en-us/,0,,Insurance,301.0,Moved Permanently,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[@class='menu']/section/div[@class='menu-col-two']/article/ul/li[3]/a,Header,HTML
62,Hyperlink,https://www.bswhealth.com/research/,https://news.bswhealth.com/,146,,News,403.0,Forbidden,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[@class='menu']/section/div[@class='menu-col-three']/article/ul/li[4]/a,Header,HTML
63,Hyperlink,https://www.bswhealth.com/research/,http://scrubbing.in/,162,,Blog,301.0,Moved Permanently,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[@class='menu']/section/div[@class='menu-col-three']/article/ul/li[5]/a,Header,HTML
64,Hyperlink,https://www.bswhealth.com/research/,https://www.bswhealth.med/,78831,,For Physicians,200.0,OK,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[@class='menu']/section/div[@class='menu-col-five']/div/ul/li[1]/a,Header,HTML
65,Hyperlink,https://www.bswhealth.com/research/,https://jobs.bswhealth.com/,0,,Careers,303.0,See Other,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[@class='menu']/section/div[@class='menu-col-five']/div/ul/li[@class='util-career']/a,Header,HTML
66,Hyperlink,https://www.bswhealth.com/research/,https://my.bswhealth.com/,38080,,Log in to MyBSWHealth,200.0,OK,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='wsmenu']/section/header/div/header/div/section/header/div[@class='menu']/section/div[@class='menu-col-five']/div/a,Header,HTML
67,Hyperlink,https://www.bswhealth.com/research/,http://scrubbing.in/,162,,Scrubbing In,301.0,Moved Permanently,True,_blank,noopener noreferrer,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='DeltaPlaceHolderMain']/div[4]/div[@id='MSOZoneCell_WebPartctl00_SPWebPartManager1_g_01b5d28a_34df_4e09_95ab_acfbd388877b']/div[1]/div/div[@id='ctl00_SPWebPartManager1_g_01b5d28a_34df_4e09_95ab_acfbd388877b']/div/div[@id='col-one-section']/div/div/div[1]/div/div[@class='section-body-text-container']/div/p[3]/a[1],Content,HTML
68,Hyperlink,https://www.bswhealth.com/research/,http://news.bswhealth.com/,110,,newsroom,302.0,Moved Temporarily,True,_blank,noopener noreferrer,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='DeltaPlaceHolderMain']/div[4]/div[@id='MSOZoneCell_WebPartctl00_SPWebPartManager1_g_01b5d28a_34df_4e09_95ab_acfbd388877b']/div[1]/div/div[@id='ctl00_SPWebPartManager1_g_01b5d28a_34df_4e09_95ab_acfbd388877b']/div/div[@id='col-one-section']/div/div/div[1]/div/div[@class='section-body-text-container']/div/p[3]/a[2],Content,HTML
69,Hyperlink,https://www.bswhealth.com/research/,https://www.bswrehab.com/research-education/,45668,,About rehab research,200.0,OK,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='DeltaPlaceHolderMain']/div[4]/div[@id='MSOZoneCell_WebPartctl00_SPWebPartManager1_g_b6b7337e_6c4b_4db9_b3aa_935889dc5d30']/div[1]/div/div[@id='ctl00_SPWebPartManager1_g_b6b7337e_6c4b_4db9_b3aa_935889dc5d30']/div/div/div/div/div/div[2]/div/div[@id='itemContent-4']/div[@class='item-details']/div[@class='item-buttons']/a,Content,HTML
70,Hyperlink,https://www.bswhealth.com/research/,https://www.bswhealth.med/research/Pages/institutes-and-centers/center-for-applied-health-research.aspx,114942,,About CAHR,200.0,OK,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='DeltaPlaceHolderMain']/div[4]/div[@id='MSOZoneCell_WebPartctl00_SPWebPartManager1_g_b6b7337e_6c4b_4db9_b3aa_935889dc5d30']/div[1]/div/div[@id='ctl00_SPWebPartManager1_g_b6b7337e_6c4b_4db9_b3aa_935889dc5d30']/div/div/div/div/div/div[2]/div/div[@id='itemContent-7']/div[@class='item-details']/div[@class='item-buttons']/a,Content,HTML
71,Hyperlink,https://www.bswhealth.com/research/,https://www.bswhealth.med/research/Pages/institutes-and-centers/warriors-research-institute/projects.aspx,139650,,Warriors Research Institute,200.0,OK,True,_blank,,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='DeltaPlaceHolderMain']/div[4]/div[@id='MSOZoneCell_WebPartctl00_SPWebPartManager1_g_b6b7337e_6c4b_4db9_b3aa_935889dc5d30']/div[1]/div/div[@id='ctl00_SPWebPartManager1_g_b6b7337e_6c4b_4db9_b3aa_935889dc5d30']/div/div/div/div/div/div[2]/div/div[@id='itemContent-8']/div[@class='item-details']/div[@class='item-buttons']/a,Content,HTML
72,Hyperlink,https://www.bswhealth.com/research/,https://news.bswhealth.com/en-US,146,,Media Newsroom,403.0,Forbidden,True,_blank,noopener noreferrer,Absolute,//body/form/div[@id='s4-workspace']/div/div[@id='contentBox']/div/div[@id='DeltaPlaceHolderMain']/div[4]/div[@id='MSOZoneCell_WebPartctl00_SPWebPartManager1_g_b5728e4a_cbe9_4ec6_9a6c_16616e29369e']/div[1]/div/div[@id='ctl00_SPWebPartManager1_g_b5728e4a_cbe9_4ec6_9a6c_16616e29369e']/div/div/div/div/div/div/div/p[1]/a,Content,HTML
