,Source,Target,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
31,https://osumc.com/resources/about-us/,https://osumc.com/,,,,
32,https://osumc.com/news-media-relations/,https://osumc.com/,,,,
33,https://osumc.com/news-media-relations/,https://osumc.com/,,,,
34,https://osumc.com/news-media-relations/,https://osumc.com/,,,,
35,https://osumc.com/resources/medical-records/,https://osumc.com/,,,,
36,https://osumc.com/resources/medical-records/,https://osumc.com/,,,,
37,https://osumc.com/resources/medical-records/,https://osumc.com/,,,,
38,https://osumc.com/resources/history-2/,https://osumc.com/,,,,
39,https://osumc.com/resources/history-2/,https://osumc.com/,,,,
40,https://osumc.com/resources/history-2/,https://osumc.com/,,,,
41,https://osumc.com/dr-cornwell-blending-family-and-sports-medicine-together-for-better-care/,https://osumc.com/,,,,
42,https://osumc.com/resources/contact/,https://osumc.com/,,,,
43,https://osumc.com/resources/contact/,https://osumc.com/,,,,
44,https://osumc.com/resources/contact/,https://osumc.com/,,,,
45,https://osumc.com/osu-medical-center-acquires-da-vinci-xi-surgical-system/,https://osumc.com/,,,,
46,https://osumc.com/privacy-policy/,https://osumc.com/,,,,
47,https://osumc.com/privacy-policy/,https://osumc.com/,,,,
48,https://osumc.com/privacy-policy/,https://osumc.com/,,,,
49,https://osumc.com/resources/no-surprise-billing/,https://osumc.com/,,,,
50,https://osumc.com/resources/no-surprise-billing/,https://osumc.com/,,,,
51,https://osumc.com/resources/no-surprise-billing/,https://osumc.com/,,,,
52,https://osumc.com/services/surgical-services/,https://osumc.com/,,,,
53,https://osumc.com/services/surgical-services/,https://osumc.com/,,,,
54,https://osumc.com/services/surgical-services/,https://osumc.com/,,,,
55,https://osumc.com/resources/gift-shop/,https://osumc.com/,,,,
56,https://osumc.com/resources/gift-shop/,https://osumc.com/,,,,
57,https://osumc.com/resources/gift-shop/,https://osumc.com/,,,,
58,https://osumc.com/make-appointment/,https://osumc.com/,,,,
59,https://osumc.com/make-appointment/,https://osumc.com/,,,,
60,https://osumc.com/make-appointment/,https://osumc.com/,,,,
61,https://osumc.com/patient-resources/,https://osumc.com/,,,,
62,https://osumc.com/patient-resources/,https://osumc.com/,,,,
63,https://osumc.com/patient-resources/,https://osumc.com/,,,,
64,https://osumc.com/hospital-visitation-policy/,https://osumc.com/,,,,
65,https://osumc.com/hospital-visitation-policy/,https://osumc.com/,,,,
66,https://osumc.com/hospital-visitation-policy/,https://osumc.com/,,,,
67,https://osumc.com/services/center-for-diabetes-and-nutrition-education/,https://osumc.com/,,,,
68,https://osumc.com/services/center-for-diabetes-and-nutrition-education/,https://osumc.com/,,,,
69,https://osumc.com/services/center-for-diabetes-and-nutrition-education/,https://osumc.com/,,,,
70,https://osumc.com/services/maternal-child-health/,https://osumc.com/,,,,
71,https://osumc.com/services/maternal-child-health/,https://osumc.com/,,,,
72,https://osumc.com/services/maternal-child-health/,https://osumc.com/,,,,
73,https://osumc.com/services/diagnostic-imaging/,https://osumc.com/,,,,
74,https://osumc.com/services/diagnostic-imaging/,https://osumc.com/,,,,
75,https://osumc.com/services/diagnostic-imaging/,https://osumc.com/,,,,
76,https://osumc.com/services/rehabilitation-services/,https://osumc.com/,,,,
77,https://osumc.com/services/rehabilitation-services/,https://osumc.com/,,,,
78,https://osumc.com/services/rehabilitation-services/,https://osumc.com/,,,,
79,https://osumc.com/resources/,https://osumc.com/,,,,
80,https://osumc.com/resources/,https://osumc.com/,,,,
81,https://osumc.com/resources/,https://osumc.com/,,,,
82,https://osumc.com/2020/10/16/,https://osumc.com/,,,,
83,https://osumc.com/resources/volunteer-2/,https://osumc.com/,,,,
84,https://osumc.com/resources/volunteer-2/,https://osumc.com/,,,,
85,https://osumc.com/resources/volunteer-2/,https://osumc.com/,,,,
86,https://osumc.com/what-is-covid-bam-treatment-and-should-you-seriously-consider-it/,https://osumc.com/,,,,
87,https://osumc.com/2020/10/15/,https://osumc.com/,,,,
88,https://osumc.com/2020/10/22/,https://osumc.com/,,,,
89,https://osumc.com/careers/,https://osumc.com/,,,,
90,https://osumc.com/careers/,https://osumc.com/,,,,
91,https://osumc.com/careers/,https://osumc.com/,,,,
92,https://osumc.com/nursing-careers/,https://osumc.com/,,,,
93,https://osumc.com/nursing-careers/,https://osumc.com/,,,,
94,https://osumc.com/nursing-careers/,https://osumc.com/,,,,
95,https://osumc.com/,https://osumc.com/,,,,
96,https://osumc.com/,https://osumc.com/,,,,
310,https://osumc.com/,https://www.okstatemychart.com/,,,,
311,https://osumc.com/,https://www.okstatemychart.com/,,,,
312,https://osumc.com/resources/standard-hospital-charges/,https://www.okstatemychart.com/,,,,
313,https://osumc.com/resources/standard-hospital-charges/,https://www.okstatemychart.com/,,,,
314,https://osumc.com/services/wound-care-and-hyperbaric-center/,https://www.okstatemychart.com/,,,,
315,https://osumc.com/services/wound-care-and-hyperbaric-center/,https://www.okstatemychart.com/,,,,
316,https://osumc.com/services/emergency-department/,https://www.okstatemychart.com/,,,,
317,https://osumc.com/services/emergency-department/,https://www.okstatemychart.com/,,,,
318,https://osumc.com/services/sleep-center/,https://www.okstatemychart.com/,,,,
319,https://osumc.com/services/sleep-center/,https://www.okstatemychart.com/,,,,
320,https://osumc.com/services/,https://www.okstatemychart.com/,,,,
321,https://osumc.com/services/,https://www.okstatemychart.com/,,,,
322,https://osumc.com/services/outpatient-dialysis-unit/,https://www.okstatemychart.com/,,,,
323,https://osumc.com/services/outpatient-dialysis-unit/,https://www.okstatemychart.com/,,,,
324,https://osumc.com/services/respiratory-services/,https://www.okstatemychart.com/,,,,
325,https://osumc.com/services/respiratory-services/,https://www.okstatemychart.com/,,,,
326,https://osumc.com/services/cardiovascular-medicine/,https://www.okstatemychart.com/,,,,
327,https://osumc.com/services/cardiovascular-medicine/,https://www.okstatemychart.com/,,,,
328,https://osumc.com/osu-medicine-uses-cardiomems-hf-system/,https://www.okstatemychart.com/,,,,
329,https://osumc.com/osu-medicine-uses-cardiomems-hf-system/,https://www.okstatemychart.com/,,,,
330,https://osumc.com/resources/about-us/,https://www.okstatemychart.com/,,,,
331,https://osumc.com/resources/about-us/,https://www.okstatemychart.com/,,,,
332,https://osumc.com/news-media-relations/,https://www.okstatemychart.com/,,,,
333,https://osumc.com/news-media-relations/,https://www.okstatemychart.com/,,,,
334,https://osumc.com/resources/medical-records/,https://www.okstatemychart.com/,,,,
335,https://osumc.com/resources/medical-records/,https://www.okstatemychart.com/,,,,
336,https://osumc.com/resources/history-2/,https://www.okstatemychart.com/,,,,
337,https://osumc.com/resources/history-2/,https://www.okstatemychart.com/,,,,
338,https://osumc.com/dr-cornwell-blending-family-and-sports-medicine-together-for-better-care/,https://www.okstatemychart.com/,,,,
339,https://osumc.com/dr-cornwell-blending-family-and-sports-medicine-together-for-better-care/,https://www.okstatemychart.com/,,,,
340,https://osumc.com/resources/contact/,https://www.okstatemychart.com/,,,,
341,https://osumc.com/resources/contact/,https://www.okstatemychart.com/,,,,
342,https://osumc.com/osu-medical-center-acquires-da-vinci-xi-surgical-system/,https://www.okstatemychart.com/,,,,
343,https://osumc.com/osu-medical-center-acquires-da-vinci-xi-surgical-system/,https://www.okstatemychart.com/,,,,
344,https://osumc.com/privacy-policy/,https://www.okstatemychart.com/,,,,
345,https://osumc.com/privacy-policy/,https://www.okstatemychart.com/,,,,
346,https://osumc.com/resources/no-surprise-billing/,https://www.okstatemychart.com/,,,,
347,https://osumc.com/resources/no-surprise-billing/,https://www.okstatemychart.com/,,,,
348,https://osumc.com/services/surgical-services/,https://www.okstatemychart.com/,,,,
349,https://osumc.com/services/surgical-services/,https://www.okstatemychart.com/,,,,
350,https://osumc.com/resources/gift-shop/,https://www.okstatemychart.com/,,,,
351,https://osumc.com/resources/gift-shop/,https://www.okstatemychart.com/,,,,
352,https://osumc.com/make-appointment/,https://www.okstatemychart.com/,,,,
353,https://osumc.com/make-appointment/,https://www.okstatemychart.com/,,,,
354,https://osumc.com/patient-resources/,https://www.okstatemychart.com/,,,,
355,https://osumc.com/patient-resources/,https://www.okstatemychart.com/,,,,
356,https://osumc.com/patient-resources/,https://www.okstatemychart.com/,,,,
357,https://osumc.com/hospital-visitation-policy/,https://www.okstatemychart.com/,,,,
358,https://osumc.com/hospital-visitation-policy/,https://www.okstatemychart.com/,,,,
359,https://osumc.com/services/center-for-diabetes-and-nutrition-education/,https://www.okstatemychart.com/,,,,
360,https://osumc.com/services/center-for-diabetes-and-nutrition-education/,https://www.okstatemychart.com/,,,,
361,https://osumc.com/services/maternal-child-health/,https://www.okstatemychart.com/,,,,
362,https://osumc.com/services/maternal-child-health/,https://www.okstatemychart.com/,,,,
363,https://osumc.com/services/diagnostic-imaging/,https://www.okstatemychart.com/,,,,
364,https://osumc.com/services/diagnostic-imaging/,https://www.okstatemychart.com/,,,,
365,https://osumc.com/services/rehabilitation-services/,https://www.okstatemychart.com/,,,,
366,https://osumc.com/services/rehabilitation-services/,https://www.okstatemychart.com/,,,,
367,https://osumc.com/resources/,https://www.okstatemychart.com/,,,,
368,https://osumc.com/resources/,https://www.okstatemychart.com/,,,,
369,https://osumc.com/resources/,https://www.okstatemychart.com/,,,,
370,https://osumc.com/resources/,https://www.okstatemychart.com/,,,,
371,https://osumc.com/resources/,https://www.okstatemychart.com/,,,,
372,https://osumc.com/2020/10/16/,https://www.okstatemychart.com/,,,,
373,https://osumc.com/2020/10/16/,https://www.okstatemychart.com/,,,,
374,https://osumc.com/resources/volunteer-2/,https://www.okstatemychart.com/,,,,
375,https://osumc.com/resources/volunteer-2/,https://www.okstatemychart.com/,,,,
376,https://osumc.com/what-is-covid-bam-treatment-and-should-you-seriously-consider-it/,https://www.okstatemychart.com/,,,,
377,https://osumc.com/what-is-covid-bam-treatment-and-should-you-seriously-consider-it/,https://www.okstatemychart.com/,,,,
378,https://osumc.com/2020/10/15/,https://www.okstatemychart.com/,,,,
379,https://osumc.com/2020/10/15/,https://www.okstatemychart.com/,,,,
380,https://osumc.com/2020/10/22/,https://www.okstatemychart.com/,,,,
381,https://osumc.com/2020/10/22/,https://www.okstatemychart.com/,,,,
382,https://osumc.com/careers/,https://www.okstatemychart.com/,,,,
383,https://osumc.com/careers/,https://www.okstatemychart.com/,,,,
384,https://osumc.com/nursing-careers/,https://www.okstatemychart.com/,,,,
385,https://osumc.com/nursing-careers/,https://www.okstatemychart.com/,,,,
530,https://osumc.com/,https://osumedicine.com/find-a-doctor/,,,,
531,https://osumc.com/resources/standard-hospital-charges/,https://osumedicine.com/find-a-doctor/,,,,
532,https://osumc.com/services/wound-care-and-hyperbaric-center/,https://osumedicine.com/find-a-doctor/,,,,
533,https://osumc.com/services/emergency-department/,https://osumedicine.com/find-a-doctor/,,,,
534,https://osumc.com/services/sleep-center/,https://osumedicine.com/find-a-doctor/,,,,
535,https://osumc.com/services/,https://osumedicine.com/find-a-doctor/,,,,
536,https://osumc.com/services/outpatient-dialysis-unit/,https://osumedicine.com/find-a-doctor/,,,,
537,https://osumc.com/services/respiratory-services/,https://osumedicine.com/find-a-doctor/,,,,
538,https://osumc.com/services/cardiovascular-medicine/,https://osumedicine.com/find-a-doctor/,,,,
539,https://osumc.com/resources/about-us/,https://osumedicine.com/find-a-doctor/,,,,
540,https://osumc.com/news-media-relations/,https://osumedicine.com/find-a-doctor/,,,,
541,https://osumc.com/resources/medical-records/,https://osumedicine.com/find-a-doctor/,,,,
542,https://osumc.com/resources/history-2/,https://osumedicine.com/find-a-doctor/,,,,
543,https://osumc.com/resources/contact/,https://osumedicine.com/find-a-doctor/,,,,
544,https://osumc.com/privacy-policy/,https://osumedicine.com/find-a-doctor/,,,,
545,https://osumc.com/resources/no-surprise-billing/,https://osumedicine.com/find-a-doctor/,,,,
546,https://osumc.com/services/surgical-services/,https://osumedicine.com/find-a-doctor/,,,,
547,https://osumc.com/resources/gift-shop/,https://osumedicine.com/find-a-doctor/,,,,
548,https://osumc.com/make-appointment/,https://osumedicine.com/find-a-doctor/,,,,
549,https://osumc.com/patient-resources/,https://osumedicine.com/find-a-doctor/,,,,
550,https://osumc.com/hospital-visitation-policy/,https://osumedicine.com/find-a-doctor/,,,,
551,https://osumc.com/services/center-for-diabetes-and-nutrition-education/,https://osumedicine.com/find-a-doctor/,,,,
552,https://osumc.com/services/maternal-child-health/,https://osumedicine.com/find-a-doctor/,,,,
553,https://osumc.com/services/diagnostic-imaging/,https://osumedicine.com/find-a-doctor/,,,,
554,https://osumc.com/services/rehabilitation-services/,https://osumedicine.com/find-a-doctor/,,,,
555,https://osumc.com/resources/,https://osumedicine.com/find-a-doctor/,,,,
556,https://osumc.com/resources/,https://osumedicine.com/find-a-doctor/,,,,
557,https://osumc.com/resources/volunteer-2/,https://osumedicine.com/find-a-doctor/,,,,
558,https://osumc.com/careers/,https://osumedicine.com/find-a-doctor/,,,,
559,https://osumc.com/nursing-careers/,https://osumedicine.com/find-a-doctor/,,,,
560,https://osumc.com/,https://osumc.com/resources/standard-hospital-charges/,,,,
561,https://osumc.com/,https://osumc.com/resources/standard-hospital-charges/,,,,
562,https://osumc.com/,https://osumc.com/resources/standard-hospital-charges/,,,,
563,https://osumc.com/resources/standard-hospital-charges/,https://osumc.com/resources/standard-hospital-charges/,,,,
564,https://osumc.com/resources/standard-hospital-charges/,https://osumc.com/resources/standard-hospital-charges/,,,,
565,https://osumc.com/resources/standard-hospital-charges/,https://osumc.com/resources/standard-hospital-charges/,,,,
566,https://osumc.com/resources/standard-hospital-charges/,https://osumc.com/resources/standard-hospital-charges/,,,,
567,https://osumc.com/services/wound-care-and-hyperbaric-center/,https://osumc.com/resources/standard-hospital-charges/,,,,
568,https://osumc.com/services/wound-care-and-hyperbaric-center/,https://osumc.com/resources/standard-hospital-charges/,,,,
569,https://osumc.com/services/wound-care-and-hyperbaric-center/,https://osumc.com/resources/standard-hospital-charges/,,,,
570,https://osumc.com/services/emergency-department/,https://osumc.com/resources/standard-hospital-charges/,,,,
571,https://osumc.com/services/emergency-department/,https://osumc.com/resources/standard-hospital-charges/,,,,
572,https://osumc.com/services/emergency-department/,https://osumc.com/resources/standard-hospital-charges/,,,,
573,https://osumc.com/services/sleep-center/,https://osumc.com/resources/standard-hospital-charges/,,,,
574,https://osumc.com/services/sleep-center/,https://osumc.com/resources/standard-hospital-charges/,,,,
575,https://osumc.com/services/sleep-center/,https://osumc.com/resources/standard-hospital-charges/,,,,
576,https://osumc.com/services/,https://osumc.com/resources/standard-hospital-charges/,,,,
577,https://osumc.com/services/,https://osumc.com/resources/standard-hospital-charges/,,,,
578,https://osumc.com/services/,https://osumc.com/resources/standard-hospital-charges/,,,,
579,https://osumc.com/services/outpatient-dialysis-unit/,https://osumc.com/resources/standard-hospital-charges/,,,,
580,https://osumc.com/services/outpatient-dialysis-unit/,https://osumc.com/resources/standard-hospital-charges/,,,,
581,https://osumc.com/services/outpatient-dialysis-unit/,https://osumc.com/resources/standard-hospital-charges/,,,,
582,https://osumc.com/services/respiratory-services/,https://osumc.com/resources/standard-hospital-charges/,,,,
583,https://osumc.com/services/respiratory-services/,https://osumc.com/resources/standard-hospital-charges/,,,,
584,https://osumc.com/services/respiratory-services/,https://osumc.com/resources/standard-hospital-charges/,,,,
585,https://osumc.com/services/cardiovascular-medicine/,https://osumc.com/resources/standard-hospital-charges/,,,,
586,https://osumc.com/services/cardiovascular-medicine/,https://osumc.com/resources/standard-hospital-charges/,,,,
587,https://osumc.com/services/cardiovascular-medicine/,https://osumc.com/resources/standard-hospital-charges/,,,,
588,https://osumc.com/osu-medicine-uses-cardiomems-hf-system/,https://osumc.com/resources/standard-hospital-charges/,,,,
589,https://osumc.com/osu-medicine-uses-cardiomems-hf-system/,https://osumc.com/resources/standard-hospital-charges/,,,,
590,https://osumc.com/resources/about-us/,https://osumc.com/resources/standard-hospital-charges/,,,,
591,https://osumc.com/resources/about-us/,https://osumc.com/resources/standard-hospital-charges/,,,,
592,https://osumc.com/resources/about-us/,https://osumc.com/resources/standard-hospital-charges/,,,,
593,https://osumc.com/news-media-relations/,https://osumc.com/resources/standard-hospital-charges/,,,,
594,https://osumc.com/news-media-relations/,https://osumc.com/resources/standard-hospital-charges/,,,,
595,https://osumc.com/news-media-relations/,https://osumc.com/resources/standard-hospital-charges/,,,,
596,https://osumc.com/resources/medical-records/,https://osumc.com/resources/standard-hospital-charges/,,,,
597,https://osumc.com/resources/medical-records/,https://osumc.com/resources/standard-hospital-charges/,,,,
598,https://osumc.com/resources/medical-records/,https://osumc.com/resources/standard-hospital-charges/,,,,
599,https://osumc.com/resources/history-2/,https://osumc.com/resources/standard-hospital-charges/,,,,
600,https://osumc.com/resources/history-2/,https://osumc.com/resources/standard-hospital-charges/,,,,
601,https://osumc.com/resources/history-2/,https://osumc.com/resources/standard-hospital-charges/,,,,
602,https://osumc.com/dr-cornwell-blending-family-and-sports-medicine-together-for-better-care/,https://osumc.com/resources/standard-hospital-charges/,,,,
603,https://osumc.com/dr-cornwell-blending-family-and-sports-medicine-together-for-better-care/,https://osumc.com/resources/standard-hospital-charges/,,,,
604,https://osumc.com/resources/contact/,https://osumc.com/resources/standard-hospital-charges/,,,,
605,https://osumc.com/resources/contact/,https://osumc.com/resources/standard-hospital-charges/,,,,
606,https://osumc.com/resources/contact/,https://osumc.com/resources/standard-hospital-charges/,,,,
607,https://osumc.com/osu-medical-center-acquires-da-vinci-xi-surgical-system/,https://osumc.com/resources/standard-hospital-charges/,,,,
608,https://osumc.com/osu-medical-center-acquires-da-vinci-xi-surgical-system/,https://osumc.com/resources/standard-hospital-charges/,,,,
609,https://osumc.com/privacy-policy/,https://osumc.com/resources/standard-hospital-charges/,,,,
610,https://osumc.com/privacy-policy/,https://osumc.com/resources/standard-hospital-charges/,,,,
611,https://osumc.com/privacy-policy/,https://osumc.com/resources/standard-hospital-charges/,,,,
612,https://osumc.com/resources/no-surprise-billing/,https://osumc.com/resources/standard-hospital-charges/,,,,
613,https://osumc.com/resources/no-surprise-billing/,https://osumc.com/resources/standard-hospital-charges/,,,,
614,https://osumc.com/resources/no-surprise-billing/,https://osumc.com/resources/standard-hospital-charges/,,,,
615,https://osumc.com/services/surgical-services/,https://osumc.com/resources/standard-hospital-charges/,,,,
616,https://osumc.com/services/surgical-services/,https://osumc.com/resources/standard-hospital-charges/,,,,
617,https://osumc.com/services/surgical-services/,https://osumc.com/resources/standard-hospital-charges/,,,,
618,https://osumc.com/resources/gift-shop/,https://osumc.com/resources/standard-hospital-charges/,,,,
619,https://osumc.com/resources/gift-shop/,https://osumc.com/resources/standard-hospital-charges/,,,,
620,https://osumc.com/resources/gift-shop/,https://osumc.com/resources/standard-hospital-charges/,,,,
621,https://osumc.com/make-appointment/,https://osumc.com/resources/standard-hospital-charges/,,,,
622,https://osumc.com/make-appointment/,https://osumc.com/resources/standard-hospital-charges/,,,,
623,https://osumc.com/make-appointment/,https://osumc.com/resources/standard-hospital-charges/,,,,
624,https://osumc.com/patient-resources/,https://osumc.com/resources/standard-hospital-charges/,,,,
625,https://osumc.com/patient-resources/,https://osumc.com/resources/standard-hospital-charges/,,,,
626,https://osumc.com/patient-resources/,https://osumc.com/resources/standard-hospital-charges/,,,,
627,https://osumc.com/hospital-visitation-policy/,https://osumc.com/resources/standard-hospital-charges/,,,,
628,https://osumc.com/hospital-visitation-policy/,https://osumc.com/resources/standard-hospital-charges/,,,,
629,https://osumc.com/hospital-visitation-policy/,https://osumc.com/resources/standard-hospital-charges/,,,,
630,https://osumc.com/services/center-for-diabetes-and-nutrition-education/,https://osumc.com/resources/standard-hospital-charges/,,,,
631,https://osumc.com/services/center-for-diabetes-and-nutrition-education/,https://osumc.com/resources/standard-hospital-charges/,,,,
632,https://osumc.com/services/center-for-diabetes-and-nutrition-education/,https://osumc.com/resources/standard-hospital-charges/,,,,
633,https://osumc.com/services/maternal-child-health/,https://osumc.com/resources/standard-hospital-charges/,,,,
634,https://osumc.com/services/maternal-child-health/,https://osumc.com/resources/standard-hospital-charges/,,,,
635,https://osumc.com/services/maternal-child-health/,https://osumc.com/resources/standard-hospital-charges/,,,,
636,https://osumc.com/services/diagnostic-imaging/,https://osumc.com/resources/standard-hospital-charges/,,,,
637,https://osumc.com/services/diagnostic-imaging/,https://osumc.com/resources/standard-hospital-charges/,,,,
638,https://osumc.com/services/diagnostic-imaging/,https://osumc.com/resources/standard-hospital-charges/,,,,
639,https://osumc.com/services/rehabilitation-services/,https://osumc.com/resources/standard-hospital-charges/,,,,
640,https://osumc.com/services/rehabilitation-services/,https://osumc.com/resources/standard-hospital-charges/,,,,
641,https://osumc.com/services/rehabilitation-services/,https://osumc.com/resources/standard-hospital-charges/,,,,
642,https://osumc.com/resources/,https://osumc.com/resources/standard-hospital-charges/,,,,
643,https://osumc.com/resources/,https://osumc.com/resources/standard-hospital-charges/,,,,
644,https://osumc.com/resources/,https://osumc.com/resources/standard-hospital-charges/,,,,
645,https://osumc.com/resources/,https://osumc.com/resources/standard-hospital-charges/,,,,
646,https://osumc.com/2020/10/16/,https://osumc.com/resources/standard-hospital-charges/,,,,
647,https://osumc.com/2020/10/16/,https://osumc.com/resources/standard-hospital-charges/,,,,
648,https://osumc.com/resources/volunteer-2/,https://osumc.com/resources/standard-hospital-charges/,,,,
649,https://osumc.com/resources/volunteer-2/,https://osumc.com/resources/standard-hospital-charges/,,,,
650,https://osumc.com/resources/volunteer-2/,https://osumc.com/resources/standard-hospital-charges/,,,,
651,https://osumc.com/what-is-covid-bam-treatment-and-should-you-seriously-consider-it/,https://osumc.com/resources/standard-hospital-charges/,,,,
652,https://osumc.com/what-is-covid-bam-treatment-and-should-you-seriously-consider-it/,https://osumc.com/resources/standard-hospital-charges/,,,,
653,https://osumc.com/2020/10/15/,https://osumc.com/resources/standard-hospital-charges/,,,,
654,https://osumc.com/2020/10/15/,https://osumc.com/resources/standard-hospital-charges/,,,,
655,https://osumc.com/2020/10/22/,https://osumc.com/resources/standard-hospital-charges/,,,,
656,https://osumc.com/2020/10/22/,https://osumc.com/resources/standard-hospital-charges/,,,,
657,https://osumc.com/careers/,https://osumc.com/resources/standard-hospital-charges/,,,,
658,https://osumc.com/careers/,https://osumc.com/resources/standard-hospital-charges/,,,,
659,https://osumc.com/careers/,https://osumc.com/resources/standard-hospital-charges/,,,,
660,https://osumc.com/nursing-careers/,https://osumc.com/resources/standard-hospital-charges/,,,,
661,https://osumc.com/nursing-careers/,https://osumc.com/resources/standard-hospital-charges/,,,,
662,https://osumc.com/nursing-careers/,https://osumc.com/resources/standard-hospital-charges/,,,,
663,https://osumc.com/resources/standard-hospital-charges/,https://osumc.com/resources/standard-hospital-charges/,,,,
664,https://osumc.com/resources/standard-hospital-charges/,https://osumc.com/resources/standard-hospital-charges/,,,,
665,https://osumc.com/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
666,https://osumc.com/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
667,https://osumc.com/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
668,https://osumc.com/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
669,https://osumc.com/resources/standard-hospital-charges/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
670,https://osumc.com/resources/standard-hospital-charges/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
671,https://osumc.com/resources/standard-hospital-charges/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
672,https://osumc.com/services/wound-care-and-hyperbaric-center/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
673,https://osumc.com/services/wound-care-and-hyperbaric-center/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
674,https://osumc.com/services/wound-care-and-hyperbaric-center/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
675,https://osumc.com/services/wound-care-and-hyperbaric-center/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
676,https://osumc.com/services/wound-care-and-hyperbaric-center/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
677,https://osumc.com/services/emergency-department/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
678,https://osumc.com/services/emergency-department/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
679,https://osumc.com/services/emergency-department/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
680,https://osumc.com/services/sleep-center/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
681,https://osumc.com/services/sleep-center/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
682,https://osumc.com/services/sleep-center/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
683,https://osumc.com/services/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
684,https://osumc.com/services/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
685,https://osumc.com/services/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
686,https://osumc.com/services/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
687,https://osumc.com/services/outpatient-dialysis-unit/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
688,https://osumc.com/services/outpatient-dialysis-unit/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
689,https://osumc.com/services/outpatient-dialysis-unit/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
690,https://osumc.com/services/respiratory-services/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
691,https://osumc.com/services/respiratory-services/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
692,https://osumc.com/services/respiratory-services/,https://osumc.com/services/wound-care-and-hyperbaric-center/,,,,
