,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
25,https://www.nebraskamed.com/giving,text/html; charset=UTF-8,200,OK,Indexable,,"Giving to Nebraska Medicine | Giving | Omaha, NE",48,447,"Explore the many ways to share your time, talent and resources to support the patient experience at Nebraska Medicine.",118,747,,0,Giving,6,,0,Breadcrumb,10,Here's how you can help,23,,,,https://www.nebraskamed.com/giving,,,,,,81363,200,2.296,1,,578,283,0,89.27,45,25,0,12,8,0,,,,,18795c250665147132f8a5dae8e98067,0.022,"Fri, 04 Feb 2022 11:57:43 GMT",,,,1.1,https://www.nebraskamed.com/giving,2022-02-04 09:35:36
26,https://www.nebraskamed.com/COVID/crisis-standards,text/html; charset=UTF-8,200,OK,Indexable,,"We have activated our crisis plan | Nebraska Medicine Omaha, NE",63,586,Our leadership made the difficult decision to activate this plan now because our community’s demand for health care currently exceeds our available resources.,158,987,,0,We have activated our crisis plan,33,,0,Breadcrumb,10,Why has the Crisis Standards of Care plan been activated now?,61,,,,https://www.nebraskamed.com/COVID/crisis-standards,,,,,,59759,743,8.695,1,,643,317,0,100.0,51,27,0,17,13,0,,,,,b6aaa6816666652ac210840af4618ce5,0.035,"Fri, 04 Feb 2022 12:29:24 GMT",,,,1.1,https://www.nebraskamed.com/COVID/crisis-standards,2022-02-04 09:35:36
30,https://www.nebraskamed.com/locations,text/html; charset=UTF-8,200,OK,Indexable,,"Locations | Nebraska Medicine Omaha, NE",39,379,,0,0,,0,Locations,9,Find a Location,15,Breadcrumb,10,Resources,9,,,,,,,,,,38329,188,4.341,1,,774,284,0,89.59,59,37,0,12,8,0,,,,,171ae9d84be2aab6e779b9ee7f1b7d38,0.082,"Fri, 04 Feb 2022 11:35:32 GMT",,,,1.1,https://www.nebraskamed.com/locations,2022-02-04 09:35:36
32,https://www.nebraskamed.com/themes/nebraska/public/img/NMed_logo.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,12255,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.097,"Sat, 02 Jan 2021 13:19:48 GMT",,,,1.1,https://www.nebraskamed.com/themes/nebraska/public/img/NMed_logo.png,2022-02-04 09:35:36
33,https://www.nebraskamed.com/covid/vaccine,text/html; charset=UTF-8,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,1,,317,317,0,100.0,0,0,0,0,0,0,,,,,,0.232,,https://www.nebraskamed.com/COVID/vaccine,HTTP Redirect,,1.1,https://www.nebraskamed.com/covid/vaccine,2022-02-04 09:35:36
34,https://www.nebraskamed.com/patients/visitors,text/html; charset=UTF-8,200,OK,Indexable,,"Visitor policy | Nebraska Medicine Omaha, NE",44,406,"To protect our patients, staff and community from the risks associated with COVID-19, we have visitor restrictions in place at all our locations.",145,879,,0,Visitor policy,14,,0,Breadcrumb,10,Masks,5,,,,https://www.nebraskamed.com/patients/visitors,,,,,,109559,1127,6.878,1,,751,317,0,100.0,142,117,0,12,8,0,,,,,7abb6bfbd68f589c4c7db9d8cced4221,0.023,"Fri, 04 Feb 2022 12:25:58 GMT",,,,1.1,https://www.nebraskamed.com/patients/visitors,2022-02-04 09:35:36
35,https://www.nebraskamed.com/COVID/vaccine/schedule-now,text/html; charset=UTF-8,200,OK,Indexable,,"Schedule a COVID-19 vaccine | Nebraska Medicine Omaha, NE",57,563,".interior-wrap input[type=""radio""] {
        display: block;
    }
    #quiz {
        width: 100%;
        margin:2em 0;
        font-size:18px;
    }
    #message a {color:#ad122a;}
    #message a:hover {color:#222;}
    
    input {
        margin-bottom: 20px;
        display: block;
    }
    
    #textbox {
        height: 25px;
        font-size: 16px;
        border-radius: 5px;",389,1668,,0,Schedule a COVID-19 vaccine,27,,0,Breadcrumb,10,,0,,,,https://www.nebraskamed.com/COVID/vaccine/schedule-now,,,,,,83140,170,2.027,1,,322,317,0,100.0,45,23,0,12,8,0,,,,,1f070ec14fc462860d835d66f27bd0e3,0.021,"Fri, 04 Feb 2022 12:47:21 GMT",,,,1.1,https://www.nebraskamed.com/COVID/vaccine/schedule-now,2022-02-04 09:35:36
36,https://www.nebraskamed.com/for-employees,text/html; charset=UTF-8,200,OK,Indexable,,"For Employees Only | Nebraska Medicine Omaha, NE",48,474,"Remote Access Tools


	Nebraska Medicine remote access
	UNMC remote access
	Outlook Email
	Forgot My Password",109,720,,0,For Employees Only,18,,0,Breadcrumb,10,Remote Access Tools,19,,,,https://www.nebraskamed.com/for-employees,,,,,,77332,93,1.552,1,,320,317,0,100.0,41,19,0,16,12,0,,,,,9926a25ec7951750a54694705f294499,0.022,"Fri, 04 Feb 2022 11:34:00 GMT",,,,1.1,https://www.nebraskamed.com/for-employees,2022-02-04 09:35:36
37,https://www.nebraskamed.com/for-providers,text/html; charset=UTF-8,200,OK,Indexable,,"For Providers | Nebraska Medicine | Omaha, NE",45,424,Information for Nebraska Medicine providers.,44,279,,0,For Providers,13,,0,Breadcrumb,10,COVID-19 resources for providers,32,,,,https://www.nebraskamed.com/for-providers,,,,,,88478,364,3.483,1,,594,283,0,89.27,71,46,0,16,12,0,,,,,551bf6cebc497122bb26760fc9b95ddd,0.093,"Fri, 04 Feb 2022 11:57:43 GMT",,,,1.1,https://www.nebraskamed.com/for-providers,2022-02-04 09:35:36
38,https://www.nebraskamed.com/treatments,text/html; charset=UTF-8,200,OK,Indexable,,"Services | Nebraska Medicine Omaha, NE",38,371,,0,0,,0,Services,8,,0,Breadcrumb,10,Resources,9,,,,,,,,,,45575,156,3.3,1,,750,283,0,89.27,42,20,0,12,8,0,,,,,6ff8717d659a36a9654058274374ac1f,0.022,"Fri, 04 Feb 2022 11:35:29 GMT",,,,1.1,https://www.nebraskamed.com/treatments,2022-02-04 09:35:36
42,https://www.nebraskamed.com/sites/default/files/images/campaigns/google-play-badge-90pxh.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,11721,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.065,"Tue, 14 Jul 2020 22:31:28 GMT",,,,1.1,https://www.nebraskamed.com/sites/default/files/images/campaigns/google-play-badge-90pxh.png,2022-02-04 09:35:37
43,https://www.nebraskamed.com/contact-us,text/html; charset=UTF-8,200,OK,Indexable,,"Contact Us | Nebraska Medicine Omaha, NE",40,393,"Looking for location-specific contact information?

View Locations & Maps",73,456,,0,Contact Us,10,,0,Breadcrumb,10,,0,,,,https://www.nebraskamed.com/contact-us,,,,,,46225,505,8.604,1,,347,317,0,100.0,52,24,0,17,10,0,,,,,b285e554d6a5c7ba0142baaf165f06fb,0.52,,,,,1.1,https://www.nebraskamed.com/contact-us,2022-02-04 09:35:36
45,https://www.nebraskamed.com/sites/default/files/documents/patients-visitors/Notice-Of-Non-Discrimination.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,417982,0,0.0,1,,317,317,0,100.0,0,0,0,0,0,0,,,,,,0.083,"Mon, 14 Aug 2017 14:37:54 GMT",,,,1.1,https://www.nebraskamed.com/sites/default/files/documents/patients-visitors/Notice-Of-Non-Discrimination.pdf,2022-02-04 09:35:37
49,https://www.nebraskamed.com/patients/rights-responsibilities/notice-privacy-practices,text/html; charset=UTF-8,200,OK,Indexable,,"Notice of Patient Privacy Practices | Nebraska Medicine | Omaha, NE",67,607,"This is the page you want to read if you want to learn how your medical information will be used, how to access it, and how to control it.",138,837,,0,Notice of Privacy Practices,27,,0,Breadcrumb,10,Patient rights and responsibilities,35,,,,https://www.nebraskamed.com/patients/rights-responsibilities/notice-privacy-practices,,,,,,124274,3264,17.123,1,,431,317,0,100.0,144,118,0,12,8,0,,,,,ed29cfa5515ebe4057a462748036ee9,0.085,"Fri, 04 Feb 2022 12:53:25 GMT",,,,1.1,https://www.nebraskamed.com/patients/rights-responsibilities/notice-privacy-practices,2022-02-04 09:35:37
54,https://www.nebraskamed.com/about-us,text/html; charset=UTF-8,200,OK,Indexable,,"About Us | Nebraska Medicine | Omaha, NE",40,387,"Nebraska Medicine is the most esteemed academic health system in the region, consisting of 809 licensed beds at its two hospitals, more than 1,000 physicians and 40 specialty and primary care clinics in Omaha and surrounding areas.",231,1463,,0,About Us,8,,0,Breadcrumb,10,About Nebraska Medicine,23,,,,https://www.nebraskamed.com/about-us,,,,,,84547,457,4.171,1,,596,283,0,89.27,61,36,0,13,9,0,,,,,616e37e6641804921769e82cb89f6c7,0.091,"Fri, 04 Feb 2022 11:33:07 GMT",,,,1.1,https://www.nebraskamed.com/about-us,2022-02-04 09:35:37
57,https://www.nebraskamed.com/sites/default/files/documents/covid-19/Pfizer-COVID-Vaccine-Consent-for-Minor-Parent-Guardian-01212022.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,139453,0,0.0,2,,5,5,0,1.58,0,0,0,0,0,0,,,,,,0.083,"Fri, 21 Jan 2022 22:28:59 GMT",,,,1.1,https://www.nebraskamed.com/sites/default/files/documents/covid-19/Pfizer-COVID-Vaccine-Consent-for-Minor-Parent-Guardian-01212022.pdf,2022-02-04 09:35:37
58,https://www.nebraskamed.com/sites/default/files/2017-02/nmc12821_nursing_1.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,11872,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.07,"Tue, 21 Feb 2017 17:28:01 GMT",,,,1.1,https://www.nebraskamed.com/sites/default/files/2017-02/nmc12821_nursing_1.jpg,2022-02-04 09:35:37
59,https://www.nebraskamed.com/bellevue,text/html; charset=UTF-8,200,OK,Indexable,,"Bellevue Medical Center | Nebraska Medicine Omaha, NE",53,509,"Services at Bellevue Medical Center

 





Immediate Care Clinic",65,367,,0,Bellevue Medical Center,23,,0,Breadcrumb,10,Bellevue Medical Center,23,,,,https://www.nebraskamed.com/bellevue,,,,,,64375,251,3.502,2,,8,6,0,1.89,60,32,0,13,9,0,,,,,d494c48e5a72eba5fbe51320d450e68b,0.081,"Fri, 04 Feb 2022 11:34:06 GMT",,,,1.1,https://www.nebraskamed.com/bellevue,2022-02-04 09:35:38
60,https://www.nebraskamed.com/patients/support-groups/douglas-county,text/html; charset=UTF-8,200,OK,Indexable,,"Douglas County support groups | Nebraska Medicine Omaha, NE",59,575,Learn more about the support groups Douglas County has to offer.,64,411,,0,Douglas County support groups,29,,0,Breadcrumb,10,Support groups,14,,,,https://www.nebraskamed.com/patients/support-groups/douglas-county,,,,,,106126,661,4.435,2,,115,111,0,35.02,142,116,0,12,8,0,,,,,87e3ababf7088de5fd47ff9246ae7562,0.618,"Fri, 04 Feb 2022 14:35:37 GMT",,,,1.1,https://www.nebraskamed.com/patients/support-groups/douglas-county,2022-02-04 09:35:37
61,https://www.nebraskamed.com/patients/interpretive-services/document-translation,text/html; charset=UTF-8,200,OK,Indexable,,"Document Translation | Interpretive Services | Patients | Nebraska Medicine | Omaha, NE",87,783,We describe the process to get your documents translated at Nebraska Medicine.,78,507,,0,How to get documents translated,31,,0,Breadcrumb,10,Interpretive services,21,,,,https://www.nebraskamed.com/patients/interpretive-services/document-translation,,,,,,107381,786,5.228,2,,115,111,0,35.02,142,116,0,13,9,0,,,,,56b9aecb2331cae6c6065003e8dfa68b,0.021,"Fri, 04 Feb 2022 14:06:42 GMT",,,,1.1,https://www.nebraskamed.com/patients/interpretive-services/document-translation,2022-02-04 09:35:38
62,https://www.nebraskamed.com/patients/your-medical-records,text/html; charset=UTF-8,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,11200,0,0.0,2,,3,3,0,0.95,0,0,0,0,0,0,,,,,,0.144,,https://www.nebraskamed.com/patients/medical-records/your-medical-records,HTTP Redirect,,1.1,https://www.nebraskamed.com/patients/your-medical-records,2022-02-04 09:35:38
63,https://www.nebraskamed.com/patients/telehealth/home-call/add-guest,text/html; charset=UTF-8,200,OK,Indexable,,"Add a guest to your telehealth video visit | Nebraska Medicine Omaha, NE",72,649,Want a guest to attend your telehealth video visit? Follow these instructions.,78,475,,0,Add a guest to your telehealth video visit,42,,0,Breadcrumb,10,Using your phone,16,,,,https://www.nebraskamed.com/patients/telehealth/home-call/add-guest,,,,,,106858,769,4.935,2,,116,113,0,35.65,142,116,0,12,8,0,,,,,8dcf3538660fd4f93c850f7fa4dd164f,0.611,"Fri, 04 Feb 2022 14:35:38 GMT",,,,1.1,https://www.nebraskamed.com/patients/telehealth/home-call/add-guest,2022-02-04 09:35:37
64,https://www.nebraskamed.com/for-providers/onechart,text/html; charset=UTF-8,200,OK,Indexable,,"One Chart | For Providers | Nebraska Medicine | Omaha, NE",57,531,Find One Cart resources for providers.,38,241,,0,One Chart For Providers,23,,0,Breadcrumb,10,One Chart,9,,,,https://www.nebraskamed.com/for-providers/onechart,,,,,,87449,330,3.085,2,,30,27,0,8.52,76,52,0,15,11,0,,,,,8fd95c851cc690322ec9ef094e974593,0.083,"Fri, 04 Feb 2022 11:59:40 GMT",,,,1.1,https://www.nebraskamed.com/for-providers/onechart,2022-02-04 09:35:38
66,https://www.nebraskamed.com/search/locations?location_category%5B0%5D=Specialty%20Clinics,,0,Blocked by robots.txt,Non-Indexable,Blocked by robots.txt,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,1,1,0,0.32,0,0,0,0,0,0,,,,,,,,,,,None,https://www.nebraskamed.com/search/locations?location_category%5B0%5D=Specialty%20Clinics,2022-02-04 09:35:38
67,https://www.nebraskamed.com/sites/default/files/documents/primary-care/primary-care-clinics.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,161874,0,0.0,2,,1,1,0,0.32,0,0,0,0,0,0,,,,,,0.026,"Fri, 07 Jun 2019 19:03:16 GMT",,,,1.1,https://www.nebraskamed.com/sites/default/files/documents/primary-care/primary-care-clinics.pdf,2022-02-04 09:35:38
68,https://www.nebraskamed.com/patients/rights-responsibilities,text/html; charset=UTF-8,200,OK,Indexable,,"Patient rights and responsibilities | Nebraska Medicine Omaha, NE",65,586,"We feel it is important for you to know the following facts as a patient.

Lee esto en español  

Your Rights

You should expect to receive the following:

1. Respect

You should expect to be given the correct treatment for your problem by competent staff. They will honor your values and beliefs while you are being cared for. You can expect to be free of any type of abuse or exploitation while in the hospital.",413,2482,,0,Patient rights and responsibilities,35,,0,Breadcrumb,10,Your Rights,11,,,,https://www.nebraskamed.com/patients/rights-responsibilities,,,,,,114492,1835,9.924,2,,13,6,0,1.89,147,122,0,12,8,0,,,,,e41f77d58270c3b9b3cf6a8d05ca0128,0.022,"Fri, 04 Feb 2022 13:32:50 GMT",,,,1.1,https://www.nebraskamed.com/patients/rights-responsibilities,2022-02-04 09:35:38
69,https://www.nebraskamed.com/COVID,text/html; charset=UTF-8,200,OK,Indexable,,"Coronavirus (COVID-19) | Nebraska Medicine Omaha, NE",52,512,"Information about the COVID-19 pandemic, and what we're doing to keep you safe.",79,513,,0,Coronavirus (COVID-19),22,,0,Breadcrumb,10,Please get vaccinated,21,,,,https://www.nebraskamed.com/COVID,,,,,,56577,656,7.991,2,,58,37,0,11.67,69,34,0,18,13,0,,,,,75f4055f0a3d5dad42cea78190a6667e,0.109,"Fri, 04 Feb 2022 11:57:43 GMT",,,,1.1,https://www.nebraskamed.com/COVID,2022-02-04 09:35:38
70,https://www.nebraskamed.com/patients/office-of-healthcare-ethics/clinical-ethics-consultation-service,text/html; charset=UTF-8,200,OK,Indexable,,Ethics | Omaha | Nebraska Medicine,34,321,"Clinical ethicists help patients, families, physicians and staff to provide a neutral space to explore difficult or complex aspects of health care decisions, and help to ensure that patients’ rights are respected.",213,1266,,0,Ethics consultation services,28,,0,Breadcrumb,10,Office of Healthcare Ethics,27,,,,https://www.nebraskamed.com/patients/office-of-healthcare-ethics/clinical-ethics-consultation-service,,,,,,110174,1095,7.048,2,,115,111,0,35.02,142,116,0,13,9,0,,,,,de1fcef02165e51d205c30e14f4b6998,0.449,"Fri, 04 Feb 2022 14:35:38 GMT",,,,1.1,https://www.nebraskamed.com/patients/office-of-healthcare-ethics/clinical-ethics-consultation-service,2022-02-04 09:35:38
71,https://www.nebraskamed.com/sites/default/files/2017-02/nmc12821_nursingsupport.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,9365,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.024,"Tue, 21 Feb 2017 17:31:50 GMT",,,,1.1,https://www.nebraskamed.com/sites/default/files/2017-02/nmc12821_nursingsupport.jpg,2022-02-04 09:35:39
72,https://www.nebraskamed.com/patients/hospital-stay/bellevue,text/html; charset=UTF-8,200,OK,Indexable,,Staying at Nebraska Medicine's Bellevue Medical Center,54,497,"See links to dining and hotel options near the Bellevue Medical Center, as well as phone information and a link to our patient guide.",133,808,,0,Staying at Bellevue Medical Center,34,,0,Breadcrumb,10,Hospital stay information,25,,,,https://www.nebraskamed.com/patients/hospital-stay/bellevue,,,,,,106828,649,4.315,2,,115,111,0,35.02,146,120,0,12,8,0,,,,,fc6c8bce61c6de4f780894f1ab13a847,0.558,"Fri, 04 Feb 2022 14:35:38 GMT",,,,1.1,https://www.nebraskamed.com/patients/hospital-stay/bellevue,2022-02-04 09:35:38
73,https://www.nebraskamed.com/sites/default/files/documents/locations/village-pointe-locations.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,401317,0,0.0,2,,1,1,0,0.32,0,0,0,0,0,0,,,,,,0.022,"Tue, 11 Apr 2017 14:28:24 GMT",,,,1.1,https://www.nebraskamed.com/sites/default/files/documents/locations/village-pointe-locations.pdf,2022-02-04 09:35:39
74,https://www.nebraskamed.com/patients/hospital-stay,text/html; charset=UTF-8,200,OK,Indexable,,"Hospital stay information | Nebraska Medicine Omaha, NE",55,511,"Regardless of why you’re in the hospital, we want you to know that caring for you in a compassionate and safe way is our top priority. 

During your stay with us, you may have questions. We hope you find the information listed here helpful. 

If you happen to have a question that’s not answered here, please don’t hesitate to talk with the members of your health care team. We want you to feel comfortable asking questions.",424,2603,,0,Hospital stay information,25,,0,Breadcrumb,10,Hospital stay information,25,,,,https://www.nebraskamed.com/patients/hospital-stay,,,,,,108229,731,4.626,2,,27,13,0,4.1,151,117,0,12,8,0,,,,,17d6762e02c5c659e1d8b34a16717c08,0.683,"Fri, 04 Feb 2022 14:35:38 GMT",,,,1.1,https://www.nebraskamed.com/patients/hospital-stay,2022-02-04 09:35:38
75,https://www.nebraskamed.com/for-providers/covid19/additional-resources,text/html; charset=UTF-8,200,OK,Indexable,,"Additional resources | Nebraska Medicine Omaha, NE",50,474,"Links to COVID-19 resources from the NETEC, ICAP, CDC and WHO.",62,435,,0,Additional resources,20,,0,Breadcrumb,10,COVID-19 resources for providers,32,,,,https://www.nebraskamed.com/for-providers/covid19/additional-resources,,,,,,87238,263,2.742,2,,32,27,0,8.52,71,46,0,20,15,0,,,,,fed95601f78e2e2f75e8b563444b3f2,0.706,"Fri, 04 Feb 2022 14:35:39 GMT",,,,1.1,https://www.nebraskamed.com/for-providers/covid19/additional-resources,2022-02-04 09:35:39
76,https://www.nebraskamed.com/patients/hospital-stay/inpatient-telehealth,text/html; charset=UTF-8,200,OK,Indexable,,"Telehealth during your hospital stay | Nebraska Medicine Omaha, NE",66,609,"One Chart | Patient Bedside, our inpatient telehealth system, makes it easier for you and your family to communicate with your care team.

Learn more about our other telehealth options. ",186,1145,,0,Telehealth during your hospital stay,36,,0,Breadcrumb,10,Hospital stay information,25,,,,https://www.nebraskamed.com/patients/hospital-stay/inpatient-telehealth,,,,,,107493,790,5.075,2,,116,112,0,35.33,146,119,0,12,8,0,,,,,9620fad0b95c5542e1656dad8ff3926f,0.083,"Fri, 04 Feb 2022 13:01:04 GMT",,,,1.1,https://www.nebraskamed.com/patients/hospital-stay/inpatient-telehealth,2022-02-04 09:35:39
