,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
12,https://uihealthcare.org/find-your-career-university-iowa-health-care,text/html; charset=UTF-8,200,OK,Indexable,,Find your career with University of Iowa Health Care | UI Health Care,69,601,,0,0,,0,Find your career with University of Iowa Health Care,52,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/find-your-career-university-iowa-health-care,,,,,,58548,236,4.27,1,,233,116,0,92.06,28,19,0,17,17,0,,,,,45e7a9b8f7548b3a4d491f89fefc871d,0.128,"Thu, 03 Feb 2022 20:03:44 GMT",,,,1.1,https://uihealthcare.org/find-your-career-university-iowa-health-care,2022-02-04 11:20:16
13,https://uihealthcare.org/education/university-iowa-master-clinical-nutrition-program,text/html; charset=UTF-8,200,OK,Indexable,,University of Iowa Master of Clinical Nutrition Program | UI Health Care,72,619,,0,0,,0,University of Iowa Master of Clinical Nutrition Program,55,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/university-iowa-master-clinical-nutrition-program,,,,,,56756,524,8.743,1,,178,116,0,92.06,38,23,0,21,21,0,,,,,a1456bb5999772ef0c670064664b0e24,0.044,"Fri, 28 Jan 2022 15:23:29 GMT",,,,1.1,https://uihealthcare.org/education/university-iowa-master-clinical-nutrition-program,2022-02-04 11:20:16
14,https://uihealthcare.org/education/ui-health-care-stem-education,text/html; charset=UTF-8,200,OK,Indexable,,UI Health Care STEM Education | UI Health Care,46,431,,0,0,,0,UI Health Care STEM Education,29,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/ui-health-care-stem-education,,,,,,61453,120,3.408,1,,205,116,0,92.06,39,22,0,22,21,0,,,,,71d0e9b5bcd37c85e16f33a4b0b2d15c,0.043,"Fri, 28 Jan 2022 17:02:20 GMT",,,,1.1,https://uihealthcare.org/education/ui-health-care-stem-education,2022-02-04 11:20:16
15,https://uihealthcare.org/encompass-health-and-university-iowa-health-system-announce-joint-venture-rehabilitation-hospital,text/html; charset=UTF-8,200,OK,Indexable,,Encompass Health and University of Iowa Health System announce joint venture for rehabilitation hospital | UI Health Care,121,1071,,0,0,,0,Encompass Health and University of Iowa Health System announce joint venture for rehabilitation hospital,104,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/encompass-health-and-university-iowa-health-system-announce-joint-venture-rehabilitation-hospital,,,,,,56681,940,13.108,1,,2,2,0,1.59,24,17,0,22,22,0,,,,,c0f365933fa1354c68d4d93e27751ea1,0.042,"Fri, 28 Jan 2022 17:46:11 GMT",,,,1.1,https://uihealthcare.org/encompass-health-and-university-iowa-health-system-announce-joint-venture-rehabilitation-hospital,2022-02-04 11:20:17
17,https://mychart.uihealthcare.org/,,0,Blocked by robots.txt,Non-Indexable,Blocked by robots.txt,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,1,,116,116,0,92.06,0,0,0,0,0,0,,,,,,,,,,,None,https://mychart.uihealthcare.org/,2022-02-04 11:20:17
18,https://uihealthcare.org/education/executive-leadership-academy,text/html; charset=UTF-8,200,OK,Indexable,,Executive Leadership Academy | UI Health Care,45,423,,0,0,,0,Executive Leadership Academy,28,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/executive-leadership-academy,,,,,,55838,199,4.811,1,,189,116,0,92.06,39,23,0,24,24,0,,,,,59815ca8b1e873dfc8c0ca4c250379fa,0.043,"Fri, 28 Jan 2022 15:13:37 GMT",,,,1.1,https://uihealthcare.org/education/executive-leadership-academy,2022-02-04 11:20:17
19,https://uihealthcare.org/university-iowa-health-care-proposed-strategic-plan,text/html; charset=UTF-8,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,11181,0,0.0,1,,118,116,0,92.06,0,0,0,0,0,0,,,,,,0.021,,https://uihealthcare.org/university-iowa-health-care-strategic-plan,HTTP Redirect,,1.1,https://uihealthcare.org/university-iowa-health-care-proposed-strategic-plan,2022-02-04 11:20:17
20,https://uihealthcare.org/ui-health-care-initiatives,text/html; charset=UTF-8,200,OK,Indexable,,UI Health Care Initiatives | UI Health Care,43,363,,0,0,,0,UI Health Care Initiatives,26,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/ui-health-care-initiatives,,,,,,51811,365,6.498,1,,233,116,0,92.06,28,19,0,22,22,0,,,,,35d3e25fc3c28b1b38ba17931d17b2b7,0.117,"Fri, 28 Jan 2022 15:48:37 GMT",,,,1.1,https://uihealthcare.org/ui-health-care-initiatives,2022-02-04 11:20:17
21,https://uihealthcare.org/publications,text/html; charset=UTF-8,200,OK,Indexable,,Publications | UI Health Care,29,254,,0,0,,0,Publications,12,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/publications,,,,,,51917,324,5.719,1,,233,116,0,92.06,29,21,0,27,27,0,,,,,6d824507dea6a185279a64d97a1ad7f8,0.085,"Fri, 28 Jan 2022 15:40:29 GMT",,,,1.1,https://uihealthcare.org/publications,2022-02-04 11:20:17
22,https://uihealthcare.org/leadership,text/html; charset=UTF-8,200,OK,Indexable,,UI Health Care Leadership | UI Health Care,42,380,,0,0,,0,UI Health Care Leadership,25,Primary Navigation,18,Main navigation,15,,,,,,,,,,53008,188,3.95,1,,233,116,0,92.06,24,16,0,18,18,0,,,,,23194234ccbf840af22e8069a14a1a8,0.104,"Fri, 28 Jan 2022 15:22:58 GMT",,,,1.1,https://uihealthcare.org/leadership,2022-02-04 11:20:17
23,https://uihealthcare.org/education/executive-leadership-academy/executive-leadership-academy-selection-and-application,text/html; charset=UTF-8,200,OK,Indexable,,Executive Leadership Academy Selection and Application | UI Health Care,71,651,,0,0,,0,Executive Leadership Academy Selection and Application,54,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/executive-leadership-academy/executive-leadership-academy-selection-and-application,,,,,,55478,226,5.199,2,,16,14,0,11.11,39,23,0,21,21,0,,,,,e66c456b6bcf0d0e1d22ec60cdb304fa,0.062,"Sat, 29 Jan 2022 02:16:44 GMT",,,,1.1,https://uihealthcare.org/education/executive-leadership-academy/executive-leadership-academy-selection-and-application,2022-02-04 11:20:17
24,https://uihealthcare.org/education/ui-health-care-tours/ui-health-care-tours-parking-and-directions,text/html; charset=UTF-8,200,OK,Indexable,,UI Health Care Tours Parking and Directions | UI Health Care,60,539,,0,0,,0,UI Health Care Tours Parking and Directions,43,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/ui-health-care-tours/ui-health-care-tours-parking-and-directions,,,,,,55820,563,8.089,2,,9,4,0,3.17,37,19,0,21,21,0,,,,,a50ce8dcdf2e42e74918fbbbe6e2bd1a,0.04,"Fri, 28 Jan 2022 18:09:56 GMT",,,,1.1,https://uihealthcare.org/education/ui-health-care-tours/ui-health-care-tours-parking-and-directions,2022-02-04 11:20:17
25,https://uihealthcare.org/sites/default/files/2014_0.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,15082342,0,0.0,2,,1,1,0,0.79,0,0,0,0,0,0,,,,,,0.063,"Tue, 07 Nov 2017 16:20:54 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/2014_0.pdf,2022-02-04 11:20:17
26,https://uihealthcare.org/sites/default/files/styles/profile_portrait/public/2021-08/Henrichs_Mark.jpg?itok=A8_0pLF-,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,26512,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.077,"Tue, 10 Aug 2021 14:03:43 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/styles/profile_portrait/public/2021-08/Henrichs_Mark.jpg?itok=A8_0pLF-,2022-02-04 11:20:17
27,https://uihealthcare.org/uichoice,text/html; charset=UTF-8,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,11249,0,0.0,2,,1,1,0,0.79,0,0,0,0,0,0,,,,,,0.107,,https://uihealthcare.org/about-us/get-most-out-your-uichoice-or-uiselect-health-plan,HTTP Redirect,,1.1,https://uihealthcare.org/uichoice,2022-02-04 11:20:17
28,https://uihealthcare.org/policy-fellowship,text/html; charset=UTF-8,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,11121,0,0.0,2,,1,1,0,0.79,0,0,0,0,0,0,,,,,,0.06,,https://uihealthcare.org/education/policy-fellowship,HTTP Redirect,,1.1,https://uihealthcare.org/policy-fellowship,2022-02-04 11:20:17
29,https://uihealthcare.org/sites/default/files/Rehab-Hospital-Rendering.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,69929,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.083,"Mon, 27 Jan 2020 22:16:55 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/Rehab-Hospital-Rendering.jpg,2022-02-04 11:20:17
30,https://uihealthcare.org/community-outreach-and-engagement,text/html; charset=UTF-8,200,OK,Indexable,,Community Outreach and Engagement | UI Health Care,50,491,,0,0,,0,Community Outreach and Engagement,33,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/community-outreach-and-engagement,,,,,,52217,222,4.737,2,,3,3,0,2.38,28,19,0,18,18,0,,,,,fe080f90633a8b1e6075cc578a800721,0.09,"Fri, 28 Jan 2022 17:49:34 GMT",,,,1.1,https://uihealthcare.org/community-outreach-and-engagement,2022-02-04 11:20:17
31,https://uihealthcare.org/university-iowa-hospitals-clinics-administrative-fellowship,text/html; charset=UTF-8,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,11153,0,0.0,2,,1,1,0,0.79,0,0,0,0,0,0,,,,,,0.068,,https://uihealthcare.org/education/administrative-fellowship,HTTP Redirect,,1.1,https://uihealthcare.org/university-iowa-hospitals-clinics-administrative-fellowship,2022-02-04 11:20:18
32,https://uihealthcare.org/sites/default/files/styles/navigation_box_image/public/2021-02/Family%20Medicine%202020_7_7-21_0.jpg?itok=OPBCfKxv,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,30940,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.043,"Mon, 08 Feb 2021 22:59:06 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/styles/navigation_box_image/public/2021-02/Family%20Medicine%202020_7_7-21_0.jpg?itok=OPBCfKxv,2022-02-04 11:20:18
33,https://uihealthcare.org/community-education,text/html; charset=UTF-8,200,OK,Indexable,,Community Education | UI Health Care,36,341,,0,0,,0,Community Education,19,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/community-education,,,,,,51648,422,7.238,2,,3,3,0,2.38,24,17,0,18,18,0,,,,,de0551884e684eaaf45f2d9e7bd60db4,0.085,"Fri, 28 Jan 2022 21:48:55 GMT",,,,1.1,https://uihealthcare.org/community-education,2022-02-04 11:20:18
34,https://uihealthcare.org/sites/default/files/2017%20Annual%20Report.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,16700856,0,0.0,2,,1,1,0,0.79,0,0,0,0,0,0,,,,,,0.104,"Wed, 04 Apr 2018 20:14:06 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/2017%20Annual%20Report.pdf,2022-02-04 11:20:18
35,https://uihealthcare.org/sites/default/files/styles/profile_portrait/public/2017-10/Carmen~Lee.jpg_1.jpg?itok=Rvh6U-kz,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,25388,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.043,"Mon, 28 Sep 2020 21:37:08 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/styles/profile_portrait/public/2017-10/Carmen~Lee.jpg_1.jpg?itok=Rvh6U-kz,2022-02-04 11:20:18
36,https://uihealthcare.org/privacy-policy,text/html; charset=UTF-8,200,OK,Indexable,,Privacy policy | UI Health Care,31,268,,0,0,,0,Privacy policy,14,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/privacy-policy,,,,,,52366,622,8.569,2,,1,1,0,0.79,24,17,0,19,19,0,,,,,5dc16b6220c7617272c182c4007799e5,0.084,"Fri, 28 Jan 2022 18:05:43 GMT",,,,1.1,https://uihealthcare.org/privacy-policy,2022-02-04 11:20:18
37,https://uihealthcare.org/capital-management,text/html; charset=UTF-8,200,OK,Indexable,,Capital Management | UI Health Care,35,329,,0,0,,0,,0,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/capital-management,,,,,,52371,79,3.113,2,,8,8,0,6.35,29,22,0,19,19,0,,,,,811306448f0b2c388f19910846a67ea8,0.049,"Fri, 28 Jan 2022 15:32:57 GMT",,,,1.1,https://uihealthcare.org/capital-management,2022-02-04 11:20:18
38,https://uihealthcare.org/sites/default/files/styles/profile_portrait/public/2018-04/Wessels~Jana%202.jpg?itok=UX_jybUg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,30189,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.088,"Mon, 28 Sep 2020 21:37:09 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/styles/profile_portrait/public/2018-04/Wessels~Jana%202.jpg?itok=UX_jybUg,2022-02-04 11:20:18
39,https://uihealthcare.org/education/master-clinical-nutrition-program/program-admission-requirements/request-information-or,text/html; charset=UTF-8,200,OK,Indexable,,Request Information or Apply for the Master of Clinical Nutrition Program | UI Health Care,90,781,,0,0,,0,Request Information or Apply for the Master of Clinical Nutrition Program,73,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/master-clinical-nutrition-program/program-admission-requirements/request-information-or,,,,,,53973,148,4.49,2,,12,11,0,8.73,38,23,0,18,18,0,,,,,60fd8dd5b487f01be9437e9a9c82e424,0.04,"Sat, 29 Jan 2022 02:20:59 GMT",,,,1.1,https://uihealthcare.org/education/master-clinical-nutrition-program/program-admission-requirements/request-information-or,2022-02-04 11:20:18
40,https://uihealthcare.org/sites/default/files/styles/profile_portrait/public/2017-11/j-brooks-jackson-portrait.jpg?itok=B0dHdEZ7,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,22936,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.043,"Thu, 30 Nov 2017 13:28:06 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/styles/profile_portrait/public/2017-11/j-brooks-jackson-portrait.jpg?itok=B0dHdEZ7,2022-02-04 11:20:18
41,https://uihealthcare.org/ui-health-care-tours,text/html; charset=UTF-8,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,11133,0,0.0,2,,1,1,0,0.79,0,0,0,0,0,0,,,,,,0.065,,https://uihealthcare.org/education/ui-health-care-tours,HTTP Redirect,,1.1,https://uihealthcare.org/ui-health-care-tours,2022-02-04 11:20:18
42,https://uihealthcare.org/education/master-clinical-nutrition-program/how-become-registered-dietitian-nutritionist-rdn,text/html; charset=UTF-8,200,OK,Indexable,,How to Become a Registered Dietitian Nutritionist (RDN) | UI Health Care,72,641,,0,0,,0,How to Become a Registered Dietitian Nutritionist (RDN),55,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/master-clinical-nutrition-program/how-become-registered-dietitian-nutritionist-rdn,,,,,,54668,245,5.593,2,,12,11,0,8.73,38,23,0,20,20,0,,,,,7e5cb82b02ffb98e6f771efd3fc77136,0.083,"Fri, 28 Jan 2022 21:58:52 GMT",,,,1.1,https://uihealthcare.org/education/master-clinical-nutrition-program/how-become-registered-dietitian-nutritionist-rdn,2022-02-04 11:20:18
43,https://uihealthcare.org/sites/default/files/styles/profile_portrait/public/2019-01/Butler~Karen-2015-forWeb.jpg?itok=oH4DWEBt,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,26332,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.085,"Mon, 28 Sep 2020 21:37:08 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/styles/profile_portrait/public/2019-01/Butler~Karen-2015-forWeb.jpg?itok=oH4DWEBt,2022-02-04 11:20:18
44,https://uihealthcare.org/education/executive-leadership-academy/executive-leadership-academy-instructors-and-coaches,text/html; charset=UTF-8,200,OK,Indexable,,Executive Leadership Academy Instructors and Coaches | UI Health Care,69,642,,0,0,,0,Executive Leadership Academy Instructors and Coaches,52,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/executive-leadership-academy/executive-leadership-academy-instructors-and-coaches,,,,,,54674,189,4.888,2,,15,14,0,11.11,39,23,0,17,17,0,,,,,969dc9fa2176c5a72c1588554a55e1bd,0.044,"Fri, 28 Jan 2022 19:05:34 GMT",,,,1.1,https://uihealthcare.org/education/executive-leadership-academy/executive-leadership-academy-instructors-and-coaches,2022-02-04 11:20:18
45,https://uihealthcare.org/sites/default/files/styles/profile_portrait/public/2018-10/sgunasekaran.jpg?itok=Cyr_Q9bJ,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,27087,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.022,"Tue, 23 Nov 2021 22:25:27 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/styles/profile_portrait/public/2018-10/sgunasekaran.jpg?itok=Cyr_Q9bJ,2022-02-04 11:20:18
46,https://uihealthcare.org/education/executive-leadership-academy/executive-leadership-academy-curriculum,text/html; charset=UTF-8,200,OK,Indexable,,Executive Leadership Academy Curriculum | UI Health Care,56,526,,0,0,,0,Executive Leadership Academy Curriculum,39,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/executive-leadership-academy/executive-leadership-academy-curriculum,,,,,,56196,345,6.546,2,,15,14,0,11.11,39,23,0,17,17,0,,,,,d7bcbf1540705c5a8a5ddc2d881b2260,0.102,"Sat, 29 Jan 2022 02:02:30 GMT",,,,1.1,https://uihealthcare.org/education/executive-leadership-academy/executive-leadership-academy-curriculum,2022-02-04 11:20:19
47,https://uihealthcare.org/education/executive-leadership-academy/executive-leadership-academy-structure-and-certificate,text/html; charset=UTF-8,200,OK,Indexable,,Executive Leadership Academy Structure and Certificate | UI Health Care,71,641,,0,0,,0,Executive Leadership Academy Structure and Certificate,54,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/executive-leadership-academy/executive-leadership-academy-structure-and-certificate,,,,,,55075,242,5.284,2,,15,14,0,11.11,39,23,0,17,17,0,,,,,c9c7fa8958873f128cb089911bdf62e5,0.106,"Sat, 29 Jan 2022 02:38:59 GMT",,,,1.1,https://uihealthcare.org/education/executive-leadership-academy/executive-leadership-academy-structure-and-certificate,2022-02-04 11:20:19
48,https://uihealthcare.org/education/executive-leadership-academy/executive-leadership-academy-schedule,text/html; charset=UTF-8,200,OK,Indexable,,Executive Leadership Academy Schedule | UI Health Care,54,511,,0,0,,0,Executive Leadership Academy Schedule,37,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/executive-leadership-academy/executive-leadership-academy-schedule,,,,,,54925,136,4.044,2,,15,14,0,11.11,39,23,0,17,17,0,,,,,6540cf1f5eafd54ffa7e78ec11d2078b,0.042,"Sat, 29 Jan 2022 02:02:03 GMT",,,,1.1,https://uihealthcare.org/education/executive-leadership-academy/executive-leadership-academy-schedule,2022-02-04 11:20:19
49,https://uihealthcare.org/education/ui-health-care-tours/ui-health-care-tour-options,text/html; charset=UTF-8,200,OK,Indexable,,UI Health Care Tour Options | UI Health Care,44,397,,0,0,,0,UI Health Care Tour Options,27,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/ui-health-care-tours/ui-health-care-tour-options,,,,,,54856,392,6.833,2,,5,4,0,3.17,38,19,0,19,18,0,,,,,26e130b9d69000470f864891825c782b,0.108,"Fri, 28 Jan 2022 19:35:01 GMT",,,,1.1,https://uihealthcare.org/education/ui-health-care-tours/ui-health-care-tour-options,2022-02-04 11:20:19
50,https://uihealthcare.org/education/ui-health-care-stem-education/annual-reports,text/html; charset=UTF-8,200,OK,Indexable,,Annual Reports | UI Health Care,31,283,,0,0,,0,Annual Reports,14,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/ui-health-care-stem-education/annual-reports,,,,,,55801,100,3.459,2,,8,7,0,5.56,37,21,0,20,20,0,,,,,c438f4637fdbd9f8aead94a34c8a5a59,0.042,"Thu, 03 Feb 2022 21:57:20 GMT",,,,1.1,https://uihealthcare.org/education/ui-health-care-stem-education/annual-reports,2022-02-04 11:20:19
