,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Title 2,Title 2 Length,Title 2 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,Meta Robots 2,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
10,https://tulanehealthcare.com/covid-19/latest-updates/enhanced-safety-protections.dot,text/html;charset=UTF-8,200,,Indexable,,COVID-19 safety precautions,27,257,,0,0,You can trust us with your healthcare needs during the coronavirus pandemic. Learn about the safety protections we're taking to keep our patients and staff safe.,161,999,,0,Enhanced safety protections,27,,0,Latest information regarding Coronavirus,40,Plasma donation questionnaire,29,,,,,https://tulanehealthcare.com/covid-19/latest-updates/enhanced-safety-protections.dot,,,,,,107849,709,7.703,1,,1038,506,0,96.93,212,83,0,27,10,0,,,,,1455d4cd7781be644877c4135b99af97,3.143,,,,,1.1,https://tulanehealthcare.com/covid-19/latest-updates/enhanced-safety-protections.dot,2022-02-04 10:43:56
11,https://tulanehealthcare.com/locations,,301,,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,0,0,0.0,1,,1030,506,0,96.93,0,0,0,0,0,0,,,,,,0.194,,https://tulanehealthcare.com/locations/,HTTP Redirect,,1.1,https://tulanehealthcare.com/locations,2022-02-04 10:43:59
12,https://tulanehealthcare.com/professionals/access-center.dot,text/html;charset=UTF-8,200,,Indexable,,Transfer a Patient | Access Center,34,301,,0,0,The Access Center facilitates all patient transfers to our hospitals and is available 24/7. Call 1-888-522-3648.,112,679,"patient transfer, transfer a patient, hospital transfer, doctor, patient, hospital, physician, transfer a patient from one hospital to another, transfer a patient to a different hospital",186,Transfer a Patient,18,,0,"Tulane Medical Center ""Patient Transfer"" Access Center",54,Our team will:,14,,,,,https://tulanehealthcare.com/professionals/access-center.dot,,,,,,103497,493,6.708,1,,1035,506,0,96.93,211,79,0,27,11,0,,,,,3ffbf390012f2b3734b7cbb54261fa9c,2.936,,,,,1.1,https://tulanehealthcare.com/professionals/access-center.dot,2022-02-04 10:43:57
13,https://tulanehealthcare.com/home/,text/html;charset=UTF-8,301,,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,0,0,0.0,1,,1525,506,0,96.93,0,0,0,0,0,0,,,,,,3.271,,https://tulanehealthcare.com/,HTTP Redirect,,1.1,https://tulanehealthcare.com/home/,2022-02-04 10:43:59
14,https://tulanehealthcare.com/covid-19/visitor-policy.dot,text/html;charset=UTF-8,200,,Indexable,,Visitor policy,14,111,,0,0,,0,0,,0,Visitor policy,14,,0,Latest information regarding Coronavirus,40,Plasma donation questionnaire,29,,,,,https://tulanehealthcare.com/covid-19/visitor-policy.dot,,,,,,104934,471,6.489,1,,1065,506,0,96.93,209,83,0,26,9,0,,,,,123c5eeaf70983154cb028986e27e0c4,3.54,,,,,1.1,https://tulanehealthcare.com/covid-19/visitor-policy.dot,2022-02-04 10:43:59
15,https://tulanehealthcare.com/service/emergency-care,text/html;charset=UTF-8,200,,Indexable,,Emergency Care in NOLA | ER Wait Times | Tulane Health System,61,591,,0,0,"New Orlean's ER offers 24-hour emergency care for children and adults. Get directions to an ER near me, or see average ER wait time.",132,841,"medical care, medical center, medical centre, clinic, healthcare, medical, health care, medical services, hospital departments, inpatient, outpatient, urgent care, emergency care, cancer, cardiology, oncology, maternity, pediatric, sports medicine, stroke",255,Emergency Care,14,,0,A safe place to receive care that can’t wait,44,Urgent care or ER?,18,,,,,https://tulanehealthcare.com/service/emergency-care,,,,,,146322,2877,13.992,1,,1076,508,0,97.32,231,82,0,22,7,0,,,,,1e6386f4cc58bf7f946541036632ed15,3.421,,,,,1.1,https://tulanehealthcare.com/service/emergency-care,2022-02-04 10:43:53
16,https://tulanehealthcare.com/about/newsroom/tulane-inpatient-rehab-named-one-of-americas-best,text/html;charset=UTF-8,200,,Indexable,,Tulane Inpatient Rehab named one of America's Best,50,467,,0,0,Tulane Inpatient Rehab named one of America's Best - Center earns two-time recognition for inpatient rehabilitation quality and outcomes,136,849,"healthcare news, newsroom, news, press, media, medical, hospital, doctor, healthcare, health, care, treatments, tools, technology, local, nutrition, healthy",156,Tulane Inpatient Rehab named one of America's Best,50,,0,News Related Content,20,,0,"index, follow","index, follow",,,https://tulanehealthcare.com/about/newsroom/tulane-inpatient-rehab-named-one-of-americas-best,,,,,https://tulanehealthcare.com/about/newsroom/tulane-inpatient-rehab-named-one-of-americas-best?amp=true,120210,653,6.613,1,,24,3,0,0.57,215,82,0,23,8,0,,,,,6365a761f1aaea1ae7c05616bb976770,3.105,,,,,1.1,https://tulanehealthcare.com/about/newsroom/tulane-inpatient-rehab-named-one-of-americas-best,2022-02-04 10:44:00
17,https://tulanehealthcare.com/legal/patient-rights.dot,text/html;charset=UTF-8,200,,Indexable,,Patient Rights & Responsibilities and Patient Visitation Rights,63,541,,0,0,Patient rights and responsibilities and visitation rights for hospital Tulane Medical Center.,93,550,"patient, rights, responsibilities, visitation, visitors, ethics, respect, policy",80,Patient Rights & Responsibilities and Patient Visitation Rights,63,,0,PATIENT RIGHTS,14,PATIENT RESPONSIBILITIES,24,,,,,https://tulanehealthcare.com/legal/patient-rights.dot,,,,,,116193,2120,14.931,1,,535,506,0,96.93,208,78,0,23,8,0,,,,,ac95730369889c002f024ee58dc61f54,2.662,,,,,1.1,https://tulanehealthcare.com/legal/patient-rights.dot,2022-02-04 10:44:04
18,https://tulanehealthcare.com/about/phone-directory/,text/html;charset=UTF-8,200,,Indexable,,Phone Directory,15,142,,0,0,Tulane Medical Center Phone Directory,37,245,"phone directory, departments",28,Phone Directory,15,,0,Tulane Medical Center,21,,0,,,,,https://tulanehealthcare.com/about/phone-directory/,,,,,,130835,381,4.851,1,,20,3,0,0.57,200,76,0,22,7,0,,,,,9c23e001be2e70dc34bf78fccebe6a66,2.91,,,,,1.1,https://tulanehealthcare.com/about/phone-directory/,2022-02-04 10:44:03
19,https://tulanehealthcare.com/services/,text/html;charset=UTF-8,200,,Indexable,,Medical Care in New Orleans | Downtown NOLA,43,425,,0,0,Get medical care near me in New Orleans and the French Quarter. Hospital department inpatient and outpatient services and specialties offered at Tulane Medical Center.,167,1054,"medical care, medical center, medical centre, clinic, healthcare, medical, health care, medical services, hospital departments, inpatient, outpatient, urgent care, emergency care, cancer, cardiology, oncology, maternity, pediatric, sports medicine, stroke",255,Medical Services & Specialties,30,,0,Behavioral Health,17,Bone & Joint Care,17,,,,,https://tulanehealthcare.com/services/,,,,,,158721,364,3.779,1,,827,506,0,96.93,278,92,0,22,7,0,,,,,7db9fcdccff39fb96a9daea4e9da3a76,2.723,,,,,1.1,https://tulanehealthcare.com/services/,2022-02-04 10:44:00
20,https://tulanehealthcare.com/covid-19/index.dot,text/html;charset=UTF-8,200,,Non-Indexable,Canonicalised,Coronavirus Resource Hub,24,240,,0,0,,0,0,,0,Coronavirus Resource Hub,24,,0,"We are here to assure your safety and well-being while in our facilities. To learn more about our safety measures or if you have questions about COVID-19, call (833) 582-1974.",175,Latest information regarding Coronavirus,40,,,,,https://tulanehealthcare.com/covid-19/,,,,,,200062,2263,8.867,1,,1059,506,0,96.93,295,91,0,36,13,0,,,,,a5f53621f4ef478b27a5081e231618ff,4.805,,,,,1.1,https://tulanehealthcare.com/covid-19/index.dot,2022-02-04 10:44:02
21,https://tulanehealthcare.com/calendar/,text/html;charset=UTF-8,200,,Indexable,,Calendar - Classes and Events,29,273,,0,0,Tulane Medical Center Classes and Events,40,268,"class, classes, event, events, community outreach, education, training",70,,0,,0,,0,,0,,,,,https://tulanehealthcare.com/calendar/,,,,,,99705,219,5.046,1,,27,11,0,2.11,198,76,0,22,7,0,,,,,48c1a9e4b62743d030e770e29387b882,2.634,,,,,1.1,https://tulanehealthcare.com/calendar/,2022-02-04 10:44:07
22,https://tulanehealthcare.com/about/nurses-on-call.dot,text/html;charset=UTF-8,200,,Indexable,,Nurses On-Call,14,137,,0,0,,0,0,,0,Nurses On-Call,14,,0,Find a Doctor,13,Health Advice,13,,,,,https://tulanehealthcare.com/about/nurses-on-call.dot,,,,,,105190,599,6.879,1,,1039,507,0,97.13,211,75,0,25,10,0,,,,,1ff36e8553af6080f4099f1eb2d333ef,2.842,,,,,1.1,https://tulanehealthcare.com/about/nurses-on-call.dot,2022-02-04 10:44:07
23,https://tulanehealthcare.com/locations/,text/html;charset=UTF-8,200,,Indexable,,New Orleans hospital and ER locations,37,343,,0,0,"Get driving directions to New Orleans hospital, ER and other medical care facilities - Tulane Medical Center.",109,669,"Tulane Medical Center, map, directions, hospital, emergency, room, er, address, phone, practice, doctor, office, medical, building, office, New Orleans, Louisiana, NOLA, parish",176,Locations,9,,0,,0,,0,,,,,https://tulanehealthcare.com/locations/,,,,,,107854,387,5.735,1,,24,2,0,0.38,203,76,0,22,7,0,,,,,ecf5875f493196a55a783c62177487d8,2.691,,,,,1.1,https://tulanehealthcare.com/locations/,2022-02-04 10:44:07
24,https://tulanehealthcare.com/physicians/index.dot?apptsOnly=true,text/html;charset=UTF-8,200,,Non-Indexable,Canonicalised,"Find a Doctor in New Orleans, LA",32,294,,0,0,"Tulane Medical Center has experienced Doctors in New Orleans, LA. Read patient reviews, compare doctors and book an appointment.",128,839,"physician, doctor, dr, specialist, md, appointment, downtown, French Quarter, Canal, near me, nearby, close, closest",116,,0,,0,,0,,0,,,,,https://tulanehealthcare.com/physicians/,,,,,,110220,188,4.386,1,,1032,506,0,96.93,198,74,0,22,7,0,,,,,ec1a04c02b0022efe19e7e2e65fd908b,3.48,,,,,1.1,https://tulanehealthcare.com/physicians/index.dot?apptsOnly=true,2022-02-04 10:44:07
25,https://tulanehealthcare.com/myhealthone/,text/html;charset=UTF-8,301,,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,0,0,0.0,1,,2025,506,0,96.93,0,0,0,0,0,0,,,,,,2.428,,https://www.myhealthone.net/mh1/public/mh1?coid=31810&id=31810|Tulane-Medical-Center&rsid=hcahealthcaretulanehealthcare,HTTP Redirect,,1.1,https://tulanehealthcare.com/myhealthone/,2022-02-04 10:44:11
26,https://tulanehealthcare.com/professionals/hospital-affiliate-letters.dot,text/html;charset=UTF-8,200,,Indexable,,Hospital Affiliate Letters,26,207,,0,0,Outside organizations can quickly and easily request the verification of physicians in good standing at Tulane Medical Center.,126,776,,0,Hospital Affiliate Letters,26,,0,,0,,0,,,,,https://tulanehealthcare.com/professionals/hospital-affiliate-letters.dot,,,,,,103721,274,5.323,1,,1035,506,0,96.93,207,75,0,25,8,0,,,,,2207a9fefbafa65ef82b37733aa90cc8,2.673,,,,,1.1,https://tulanehealthcare.com/professionals/hospital-affiliate-letters.dot,2022-02-04 10:44:10
27,https://tulanehealthcare.com/home,,301,,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,0,0,0.0,1,,1012,506,0,96.93,0,0,0,0,0,0,,,,,,0.189,,https://tulanehealthcare.com/home/,HTTP Redirect,,1.1,https://tulanehealthcare.com/home,2022-02-04 10:44:14
28,https://tulanehealthcare.com/legal/compliance.dot,text/html;charset=UTF-8,301,,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,0,0,0.0,1,,506,506,0,96.93,0,0,0,0,0,0,,,,,,2.419,,https://hcahealthcare.com/ethics-compliance,HTTP Redirect,,1.1,https://tulanehealthcare.com/legal/compliance.dot,2022-02-04 10:44:14
29,https://tulanehealthcare.com/service/weight-loss-surgery,text/html;charset=UTF-8,200,,Indexable,,"Weight Loss Surgery | New Orleans, LA | Tulane Health System",60,562,,0,0,Tulane Medical Center offers weight loss surgery. Being overweight is not something to be ashamed of – it is a chronic medical condition that often warrants medical...,167,1031,"medical care, medical center, medical centre, clinic, healthcare, medical, health care, medical services, hospital departments, inpatient, outpatient, urgent care, emergency care, cancer, cardiology, oncology, maternity, pediatric, sports medicine, stroke",255,Bariatric Weight Loss Surgery,29,,0,Important Information,21,Are you a candidate for weight-loss surgery?,44,,,,,https://tulanehealthcare.com/service/weight-loss-surgery,,,,,,139597,1137,7.833,1,,1063,507,0,97.13,227,88,0,23,8,0,,,,,fdb225c16e9c041a2451d70ed7128755,2.892,,,,,1.1,https://tulanehealthcare.com/service/weight-loss-surgery,2022-02-04 10:44:10
30,https://tulanehealthcare.com/your-health/hurricane-resources,,301,,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,0,0,0.0,1,,1019,506,0,96.93,0,0,0,0,0,0,,,,,,0.209,,https://tulanehealthcare.com/your-health/hurricane-resources/,HTTP Redirect,,1.1,https://tulanehealthcare.com/your-health/hurricane-resources,2022-02-04 10:44:17
31,https://tulanehealthcare.com/about/newsroom/tulane-health-system-proud-to-be-part-of-hca-healthcare-a-2021-top-company-by-linkedin,text/html;charset=UTF-8,200,,Indexable,,"Tulane Health System Proud to Be Part of HCA Healthcare, a 2021 Top Company by LinkedIn",87,825,,0,0,"Tulane Health System Proud to Be Part of HCA Healthcare, a 2021 Top Company by LinkedIn - The Designation Honors Companies That Worked to Protect Colleagues During...",166,1095,"healthcare news, newsroom, news, press, media, medical, hospital, doctor, healthcare, health, care, treatments, tools, technology, local, nutrition, healthy",156,"Tulane Health System Proud to Be Part of HCA Healthcare, a 2021 Top Company by LinkedIn",87,,0,News Related Content,20,,0,"index, follow","index, follow",,,https://tulanehealthcare.com/about/newsroom/tulane-health-system-proud-to-be-part-of-hca-healthcare-a-2021-top-company-by-linkedin,,,,,https://tulanehealthcare.com/about/newsroom/tulane-health-system-proud-to-be-part-of-hca-healthcare-a-2021-top-company-by-linkedin?amp=true,119872,648,6.481,1,,24,3,0,0.57,215,82,0,24,9,0,,,,,19b909815d9e8eaae1eaff9b0efffb48,2.992,,,,,1.1,https://tulanehealthcare.com/about/newsroom/tulane-health-system-proud-to-be-part-of-hca-healthcare-a-2021-top-company-by-linkedin,2022-02-04 10:44:14
32,https://tulanehealthcare.com/service/cancer-care,text/html;charset=UTF-8,200,,Indexable,,"Cancer Center in New Orleans, LA | Tulane Health System",55,515,,0,0,Our cancer physicians are recognized experts focused on offering each patient today's best therapy. The Tulane Cancer Center is home to several expert cancer physicians...,171,1081,"medical care, medical center, medical centre, clinic, healthcare, medical, health care, medical services, hospital departments, inpatient, outpatient, urgent care, emergency care, cancer, cardiology, oncology, maternity, pediatric, sports medicine, stroke",255,Cancer Care,11,,0,Services and Treatments,23,Clinical Research,17,,,,,https://tulanehealthcare.com/service/cancer-care,,,,,,127637,802,7.063,1,,1069,506,0,96.93,219,83,0,29,14,0,,,,,a8f50423de1fc949406081ad1e97a899,6.02,,,,,1.1,https://tulanehealthcare.com/service/cancer-care,2022-02-04 10:44:09
33,https://tulanehealthcare.com/carenavigator,,301,,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,0,0,0.0,1,,2,1,0,0.19,0,0,0,0,0,0,,,,,,0.075,,https://tulanehealthcare.com/carenavigator/,HTTP Redirect,,1.1,https://tulanehealthcare.com/carenavigator,2022-02-04 10:44:18
34,https://tulanehealthcare.com/service/bone-joint-care,text/html;charset=UTF-8,200,,Indexable,,"Bone & Joint Care | New Orleans, LA | Tulane Health System",58,536,,0,0,The Tulane Orthopaedic team is here to take care of your bone and joint health and much more in the greater New Orleans area.,125,794,"medical care, medical center, medical centre, clinic, healthcare, medical, health care, medical services, hospital departments, inpatient, outpatient, urgent care, emergency care, cancer, cardiology, oncology, maternity, pediatric, sports medicine, stroke",255,Bone & Joint Care,17,,0,Services & Treatments,21,Common Conditions We Treat Include,34,,,,,https://tulanehealthcare.com/service/bone-joint-care,,,,,,137409,797,6.325,1,,1078,507,0,97.13,237,94,0,23,8,0,,,,,6333458bb96859ba121ebc6e6f2671c,4.544,,,,,1.1,https://tulanehealthcare.com/service/bone-joint-care,2022-02-04 10:44:04
35,https://tulanehealthcare.com/professionals,,301,,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,0,0,0.0,1,,2032,506,0,96.93,0,0,0,0,0,0,,,,,,0.073,,https://tulanehealthcare.com/professionals/,HTTP Redirect,,1.1,https://tulanehealthcare.com/professionals,2022-02-04 10:44:18
36,https://tulanehealthcare.com/about/newsroom,,301,,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,0,0,0.0,1,,1123,506,0,96.93,0,0,0,0,0,0,,,,,,0.183,,https://tulanehealthcare.com/about/newsroom/,HTTP Redirect,,1.1,https://tulanehealthcare.com/about/newsroom,2022-02-04 10:44:19
37,https://tulanehealthcare.com/about/index.dot,text/html;charset=UTF-8,200,,Non-Indexable,Canonicalised,About Tulane hospital and ER,28,264,,0,0,"Learn about Tulane Medical Center, an acclaimed teaching, research and medical facility serving the greater New Orleans area.",125,792,"about, history, hospital, health, healthcare, medical, NOLA, New Orleans, mission, vision, values, operation, top performing, best",130,About Us,8,,0,History,7,About Tulane Health System,26,,,,,https://tulanehealthcare.com/about/,,,,,,114267,1388,10.399,1,,1038,506,0,96.93,218,79,0,24,9,0,,,,,c6f1620a2cbdb6ba489c8d8c8bf4763e,2.952,,,,,1.1,https://tulanehealthcare.com/about/index.dot,2022-02-04 10:44:17
38,https://tulanehealthcare.com/legal/quality-and-safety.dot,text/html;charset=UTF-8,200,,Indexable,,Quality and Safety,18,161,,0,0,Tulane Medical Center is accredited by the Joint Commission.,60,383,"quality, score, safety, accredited, accreditation, joint commission, hospital, healthcare, patient, care, complaint",115,Quality and Safety,18,,0,Report on Quality,17,,0,,,,,https://tulanehealthcare.com/legal/quality-and-safety.dot,,,,,,103032,380,6.001,1,,530,506,0,96.93,204,77,0,25,10,0,,,,,c40450c1d7c92504526061e1323c5bad,2.68,,,,,1.1,https://tulanehealthcare.com/legal/quality-and-safety.dot,2022-02-04 10:44:19
39,https://tulanehealthcare.com/locations/?directions=Tulane%20Medical%20Center,,0,Blocked by robots.txt,Non-Indexable,Blocked by robots.txt,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,0,0,0.0,1,,1518,506,0,96.93,0,0,0,0,0,0,,,,,,,,,,,None,https://tulanehealthcare.com/locations/?directions=Tulane%20Medical%20Center,2022-02-04 10:44:22
40,https://tulanehealthcare.com/your-health/clinical-research-trials.dot,text/html;charset=UTF-8,200,,Indexable,,Clinical Research Trials,24,210,,0,0,"Clinical research is an exciting and integral part of Abdominal Transplant at Tulane Medical Center. The purpose of clinical research trials is to bring newer, and hopefully better, medications and therapies to patients in accordance with FDA requirements. We have a dedicated staff of research coordinators to ensure our patients’ safety by monitoring all regulatory requirements so that our patients have access to participate in the most promising trials available.",468,2855,,0,Clinical Research Trials,24,,0,Cancer Research,15,Kidney Research,15,,,,,https://tulanehealthcare.com/your-health/clinical-research-trials.dot,,,,,,105244,499,6.518,1,,1039,506,0,96.93,213,80,0,24,9,0,,,,,90b850f8b26e688d7855e8d34a713452,2.603,,,,,1.1,https://tulanehealthcare.com/your-health/clinical-research-trials.dot,2022-02-04 10:44:19
41,https://tulanehealthcare.com/covid-19/covid-19-vaccine-information/,text/html;charset=UTF-8,200,,Indexable,,COVID-19 Vaccine Information,28,270,,0,0,,0,0,,0,COVID-19 Vaccine Information,28,,0,"For questions and updates about COVID-19 vaccination, please contact your local health department at (225) 342-9500 or visit their website.",139,Latest information regarding Coronavirus,40,,,,,https://tulanehealthcare.com/covid-19/covid-19-vaccine-information/,,,,,,114601,1125,9.593,1,,1030,506,0,96.93,212,85,0,35,18,0,,,,,409c257bdfb9def18117b9f9c6d0ff67,3.54,,,,,1.1,https://tulanehealthcare.com/covid-19/covid-19-vaccine-information/,2022-02-04 10:44:18
