,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
12,https://health.tamu.edu/care/images/homepage-welcome-1.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,187393,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.246,"Thu, 03 Feb 2022 15:17:47 GMT",,,,1.1,https://health.tamu.edu/care/images/homepage-welcome-1.jpg,2022-02-04 11:26:36
13,https://health.tamu.edu/care/patients/insurance.html,text/html,200,OK,Indexable,,Insurance Information,21,190,,0,0,,0,Insurance Information,21,Institution,11,Information,11,,,,https://health.tamu.edu/care/patients/insurance.html,,,,,,23935,74,7.24,1,,211,104,0,65.41,60,31,0,18,18,0,,,,,492c69c7f41b18050487b32762cf8eb0,0.341,"Thu, 03 Feb 2022 15:27:42 GMT",,,,1.1,https://health.tamu.edu/care/patients/insurance.html,2022-02-04 11:26:36
14,https://health.tamu.edu/care/images/homepage-welcome-2.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,162046,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.358,"Thu, 03 Feb 2022 15:17:47 GMT",,,,1.1,https://health.tamu.edu/care/images/homepage-welcome-2.jpg,2022-02-04 11:26:36
15,https://health.tamu.edu/care/patients/index.html,text/html,200,OK,Non-Indexable,Canonicalised,For Patients,12,106,,0,0,,0,For Patients,12,TAMU Health Clinics Closed Feb. 3,33,Institution,11,,,,https://health.tamu.edu/care/patients/,,,,,,31802,190,7.603,1,,210,104,0,65.41,62,29,0,18,18,0,,,,,ac88655c5cbeb9243f968676a07eff9c,0.313,"Thu, 03 Feb 2022 15:27:42 GMT",,,,1.1,https://health.tamu.edu/care/patients/index.html,2022-02-04 11:26:37
16,https://health.tamu.edu/care/providers/index.html,text/html,200,OK,Non-Indexable,Canonicalised,Providers,9,84,,0,0,,0,Providers,9,Find a provider,15,Institution,11,,,,https://health.tamu.edu/care/providers/,,,,,,22265,20,7.581,1,,415,146,0,91.82,54,28,0,18,18,0,,,,,2f429a86b1979e1c68f06bea41c05cfd,0.531,"Tue, 01 Feb 2022 19:50:23 GMT",,,,1.1,https://health.tamu.edu/care/providers/index.html,2022-02-04 11:26:37
18,https://health.tamu.edu/,text/html,200,OK,Non-Indexable,Canonicalised,Texas A&M Health,16,164,"The Texas A&amp;M University Health Science Center (Texas A&amp;M Health) is creating the next generation of innovators, advocates, caregivers and life-savers through the colleges of dentistry, medicine, nursing, pharmacy and public health.",240,1455,,0,Texas A&M Health,16,INCLEMENT WEATHER,17,"Honoring the past, shaping the future",37,,,,https://health.tamu.edu/index.html,,,,,,113809,2470,16.318,1,,362,159,0,100.0,95,49,0,71,46,0,,,,,cadc74d674cc04b18bffbb6cbda799e5,0.354,"Thu, 03 Feb 2022 21:28:08 GMT",,,,1.1,https://health.tamu.edu/,2022-02-04 11:26:37
19,https://health.tamu.edu/care/patients/oms-patient-portal.html,text/html,200,OK,Indexable,,Patient Portal,14,118,,0,0,,0,Patient Portal,14,TAMU Health Clinics Closed Feb. 3,33,Two Ways to Manage Your Care,28,,,,https://health.tamu.edu/care/patients/oms-patient-portal.html,,,,,,26522,239,9.996,1,,7,4,0,2.52,55,30,0,21,21,0,,,,,540cd3265178ac302941cf4a413a6421,0.423,"Thu, 03 Feb 2022 15:27:41 GMT",,,,1.1,https://health.tamu.edu/care/patients/oms-patient-portal.html,2022-02-04 11:26:37
20,https://health.tamu.edu/care/images/logos/health-logo-stacked.svg,image/svg+xml,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,1955,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.327,"Fri, 04 Feb 2022 06:00:30 GMT",,,,1.1,https://health.tamu.edu/care/images/logos/health-logo-stacked.svg,2022-02-04 11:26:38
21,https://health.tamu.edu/about/admin/operations.html,text/html,200,OK,Indexable,,Health Science Center Operations & Facilities,45,401,,0,0,,0,Operations & Facilities,23,About,5,Resources,9,,,,https://health.tamu.edu/about/admin/operations.html,,,,,,30343,235,12.423,1,,161,159,0,100.0,87,49,0,42,36,0,,,,,6b163ccc2d83f4618f146286ef5cac5b,0.469,"Wed, 29 Dec 2021 17:11:10 GMT",,,,1.1,https://health.tamu.edu/about/admin/operations.html,2022-02-04 11:26:37
22,https://health.tamu.edu/care/images/logos/health-logo-horizontal.svg,image/svg+xml,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,1737,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.374,"Fri, 04 Feb 2022 06:00:30 GMT",,,,1.1,https://health.tamu.edu/care/images/logos/health-logo-horizontal.svg,2022-02-04 11:26:38
23,https://health.tamu.edu/care/images/homepage-welcome-3.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,181979,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.402,"Thu, 03 Feb 2022 15:17:47 GMT",,,,1.1,https://health.tamu.edu/care/images/homepage-welcome-3.jpg,2022-02-04 11:26:38
24,https://health.tamu.edu/care/images/patient-portal.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,52885,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.456,"Thu, 03 Feb 2022 15:17:48 GMT",,,,1.1,https://health.tamu.edu/care/images/patient-portal.jpg,2022-02-04 11:26:38
25,https://health.tamu.edu/community/professional-education.html,text/html,200,OK,Indexable,,Education opportunities for health care professionals,53,461,The Texas A&amp;M Health Science Center is mobilizing health professionals to educate communities to take personal responsibility for their own health through education and training for professionals in the field to increase the reach and impact of its programs.,262,1587,,0,Professional Education,22,Professional Programs and Education for Rural Areas,51,Professional Diabetes education,31,,,,https://health.tamu.edu/community/professional-education.html,,,,,,30706,407,15.338,1,,233,115,0,72.33,83,45,0,43,38,0,,,,,7fb1beec693648503b7801852449e005,0.672,"Wed, 29 Dec 2021 17:13:15 GMT",,,,1.1,https://health.tamu.edu/community/professional-education.html,2022-02-04 11:26:38
26,https://health.tamu.edu/giving.html,text/html,200,OK,Indexable,,Giving to the Health Science Center,35,315,,0,0,,0,Giving,6,The single largest gift,23,Opportunities for Philanthropy,30,,,,https://health.tamu.edu/giving.html,,,,,,42748,512,12.111,1,,171,158,0,99.37,83,45,0,48,42,0,,,,,6b1c6b9cff25319328f384380cf8a968,0.488,"Wed, 29 Dec 2021 17:11:38 GMT",,,,1.1,https://health.tamu.edu/giving.html,2022-02-04 11:26:38
27,https://health.tamu.edu/press/,,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,1,,115,115,0,72.33,0,0,0,0,0,0,,,,,,0.328,,https://health.tamu.edu/press/index.html,HTTP Redirect,,1.1,https://health.tamu.edu/press/,2022-02-04 11:26:39
28,https://health.tamu.edu/care/privacy/index.html,text/html,200,OK,Non-Indexable,Canonicalised,Privacy Notice,14,127,,0,0,,0,Privacy Notice,14,"The Health Insurance Portability and Accountability Act, Notice of Privacy Practices",84,Institution,11,,,,https://health.tamu.edu/care/privacy/,,,,,,23902,113,8.187,1,,149,147,0,92.45,59,30,0,18,18,0,,,,,fc415d87267814b9ee18c84a4370d813,0.299,"Wed, 12 Jan 2022 17:51:42 GMT",,,,1.1,https://health.tamu.edu/care/privacy/index.html,2022-02-04 11:26:39
29,https://health.tamu.edu/site-policies/accessibility.html,text/html,200,OK,Indexable,,Electronic and information resource Accessibility Compliance Plan,65,581,,0,0,,0,EIR Accessibility Compliance Plan,33,Overview,8,Requirements,12,,,,https://health.tamu.edu/site-policies/accessibility.html,,,,,,36298,1085,25.712,1,,168,159,0,100.0,90,46,0,45,40,0,,,,,dcb74d1431ef346eb5f80dd17e35b184,0.449,"Wed, 29 Dec 2021 17:13:21 GMT",,,,1.1,https://health.tamu.edu/site-policies/accessibility.html,2022-02-04 11:26:39
30,https://emergency.health.tamu.edu/,text/html; charset=UTF-8,200,OK,Indexable,,Emergency Information,21,204,,0,0,,0,Emergency Information,21,Emergency Updates,17,Emergency Procedures,20,max-image-preview:large,,,https://emergency.health.tamu.edu/,,,,,,42802,3014,44.001,1,,8,8,0,5.03,9,6,0,28,28,0,,,,,f4d0228353658cdf0c04f9ab2128a41f,0.972,,,,,1.1,https://emergency.health.tamu.edu/,2022-02-04 11:26:38
31,https://health.tamu.edu/care/patients/patient-portal.html,text/html,200,OK,Indexable,,Patient Portal,14,118,,0,0,,0,Patient Portal,14,TAMU Health Clinics Closed Feb. 3,33,Two Ways to Manage Your Care,28,,,,https://health.tamu.edu/care/patients/patient-portal.html,,,,,,26427,229,9.786,1,,244,104,0,65.41,56,29,0,21,21,0,,,,,19a7973726bc7dbd46c6416a94f6629,0.332,"Thu, 03 Feb 2022 15:27:42 GMT",,,,1.1,https://health.tamu.edu/care/patients/patient-portal.html,2022-02-04 11:26:39
32,https://health.tamu.edu/care/jobs/index.html,text/html,200,OK,Non-Indexable,Canonicalised,Professional Practice Opportunities,35,309,,0,0,,0,Professional Practice Opportunities,35,Contact,7,Institution,11,,,,https://health.tamu.edu/care/jobs/,,,,,,22398,303,14.709,1,,285,158,0,99.37,57,28,0,23,23,0,,,,,cc0060596bf789729884e8582016076,0.304,"Wed, 12 Jan 2022 17:51:06 GMT",,,,1.1,https://health.tamu.edu/care/jobs/index.html,2022-02-04 11:26:39
33,https://health.tamu.edu/jobs/,,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,1,,115,115,0,72.33,0,0,0,0,0,0,,,,,,0.204,,https://health.tamu.edu/jobs/index.html,HTTP Redirect,,1.1,https://health.tamu.edu/jobs/,2022-02-04 11:26:39
34,https://health.tamu.edu/care/,,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.195,,https://health.tamu.edu/care/index.html,HTTP Redirect,,1.1,https://health.tamu.edu/care/,2022-02-04 11:26:39
35,https://health.tamu.edu/care/patients/resources.html,text/html,200,OK,Indexable,,Resources,9,95,,0,0,,0,Resources,9,Take control of your health,27,Classes & Programs,18,,,,https://health.tamu.edu/care/patients/resources.html,,,,,,27845,156,8.005,1,,212,104,0,65.41,58,29,0,20,20,0,,,,,6bfe3241213e3749fe56a71e3d7277a,0.284,"Thu, 03 Feb 2022 15:27:41 GMT",,,,1.1,https://health.tamu.edu/care/patients/resources.html,2022-02-04 11:26:39
36,https://health.tamu.edu/care/specialties/family-care/index.html,text/html,200,OK,Non-Indexable,Canonicalised,Family Care,11,107,,0,0,,0,Family Care,11,About Family Care,17,Locations,9,,,,https://health.tamu.edu/care/specialties/family-care/,,,,,,52598,498,8.464,1,,316,104,0,65.41,76,47,0,19,19,0,,,,,f02df063c43e319212869bae00b3d2c0,0.358,"Wed, 12 Jan 2022 17:54:20 GMT",,,,1.1,https://health.tamu.edu/care/specialties/family-care/index.html,2022-02-04 11:26:39
37,https://health.tamu.edu/care/specialties/oral-care/index.html,text/html,200,OK,Non-Indexable,Canonicalised,Oral Care,9,85,,0,0,,0,Oral Care,9,About Oral Care,15,Locations,9,,,,https://health.tamu.edu/care/specialties/oral-care/,,,,,,30989,135,6.84,1,,212,104,0,65.41,59,30,0,19,19,0,,,,,e753ed6d7e066df74f8e4be3e16b9e89,0.335,"Wed, 12 Jan 2022 17:54:02 GMT",,,,1.1,https://health.tamu.edu/care/specialties/oral-care/index.html,2022-02-04 11:26:40
38,https://health.tamu.edu/care/images/btn-portal.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,34347,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.333,"Thu, 03 Feb 2022 15:27:42 GMT",,,,1.1,https://health.tamu.edu/care/images/btn-portal.jpg,2022-02-04 11:26:40
39,https://health.tamu.edu/care/student-health/index.html,text/html,200,OK,Non-Indexable,Canonicalised,Health Care Services available to Texas A&M Students,52,482,,0,0,,0,Health Care Services for Texas A&M Students,43,Important Notice,16,Colleges,8,,,,https://health.tamu.edu/care/student-health/,,,,,,29203,529,16.278,1,,161,158,0,99.37,23,15,0,44,43,0,,,,,5679862e1058864c73d946525c7288ea,0.336,"Thu, 16 Sep 2021 13:44:22 GMT",,,,1.1,https://health.tamu.edu/care/student-health/index.html,2022-02-04 11:26:40
41,https://health.tamu.edu/jobs/index.html,text/html,200,OK,Indexable,,Job Opportunities,17,156,"The Texas A&amp;M Health Science Center is committed to attracting and retaining a talented workforce to support our unified purpose of transforming lives through teaching, research and service.",194,1186,,0,Jobs,4,How to Apply,12,Faculty jobs,12,,,,https://health.tamu.edu/jobs/index.html,,,,,,30161,175,9.629,1,,161,159,0,100.0,84,46,0,40,35,0,,,,,55d054846d62f5b4073ce0beca953854,0.405,"Wed, 29 Dec 2021 17:12:04 GMT",,,,1.1,https://health.tamu.edu/jobs/index.html,2022-02-04 11:26:40
42,https://health.tamu.edu/care/patients/appointment.html,text/html,200,OK,Indexable,,Request an Appointment,22,218,,0,0,,0,Request an Appointment,22,TAMU Health Clinics Closed Feb. 3,33,Institution,11,,,,https://health.tamu.edu/care/patients/appointment.html,,,,,,18535,135,11.385,1,,275,104,0,65.41,55,29,0,19,19,0,,,,,684d1994127d2fe374620cd2ac498e84,0.31,"Thu, 03 Feb 2022 15:27:40 GMT",,,,1.1,https://health.tamu.edu/care/patients/appointment.html,2022-02-04 11:26:40
43,https://health.tamu.edu/care/locations.html,text/html,200,OK,Indexable,,Find a Location,15,135,,0,0,,0,Find a Location,15,Institution,11,Information,11,,,,https://health.tamu.edu/care/locations.html,,,,,,24557,139,8.845,1,,352,104,0,65.41,63,33,0,18,18,0,,,,,d6c0f058335d8fe3f8645cb3ca574208,0.441,"Wed, 12 Jan 2022 17:54:33 GMT",,,,1.1,https://health.tamu.edu/care/locations.html,2022-02-04 11:26:40
44,https://health.tamu.edu/care/images/btn-appointment.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,144829,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.325,"Thu, 03 Feb 2022 15:27:42 GMT",,,,1.1,https://health.tamu.edu/care/images/btn-appointment.jpg,2022-02-04 11:26:41
45,https://health.tamu.edu/care/docs/family-care/officepolicy-esp.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,72013,0,0.0,2,,41,41,0,25.79,0,0,0,0,0,0,,,,,,0.371,"Wed, 26 Jan 2022 16:29:34 GMT",,,,1.1,https://health.tamu.edu/care/docs/family-care/officepolicy-esp.pdf,2022-02-04 11:26:41
46,https://health.tamu.edu/care/specialties/behavioral-care/index.html,text/html,200,OK,Non-Indexable,Canonicalised,Behavioral and Mental Health Care,33,307,,0,0,,0,Behavioral and Mental Health Care,33,About Behavioral and Mental Health Care,39,Clinics,7,,,,https://health.tamu.edu/care/specialties/behavioral-care/,,,,,,34543,167,7.211,1,,212,104,0,65.41,59,30,0,19,19,0,,,,,7ce3499e0015ba9ec19d7ff903fb8a55,0.36,"Wed, 12 Jan 2022 17:54:11 GMT",,,,1.1,https://health.tamu.edu/care/specialties/behavioral-care/index.html,2022-02-04 11:26:41
47,https://health.tamu.edu/care/images/homepage-healthhub.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,71937,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.522,"Thu, 03 Feb 2022 15:17:48 GMT",,,,1.1,https://health.tamu.edu/care/images/homepage-healthhub.jpg,2022-02-04 11:26:41
48,https://health.tamu.edu/care/docs/family-care/officepolicy-esp.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,44066,0,0.0,2,,41,41,0,25.79,0,0,0,0,0,0,,,,,,0.505,"Wed, 26 Jan 2022 16:29:34 GMT",,,,1.1,https://health.tamu.edu/care/docs/family-care/officepolicy-esp.docx,2022-02-04 11:26:41
49,https://health.tamu.edu/care/specialties/oral-care/services/facial-rejuvenation.html,text/html,200,OK,Indexable,,Non-Surgical Facial Rejuvenation,32,295,,0,0,,0,Non-Surgical Facial Rejuvenation,32,Non-Surgical Facial Rejuvenation Locations,42,Related Services,16,,,,https://health.tamu.edu/care/specialties/oral-care/services/facial-rejuvenation.html,,,,,,45452,781,13.708,1,,16,15,0,9.43,85,56,0,18,18,0,,,,,67bf4b54b77f7f9c35fde3e47f1d4473,0.485,"Wed, 12 Jan 2022 17:53:59 GMT",,,,1.1,https://health.tamu.edu/care/specialties/oral-care/services/facial-rejuvenation.html,2022-02-04 11:26:41
51,https://health.tamu.edu/care/specialties/,,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.46,,https://health.tamu.edu/care/specialties/index.html,HTTP Redirect,,1.1,https://health.tamu.edu/care/specialties/,2022-02-04 11:26:41
52,https://health.tamu.edu/care/docs/family-care/officepolicy-eng.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,41988,0,0.0,2,,41,41,0,25.79,0,0,0,0,0,0,,,,,,0.339,"Wed, 26 Jan 2022 16:29:33 GMT",,,,1.1,https://health.tamu.edu/care/docs/family-care/officepolicy-eng.docx,2022-02-04 11:26:41
53,https://health.tamu.edu/care/specialties/oral-care/locations/fort-worth.html,text/html,200,OK,Indexable,,Oral and Maxillofacial Surgery Fort Worth,41,363,,0,0,,0,Oral and Maxillofacial Surgery Fort Worth,41,About the Clinic,16,Location,8,,,,https://health.tamu.edu/care/specialties/oral-care/locations/fort-worth.html,,,,,,32421,661,17.09,2,,18,16,0,10.06,91,61,0,21,21,0,,,,,9b0270eddda7e565faf6726337c0bf48,0.572,"Wed, 12 Jan 2022 17:54:06 GMT",,,,1.1,https://health.tamu.edu/care/specialties/oral-care/locations/fort-worth.html,2022-02-04 11:26:41
54,https://health.tamu.edu/care/specialties/family-care/services/steroid-injections.html,text/html,200,OK,Indexable,,Steroid Injections,18,151,,0,0,,0,Steroid Injections,18,What are steroid injections?,28,Steroid Injections Locations,28,,,,https://health.tamu.edu/care/specialties/family-care/services/steroid-injections.html,,,,,,42181,378,8.399,2,,7,6,0,3.77,84,56,0,18,18,0,,,,,e6e6fe4eb05e738bb57d48775aab449,0.336,"Wed, 12 Jan 2022 17:55:00 GMT",,,,1.1,https://health.tamu.edu/care/specialties/family-care/services/steroid-injections.html,2022-02-04 11:26:42
55,https://health.tamu.edu/care/privacy/,,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.341,,https://health.tamu.edu/care/privacy/index.html,HTTP Redirect,,1.1,https://health.tamu.edu/care/privacy/,2022-02-04 11:26:42
56,https://health.tamu.edu/care/specialties/family-care/services/vasectomy.html,text/html,200,OK,Indexable,,Vasectomy,9,97,,0,0,,0,Vasectomy,9,What is a Vasectomy?,20,Vasectomy Service Locations,27,,,,https://health.tamu.edu/care/specialties/family-care/services/vasectomy.html,,,,,,42004,362,8.092,2,,6,5,0,3.14,84,56,0,18,18,0,,,,,fee3e4b00a9009959d8cc4dbd75aa50,0.33,"Wed, 12 Jan 2022 17:55:03 GMT",,,,1.1,https://health.tamu.edu/care/specialties/family-care/services/vasectomy.html,2022-02-04 11:26:42
57,https://health.tamu.edu/care/specialties/family-care/,,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.293,,https://health.tamu.edu/care/specialties/family-care/index.html,HTTP Redirect,,1.1,https://health.tamu.edu/care/specialties/family-care/,2022-02-04 11:26:42
58,https://health.tamu.edu/care/images/oral-care-square.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,103938,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.389,"Wed, 12 Jan 2022 17:56:15 GMT",,,,1.1,https://health.tamu.edu/care/images/oral-care-square.jpg,2022-02-04 11:26:42
