"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Title 2","Title 2 Length","Title 2 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://www.massgeneral.org/transplant/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","The Transplant Center","21","199","","0","0","The Transplant Center at Massachusetts General Hospital is the largest in New England and is made up of leading specialists in every area, offering all types of transplants currently available.","193","1181","","0","","0","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/transplant","","","","","","70646","333","9.003","2","","2218","1084","94.020","241","114","15","10","","","","","a4b28db7bbfd9f5e1370056107db653e","0.665","","","","","HTTP/1.1","https://www.massgeneral.org/transplant/","2021-09-20 10:32:40"
"https://www.massgeneral.org/news/hotline/HTL091021/20-years-later-reflecting-on-a-call-to-help","text/html; charset=UTF-8","200","OK","Indexable","","20 Years Later, Reflecting on a Call to Help","44","379","","0","0","Two decades after her deployment to Ground Zero in the aftermath of the Sept. 11, 2001, terrorist attacks, Susan Diehl, RN, vividly remembers the relatives.  “Each morning when we’d arrive at the police barricades, people would be standing there with pictures of their loved ones, asking us to look for them,” she says. “Hours later, after a hard shift when we were ready to get back on the shuttle bus to the hotel, they were still there—waiting for word.”","457","2793","","0","20 Years Later, Reflecting on a Call to Help","44","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/news/hotline/HTL091021/20-years-later-reflecting-on-a-call-to-help","","","","","","78893","1437","15.907","2","","49","34","2.950","231","109","15","10","","","","","52e006e0b60796a9de91fb220ff6c482","0.833","","","","","HTTP/1.1","https://www.massgeneral.org/news/hotline/HTL091021/20-years-later-reflecting-on-a-call-to-help","2021-09-20 10:32:40"
"https://www.massgeneral.org/conditions-and-treatments/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Conditions and Treatments","25","239","","0","0","Mass General offers diagnostic and treatment options for common and complex medical conditions.","95","614","","0","Conditions & Treatments","23","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/conditions-and-treatments","","","","","","67700","432","9.829","2","","1100","1084","94.020","222","96","16","11","","","","","a959e0acdeb0b2ce7908f374ee806e89","0.278","","","","","HTTP/1.1","https://www.massgeneral.org/conditions-and-treatments/","2021-09-20 10:32:40"
"https://www.massgeneral.org/physical-medicine-rehabilitation/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Department of Physical Medicine and Rehabilitation Service","58","526","","0","0","The Massachusetts General Hospital Physical Medicine and Rehabilitation Service improves quality of care by bringing additional knowledge and expertise to the management of patients with disabilities and pain syndromes.","219","1380","","0","Physical Medicine and Rehabilitation Service","44","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/physical-medicine-rehabilitation","","","","","","68038","462","10.161","2","","2185","1084","94.020","219","96","17","11","","","","","aa6abed172bc4d250424873857e54ce4","0.753","","","","","HTTP/1.1","https://www.massgeneral.org/physical-medicine-rehabilitation/","2021-09-20 10:32:40"
"https://www.massgeneral.org/notices/medical-records","text/html; charset=UTF-8","200","OK","Indexable","","Medical Records","15","148","","0","0","Learn how to request a copy of your medical records at Massachusetts General Hospital.","86","554","","0","","0","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/notices/medical-records","","","","","","61768","331","9.588","2","","2187","1084","94.020","215","93","15","10","","","","","14dd4c5ea363fab1e4332b1227e90c55","0.275","","","","","HTTP/1.1","https://www.massgeneral.org/notices/medical-records","2021-09-20 10:32:41"
"https://www.massgeneral.org/news/browse","text/html; charset=UTF-8","200","OK","Indexable","","Browse Mass General News","24","248","","0","0","Search all news and articles from Mass General.","47","301","","0","Browse Mass General News","24","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/news/browse","","","","","","163408","873","8.105","2","","37","7","0.610","238","106","15","10","","","","","8b907b61d457ab7b02675ec8a12d372d","0.155","","","","","HTTP/1.1","https://www.massgeneral.org/news/browse","2021-09-20 10:32:41"
"https://www.massgeneral.org/education/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Education","9","89","","0","0","Massachusetts General Hospital offers exceptional learning experiences for all health professions, from student opportunities to specialized residencies and fellowships to continuing professional development.","208","1287","","0","Education","9","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/education","","","","","","73640","457","9.487","2","","4406","1084","94.020","236","105","20","13","","","","","a46f38442be22e28d28a853599d16ca2","0.307","","","","","HTTP/1.1","https://www.massgeneral.org/education/","2021-09-20 10:32:41"
"https://www.massgeneral.org/research/industry-collaborations/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Invitation to Industry","22","176","","0","0","The Mass General Research Institute is committed to collaborating with industry at all stages of research.","106","653","","0","Invitation to Industry","22","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/research/industry-collaborations","","","","","","85398","590","10.277","2","","2245","1084","94.020","263","120","24","15","","","","","31d55749772114ac80972d7a8c0340ff","0.269","","","","","HTTP/1.1","https://www.massgeneral.org/research/industry-collaborations/","2021-09-20 10:32:41"
"https://www.massgeneral.org/neurology/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Department of Neurology","23","221","","0","0","We integrate compassionate care with innovative research and rigorous medical training. Our subspecialty care is aided by the latest technology, from life-saving intervention for acute brain trauma to expert management of chronic illnesses.","240","1487","","0","Department of Neurology","23","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/neurology","","","","","","86221","719","10.434","2","","2220","1085","94.100","267","127","20","14","","","","","daf174641f28e89394464b618ccc5c09","0.501","","","","","HTTP/1.1","https://www.massgeneral.org/neurology/","2021-09-20 10:32:41"
"https://www.massgeneral.org/news/press-release/Impaired-T-cell-function-precedes-loss-of-natural-HIV-control","text/html; charset=UTF-8","200","OK","Indexable","","Impaired T cell function precedes loss of natural HIV control","61","522","","0","0","","0","0","","0","","0","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/news/press-release/Impaired-T-cell-function-precedes-loss-of-natural-HIV-control","","","","","","62432","334","9.506","2","","42","27","2.340","216","95","15","10","","","","","142098692f36904e4ee5a192aced5457","0.322","","","","","HTTP/1.1","https://www.massgeneral.org/news/press-release/Impaired-T-cell-function-precedes-loss-of-natural-HIV-control","2021-09-20 10:32:41"
"https://www.massgeneral.org/international/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","International Patient Center","28","239","","0","0","The Mass General International Patient Center offers state-of-the-art comprehensive care and dedicated services for patients from around the world.","147","922","","0","International Services at Mass General","38","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/international","","","","","","84577","726","10.559","2","","2246","1084","94.020","255","106","18","12","","","","","fe94d335164121dd8abaf6beb7b16b0b","0.351","","","","","HTTP/1.1","https://www.massgeneral.org/international/","2021-09-20 10:32:41"
"https://www.massgeneral.org/news/press-release/Massachusetts-general-hospital-marks-200-years-of-patient-care","text/html; charset=UTF-8","200","OK","Indexable","","Massachusetts General Hospital marks 200 years of patient care","62","566","","0","0","","0","0","","0","Massachusetts General Hospital marks 200 years of patient care","62","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/news/press-release/Massachusetts-general-hospital-marks-200-years-of-patient-care","","","","","","67953","914","14.368","2","","35","20","1.730","220","98","15","10","","","","","b18fdda99f91accbac7b13f525aef571","0.345","","","","","HTTP/1.1","https://www.massgeneral.org/news/press-release/Massachusetts-general-hospital-marks-200-years-of-patient-care","2021-09-20 10:32:41"
"https://www.massgeneral.org/about/browse-centers-and-departments","text/html; charset=UTF-8","200","OK","Indexable","","Browse Centers & Departments","28","277","","0","0","Learn more about the services and programs offered by departments at Massachusetts General Hospital.","100","653","","0","Centers and Departments","23","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/about/browse-centers-and-departments","","","","","","73775","702","11.690","2","","7626","1084","94.020","238","102","16","11","","","","","6936b438a37be5a3a78d3b90a5463c48","0.146","","","","","HTTP/1.1","https://www.massgeneral.org/about/browse-centers-and-departments","2021-09-20 10:32:42"
"https://www.massgeneral.org/cancer-center/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Mass General Cancer Center","26","257","","0","0","Welcome to Mass General Cancer Center, one of the world’s leading cancer programs. We combine our innovative research and powerful therapeutic breakthroughs with a human, compassionate touch that honors your very personal cancer experience. .","242","1573","","0","Mass General Cancer Center","26","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/cancer-center","","","","","","112120","1225","10.731","2","","3344","1084","94.020","290","135","19","14","","","","","a1770c35a1a51fa27b6f8d6d028467d4","0.337","","","","","HTTP/1.1","https://www.massgeneral.org/cancer-center/","2021-09-20 10:32:42"
"https://www.massgeneral.org/ar/international","text/html; charset=UTF-8","200","OK","Indexable","","مركز المرضى الدوليين","20","149","","0","0","يقدم مركز المرضى الدوليين �?ي مستش�?ى ماساتشوستس العام رعاية شاملة متطورة وخدمات م�?كرّسة للمرضى من جميع أنحاء العالم.","118","625","","0","مستشفى ماساتشوستس العام","23","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/ar/international","","","","","","86772","725","10.479","2","","1108","1084","94.020","249","106","18","12","","","","","5c0168aee553b855d7441813d2f78902","0.311","","","","","HTTP/1.1","https://www.massgeneral.org/ar/international","2021-09-20 10:32:42"
"https://www.massgeneral.org/services/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Services and Amenities at Mass General","38","356","","0","0","Mass General offers a wide range of services and amenities for patients, visitors and staff alike.","98","597","","0","Services and Amenities","22","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/services","","","","","","72144","715","11.719","2","","2185","1084","94.020","228","104","17","12","","","","","81973ebe18c9e3db1228d96c92482a89","0.304","","","","","HTTP/1.1","https://www.massgeneral.org/services/","2021-09-20 10:32:42"
"https://www.massgeneral.org/locations/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Mass General Locations","22","213","","0","0","Search Mass General locations in and around the Boston area.","60","392","","0","Mass General Locations","22","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/locations","","","","","","81727","709","10.597","2","","6540","1084","94.020","263","108","15","10","","","","","d088baed45c9f8cf4b2d11905123d29c","0.151","","","","","HTTP/1.1","https://www.massgeneral.org/locations/","2021-09-20 10:32:42"
"https://www.massgeneral.org/primary-care/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Primary Care","12","117","","0","0","Massachusetts General Hospital provides comprehensive primary care and medical specialty services to 200,000 adult and pediatric patients in locations throughout Greater Boston.","177","1125","","0","Primary Care","12","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/primary-care","","","","","","75378","520","10.039","2","","2199","1084","94.020","246","114","20","12","","","","","b205f04ddb732a96481d39a36ce1c12e","0.323","","","","","HTTP/1.1","https://www.massgeneral.org/primary-care/","2021-09-20 10:32:42"
"https://www.massgeneral.org/research/clinical-trials/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Clinical Trials","15","120","","0","0","Massachusetts General Hospital invites patients and the community to participate in innovative clinical trials and research studies.","132","807","","0","Clinical Trials","15","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/research/clinical-trials","","","","","","78145","480","10.053","2","","2246","1084","94.020","255","119","25","17","","","","","4b7d71bf335465b373ee22f824dc7291","0.337","","","","","HTTP/1.1","https://www.massgeneral.org/research/clinical-trials/","2021-09-20 10:32:42"
"https://www.massgeneral.org/notices/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Legal and Administrative Notices","32","289","","0","0","Guided by the needs of our patients and their families, Massachusetts General Hospital aims to deliver the very best health care in a safe, compassionate environment; to advance that care through innovative research and education; and to improve the health and well-being of the diverse communities we serve.","308","1933","","0","Legal and Administrative Notices","32","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/notices","","","","","","65678","462","10.375","2","","2184","1084","94.020","231","101","15","10","","","","","2c0b47d1b277afea01299585a3d4f444","0.327","","","","","HTTP/1.1","https://www.massgeneral.org/notices/","2021-09-20 10:32:42"
"https://www.massgeneral.org/research/about/overview-of-the-research-institute","text/html; charset=UTF-8","200","OK","Indexable","","Overview of the Research Institute","34","300","","0","0","Massachusetts General Hospital is home to the largest hospital-based research enterprise in the United States, with an annual budget of over $928 million in 2018. The Mass General Research Institute promotes, supports and guides research at the hospital.","254","1595","","0","About the Research Institute","28","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/research/about/overview-of-the-research-institute","","","","","","84942","795","11.697","2","","1168","1084","94.020","267","119","27","18","","","","","63960af27edccb6551b33b6d5630fd8","0.343","","","","","HTTP/1.1","https://www.massgeneral.org/research/about/overview-of-the-research-institute","2021-09-20 10:32:42"
"https://www.massgeneral.org/about/support","text/html; charset=UTF-8","200","OK","Indexable","","Giving","6","57","","0","0","Your support helps provide the best possible care to every patient today, while expanding the boundaries of what will be possible in health care tomorrow.","154","950","","0","Give to Mass General","20","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/about/support","","","","","","73393","752","11.626","2","","2207","1094","94.880","236","105","16","11","","","","","c973538687fbdc29dd5d3fbb385c4cc2","0.315","","","","","HTTP/1.1","https://www.massgeneral.org/about/support","2021-09-20 10:32:43"
"https://www.massgeneral.org/neurosurgery/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Neurosurgery","12","121","","0","0","The Department of Neurosurgery at Massachusetts General Hospital performs more than 4,300 procedures each year, safely removing tumors considered inoperable by other hospitals.","176","1142","neurosurgery","12","Neurosurgery","12","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/neurosurgery","","","","","","88683","782","10.127","2","","2214","1086","94.190","257","117","23","15","","","","","a16daa2d560564a8142ef53f5ce271f5","0.447","","","","","HTTP/1.1","https://www.massgeneral.org/neurosurgery/","2021-09-20 10:32:43"
"https://www.massgeneral.org/news/press-release/Diet-may-affect-risk-and-severity-of-covid19","text/html; charset=UTF-8","200","OK","Indexable","","Diet may affect risk and severity of COVID-19","45","397","","0","0","","0","0","","0","Diet may affect risk and severity of COVID-19","45","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/news/press-release/Diet-may-affect-risk-and-severity-of-covid19","","","","","","69870","1136","16.241","2","","36","21","1.820","220","98","15","10","","","","","4f5afcd4ec90d9b7d46e2d70a13393a1","0.414","","","","","HTTP/1.1","https://www.massgeneral.org/news/press-release/Diet-may-affect-risk-and-severity-of-covid19","2021-09-20 10:32:43"
"https://www.massgeneral.org/news/coronavirus/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Coronavirus (COVID-19)","22","217","","0","0","If you are experiencing symptoms, please call your primary health care provider. Please do not come to an urgent care clinic or emergency room, unless you have been instructed to do so by your health care provider, for your safety and the safety of others.","256","1590","","0","Coronavirus (COVID-19)","22","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/news/coronavirus","","","","","","88346","760","10.604","2","","1167","1084","94.020","271","128","16","11","","","","","724da59d7e247ea272b9a5f63a4b50fd","0.335","","","","","HTTP/1.1","https://www.massgeneral.org/news/coronavirus/","2021-09-20 10:32:43"
"https://www.massgeneral.org/pathology/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Department of Pathology","23","218","","0","0","The Pathology Service at Massachusetts General Hospital is an international leader in diagnosis and discovery.","110","693","","0","Department of Pathology","23","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/pathology","","","","","","97529","1073","11.497","2","","2219","1084","94.020","270","130","19","14","","","","","1f84c32309014992648e7e3ea06cc20c","0.545","","","","","HTTP/1.1","https://www.massgeneral.org/pathology/","2021-09-20 10:32:43"
"https://www.massgeneral.org/es/internacional/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Servicios internacionales en Mass General","41","375","","0","0","El Centro para Pacientes Internacionales de Mass General ofrece una atención integral de vanguardia y servicios especializados para pacientes de todo el mundo.","159","1015","","0","Servicios internacionales en Mass General","41","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/es/internacional","","","","","","87512","860","11.338","2","","2215","1084","94.020","249","107","18","12","","","","","4607c711216d476bf8d003152a67b46c","0.407","","","","","HTTP/1.1","https://www.massgeneral.org/es/internacional/","2021-09-20 10:32:43"
"https://www.massgeneral.org/visit/accessibility/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Accessibility at Massachusetts General Hospital","47","420","","0","0","Massachusetts General Hospital is committed to making our facilities and medical services accessible, creating a welcoming environment for all.","143","893","","0","Accessibility at Massachusetts General Hospital","47","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/visit/accessibility","","","","","","79973","931","13.246","2","","2229","1084","94.020","253","112","17","12","","","","","345dd5df26b9d5e93522bb29aa9506b9","0.382","","","","","HTTP/1.1","https://www.massgeneral.org/visit/accessibility/","2021-09-20 10:32:44"
"https://www.massgeneral.org/cancer-center/radiation-oncology/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Department of Radiation Oncology","32","303","","0","0","The Massachusetts General Hospital Department of Radiation Oncology is a leader in developing and implementing some of the most innovative and effective radiation therapies in the world.","186","1175","","0","","0","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/cancer-center/radiation-oncology","","","","","","68685","333","9.133","2","","2206","1084","94.020","234","111","15","10","","","","","6655eb4290670b5220c4f48e9bbed426","0.505","","","","","HTTP/1.1","https://www.massgeneral.org/cancer-center/radiation-oncology/","2021-09-20 10:32:44"
"https://www.massgeneral.org/visit/maps-and-directions/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Maps & Directions to the Main Campus","36","344","","0","0","Massachusetts General Hospital's main campus spans nearly 30 buildings and includes the main hospital, the Lunder Building, the Yawkey Center and the Wang Ambulatory Care Center. The maps on this page will help you plan your visit.","231","1466","","0","Maps & Directions","17","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/visit/maps-and-directions","","","","","","73946","489","9.990","2","","2233","1084","94.020","248","110","16","11","","","","","4b4cbe22d2c779e905f9e8390369859d","0.470","","","","","HTTP/1.1","https://www.massgeneral.org/visit/maps-and-directions/","2021-09-20 10:32:44"
"https://www.massgeneral.org/research/about/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","About Research at Mass General","30","291","","0","0","Learn more about the extensive research enterprise at Massachusetts General Hospital, and see how our investigators are working to push the boundaries of science and medicine.","175","1121","","0","Overview of Research","20","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/research/about","","","","","","82679","551","10.023","2","","1155","1084","94.020","260","119","23","15","","","","","eb7ca8e9eb4aa8bcfd2243dd46cd9e15","0.304","","","","","HTTP/1.1","https://www.massgeneral.org/research/about/","2021-09-20 10:32:44"
"https://www.massgeneral.org/news/article/transplant-center-substance-use-disorder-policy","text/html; charset=UTF-8","200","OK","Indexable","","Policy and Procedure for Consideration of Candidates with Substance Use Disorders","81","743","","0","0","To ensure nondiscrimination on the basis of disability in the evaluation of candidates with Substance Use Disorders.","116","719","","0","Policy and Procedure for Consideration of Candidates with Substance Use Disorders","81","","0","The Mass General Difference","27","Conditions & Treatments","23","","","","https://www.massgeneral.org/news/article/transplant-center-substance-use-disorder-policy","","","","","","65486","512","11.176","2","","18","3","0.260","221","99","15","10","","","","","130e84ed180065686d2ad7f3330287e2","0.432","","","","","HTTP/1.1","https://www.massgeneral.org/news/article/transplant-center-substance-use-disorder-policy","2021-09-20 10:32:44"
