"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://www.stvincenthospital.com/patients","text/html; charset=utf-8","200","OK","Indexable","","Information for Patients of Saint Vincent","41","346","Find out more information about Saint Vincent including insurance, medical records and hospital stay information","112","693","Patient Information and Resources","33","Patients","8","","0","Billing & Insurance","19","Patient & Caregiver Information","31","","","","https://www.stvincenthospital.com/patients","","","","","","74321","606","6.051","1","","1149","1121","100.000","47","28","2","2","","","","","aea8d7eb064ff487db3ced193c169faf","0.064","","","","","HTTP/1.1","https://www.stvincenthospital.com/patients","2021-09-17 14:23:45"
"https://www.stvincenthospital.com/portal","text/html; charset=utf-8","200","OK","Indexable","","Patient Portal - Saint Vincent Hospital - Worcester MA","54","472","The Patient Login page for the Online Portal that allows you to access medical records and hospital information","111","688","","0","Portal","6","","0","","0","","0","","","","https://www.stvincenthospital.com/portal","","","","","","49049","89","3.013","1","","2250","1121","100.000","40","23","5","4","","","","","c817c0cb283add7f27fa6eba175e6d20","0.060","","","","","HTTP/1.1","https://www.stvincenthospital.com/portal","2021-09-17 14:23:45"
"https://www.stvincenthospital.com/schedule-an-appointment","text/html; charset=utf-8","200","OK","Indexable","","Schedule an Appointment","23","227","Whether you are looking for a primary care doctor or a specialist for a particular condition, we have assembled an extensive network of healthcare providers to meet your needs.","176","1098","Schedule an Appointment","23","Schedule an Appointment","23","","0","Not Ready to take the Next Step?","32","","0","","","","https://www.stvincenthospital.com/schedule-an-appointment","","","","","","55242","212","3.887","1","","122","120","10.700","43","26","3","3","","","","","de77c2f9f63ac8a6092e7b291f9379f1","0.068","","","","","HTTP/1.1","https://www.stvincenthospital.com/schedule-an-appointment","2021-09-17 14:23:45"
"https://www.stvincenthospital.com/news/newsroom/more-than-100-permanent-replacement-nurses-have-been-hired-at-saint-vincent-hospital","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","More than 100 Permanent Replacement Nurses have been Hired at Saint Vincent Hospital","84","792","Hospital to post all remaining permanent replacement positions to fill roles of striking nurses","95","565","Blogs","5","News","4","More than 100 Permanent Replacement Nurses have been Hired at Saint Vincent Hospital","84","Sign Up for Health Tips","23","Find a Doctor","13","","","","https://www.stvincenthospital.com/home/newsroom/more-than-100-permanent-replacement-nurses-have-been-hired-at-saint-vincent-hospital","","","","","","80745","1314","10.978","1","","8","4","0.360","44","25","2","2","","","","","8546db825ba3f969dcdb9d70dce34f80","0.408","","","","","HTTP/1.1","https://www.stvincenthospital.com/news/newsroom/more-than-100-permanent-replacement-nurses-have-been-hired-at-saint-vincent-hospital","2021-09-17 14:23:45"
"https://www.stvincenthospital.com/news","text/html; charset=utf-8","200","OK","Indexable","","Newsroom | Saint Vincent Hospital | Worcester, MA","49","451","Welcome to the Saint Vincent Hospital newsroom, read the latest news about Saint Vincent Hospital here. Our hospitals are always improving, finding new ways to provide the best care possible to our friends, families and neighbors.","230","1434","Blogs","5","News","4","","0","Recent News and Stories","23","Sign Up for Health Tips","23","","","","https://www.stvincenthospital.com/news","","","","","","258831","1807","4.922","1","","1243","1121","100.000","157","139","2","2","","","","","7a10e0095de255f64f6de6b95e41d863","0.055","","","","","HTTP/1.1","https://www.stvincenthospital.com/news","2021-09-17 14:23:45"
"https://www.stvincenthospital.com/accessibility-statement","text/html; charset=utf-8","200","OK","Indexable","","Accessibility Statement - Saint Vincent Hospital","48","415","At Saint Vincent Hospital we are committed to providing a website that is accessible to the widest possible audience. We are working to have the website conform to the relevant standards of the Section 508 Web Accessibility Standards","233","1464","","0","Accessibility Statement","23","","0","","0","","0","","","","https://www.stvincenthospital.com/accessibility-statement","","","","","","39630","233","5.981","1","","1125","1121","100.000","38","23","2","2","","","","","e312232a70425065b0e409cf1415ad02","0.254","","","","","HTTP/1.1","https://www.stvincenthospital.com/accessibility-statement","2021-09-17 14:23:45"
"https://www.stvincenthospital.com/sitemap","text/html; charset=utf-8","200","OK","Indexable","","Content Sitemap for St. Vincent Hospital Website","48","431","Find all the information, news, services and content available on the St. Vincent Hospital Website with our sitemap","115","707","","0","Saint Vincent Hospital Sitemap","30","","0","","0","","0","","","","https://www.stvincenthospital.com/sitemap","","","","","","115103","936","10.351","1","","1126","1121","100.000","281","243","2","2","","","","","19bae53799c9b95a0e2ee8e8ebfd5c72","0.062","","","","","HTTP/1.1","https://www.stvincenthospital.com/sitemap","2021-09-17 14:23:45"
"https://www.stvincenthospital.com/about/a-community-built-on-care","text/html; charset=utf-8","200","OK","Indexable","","A Community Built on Care | Saint Vincent Hospital","50","449","Caring, nurturing and helping heal friends, loved ones and neighbors is our passion, and we’re honored to have the opportunity to serve you.","140","867","","0","A Community Built on Care","25","","0","Compassionate Care is our Passion","33","Find a Doctor","13","","","","https://www.stvincenthospital.com/about/a-community-built-on-care","","","","","","59030","237","3.995","1","","126","121","10.790","43","25","2","2","","","","","88a22cc8756ab966f33a05b6065b7657","0.066","","","","","HTTP/1.1","https://www.stvincenthospital.com/about/a-community-built-on-care","2021-09-17 14:23:45"
"https://www.stvincenthospital.com/careers","text/html; charset=utf-8","200","OK","Indexable","","Careers and Job Openings at Saint Vincent Hospital","50","458","Read about the career opportunities, benefits and current job opening for medical and professional staff members","112","701","hospital jobs, health careers","29","Careers","7","","0","What Sets Saint Vincent Hospital Apart?","39","For Physicians","14","","","","https://www.stvincenthospital.com/careers","","","","","","56137","452","6.953","1","","3383","1121","100.000","45","27","5","4","","","","","9cd9d03bdfe3b2fbd016b9cb953f5f2c","0.066","","","","","HTTP/1.1","https://www.stvincenthospital.com/careers","2021-09-17 14:23:46"
"https://www.stvincenthospital.com/contact","text/html; charset=utf-8","200","OK","Indexable","","Contact Saint Vincent Hospital","30","267","Find our address, phone and an online contact form to reach out to our team at Saint Vincent Hospital","101","628","","0","Contact","7","","0","We’re Here to Help","18","Contact Us Form","15","","","","https://www.stvincenthospital.com/contact","","","","","","57785","315","4.970","1","","1134","1121","100.000","46","26","2","2","","","","","bd763f14600fb636b185e3a8c5e1fee6","0.047","","","","","HTTP/1.1","https://www.stvincenthospital.com/contact","2021-09-17 14:23:46"
"https://www.stvincenthospital.com/services/general-surgery/cyberknife","text/html; charset=utf-8","200","OK","Indexable","","CyberKnife Cancer Surgery | Stereotactic Radiosurgery","53","487","Learn how CyberKnife surgery treats certain cancerous and non-cancerous tumors with pinpoint accuracy","101","657","cyberknife, cyberknife cancer, Stereotactic Radiosurgery","56","CyberKnife","10","","0","Noninvasive Tumor Treatment","27","How CyberKnife Treatment Works","30","","","","https://www.stvincenthospital.com/services/general-surgery/cyberknife","","","","","","89294","1099","9.028","1","","128","125","11.150","43","26","2","2","","","","","d11d62059c6ea041c932a0afdb989b68","0.490","","","","","HTTP/1.1","https://www.stvincenthospital.com/services/general-surgery/cyberknife","2021-09-17 14:23:45"
"https://www.stvincenthospital.com/home","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Saint Vincent Hospital & Emergency Room in Worcester MA","55","529","Saint Vincent Hospital has provided quality health and medical care in Worcester MA for over 125 years.","103","648","","0","A Community Built on Safety","27","","0","Our Message to the Community","28","Emergency Room Online Check-in","30","","","","https://www.stvincenthospital.com/","","","","","","76422","457","5.704","1","","4604","1121","100.000","56","38","2","2","","","","","d99eb917d03ef73f635a644b1ba165a6","0.227","","","","","HTTP/1.1","https://www.stvincenthospital.com/home","2021-09-17 14:23:45"
"https://www.stvincenthospital.com/find-an-er","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","166","0","0.000","1","","2243","1121","100.000","0","0","0","0","","","","","","0.066","","https://www.stvincenthospital.com/services/emergency-room/emergency-room-locations","HTTP Redirect","","HTTP/1.1","https://www.stvincenthospital.com/find-an-er","2021-09-17 14:23:46"
"https://www.stvincenthospital.com/locations","text/html; charset=utf-8","200","OK","Indexable","","Find Urgent Care Locations & Hospitals in Worcester, MA | Saint Vincent Hospital","80","716","Find a hospital in Worcester, MA. Get address information for all St. Vincent Locations and also contact, appointment and medical service information.
","151","930","find a hospital, hospital worcester ma, worcester hospitals, acute care facility
","81","Find a Location","15","","0","Location Results for {{LookingWhere}} within {{SelectedMiles}} miles","68","{{LocationsTitle}}","18","","","","https://www.stvincenthospital.com/locations","","","","","","76075","137","3.393","1","","1129","1121","100.000","40","23","2","2","","","","","13637fc7c49d2796fcfb2917484265e8","0.080","","","","","HTTP/1.1","https://www.stvincenthospital.com/locations","2021-09-17 14:23:46"
"https://www.stvincenthospital.com/financial-resources","text/html; charset=utf-8","200","OK","Indexable","","Financial Resources","19","180","Pay a bill, learn about insurance, billing, flexible payment plans, pricing and estimates.","90","529","","0","Patient Financial Resources","27","","0","Get the Care You Need","21","","0","","","","https://www.stvincenthospital.com/financial-resources","","","","","","55124","196","3.815","1","","2249","1121","100.000","45","26","2","2","","","","","33937a936e1f3c6775b2bff54946ec64","0.288","","","","","HTTP/1.1","https://www.stvincenthospital.com/financial-resources","2021-09-17 14:23:46"
"https://www.stvincenthospital.com/events","text/html; charset=utf-8","200","OK","Indexable","","Events | Health Classes | Saint Vincent Hospital | Worcester MA","63","561","Read more about our community health care classes and events at St. Vincent Hospital in Worcester, MA.","102","657","St. Vincent Hospital, Saint Vincent Hospital, Worcester","55","Events","6","{{ ClassDetail.classInternetTitle }}","36","Upcoming Classes","16","{{ SectionDetail.sectionLocation.locationLine1.trim() }}","56","","","","https://www.stvincenthospital.com/events","","","","","","81650","394","5.515","1","","1144","1121","100.000","42","23","2","2","","","","","efdd67f8438f44ac75285b8c2e98b40b","0.079","","","","","HTTP/1.1","https://www.stvincenthospital.com/events","2021-09-17 14:23:46"
"https://www.stvincenthospital.com/privacy-practices","text/html; charset=utf-8","200","OK","Non-Indexable","noindex","Notice of Privacy Practices for Saint Vincent Hospital","54","462","Your Privacy is important to us. Read more about our Privacy Practices for Saint Vincent Hospital ","98","606","Notice of Privacy Practices","27","NOTICE OF PRIVACY PRACTICES","27","","0","","0","","0","noindex","","","https://www.stvincenthospital.com/privacy-practices","","","","","","60282","3206","35.496","1","","1125","1121","100.000","38","23","4","3","","","","","cec092717548634a0f2c74e3f8929225","0.195","","","","","HTTP/1.1","https://www.stvincenthospital.com/privacy-practices","2021-09-17 14:23:46"
"https://www.stvincenthospital.com/find-a-doctor","text/html; charset=utf-8","200","OK","Indexable","","Find a Doctor in Worcester, MA | Saint Vincent Hospital","55","486","Find a doctor in your area or search doctors by specialty. Our directory lists physicians on the hospital medical staff who choose to participate. ","147","887","find a doctor worcester ma, worcester doctor, doctors in worcester ma
","70","Find a Doctor","13","{{PhysicianDetails.FirstName}} {{PhysicianDetails.LastName}}, {{PhysicianDetails.Title}}","88","{{physician.FirstName}} {{physician.LastName}}, {{physician.Title}}","67","Primary Location","16","","","","https://www.stvincenthospital.com/find-a-doctor","","","","","","142401","704","5.389","1","","2245","1121","100.000","45","24","2","2","","","","","cdb66330e4fcc560d39c7ae418049192","0.062","","","","","HTTP/1.1","https://www.stvincenthospital.com/find-a-doctor","2021-09-17 14:23:46"
"https://www.stvincenthospital.com/nondiscrimination-notice","text/html; charset=utf-8","200","OK","Indexable","","Nondiscrimination Notice and Language Assistance Services","57","535","Saint Vincent Hospital complies with applicable Federal civil rights laws and does not discriminate on the basis of age, race, ethnicity, religion, culture, language.","166","991","","0","Nondiscrimination Notice and Language Assistance Services","57","","0","Saint Vincent Hospital Nondiscrimination Notice","47","","0","","","","https://www.stvincenthospital.com/nondiscrimination-notice","","","","","","48264","726","12.088","1","","1125","1121","100.000","38","23","4","4","","","","","dcd22751a9a52f4e68e3a741d4cd3dfb","0.059","","","","","HTTP/1.1","https://www.stvincenthospital.com/nondiscrimination-notice","2021-09-17 14:23:46"
"https://www.stvincenthospital.com/news/newsroom/saint-vincent-hospital-presents-final-proposal-to-mna","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Saint Vincent Hospital Presents Final Proposal to MNA","53","480","Saint Vincent Hospital presented its last, best, and final offer to the Massachusetts Nurses Association (MNA) today.","117","722","Blogs","5","News","4","Saint Vincent Hospital Presents Final Proposal to MNA","53","Sign Up for Health Tips","23","Find a Doctor","13","","","","https://www.stvincenthospital.com/home/newsroom/saint-vincent-hospital-presents-final-proposal-to-mna","","","","","","76168","998","9.200","1","","8","4","0.360","43","25","2","2","","","","","686063aa95a1b1572769a55be47f4bcc","0.053","","","","","HTTP/1.1","https://www.stvincenthospital.com/news/newsroom/saint-vincent-hospital-presents-final-proposal-to-mna","2021-09-17 14:23:46"
"https://www.stvincenthospital.com/services/orthopedics","text/html; charset=utf-8","200","OK","Indexable","","Orthopedic Hospital & Orthopedic Surgery Services","49","453","Learn about our World Class Orthopedic care and treatment team at Saint Vincent Hospital in Worcester, MA","105","675","orthopedic doctor, orthopedic treatment","39","Orthopedics","11","","0","Center for Musculoskeletal Services","35","Comprehensive Orthopedic Care","29","","","","https://www.stvincenthospital.com/services/orthopedics","","","","","","81514","448","4.666","1","","136","131","11.690","57","35","2","2","","","","","c55e9d1f0797c5f606e59bb4a2ca37ff","0.065","","","","","HTTP/1.1","https://www.stvincenthospital.com/services/orthopedics","2021-09-17 14:23:46"
"https://www.stvincenthospital.com/services","text/html; charset=utf-8","200","OK","Indexable","","St. Vincent Medical Services, Treatments & Specialties","54","481","Explore the wide variety of medical specialties, health services and wellness programs available in Worcester, MA","113","708","medical specialties, health services","36","Services","8","Our Medical Services & Specialties","34","All Services","12","Explore Our Health Services","27","","","","https://www.stvincenthospital.com/services","","","","","","81754","606","5.885","1","","1244","1121","100.000","60","39","2","2","","","","","3df1095d2156bdaa337c24a4bf6bac40","0.048","","","","","HTTP/1.1","https://www.stvincenthospital.com/services","2021-09-17 14:23:46"
"https://www.stvincenthospital.com/our-response-to-COVID-19","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","151","0","0.000","1","","117","117","10.440","0","0","0","0","","","","","","0.075","","https://www.stvincenthospital.com/patients/our-response-to-covid-19","HTTP Redirect","","HTTP/1.1","https://www.stvincenthospital.com/our-response-to-COVID-19","2021-09-17 14:23:46"
"https://www.stvincenthospital.com/services/emergency-room/hospital-er-safety","text/html; charset=utf-8","200","OK","Indexable","","Hospital & ER Safety","20","185","Serious emergencies always deserve serious – and safe – care. In such a challenging time, we are standing together to be here for you, and ensure a safe environment with separate areas for COVID-19 and nonCOVID-19 patients.
","224","1434","emergency room, emergency care, er","34","Here For Emergencies","20","","0","Emergency Room Online Check-in","30","Your Safe Care is Our Priority","30","","","","https://www.stvincenthospital.com/services/emergency-room/hospital-er-safety","","","","","","92120","685","6.748","1","","128","123","10.970","43","25","2","2","","","","","8dbf5900cdb9ce54fd7d4c9c60b79374","0.068","","","","","HTTP/1.1","https://www.stvincenthospital.com/services/emergency-room/hospital-er-safety","2021-09-17 14:23:46"
"https://www.stvincenthospital.com/strike-news","text/html; charset=utf-8","200","OK","Indexable","","Strike News | Saint Vincent Hospital","36","315","As we care for our community and battle the pandemic, we are disappointed that the MNA has walked away from the negotiating table and is holding an indefinite strike. Our hospital will remain operational and our patients will be cared for by qualified replacement nurses.","271","1665","","0","Community Updates on Union Strike Notice ","41","","0","Recent Negotiation News","23","Important Information","21","","","","https://www.stvincenthospital.com/strike-news","","","","","","68638","558","6.482","1","","134","131","11.690","49","34","6","6","","","","","359bd58ebb143c3bae561ad7ffa54784","0.090","","","","","HTTP/1.1","https://www.stvincenthospital.com/strike-news","2021-09-17 14:23:46"
"https://www.stvincenthospital.com/news/newsroom/mna-continues-to-contest-reasonable-return-to-work-stipulations-for-members-further-prolonging-strike","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","MNA Continues to Contest Reasonable Return to Work Stipulations for Members, Further Prolonging Strike","102","941","Hospital commits to welcoming back all striking MNA nurses, but even this is rejected, after the parties reach a resolution on staffing","135","815","Blogs","5","News","4","MNA Continues to Contest Reasonable Return to Work Stipulations for Members, Further Prolonging Strike","102","Sign Up for Health Tips","23","Find a Doctor","13","","","","https://www.stvincenthospital.com/home/newsroom/mna-continues-to-contest-reasonable-return-to-work-stipulations-for-members-further-prolonging-strike","","","","","","76528","1079","9.534","1","","8","4","0.360","43","25","2","2","","","","","5a49eba2a50e86d17359749c911f21b1","0.050","","","","","HTTP/1.1","https://www.stvincenthospital.com/news/newsroom/mna-continues-to-contest-reasonable-return-to-work-stipulations-for-members-further-prolonging-strike","2021-09-17 14:23:46"
"https://www.stvincenthospital.com/disclaimers","text/html; charset=utf-8","200","OK","Non-Indexable","noindex","Disclaimers for Saint Vincent Hospital website","46","403","Find disclaimer information for the Saint Vincent Hospital website","66","402","","0","Disclaimers","11","","0","","0","","0","noindex","","","https://www.stvincenthospital.com/disclaimers","","","","","","39334","241","6.130","1","","1125","1121","100.000","38","23","2","2","","","","","98b413fa043bd51744e66a82ed4213b","0.268","","","","","HTTP/1.1","https://www.stvincenthospital.com/disclaimers","2021-09-17 14:23:47"
"https://www.stvincenthospital.com/health-assessments/breast-cancer-quiz","text/html; charset=utf-8","200","OK","Indexable","","Breast Cancer Quiz | Saint Vincent Hospital | Worcester MA","58","524","Take a free online breast cancer quiz and then choose your next step.","69","433","","0","Breast Cancer Quiz","18","","0","","0","","0","","","","https://www.stvincenthospital.com/health-assessments/breast-cancer-quiz","","","","","","50307","50","2.515","2","","9","4","0.360","42","24","2","2","","","","","93348d1931cc13304719e4d1222ab90a","0.272","","","","","HTTP/1.1","https://www.stvincenthospital.com/health-assessments/breast-cancer-quiz","2021-09-17 14:23:47"
"https://www.stvincenthospital.com/services/icu","text/html; charset=utf-8","200","OK","Indexable","","Intensive Care Unit (ICU) and Critical Care | Saint Vincent Hospital","68","584","Our Intensive Care Unit ICU specializes in treating people with severe and life-threatening injuries in Worcester, MA","117","716","ICU, Intensive Care, Critical Care","34","ICU","3","","0","Our Critical Care Center","24","ICU Nurse to Patient Ratios","27","","","","https://www.stvincenthospital.com/services/icu","","","","","","132336","1077","6.240","2","","7","2","0.180","42","24","2","2","","","","","bf6a425f1ae2d9d8f816113694deb2f3","0.189","","","","","HTTP/1.1","https://www.stvincenthospital.com/services/icu","2021-09-17 14:23:47"
"https://www.stvincenthospital.com/services/orthopedics/foot-pain","text/html; charset=utf-8","200","OK","Indexable","","Foot Pain or Ankle Pain Treatment and Surgery Options","53","490","Learn more about our Ankle and Foot treatment and surgery options for dealing with pain","87","547","Foot pain, foot surgery, ankle pain, ankle surgery","50","Foot Pain","9","","0","Advanced Care and Surgery","25","Comprehensive Care","18","","","","https://www.stvincenthospital.com/services/orthopedics/foot-pain","","","","","","58112","382","5.545","2","","9","6","0.540","45","29","2","2","","","","","1293b2eb9af82974ad5596828231ce32","0.598","","","","","HTTP/1.1","https://www.stvincenthospital.com/services/orthopedics/foot-pain","2021-09-17 14:23:47"
