"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://forefdn.org/wp-content/plugins/google-analytics-dashboard-for-wp/assets/css/frontend.min.css?ver=6.4.0","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","7272","0","0.000","2","","0","0","0.000","0","0","0","0","","","","","","0.258","Mon, 21 Dec 2020 21:42:35 GMT","","","","HTTP/1.1","https://forefdn.org/wp-content/plugins/google-analytics-dashboard-for-wp/assets/css/frontend.min.css?ver=6.4.0","2021-09-11 18:17:58"
"https://forefdn.org/news-updates/","text/html; charset=UTF-8","200","OK","Indexable","","News & Updates - FORE","21","220","","0","0","","0","News & Updates","14","Choose Category","15","Understanding and Bolstering the Peer Recovery Workforce","56","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://forefdn.org/news-updates/","","","","","","28486","335","9.226","2","","212","135","100.000","48","29","9","4","","","","","ac76bb6ef5545906f9d3118e31a1c2d","0.627","","","","","HTTP/1.1","https://forefdn.org/news-updates/","2021-09-11 18:17:58"
"https://forefdn.org/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","96873","0","0.000","2","","0","0","0.000","0","0","0","0","","","","","","0.064","Sat, 02 Nov 2019 19:12:16 GMT","","","","HTTP/1.1","https://forefdn.org/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp","2021-09-11 18:17:58"
"https://forefdn.org/understanding-and-bolstering-the-peer-recovery-workforce/","text/html; charset=UTF-8","200","OK","Indexable","","Understanding and Bolstering the Peer Recovery Workforce - FORE","63","600","","0","0","","0","News & Updates — Resources","26","Understanding and Bolstering the Peer Recovery Workforce","56","","0","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://forefdn.org/understanding-and-bolstering-the-peer-recovery-workforce/","","","","","","26424","265","7.468","2","","20","11","8.150","30","19","13","9","","","","","7234f79a2f330c1c403b4a20a0f5afc9","0.600","","","","","HTTP/1.1","https://forefdn.org/understanding-and-bolstering-the-peer-recovery-workforce/","2021-09-11 18:17:58"
"https://forefdn.org/wp-content/themes/fore/dist/js/jquery.countup.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","3024","0","0.000","2","","0","0","0.000","0","0","0","0","","","","","","0.261","Fri, 09 Oct 2020 20:55:42 GMT","","","","HTTP/1.1","https://forefdn.org/wp-content/themes/fore/dist/js/jquery.countup.js","2021-09-11 18:17:59"
"https://forefdn.org/grants-and-funding/","text/html; charset=UTF-8","200","OK","Indexable","","Apply for a Grant - FORE","24","221","","0","0","","0","Apply for a Grant","17","","0","","0","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://forefdn.org/grants-and-funding/","","","","","","30564","881","21.706","2","","145","135","100.000","23","16","11","7","","","","","38c891bdfbfb7294659568137e67af64","0.616","","","","","HTTP/1.1","https://forefdn.org/grants-and-funding/","2021-09-11 18:17:58"
"https://forefdn.org/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.3.2","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","14280","0","0.000","2","","0","0","0.000","0","0","0","0","","","","","","0.066","Mon, 21 Dec 2020 21:42:32 GMT","","","","HTTP/1.1","https://forefdn.org/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.3.2","2021-09-11 18:17:59"
"https://forefdn.org/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.3.2","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1920","0","0.000","2","","0","0","0.000","0","0","0","0","","","","","","0.063","Mon, 21 Dec 2020 21:42:32 GMT","","","","HTTP/1.1","https://forefdn.org/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.3.2","2021-09-11 18:17:59"
"https://forefdn.org/wp-content/themes/fore/dist/js/jquery.waypoints.min.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","9028","0","0.000","2","","0","0","0.000","0","0","0","0","","","","","","0.251","Fri, 09 Oct 2020 20:55:42 GMT","","","","HTTP/1.1","https://forefdn.org/wp-content/themes/fore/dist/js/jquery.waypoints.min.js","2021-09-11 18:17:59"
"https://forefdn.org/financial-reports/","text/html; charset=UTF-8","200","OK","Indexable","","Financial Reports - FORE","24","227","","0","0","","0","Financial Reports","17","","0","","0","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://forefdn.org/financial-reports/","","","","","","17708","37","3.558","2","","138","135","100.000","15","11","8","4","","","","","656a1e72aa6c95ff4ad24421e30dbd28","0.756","","","","","HTTP/1.1","https://forefdn.org/financial-reports/","2021-09-11 18:17:59"
"https://forefdn.org/fore-releases-request-for-proposals-focused-on-engaging-and-empowering-vulnerable-families-and-communities-to-prevent-opioid-use-disorder/","text/html; charset=UTF-8","200","OK","Indexable","","FORE Releases Request for Proposals Focused on Engaging and Empowering Vulnerable Families and Communities to Prevent Opioid Use Disorder - FORE","144","1389","","0","0","","0","News & Updates — FORE Announcements","35","FORE Releases Request for Proposals Focused on Engaging and Empowering Vulnerable Families and Communities to Prevent Opioid Use Disorder","137","","0","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://forefdn.org/fore-releases-request-for-proposals-focused-on-engaging-and-empowering-vulnerable-families-and-communities-to-prevent-opioid-use-disorder/","","","","","","29641","626","14.464","2","","110","54","40.000","28","17","16","11","","","","","425582900999504dda80712b3a58a5a2","0.758","","","","","HTTP/1.1","https://forefdn.org/fore-releases-request-for-proposals-focused-on-engaging-and-empowering-vulnerable-families-and-communities-to-prevent-opioid-use-disorder/","2021-09-11 18:17:59"
"https://forefdn.org/our-grantees/","text/html; charset=UTF-8","200","OK","Indexable","","Our Grantees - FORE","19","192","","0","0","","0","Our Grantees","12","Where & Who We Fund","19","COVID-19 Vaccine Navigators for the Substance Use Disorder Population","69","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://forefdn.org/our-grantees/","","","","","","133124","6432","31.299","2","","217","135","100.000","95","19","130","98","","","","","664dc898bcab683703ceb822adb670e2","1.008","","","","","HTTP/1.1","https://forefdn.org/our-grantees/","2021-09-11 18:17:58"
"https://forefdn.org/contact-us/","text/html; charset=UTF-8","200","OK","Indexable","","Contact Us - FORE","17","171","","0","0","","0","Contact Us","10","","0","","0","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://forefdn.org/contact-us/","","","","","","20199","42","3.287","2","","285","135","100.000","14","10","8","4","","","","","b376c63d6a3d0f6fd069eec1191ca0b9","0.742","","","","","HTTP/1.1","https://forefdn.org/contact-us/","2021-09-11 18:17:59"
"https://forefdn.org/news-updates","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","2","","1","1","0.740","0","0","0","0","","","","","","0.492","","https://forefdn.org/news-updates/","HTTP Redirect","","HTTP/1.1","https://forefdn.org/news-updates","2021-09-11 18:18:00"
"https://forefdn.org/privacy-policy/","text/html; charset=UTF-8","200","OK","Indexable","","Privacy Policy - FORE","21","197","","0","0","","0","Privacy Policy","14","Who we are","10","What personal data we collect and why we collect it","51","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://forefdn.org/privacy-policy/","","","","","","21849","644","19.195","2","","138","135","100.000","14","10","8","4","","","","","6b5ece00bcb00f40ee9722d385be7863","0.538","","","","","HTTP/1.1","https://forefdn.org/privacy-policy/","2021-09-11 18:17:59"
"https://forefdn.org/about-us/","text/html; charset=UTF-8","200","OK","Indexable","","About Us - FORE","15","154","","0","0","","0","About Us","8","","0","","0","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://forefdn.org/about-us/","","","","","","39954","1820","31.592","2","","152","135","100.000","27","15","8","4","","","","","54b051103736f2edba0bbd9ebd52fc4b","0.761","","","","","HTTP/1.1","https://forefdn.org/about-us/","2021-09-11 18:17:59"
"https://forefdn.org/wp-content/uploads/2019/08/avatar-president.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","87513","0","0.000","3","","0","0","0.000","0","0","0","0","","","","","","0.303","Sat, 03 Aug 2019 16:10:10 GMT","","","","HTTP/1.1","https://forefdn.org/wp-content/uploads/2019/08/avatar-president.png","2021-09-11 18:18:01"
"https://forefdn.org/webinar-integrating-moud-into-primary-care-medicaid-strategies-for-improving-treatment-engagement-and-outcomes-and-reducing-disparities-4-28-2021/","text/html; charset=UTF-8","200","OK","Indexable","","Webinar: Integrating MOUD into Primary Care: Medicaid Strategies for Improving Treatment Engagement and Outcomes and Reducing Disparities (4/28/2021) - FORE","156","1467","","0","0","","0","News & Updates — Webinar","24","Webinar: Integrating MOUD into Primary Care: Medicaid Strategies for Improving Treatment Engagement and Outcomes and Reducing Disparities (4/28/2021)","149","","0","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://forefdn.org/webinar-integrating-moud-into-primary-care-medicaid-strategies-for-improving-treatment-engagement-and-outcomes-and-reducing-disparities-4-28-2021/","","","","","","28019","393","10.441","3","","34","16","11.850","25","15","12","8","","","","","62b195836492caa2268b4a4caa3dde73","0.555","","","","","HTTP/1.1","https://forefdn.org/webinar-integrating-moud-into-primary-care-medicaid-strategies-for-improving-treatment-engagement-and-outcomes-and-reducing-disparities-4-28-2021/","2021-09-11 18:18:00"
"https://forefdn.org/wp-content/uploads/2021/07/Peer-Qualitative-Study-Webinar_FINAL.pdf","application/pdf","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1612802","0","0.000","3","","3","3","2.220","0","0","0","0","","","","","","0.068","Wed, 14 Jul 2021 15:50:46 GMT","","","","HTTP/1.1","https://forefdn.org/wp-content/uploads/2021/07/Peer-Qualitative-Study-Webinar_FINAL.pdf","2021-09-11 18:18:01"
"https://forefdn.org/resources/page/4/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Resources - FORE","16","167","","0","0","","0","Resources","9","Choose Category","15","Webinar: The Role of Peer Recovery Coaches and Navigators During the COVID-19 Pandemic","86","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://forefdn.org/resources/","","","","","","28964","440","10.853","3","","15","8","5.930","41","32","24","10","","","","","45eed929c59c9b82a389ecf305e30854","0.572","","","","","HTTP/1.1","https://forefdn.org/resources/page/4/","2021-09-11 18:18:00"
"https://forefdn.org/resources//?res=covid-19","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","3","","28","28","20.740","0","0","0","0","","","","","","0.451","","https://forefdn.org/resources/?res=covid-19","HTTP Redirect","","HTTP/1.1","https://forefdn.org/resources//?res=covid-19","2021-09-11 18:18:01"
"https://forefdn.org/our-grantees/page/4/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Our Grantees - FORE","19","192","","0","0","","0","Our Grantees","12","Where & Who We Fund","19","Buprenorphine Treatment for Opioid Use Disorder During the COVID-19 Pandemic and the Role of State Policy Changes","113","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://forefdn.org/our-grantees/","","","","","","131615","6385","31.528","3","","80","5","3.700","96","19","120","98","","","","","26cc844497ee4197420cf6807f56444d","0.727","","","","","HTTP/1.1","https://forefdn.org/our-grantees/page/4/","2021-09-11 18:18:00"
"https://forefdn.org/resources/page/3/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Resources - FORE","16","167","","0","0","","0","Resources","9","Choose Category","15","Policy Brief: The Provision of Medications for Opioid Use Disorder in Correctional Settings in the Time of COVID-19: Opportunities and Solutions","144","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://forefdn.org/resources/","","","","","","28393","470","12.286","3","","11","5","3.700","36","27","20","9","","","","","f52a4abe1dfe1b2beb40fb1aef53fece","0.586","","","","","HTTP/1.1","https://forefdn.org/resources/page/3/","2021-09-11 18:18:02"
"https://forefdn.org/wp-content/uploads/2021/07/peerqualstudy_featured.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","144687","0","0.000","3","","0","0","0.000","0","0","0","0","","","","","","0.062","Tue, 13 Jul 2021 18:55:55 GMT","","","","HTTP/1.1","https://forefdn.org/wp-content/uploads/2021/07/peerqualstudy_featured.png","2021-09-11 18:18:02"
"https://forefdn.org/wp-content/uploads/2020/02/California_Bridge_Public_Health_Institute-1.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","12973","0","0.000","3","","0","0","0.000","0","0","0","0","","","","","","0.286","Thu, 20 Feb 2020 14:51:47 GMT","","","","HTTP/1.1","https://forefdn.org/wp-content/uploads/2020/02/California_Bridge_Public_Health_Institute-1.png","2021-09-11 18:18:02"
"https://forefdn.org/wp-content/uploads/2020/02/University_of_Maryland.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","14578","0","0.000","3","","0","0","0.000","0","0","0","0","","","","","","0.321","Wed, 19 Feb 2020 20:53:46 GMT","","","","HTTP/1.1","https://forefdn.org/wp-content/uploads/2020/02/University_of_Maryland.png","2021-09-11 18:18:02"
"https://forefdn.org/our-grantees/page/5/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Our Grantees - FORE","19","192","","0","0","","0","Our Grantees","12","Where & Who We Fund","19","Treatment with Buprenorphine through Telemedicine in a Rural Criminal Justice Setting","85","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://forefdn.org/our-grantees/","","","","","","132094","6460","31.666","3","","77","5","3.700","94","19","125","98","","","","","b3ed7e4486a1becb1a1f474a56ccbe4","0.965","","","","","HTTP/1.1","https://forefdn.org/our-grantees/page/5/","2021-09-11 18:18:02"
"https://forefdn.org/wp-content/uploads/2020/02/University_of_North_Carolina_Horizons.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","12460","0","0.000","3","","0","0","0.000","0","0","0","0","","","","","","0.064","Wed, 19 Feb 2020 20:54:07 GMT","","","","HTTP/1.1","https://forefdn.org/wp-content/uploads/2020/02/University_of_North_Carolina_Horizons.png","2021-09-11 18:18:03"
"https://forefdn.org/wp-content/uploads/2020/10/umiami_horizontal_300.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","8990","0","0.000","3","","0","0","0.000","0","0","0","0","","","","","","0.259","Tue, 13 Oct 2020 16:18:09 GMT","","","","HTTP/1.1","https://forefdn.org/wp-content/uploads/2020/10/umiami_horizontal_300.jpg","2021-09-11 18:18:04"
"https://forefdn.org/resources/page/2/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Resources - FORE","16","167","","0","0","","0","Resources","9","Choose Category","15","Issue Brief: Promoting Equity in Access to Opioid Use Disorder Treatment and Supports: A Focus on Black Communities","115","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://forefdn.org/resources/","","","","","","28427","419","10.735","3","","8","4","2.960","43","33","14","7","","","","","a9f3754be80e61256e7f17b2548aefe7","0.734","","","","","HTTP/1.1","https://forefdn.org/resources/page/2/","2021-09-11 18:18:04"
"https://forefdn.org/wp-content/uploads/2020/07/Addiction_Policy_Forum.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","8427","0","0.000","3","","0","0","0.000","0","0","0","0","","","","","","0.065","Mon, 13 Jul 2020 19:08:14 GMT","","","","HTTP/1.1","https://forefdn.org/wp-content/uploads/2020/07/Addiction_Policy_Forum.png","2021-09-11 18:18:05"
"https://forefdn.org/wp-content/uploads/2020/07/Ballad-Health-Logo.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","8993","0","0.000","3","","0","0","0.000","0","0","0","0","","","","","","0.263","Wed, 22 Jul 2020 20:09:35 GMT","","","","HTTP/1.1","https://forefdn.org/wp-content/uploads/2020/07/Ballad-Health-Logo.jpg","2021-09-11 18:18:05"
"https://forefdn.org/wp-content/uploads/2020/02/Henry_Ford.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","338124","0","0.000","3","","0","0","0.000","0","0","0","0","","","","","","0.312","Mon, 01 Mar 2021 22:32:39 GMT","","","","HTTP/1.1","https://forefdn.org/wp-content/uploads/2020/02/Henry_Ford.png","2021-09-11 18:18:05"
"https://forefdn.org/wp-content/uploads/2020/02/Emergency_Medicine_Foundation.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","23052","0","0.000","3","","0","0","0.000","0","0","0","0","","","","","","0.311","Wed, 19 Feb 2020 20:49:23 GMT","","","","HTTP/1.1","https://forefdn.org/wp-content/uploads/2020/02/Emergency_Medicine_Foundation.png","2021-09-11 18:18:06"
"https://forefdn.org/wp-content/uploads/2021/03/FORE_APF-Release-FINAL.pdf","application/pdf","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","114344","0","0.000","3","","7","6","4.440","0","0","0","0","","","","","","0.074","Tue, 23 Mar 2021 16:35:18 GMT","","","","HTTP/1.1","https://forefdn.org/wp-content/uploads/2021/03/FORE_APF-Release-FINAL.pdf","2021-09-11 18:18:06"
"https://forefdn.org/commentary-best-practices-for-delivering-moud-in-correctional-settings-during-the-pandemic/","text/html; charset=UTF-8","200","OK","Indexable","","Commentary: Best Practices for Delivering MOUD in Correctional Settings During the Pandemic - FORE","98","915","","0","0","","0","News & Updates — Resources","26","Commentary: Best Practices for Delivering MOUD in Correctional Settings During the Pandemic","91","In an attempt to contain the spread of the coronavirus within their facilities, jails and prisons around the U.S. have put new policies in place that may impinge on efforts to treat the estimated 15 percent of incarcerated individuals with an opioid use disorder (OUD). To prevent this, FORE asked two health services researchers to highlight best practices for safely providing medications for opioid use disorder (MOUD) in jails and prisons during the pandemic.","463","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://forefdn.org/commentary-best-practices-for-delivering-moud-in-correctional-settings-during-the-pandemic/","","","","","","25717","289","8.678","3","","16","7","5.190","23","15","13","8","","","","","f5d9ce56e740c0976b920f0e9a07256a","0.780","","","","","HTTP/1.1","https://forefdn.org/commentary-best-practices-for-delivering-moud-in-correctional-settings-during-the-pandemic/","2021-09-11 18:18:05"
"https://forefdn.org/wp-content/uploads/2020/02/Rutgers_University.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","12674","0","0.000","3","","0","0","0.000","0","0","0","0","","","","","","0.259","Wed, 19 Feb 2020 20:53:06 GMT","","","","HTTP/1.1","https://forefdn.org/wp-content/uploads/2020/02/Rutgers_University.png","2021-09-11 18:18:06"
"https://forefdn.org/wp-content/uploads/2021/07/NASEM.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","9269","0","0.000","3","","0","0","0.000","0","0","0","0","","","","","","0.313","Mon, 19 Jul 2021 16:55:18 GMT","","","","HTTP/1.1","https://forefdn.org/wp-content/uploads/2021/07/NASEM.png","2021-09-11 18:18:06"
"https://forefdn.org/wp-content/uploads/2019/08/ico-initiatives.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1746","0","0.000","3","","0","0","0.000","0","0","0","0","","","","","","0.281","Sat, 03 Aug 2019 16:10:12 GMT","","","","HTTP/1.1","https://forefdn.org/wp-content/uploads/2019/08/ico-initiatives.png","2021-09-11 18:18:06"
"https://forefdn.org/wp-content/uploads/2021/06/peerwebinar_featured.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","109718","0","0.000","3","","0","0","0.000","0","0","0","0","","","","","","0.308","Wed, 30 Jun 2021 16:42:39 GMT","","","","HTTP/1.1","https://forefdn.org/wp-content/uploads/2021/06/peerwebinar_featured.jpg","2021-09-11 18:18:07"
"https://forefdn.org/wp-content/uploads/2021/03/SIROW-CUSTOM_Limited-Use-Only.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","51803","0","0.000","3","","0","0","0.000","0","0","0","0","","","","","","0.302","Thu, 11 Mar 2021 15:56:21 GMT","","","","HTTP/1.1","https://forefdn.org/wp-content/uploads/2021/03/SIROW-CUSTOM_Limited-Use-Only.png","2021-09-11 18:18:07"
