"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://hcn.fiu.edu/leadership/nery-suarez.html","text/html","200","OK","Indexable","","Nery Suarez | HealthCare Network | HealthCare Network","53","497","","0","0","","0","Nery Suarez","11","Connect","7","Explore FIU","11","","","","https://hcn.fiu.edu/leadership/nery-suarez.html","","","","","","16101","83","7.211","2","","8","3","0","21.430","18","6","0","47","43","0","","","","","3360723ddb4dc39e8aa53598b20529de","0.056","Fri, 21 Jan 2022 07:02:42 GMT","","","","1.1","https://hcn.fiu.edu/leadership/nery-suarez.html","2022-01-21 13:07:57"
"https://hcn.fiu.edu/about/","text/html","200","OK","Indexable","","About Us | HealthCare Network | HealthCare Network","50","468","To support the FIU Academic Health Center by facilitating the clinical practice of medicine by Herbert Wertheim College of Medicine physicians and providing healthcare business ...","180","1114","","0","About Us","8","Our Mission","11","Our Vision","10","","","","https://hcn.fiu.edu/about/","","","","","","16767","140","9.138","2","","5","1","0","7.140","17","6","0","47","43","0","","","","","5435917e643d99523814c3fab296996f","0.067","Fri, 21 Jan 2022 07:04:41 GMT","","","","1.1","https://hcn.fiu.edu/about/","2022-01-21 13:07:57"
"https://hcn.fiu.edu/leadership/","text/html","200","OK","Indexable","","Leadership | HealthCare Network | HealthCare Network","52","485","FIU Health Care Network is a management service organization that serves across the Academic Health Centers, Florida International University and the community.","160","1021","","0","Leadership","10","Connect","7","Explore FIU","11","","","","https://hcn.fiu.edu/leadership/","","","","","","17568","107","7.372","2","","5","1","0","7.140","21","10","0","47","43","0","","","","","61945bf6d03c3e2531cb151d5f8b42e0","0.195","Fri, 21 Jan 2022 07:02:03 GMT","","","","1.1","https://hcn.fiu.edu/leadership/","2022-01-21 13:07:57"
"https://hcn.fiu.edu/our-services/","text/html","200","OK","Indexable","","Our Services | HealthCare Network | HealthCare Network","54","501","FIU Health Care Network provides a wide range of management services to meet the specific needs of the University's clinical enterprise and business units Services include ...","175","1091","","0","Our Services","12","Standard Services","17","Connect","7","","","","https://hcn.fiu.edu/our-services/","","","","","","17283","174","10.363","2","","5","1","0","7.140","17","6","0","47","43","0","","","","","fc946c937d522c5740edc83f2184cb63","0.241","Fri, 21 Jan 2022 07:03:58 GMT","","","","1.1","https://hcn.fiu.edu/our-services/","2022-01-21 13:07:57"
"https://hcn.fiu.edu/leadership/carlos-correa-algarin.html","text/html","200","OK","Indexable","","Carlos Correa Algarin, CPPM | HealthCare Network | HealthCare Network","69","645","FIU Health Care Network is a management service organization that serves across the Academic Health Centers, Florida International University and the community.","160","1021","","0","Carlos Correa Algarin, CPPM","27","Connect","7","Explore FIU","11","","","","https://hcn.fiu.edu/leadership/carlos-correa-algarin.html","","","","","","16701","115","8.257","2","","8","3","0","21.430","18","6","0","47","43","0","","","","","22eec056c4f01e995d37f221411e7907","0.048","Fri, 21 Jan 2022 07:02:21 GMT","","","","1.1","https://hcn.fiu.edu/leadership/carlos-correa-algarin.html","2022-01-21 13:07:57"
"https://hcn.fiu.edu/leadership/eneida-roldan.html","text/html","200","OK","Indexable","","Eneida O. Roldan, MD, MPH, MBA | HealthCare Network | HealthCare Network","72","694","FIU Health Care Network is a management service organization that serves across the Academic Health Centers, Florida International University and the community.","160","1021","","0","Eneida O. Roldan, MD, MPH, MBA","30","Connect","7","Explore FIU","11","","","","https://hcn.fiu.edu/leadership/eneida-roldan.html","","","","","","16762","127","8.633","2","","8","3","0","21.430","18","6","0","47","43","0","","","","","686fe117c363e43f850e56c9be79e112","0.053","Fri, 21 Jan 2022 07:01:39 GMT","","","","1.1","https://hcn.fiu.edu/leadership/eneida-roldan.html","2022-01-21 13:07:57"
"https://hcn.fiu.edu/leadership/patricia-gunn.html","text/html","200","OK","Indexable","","Patricia Gunn, MBA | HealthCare Network | HealthCare Network","60","561","FIU Health Care Network is a management service organization that serves across the Academic Health Centers, Florida International University and the community.","160","1021","","0","Patricia Gunn, MBA","18","Connect","7","Explore FIU","11","","","","https://hcn.fiu.edu/leadership/patricia-gunn.html","","","","","","16577","104","7.831","2","","8","3","0","21.430","18","6","0","47","43","0","","","","","d62561d1bf998f4efe12c0f832468ad","0.056","Fri, 21 Jan 2022 07:01:23 GMT","","","","1.1","https://hcn.fiu.edu/leadership/patricia-gunn.html","2022-01-21 13:07:58"
"https://hcn.fiu.edu/_assets/images/nls-1.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","114036","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.053","Fri, 21 Jan 2022 07:03:28 GMT","","","","1.1","https://hcn.fiu.edu/_assets/images/nls-1.jpg","2022-01-21 13:07:58"
"https://hcn.fiu.edu/_assets/images/eneida-roldan.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","82639","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.048","Fri, 21 Jan 2022 07:03:30 GMT","","","","1.1","https://hcn.fiu.edu/_assets/images/eneida-roldan.png","2022-01-21 13:07:58"
"https://hcn.fiu.edu/_assets/images/carlos-correa.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","56117","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.049","Fri, 21 Jan 2022 07:03:32 GMT","","","","1.1","https://hcn.fiu.edu/_assets/images/carlos-correa.png","2022-01-21 13:07:58"
"https://hcn.fiu.edu/_assets/images/gunn_patricia.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","247228","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.214","Fri, 21 Jan 2022 07:03:32 GMT","","","","1.1","https://hcn.fiu.edu/_assets/images/gunn_patricia.jpg","2022-01-21 13:07:58"
