"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","Search 1: bridge clinic","URL Encoded Address","Crawl Timestamp"
"https://www.westernuhealth.com/locations/","text/html; charset=UTF-8","200","OK","Indexable","","Locations | WesternU Health","27","253","","0","0","","0","Locations","9","","0","","0","","0","max-image-preview:large","","","https://www.westernuhealth.com/locations/","","","","","","94727","172","1.818","1","","61","17","0","35.420","49","17","0","13","12","0","","","","","976cbc98faddfd6caad5cb86f1506d86","1.082","","","","","1.1","0","https://www.westernuhealth.com/locations/","2021-11-29 14:31:55"
"https://www.westernuhealth.com/wp-content/uploads/smile_fonts/Defaults/Defaults.css?ver=5.8.2","text/css; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.465","Mon, 10 Sep 2018 19:04:59 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-content/uploads/smile_fonts/Defaults/Defaults.css?ver=5.8.2","2021-11-29 14:31:56"
"https://www.westernuhealth.com/wp-includes/js/dist/hooks.min.js?ver=a7edae857aab69d69fa10d5aef23a5de","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.775","Thu, 29 Jul 2021 15:36:31 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-includes/js/dist/hooks.min.js?ver=a7edae857aab69d69fa10d5aef23a5de","2021-11-29 14:31:56"
"https://www.westernuhealth.com/wp-content/themes/dt-the7/css/wpbakery.min.css?ver=10.0.0","text/css; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.495","Tue, 23 Nov 2021 17:49:37 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-content/themes/dt-the7/css/wpbakery.min.css?ver=10.0.0","2021-11-29 14:31:56"
"https://www.westernuhealth.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.7","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.326","Thu, 29 Jul 2021 15:36:31 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.7","2021-11-29 14:31:56"
"https://www.westernuhealth.com/wp-includes/js/jquery/ui/droppable.min.js?ver=1.12.1","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.504","Thu, 04 Feb 2021 13:57:11 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-includes/js/jquery/ui/droppable.min.js?ver=1.12.1","2021-11-29 14:31:56"
"https://www.westernuhealth.com/wecaredental/","text/html; charset=UTF-8","200","OK","Indexable","","We Care Dental","14","141","","0","0","","0","We Care Dental","14","","0","","0","","0","max-image-preview:large","","","https://www.westernuhealth.com/wecaredental/","","","","","","76224","352","3.535","1","","60","21","0","43.750","20","5","0","11","11","0","","","","","12785c0f338b877936f4d3932d11f335","1.036","","","","","1.1","0","https://www.westernuhealth.com/wecaredental/","2021-11-29 14:31:56"
"https://www.westernuhealth.com/wp-content/themes/dt-the7/fonts/FontAwesome/css/all.min.css?ver=10.0.0","text/css; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.732","Tue, 23 Nov 2021 17:49:36 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-content/themes/dt-the7/fonts/FontAwesome/css/all.min.css?ver=10.0.0","2021-11-29 14:31:57"
"https://www.westernuhealth.com/los-angeles/","text/html; charset=UTF-8","200","OK","Indexable","","WesternU Health Los Angeles","27","266","","0","0","","0","Eye Care Institute","18","Together for your health","24","","0","","0","max-image-preview:large","","","https://www.westernuhealth.com/los-angeles/","","","","","","78549","183","2.194","1","","39","9","0","18.750","32","8","0","11","10","0","","","","","cfcd56525ee2378adcc3b4a569f171b5","0.771","","","","","1.1","0","https://www.westernuhealth.com/los-angeles/","2021-11-29 14:31:57"
"https://www.westernuhealth.com/wp-includes/js/jquery/ui/menu.min.js?ver=1.12.1","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.567","Thu, 15 Apr 2021 07:40:24 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-includes/js/jquery/ui/menu.min.js?ver=1.12.1","2021-11-29 14:31:57"
"https://www.westernuhealth.com/wp-includes/js/jquery/ui/sortable.min.js?ver=1.12.1","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.262","Thu, 29 Jul 2021 15:36:31 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-includes/js/jquery/ui/sortable.min.js?ver=1.12.1","2021-11-29 14:31:58"
"https://www.westernuhealth.com/providers/","text/html; charset=UTF-8","200","OK","Indexable","","Providers | WesternU Health","27","252","","0","0","","0","Providers","9","","0","","0","","0","max-image-preview:large","","","https://www.westernuhealth.com/providers/","","","","","","79656","712","6.255","1","","45","17","0","35.420","57","25","0","9","9","0","","","","","6f88b09854a96d09d6e14ec56788162a","1.007","","","","","1.1","0","https://www.westernuhealth.com/providers/","2021-11-29 14:31:57"
"https://www.westernuhealth.com/services/","text/html; charset=UTF-8","200","OK","Indexable","","Services | WesternU Health","26","244","","0","0","","0","Services","8","","0","","0","","0","max-image-preview:large","","","https://www.westernuhealth.com/services/","","","","","","91504","377","3.451","1","","52","17","0","35.420","57","20","0","9","9","0","","","","","3740ad168b85f42b0a2a01ff8d6e14b8","0.551","","","","","1.1","0","https://www.westernuhealth.com/services/","2021-11-29 14:31:57"
"https://www.westernuhealth.com/wp-content/plugins/calendarize-it/js/rhc_gmap3.js?ver=1.0.1","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.441","Tue, 19 Oct 2021 20:04:09 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-content/plugins/calendarize-it/js/rhc_gmap3.js?ver=1.0.1","2021-11-29 14:31:58"
"https://www.westernuhealth.com/wp-content/plugins/calendarize-it/js/bootstrap.min.js?ver=3.0.0","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.294","Tue, 19 Oct 2021 20:04:09 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-content/plugins/calendarize-it/js/bootstrap.min.js?ver=3.0.0","2021-11-29 14:31:58"
"https://www.westernuhealth.com/wp-includes/css/dist/block-library/style.min.css?ver=5.8.2","text/css; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.251","Thu, 29 Jul 2021 15:36:32 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-includes/css/dist/block-library/style.min.css?ver=5.8.2","2021-11-29 14:31:58"
"https://www.westernuhealth.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/ultimate.min.css?ver=3.19.11","text/css; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.294","Thu, 29 Jul 2021 15:37:34 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/ultimate.min.css?ver=3.19.11","2021-11-29 14:31:58"
"https://www.westernuhealth.com/wp-content/plugins/js_composer/assets/lib/vc_waypoints/vc-waypoints.min.js?ver=6.7.0","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.450","Tue, 24 Aug 2021 15:01:29 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-content/plugins/js_composer/assets/lib/vc_waypoints/vc-waypoints.min.js?ver=6.7.0","2021-11-29 14:31:58"
"https://www.westernuhealth.com/pomona","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","35","17","0","35.420","0","0","0","0","0","0","","","","","","0.508","","https://www.westernuhealth.com/pomona/","HTTP Redirect","","1.1","0","https://www.westernuhealth.com/pomona","2021-11-29 14:31:58"
"https://www.westernuhealth.com/wp-content/plugins/calendarize-it/css/print.css?ver=1.0.2","text/css; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.392","Tue, 19 Oct 2021 20:04:09 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-content/plugins/calendarize-it/css/print.css?ver=1.0.2","2021-11-29 14:31:58"
"https://www.westernuhealth.com/wp-content/plugins/revslider/public/assets/assets/dummy.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","68","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.529","Tue, 19 Oct 2021 20:04:14 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-content/plugins/revslider/public/assets/assets/dummy.png","2021-11-29 14:31:58"
"https://www.westernuhealth.com/wp-content/themes/dt-the7/js/main.min.js?ver=10.0.0","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.669","Tue, 23 Nov 2021 17:49:36 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-content/themes/dt-the7/js/main.min.js?ver=10.0.0","2021-11-29 14:31:58"
"https://www.westernuhealth.com/wp-content/uploads/images/x-ray.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","2387","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.488","Wed, 10 Oct 2018 20:21:49 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-content/uploads/images/x-ray.png","2021-11-29 14:31:59"
"https://www.westernuhealth.com/wp-content/uploads/images/Patient-Exam-2016.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","92171","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.709","Tue, 16 Oct 2018 16:39:33 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-content/uploads/images/Patient-Exam-2016.jpg","2021-11-29 14:31:59"
"https://www.westernuhealth.com/wp-content/uploads/images/medicine-1.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1623","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.298","Wed, 10 Oct 2018 20:21:44 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-content/uploads/images/medicine-1.png","2021-11-29 14:31:59"
"https://www.westernuhealth.com/wp-includes/js/jquery/ui/datepicker.min.js?ver=1.12.1","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.262","Thu, 29 Jul 2021 15:36:31 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-includes/js/jquery/ui/datepicker.min.js?ver=1.12.1","2021-11-29 14:31:59"
"https://www.westernuhealth.com/wp-content/plugins/gtranslate/flags/16/en-us.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","488","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.891","Mon, 25 Oct 2021 18:16:23 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-content/plugins/gtranslate/flags/16/en-us.png","2021-11-29 14:31:59"
"https://www.westernuhealth.com/pomona/","text/html; charset=UTF-8","200","OK","Indexable","","WesternU Health | Pomona","24","241","","0","0","","0","Teaming up for your Health","26","Together for your health","24","","0","","0","max-image-preview:large","","","https://www.westernuhealth.com/pomona/","","","","","","94701","325","2.876","1","","66","15","0","31.250","50","14","0","12","11","0","","","","","86399eadb204dc280c8697d4601cacef","0.469","","","","","1.1","0","https://www.westernuhealth.com/pomona/","2021-11-29 14:31:59"
"https://www.westernuhealth.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.488","Thu, 17 Dec 2020 21:07:00 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2","2021-11-29 14:31:59"
"https://www.westernuhealth.com/wp-content/themes/dt-the7-child/style.css?ver=10.0.0","text/css; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.473","Fri, 15 Jun 2018 19:45:08 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-content/themes/dt-the7-child/style.css?ver=10.0.0","2021-11-29 14:32:00"
"https://www.westernuhealth.com/wp-content/plugins/dt-the7-core/assets/css/post-type.min.css?ver=2.5.7.1","text/css; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.532","Wed, 23 Jun 2021 22:57:28 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-content/plugins/dt-the7-core/assets/css/post-type.min.css?ver=2.5.7.1","2021-11-29 14:32:00"
"https://www.westernuhealth.com/wp-includes/js/dist/a11y.min.js?ver=0ac8327cc1c40dcfdf29716affd7ac63","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.453","Thu, 29 Jul 2021 15:36:31 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-includes/js/dist/a11y.min.js?ver=0ac8327cc1c40dcfdf29716affd7ac63","2021-11-29 14:32:00"
"https://www.westernuhealth.com/wp-includes/js/jquery/ui/button.min.js?ver=1.12.1","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.247","Thu, 04 Feb 2021 13:57:11 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-includes/js/jquery/ui/button.min.js?ver=1.12.1","2021-11-29 14:32:00"
"https://www.westernuhealth.com/wp-content/themes/dt-the7/lib/custom-scrollbar/custom-scrollbar.min.js?ver=10.0.0","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.335","Tue, 23 Nov 2021 17:49:36 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-content/themes/dt-the7/lib/custom-scrollbar/custom-scrollbar.min.js?ver=10.0.0","2021-11-29 14:32:00"
"https://www.westernuhealth.com/wp-content/themes/dt-the7-child/css/wuhealth-custom.css?ver=1.0.0","text/css; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.263","Tue, 04 Feb 2020 18:36:40 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-content/themes/dt-the7-child/css/wuhealth-custom.css?ver=1.0.0","2021-11-29 14:32:00"
"https://www.westernuhealth.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=6.7.0","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.461","Tue, 24 Aug 2021 15:01:29 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=6.7.0","2021-11-29 14:32:00"
"https://www.westernuhealth.com/wp-includes/js/jquery/ui/resizable.min.js?ver=1.12.1","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.613","Thu, 04 Feb 2021 13:57:11 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-includes/js/jquery/ui/resizable.min.js?ver=1.12.1","2021-11-29 14:32:00"
"https://www.westernuhealth.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/ultimate_bg.min.js?ver=3.19.11","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.531","Thu, 29 Jul 2021 15:37:34 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/ultimate_bg.min.js?ver=3.19.11","2021-11-29 14:32:00"
"https://www.westernuhealth.com/wp-includes/js/dist/dom-ready.min.js?ver=71883072590656bf22c74c7b887df3dd","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.317","Thu, 29 Jul 2021 15:36:31 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-includes/js/dist/dom-ready.min.js?ver=71883072590656bf22c74c7b887df3dd","2021-11-29 14:32:01"
"https://www.westernuhealth.com/wp-content/themes/dt-the7/lib/custom-scrollbar/custom-scrollbar.min.css?ver=10.0.0","text/css; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.330","Tue, 23 Nov 2021 17:49:36 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-content/themes/dt-the7/lib/custom-scrollbar/custom-scrollbar.min.css?ver=10.0.0","2021-11-29 14:32:01"
"https://www.westernuhealth.com/about-us/","text/html; charset=UTF-8","200","OK","Indexable","","About | WesternU Health","23","219","","0","0","","0","About","5","","0","OUR PROMISE TO YOU","18","","0","max-image-preview:large","","","https://www.westernuhealth.com/about-us/","","","","","","94288","820","6.067","1","","44","17","0","35.420","49","17","0","9","9","0","","","","","eb96eacd0a62ed03aebfa90a727f0f75","0.600","","","","","1.1","0","https://www.westernuhealth.com/about-us/","2021-11-29 14:32:01"
"https://www.westernuhealth.com/contact/","text/html; charset=UTF-8","200","OK","Indexable","","Contact Us | WesternU Health","28","266","","0","0","","0","Contact Us","10","Directions","10","","0","","0","max-image-preview:large","","","https://www.westernuhealth.com/contact/","","","","","","144822","451","2.217","1","","67","17","0","35.420","52","18","0","18","10","0","","","","","bd604d56c8415916d3ae86f88b0d08af","0.883","","","","","1.1","0","https://www.westernuhealth.com/contact/","2021-11-29 14:32:00"
"https://www.westernuhealth.com/services/pharmacy/","text/html; charset=UTF-8","200","OK","Indexable","","Pharmacy & Travel Health Care | WesternU Health","47","447","","0","0","","0","Pharmacy & Travel Health Care","29","","0","","0","","0","max-image-preview:large","","","https://www.westernuhealth.com/services/pharmacy/","","","","","","79857","689","5.942","1","","53","17","0","35.420","59","20","0","10","9","0","","","","","b145872a74beef82467c299c20a3b7bb","1.058","","","","","1.1","0","https://www.westernuhealth.com/services/pharmacy/","2021-11-29 14:32:00"
"https://www.westernuhealth.com/wp-includes/js/jquery/ui/core.min.js?ver=1.12.1","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.262","Thu, 15 Apr 2021 07:40:24 GMT","","","","1.1","0","https://www.westernuhealth.com/wp-includes/js/jquery/ui/core.min.js?ver=1.12.1","2021-11-29 14:32:01"
