"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Title 2","Title 2 Length","Title 2 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","Meta Robots 2","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://www.vidanthealth.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=6.8.0","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.133","Sat, 08 Jan 2022 12:02:50 GMT","","","","1.1","https://www.vidanthealth.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=6.8.0","2022-01-21 09:35:05"
"https://www.vidanthealth.com/covid-19/","text/html; charset=UTF-8","200","OK","Indexable","","COVID-19 - Vidant Health","24","227","","0","0","","0","0","","0","Search Vidant Health","20","COVID-19","8","Here to Keep You Informed","25","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","https://www.vidanthealth.com/covid-19/","","","","","","65319","452","5.148","1","","554","468","0","97.910","71","37","0","17","12","0","","","","","cfadbe5b66cf8cd7ef63e7ba60bde4f1","0.261","Fri, 21 Jan 2022 14:22:31 GMT","","","","1.1","https://www.vidanthealth.com/covid-19/","2022-01-21 09:35:05"
"https://www.vidanthealth.com/wp-content/plugins/event-tickets/common/src/resources/js/underscore-before.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.584","Thu, 20 Jan 2022 16:10:26 GMT","","","","1.1","https://www.vidanthealth.com/wp-content/plugins/event-tickets/common/src/resources/js/underscore-before.js","2022-01-21 09:35:04"
"https://www.vidanthealth.com/wp-content/uploads/2020/11/Cancer-care.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.152","Tue, 10 Nov 2020 14:34:42 GMT","","","","1.1","https://www.vidanthealth.com/wp-content/uploads/2020/11/Cancer-care.svg","2022-01-21 09:35:05"
"https://www.vidanthealth.com/contact-us/","text/html; charset=UTF-8","200","OK","Indexable","","Contact Us - Vidant Health","26","234","","0","0","","0","0","","0","Search Vidant Health","20","Contact Us","10","Contact Us","10","For More Information","20","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","https://www.vidanthealth.com/contact-us/","","","","","","69777","404","5.389","1","","473","468","0","97.910","51","29","0","18","12","0","","","","","e2c69572bad55738e5e050bce6684d8f","0.820","Fri, 21 Jan 2022 14:27:46 GMT","","","","1.1","https://www.vidanthealth.com/contact-us/","2022-01-21 09:35:04"
"https://www.vidanthealth.com/wp-content/themes/vidant/bower_components/waypoints/lib/jquery.waypoints.js?ver=4.0.0","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.156","Mon, 26 Oct 2020 11:52:58 GMT","","","","1.1","https://www.vidanthealth.com/wp-content/themes/vidant/bower_components/waypoints/lib/jquery.waypoints.js?ver=4.0.0","2022-01-21 09:35:05"
"https://www.vidanthealth.com/new-renal-dialysis-unit-opens-at-vmc/","text/html; charset=UTF-8","200","OK","Indexable","","New renal dialysis unit opens at VMC - Vidant Health","52","464","","0","0","The Renal Dialysis Unit at VMC moved to a new, reconstructed space with upgraded amenities, more space and increased privacy for patients.","138","887","","0","Search Vidant Health","20","New renal dialysis unit opens at VMC","36","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","https://www.vidanthealth.com/new-renal-dialysis-unit-opens-at-vmc/","","","","","","60476","538","6.237","1","","20","7","0","1.460","59","37","0","15","10","0","","","","","d6ed57d42d50a3219d3f54d2ffa91f3","0.231","Fri, 21 Jan 2022 09:28:27 GMT","","","","1.1","https://www.vidanthealth.com/new-renal-dialysis-unit-opens-at-vmc/","2022-01-21 09:35:05"
"https://www.vidanthealth.com/wp-content/uploads/2022/01/20-VH-831-MLK-Materials-MyVidant-360x200.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","94540","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.221","Mon, 17 Jan 2022 13:28:04 GMT","","","","1.1","https://www.vidanthealth.com/wp-content/uploads/2022/01/20-VH-831-MLK-Materials-MyVidant-360x200.png","2022-01-21 09:35:05"
"https://www.vidanthealth.com/voices-of-vidant/","text/html; charset=UTF-8","200","OK","Indexable","","Voices of Vidant - Vidant Health","32","277","","0","0","","0","0","","0","Search Vidant Health","20","Voices of Vidant","16","Inspired by our mission, journeys of care and caring, hope and healing.","71","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","https://www.vidanthealth.com/voices-of-vidant/","","","","","","53419","299","4.868","1","","474","468","0","97.910","52","30","0","15","10","0","","","","","f32564a022b0401e449c87a71d510658","0.229","Fri, 21 Jan 2022 10:38:07 GMT","","","","1.1","https://www.vidanthealth.com/voices-of-vidant/","2022-01-21 09:35:05"
"https://www.vidanthealth.com/patients-and-families/your-bill/pricing-transparency/","text/html; charset=UTF-8","200","OK","Indexable","","Pricing Transparency - Vidant Health","36","325","","0","0","","0","0","","0","Search Vidant Health","20","Pricing Transparency","20","Standard pricing for key services to inform your care journey.","62","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","https://www.vidanthealth.com/patients-and-families/your-bill/pricing-transparency/","","","","","","75183","769","7.035","1","","523","468","0","97.910","104","69","0","19","13","0","","","","","329759cfd58913b6a87e9ffba673eb19","0.226","Fri, 21 Jan 2022 07:36:23 GMT","","","","1.1","https://www.vidanthealth.com/patients-and-families/your-bill/pricing-transparency/","2022-01-21 09:35:05"
"https://www.vidanthealth.com/wp-content/plugins/revslider/public/assets/assets/dummy.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","68","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.145","Sat, 08 Jan 2022 12:02:41 GMT","","","","1.1","https://www.vidanthealth.com/wp-content/plugins/revslider/public/assets/assets/dummy.png","2022-01-21 09:35:06"
"https://www.vidanthealth.com/wp-content/themes/vidant/library/dist/js/scripts.806bff70.min.js?ver=1.2","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.148","Thu, 11 Nov 2021 19:52:47 GMT","","","","1.1","https://www.vidanthealth.com/wp-content/themes/vidant/library/dist/js/scripts.806bff70.min.js?ver=1.2","2022-01-21 09:35:06"
"https://www.vidanthealth.com/services/cancer/","text/html; charset=UTF-8","200","OK","Indexable","","Cancer - Vidant Health","22","200","","0","0","","0","0","","0","Search Vidant Health","20","Cancer Care","11","For More Information","20","We believe in life without cancer.","34","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","https://www.vidanthealth.com/services/cancer/","","","","","","109797","2356","14.138","1","","67","20","0","4.180","87","41","0","55","50","0","","","","","a233a04cec616dfc8f6b329a58e6fceb","0.793","Fri, 21 Jan 2022 11:38:08 GMT","","","","1.1","https://www.vidanthealth.com/services/cancer/","2022-01-21 09:35:05"
"https://www.vidanthealth.com/wp-content/uploads/2020/08/maynard-childrens-hospital-ico.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.160","Wed, 26 Aug 2020 16:05:07 GMT","","","","1.1","https://www.vidanthealth.com/wp-content/uploads/2020/08/maynard-childrens-hospital-ico.svg","2022-01-21 09:35:06"
"https://www.vidanthealth.com/wp-content/uploads/2021/12/SBA-and-GFE-Combined-Patient-Notice-8.5x11-English-Spanish-FINAL-APPROVED.pdf","application/pdf","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","119928","0","0.000","1","","476","476","0","99.580","0","0","0","0","0","0","","","","","","0.134","Wed, 22 Dec 2021 12:58:08 GMT","","","","1.1","https://www.vidanthealth.com/wp-content/uploads/2021/12/SBA-and-GFE-Combined-Patient-Notice-8.5x11-English-Spanish-FINAL-APPROVED.pdf","2022-01-21 09:35:06"
"https://www.vidanthealth.com/wp-content/uploads/2020/11/VH-NPP-Booklet-Rev-10-18_ONLINE-1.pdf","application/pdf","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","125673","0","0.000","1","","477","476","0","99.580","0","0","0","0","0","0","","","","","","0.272","Fri, 13 Nov 2020 01:54:40 GMT","","","","1.1","https://www.vidanthealth.com/wp-content/uploads/2020/11/VH-NPP-Booklet-Rev-10-18_ONLINE-1.pdf","2022-01-21 09:35:06"
"https://www.vidanthealth.com/wp-content/uploads/2021/08/Visitation-Restrictions-8.11-360x200.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","15926","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.174","Thu, 12 Aug 2021 19:07:23 GMT","","","","1.1","https://www.vidanthealth.com/wp-content/uploads/2021/08/Visitation-Restrictions-8.11-360x200.png","2022-01-21 09:35:06"
"https://www.vidanthealth.com/wp-content/uploads/2021/06/Waldrum-ECU-450x300-1-360x200.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","122010","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.197","Wed, 23 Jun 2021 20:36:43 GMT","","","","1.1","https://www.vidanthealth.com/wp-content/uploads/2021/06/Waldrum-ECU-450x300-1-360x200.png","2022-01-21 09:35:06"
"https://www.vidanthealth.com/wp-content/plugins/jetpack/css/jetpack.css?ver=10.5","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.538","Tue, 11 Jan 2022 18:30:31 GMT","","","","1.1","https://www.vidanthealth.com/wp-content/plugins/jetpack/css/jetpack.css?ver=10.5","2022-01-21 09:35:06"
"https://www.vidanthealth.com/vendors/","text/html; charset=UTF-8","200","OK","Indexable","","Vendors - Vidant Health","23","209","","0","0","","0","0","","0","Search Vidant Health","20","Vendor Information","18","Vendors are our partners in providing quality health care to residents across eastern North Carolina.","101","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","https://www.vidanthealth.com/vendors/","","","","","","52611","188","3.171","1","","473","468","0","97.910","54","32","0","15","10","0","","","","","3c4edaf3645829fd093103805a720fd5","0.562","Fri, 21 Jan 2022 06:13:11 GMT","","","","1.1","https://www.vidanthealth.com/vendors/","2022-01-21 09:35:06"
"https://www.vidanthealth.com/services/vidant-virtual/","text/html; charset=UTF-8","200","OK","Indexable","","Vidant Virtual - Vidant Health","30","253","","0","0","","0","0","","0","Search Vidant Health","20","Vidant Virtual","14","Learn more about your Virtual Care options.","43","E-visits","8","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","https://www.vidanthealth.com/services/vidant-virtual/","","","","","","63346","481","5.463","1","","479","468","0","97.910","52","29","0","19","13","0","","","","","ace15d0fdd1ffe5cb26a8886b5e32397","0.212","Fri, 21 Jan 2022 14:19:35 GMT","","","","1.1","https://www.vidanthealth.com/services/vidant-virtual/","2022-01-21 09:35:06"
"https://www.vidanthealth.com/nursing/","text/html; charset=UTF-8","200","OK","Indexable","","Nursing - Vidant Health","23","206","","0","0","","0","0","","0","Search Vidant Health","20","Nursing at Vidant Health","24","Why we do what we do.","21","For More Information","20","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","https://www.vidanthealth.com/nursing/","","","","","","71441","629","6.453","1","","507","468","0","97.910","66","36","0","18","12","0","","","","","f007f0d8087b8a0050b2584764bbfd71","0.237","Fri, 21 Jan 2022 03:55:40 GMT","","","","1.1","https://www.vidanthealth.com/nursing/","2022-01-21 09:35:06"
"https://www.vidanthealth.com/research-grants/","text/html; charset=UTF-8","200","OK","Indexable","","Research & Grants - Vidant Health","33","304","","0","0","","0","0","","0","Search Vidant Health","20","Center for Research and Grants","30","Advancing the future of health care.","36","Center for Research and Grants Goals:","37","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","https://www.vidanthealth.com/research-grants/","","","","","","60599","464","5.775","1","","490","468","0","97.910","63","34","0","15","10","0","","","","","f29f84bd97b0b30d5093022da1e040af","1.053","Thu, 20 Jan 2022 23:30:36 GMT","","","","1.1","https://www.vidanthealth.com/research-grants/","2022-01-21 09:35:06"
"https://www.vidanthealth.com/services/heart-vascular/","text/html; charset=UTF-8","200","OK","Indexable","","Heart & Vascular - Vidant Health","32","285","","0","0","","0","0","","0","Search Vidant Health","20","Heart & Vascular Care","21","Vidant Health is committed to providing comprehensive heart and vascular care to the people of eastern North Carolina.","118","For More Information","20","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","https://www.vidanthealth.com/services/heart-vascular/","","","","","","85943","1100","8.887","1","","38","11","0","2.300","76","34","0","44","36","0","","","","","363c6fc3df679787fc2e7977b265e3d8","0.214","Fri, 21 Jan 2022 13:18:24 GMT","","","","1.1","https://www.vidanthealth.com/services/heart-vascular/","2022-01-21 09:35:07"
"https://www.vidanthealth.com/ecu-vidant-begin-joint-operating-agreement-ecu-health-logo-to-be-revealed-in-the-spring-rebranding-to-follow/","text/html; charset=UTF-8","200","OK","Indexable","","ECU, Vidant begin joint operating agreement; ECU Health logo to be revealed in the spring, rebranding to follow - Vidant Health","127","1115","","0","0","The joint operating agreement between Brody School of Medicine and Vidant is now underway, enabling the organizations to create ECU Health.","139","891","","0","Search Vidant Health","20","ECU, Vidant begin joint operating agreement; ECU Health logo to be revealed in the spring, rebranding to follow","111","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","https://www.vidanthealth.com/ecu-vidant-begin-joint-operating-agreement-ecu-health-logo-to-be-revealed-in-the-spring-rebranding-to-follow/","","","","","","62140","567","6.586","1","","21","6","0","1.260","58","36","0","15","10","0","","","","","d859b4d3a0ffc0a61524e1b11b76955e","0.631","Fri, 21 Jan 2022 14:35:05 GMT","","","","1.1","https://www.vidanthealth.com/ecu-vidant-begin-joint-operating-agreement-ecu-health-logo-to-be-revealed-in-the-spring-rebranding-to-follow/","2022-01-21 09:35:06"
"https://www.vidanthealth.com/vidant-health-op-ed-omicron-brings-urgency-for-vaccination-safety-habits/","text/html; charset=UTF-8","200","OK","Indexable","","Vidant Health Op-Ed: Omicron Brings Urgency for Vaccination, Safety Habits - Vidant Health","90","810","","0","0","The COVID-19 vaccine is the most simple and effective tool we have to help stop the spread, slow further mutations and save lives.","130","815","","0","Search Vidant Health","20","Vidant Health Op-Ed: Omicron Brings Urgency for Vaccination, Safety Habits","74","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","https://www.vidanthealth.com/vidant-health-op-ed-omicron-brings-urgency-for-vaccination-safety-habits/","","","","","","62746","680","7.342","1","","16","7","0","1.460","61","38","0","15","10","0","","","","","a84b23c4764e786d316228601fe89109","0.810","Thu, 20 Jan 2022 23:06:30 GMT","","","","1.1","https://www.vidanthealth.com/vidant-health-op-ed-omicron-brings-urgency-for-vaccination-safety-habits/","2022-01-21 09:35:06"
"https://www.vidanthealth.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.823","Tue, 20 Jul 2021 18:27:31 GMT","","","","1.1","https://www.vidanthealth.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0","2022-01-21 09:35:07"
"https://www.vidanthealth.com/wp-content/plugins/fs-theme-extensions-master/public/js/fs-theme-extensions-public.js?ver=1.1.3","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.143","Tue, 18 Aug 2020 14:15:04 GMT","","","","1.1","https://www.vidanthealth.com/wp-content/plugins/fs-theme-extensions-master/public/js/fs-theme-extensions-public.js?ver=1.1.3","2022-01-21 09:35:07"
"https://www.vidanthealth.com/wp-content/plugins/js_composer/assets/lib/vc-tta-autoplay/vc-tta-autoplay.min.js?ver=6.8.0","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.137","Sat, 08 Jan 2022 12:02:50 GMT","","","","1.1","https://www.vidanthealth.com/wp-content/plugins/js_composer/assets/lib/vc-tta-autoplay/vc-tta-autoplay.min.js?ver=6.8.0","2022-01-21 09:35:07"
"https://www.vidanthealth.com/wp-content/plugins/wp-search-with-algolia/js/algoliasearch/dist/algoliasearch-lite.umd.js?ver=2.1.0","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.610","Wed, 28 Jul 2021 14:36:29 GMT","","","","1.1","https://www.vidanthealth.com/wp-content/plugins/wp-search-with-algolia/js/algoliasearch/dist/algoliasearch-lite.umd.js?ver=2.1.0","2022-01-21 09:35:07"
"https://www.vidanthealth.com/wp-content/uploads/2021/01/Vaccine_Clinic-8709-1-360x200.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","16351","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.145","Thu, 21 Jan 2021 21:36:20 GMT","","","","1.1","https://www.vidanthealth.com/wp-content/uploads/2021/01/Vaccine_Clinic-8709-1-360x200.jpg","2022-01-21 09:35:07"
"https://www.vidanthealth.com/patients-and-families/request-medical-records/","text/html; charset=UTF-8","200","OK","Indexable","","Request Medical Records - Vidant Health","39","363","","0","0","","0","0","","0","Search Vidant Health","20","Request Medical Records","23","Collaboration inspires the best medicine.","41","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","https://www.vidanthealth.com/patients-and-families/request-medical-records/","","","","","","78882","753","6.925","1","","524","468","0","97.910","86","52","0","15","10","0","","","","","581efd40200150842b72236856215c41","0.206","Fri, 21 Jan 2022 14:12:33 GMT","","","","1.1","https://www.vidanthealth.com/patients-and-families/request-medical-records/","2022-01-21 09:35:07"
"http://www.vidanthealth.com/services/","","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","1","","1","1","0","0.210","0","0","0","0","0","0","","","","","","0.087","","https://www.vidanthealth.com/services/","HTTP Redirect","","1.1","http://www.vidanthealth.com/services/","2022-01-21 09:35:08"
"https://vidanthealth.com/feedback","text/html","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","1","","936","468","0","97.910","0","0","0","0","0","0","","","","","","0.198","","https://www.vidanthealth.com/feedback","HTTP Redirect","","1.1","https://vidanthealth.com/feedback","2022-01-21 09:35:07"
