Source,Target,,,
https://health.ucdavis.edu/medicalcenter/,http://www.instagram.com/ucdavishealth,,,
https://health.ucdavis.edu/medicalcenter/,https://www.linkedin.com/company/uc-davis-health/,,,
https://health.ucdavis.edu/medicalcenter/aboutus/,http://physicians.ucdavis.edu/medicalcenter/,,,
https://health.ucdavis.edu/medicalcenter/aboutus/,http://physicians.ucdavis.edu/medicalcenter/,,,
https://health.ucdavis.edu/medicalcenter/aboutus/,http://physicians.ucdavis.edu/medicalcenter,,,
https://health.ucdavis.edu/medicalcenter/aboutus/,http://physicians.ucdavis.edu/medicalcenter,,,
https://health.ucdavis.edu/medicalcenter/aboutus/,http://www.ucdmc.ucdavis.edu/legal/privacy/,,,
https://health.ucdavis.edu/medicalcenter/aboutus/,http://physicians.ucdavis.edu/medicalcenter,,,
https://health.ucdavis.edu/medicalcenter/aboutus/,http://www.ucdmc.ucdavis.edu/nurse/daisy,,,
https://health.ucdavis.edu/medicalcenter/aboutus/,"https://www.google.com/maps/place/4251+X+St,+Sacramento,+CA+95817/@38.554896,-121.4584849,17z/data=!3m1!4b1!4m5!3m4!1s0x809ad07cc6228885:0x74998774c85fe60d!8m2!3d38.554896!4d-121.4562962",,,
https://health.ucdavis.edu/medicalcenter/aboutus/,http://www.ucdmc.ucdavis.edu/publish/news/medicalcenter/,,,
https://health.ucdavis.edu/medicalcenter/aboutus/,https://www.ucdmc.ucdavis.edu/medicalcenter/aboutus/bios/simmons.html,,,
https://health.ucdavis.edu/medicalcenter/aboutus/,https://www.nursingworld.org/organizational-programs/magnet/,,,
https://health.ucdavis.edu/medicalcenter/aboutus/,http://www.ucdmc.ucdavis.edu/health-magazine/,,,
https://health.ucdavis.edu/medicalcenter/aboutus/,https://mychart.ucdavis.edu/mychart/,,,
https://health.ucdavis.edu/medicalcenter/aboutus/,https://www.facebook.com/UCDavisMedicalCenter,,,
https://health.ucdavis.edu/medicalcenter/aboutus/,https://twitter.com/UCDavisMedCntr,,,
https://health.ucdavis.edu/medicalcenter/aboutus/,http://www.youtube.com/ucdavishealth,,,
https://health.ucdavis.edu/medicalcenter/aboutus/,http://pinterest.com/ucdavishealth/,,,
https://health.ucdavis.edu/medicalcenter/aboutus/,http://www.instagram.com/ucdavishealth,,,
https://health.ucdavis.edu/medicalcenter/aboutus/,https://www.linkedin.com/company/uc-davis-health/,,,
https://health.ucdavis.edu/medicalcenter/patients/home_care.html,http://physicians.ucdavis.edu/medicalcenter/,,,
https://health.ucdavis.edu/medicalcenter/patients/home_care.html,http://physicians.ucdavis.edu/medicalcenter/,,,
https://health.ucdavis.edu/medicalcenter/patients/home_care.html,http://physicians.ucdavis.edu/medicalcenter,,,
https://health.ucdavis.edu/medicalcenter/patients/home_care.html,http://physicians.ucdavis.edu/medicalcenter,,,
https://health.ucdavis.edu/medicalcenter/patients/home_care.html,http://www.ucdmc.ucdavis.edu/legal/privacy/,,,
https://health.ucdavis.edu/medicalcenter/patients/home_care.html,http://physicians.ucdavis.edu/medicalcenter,,,
https://health.ucdavis.edu/medicalcenter/patients/home_care.html,http://www.ucdmc.ucdavis.edu/nurse/daisy,,,
https://health.ucdavis.edu/medicalcenter/patients/home_care.html,"https://www.google.com/maps/place/4251+X+St,+Sacramento,+CA+95817/@38.554896,-121.4584849,17z/data=!3m1!4b1!4m5!3m4!1s0x809ad07cc6228885:0x74998774c85fe60d!8m2!3d38.554896!4d-121.4562962",,,
https://health.ucdavis.edu/medicalcenter/patients/home_care.html,http://www.ucdmc.ucdavis.edu/publish/news/medicalcenter/,,,
https://health.ucdavis.edu/medicalcenter/patients/home_care.html,http://www.ucdmc.ucdavis.edu/homecare/hospice/about_hospice.html,,,
https://health.ucdavis.edu/medicalcenter/patients/home_care.html,https://mychart.ucdavis.edu/mychart/,,,
https://health.ucdavis.edu/medicalcenter/patients/home_care.html,https://mychart.ucdavis.edu/mychart/,,,
https://health.ucdavis.edu/medicalcenter/patients/home_care.html,https://mychart.ucdavis.edu/mychart/,,,
https://health.ucdavis.edu/medicalcenter/patients/home_care.html,https://mychart.ucdavis.edu/mychart/,,,
https://health.ucdavis.edu/medicalcenter/patients/home_care.html,https://www.facebook.com/UCDavisMedicalCenter,,,
https://health.ucdavis.edu/medicalcenter/patients/home_care.html,https://twitter.com/UCDavisMedCntr,,,
https://health.ucdavis.edu/medicalcenter/patients/home_care.html,http://www.youtube.com/ucdavishealth,,,
https://health.ucdavis.edu/medicalcenter/patients/home_care.html,http://pinterest.com/ucdavishealth/,,,
https://health.ucdavis.edu/medicalcenter/patients/home_care.html,http://www.instagram.com/ucdavishealth,,,
https://health.ucdavis.edu/medicalcenter/patients/home_care.html,https://www.linkedin.com/company/uc-davis-health/,,,
https://health.ucdavis.edu/discovering-healthy/,https://hr.ucdavis.edu/,,,
https://health.ucdavis.edu/discovering-healthy/,https://www.facebook.com/UCDavisHealth,,,
https://health.ucdavis.edu/discovering-healthy/,http://www.instagram.com/ucdavishealth,,,
https://health.ucdavis.edu/discovering-healthy/,https://www.linkedin.com/company/uc-davis-health,,,
https://health.ucdavis.edu/discovering-healthy/,https://twitter.com/UCDavisHealth,,,
https://health.ucdavis.edu/discovering-healthy/,http://www.youtube.com/ucdavishealth,,,
https://health.ucdavis.edu/discovering-healthy/,http://pinterest.com/ucdavishealth/,,,
https://health.ucdavis.edu/discovering-healthy/,https://hr.ucdavis.edu/,,,
https://health.ucdavis.edu/discovering-healthy/,https://physicians.ucdavis.edu/,,,
https://health.ucdavis.edu/discovering-healthy/,https://www.ucdavis.edu/,,,
https://health.ucdavis.edu/discovering-healthy/,https://www.universityofcalifornia.edu/,,,
https://health.ucdavis.edu/discovering-healthy/,https://health.universityofcalifornia.edu/,,,
https://health.ucdavis.edu/discovering-healthy/,"https://www.google.com/maps/dir//UC+DAVIS+HEALTH,+2315+Stockton+Blvd,+Sacramento,+CA+95817/@38.5547416,-121.456967,17.84z/data=!4m16!1m6!3m5!1s0x809ad07cc0d3cd61:0x7d6be96a48cea31a!2sUC+DAVIS+HEALTH!8m2!3d38.5547311!4d-121.4555678!4m8!1m0!1m5!1m1!1s0x809ad07cc0d3cd61:0x7d6be96a48cea31a!2m2!1d-121.4555678!2d38.5547311!3e2",,,
https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,http://physicians.ucdavis.edu/medicalcenter/,,,
https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,http://physicians.ucdavis.edu/medicalcenter/,,,
https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,http://physicians.ucdavis.edu/medicalcenter,,,
https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,http://physicians.ucdavis.edu/medicalcenter,,,
https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,http://www.ucdmc.ucdavis.edu/legal/privacy/,,,
https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,http://physicians.ucdavis.edu/medicalcenter,,,
https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,http://www.ucdmc.ucdavis.edu/nurse/daisy,,,
https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,"https://www.google.com/maps/place/4251+X+St,+Sacramento,+CA+95817/@38.554896,-121.4584849,17z/data=!3m1!4b1!4m5!3m4!1s0x809ad07cc6228885:0x74998774c85fe60d!8m2!3d38.554896!4d-121.4562962",,,
https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,http://www.ucdmc.ucdavis.edu/publish/news/medicalcenter/,,,
https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,https://aspe.hhs.gov/poverty-guidelines,,,
https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,https://aspe.hhs.gov/poverty-guidelines,,,
https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,https://mychart.ucdavis.edu/mychart/,,,
https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,https://mychart.ucdavis.edu/mychart/,,,
https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,https://mychart.ucdavis.edu/mychart/,,,
https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,https://www.facebook.com/UCDavisMedicalCenter,,,
https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,https://twitter.com/UCDavisMedCntr,,,
https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,http://www.youtube.com/ucdavishealth,,,
https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,http://pinterest.com/ucdavishealth/,,,
https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,http://www.instagram.com/ucdavishealth,,,
https://health.ucdavis.edu/medicalcenter/patients/financial-assistance.html,https://www.linkedin.com/company/uc-davis-health/,,,
https://health.ucdavis.edu/cancer/,https://mychart.ucdavis.edu/mychart/,,,
https://health.ucdavis.edu/cancer/,https://cct.ucdmc.ucdavis.edu/cct/,,,
https://health.ucdavis.edu/cancer/,https://comprehensivecancercenter.ucdavis.edu/members,,,
https://health.ucdavis.edu/cancer/,https://cct.ucdmc.ucdavis.edu/cct/,,,
https://health.ucdavis.edu/cancer/,https://give.ucdavis.edu/Donate/YourGift/CC48317/,,,
https://health.ucdavis.edu/cancer/,https://cct.ucdmc.ucdavis.edu/cct/,,,
https://health.ucdavis.edu/cancer/,https://youtu.be/JhQqnCnCfAk,,,
https://health.ucdavis.edu/cancer/,https://cct.ucdmc.ucdavis.edu/cct/,,,
https://health.ucdavis.edu/cancer/,https://www.onclive.com/sap-partner/cancer-centers/ucdavis,,,
https://health.ucdavis.edu/cancer/,http://health.usnews.com/best-hospitals/area/ca/university-of-california-davis-medical-center-6932680,,,
https://health.ucdavis.edu/cancer/,http://health.usnews.com/best-hospitals/area/ca/university-of-california-davis-medical-center-6932680,,,
https://health.ucdavis.edu/cancer/,http://health.usnews.com/best-hospitals/area/ca/university-of-california-davis-medical-center-6932680,,,
https://health.ucdavis.edu/cancer/,https://practice.asco.org/quality-improvement/quality-programs/qopi-certification-program,,,
https://health.ucdavis.edu/cancer/,https://www.nccn.org/members/profile?groupid=2986,,,
https://health.ucdavis.edu/cancer/,http://www.ucdavis.edu/,,,
https://health.ucdavis.edu/cancer/,https://www.facebook.com/UCDavisCancer/,,,
https://health.ucdavis.edu/cancer/,https://twitter.com/UCD_Cancer,,,
https://health.ucdavis.edu/cancer/,https://www.youtube.com/ucdavishealth,,,
https://health.ucdavis.edu/cancer/,https://www.pinterest.com/ucdavishealth/,,,
https://health.ucdavis.edu/cancer/,https://www.instagram.com/ucdaviscancer/,,,
https://health.ucdavis.edu/cancer/,https://www.linkedin.com/company/uc-davis-health,,,
https://health.ucdavis.edu/cancer/,https://give.ucdavis.edu/Donate/YourGift/CC48317,,,
https://health.ucdavis.edu/cancer/,https://org.ucdavis.edu/directory/index.html,,,
https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,https://hr.ucdavis.edu/careers/,,,
https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,https://physician-referral.ucdmc.ucdavis.edu/index.cfm,,,
https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,https://physicianconnect.ucdmc.ucdavis.edu/,,,
https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,http://physicians.ucdavis.edu/medicalcenter/,,,
https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,http://www.ucdmc.ucdavis.edu/cme/index.html,,,
https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,https://physicians.ucdavis.edu/medicalcenter/,,,
https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,http://www.ucdmc.ucdavis.edu/medicalcenter/patients/financial-assistance.html,,,
https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,http://www.ucdavis.edu/,,,
https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,http://www.ucdmc.ucdavis.edu/newsroom/index.html,,,
https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,http://www.ucdmc.ucdavis.edu/newsroom/publications/index.html,,,
https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,http://www.ucdmc.ucdavis.edu/newsroom/facts_figures/index.html,,,
https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,https://www.facebook.com/UCDavisMedicalCenter,,,
https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,https://twitter.com/UCDavisMedCntr,,,
https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,http://www.youtube.com/ucdavishealth,,,
https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,http://pinterest.com/ucdavishealth/,,,
https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,http://www.instagram.com/ucdavishealth,,,
https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,https://www.linkedin.com/company/uc-davis-health-system,,,
https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,https://give.ucdavis.edu/Area/,,,
https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,https://hr.ucdavis.edu/careers,,,
https://health.ucdavis.edu/referrals/services/acute-care-transfers-emergency-consults.html,https://www.ucdavis.edu/,,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://physicians.ucdavis.edu/medicalcenter/,,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://physicians.ucdavis.edu/medicalcenter/,,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://physicians.ucdavis.edu/medicalcenter,,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://physicians.ucdavis.edu/medicalcenter,,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.ucdmc.ucdavis.edu/legal/privacy/,,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://physicians.ucdavis.edu/medicalcenter,,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.ucdmc.ucdavis.edu/nurse/daisy,,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,"https://www.google.com/maps/place/4251+X+St,+Sacramento,+CA+95817/@38.554896,-121.4584849,17z/data=!3m1!4b1!4m5!3m4!1s0x809ad07cc6228885:0x74998774c85fe60d!8m2!3d38.554896!4d-121.4562962",,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.ucdmc.ucdavis.edu/publish/news/medicalcenter/,,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.rmhcnc.org/,,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.rmhcnc.org/,,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.kiwanisfamilyhouse.org/,,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.ucdmc.ucdavis.edu/children/,,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.kiwanisfamilyhouse.org/,,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.ucdmc.ucdavis.edu/welcome/maps_directions/,,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://marriott.com/property/propertyPage/SACCY&EPCEC=InProcess&EPNAVCEC=InProcess,,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.hotelmedpark.com/,,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.marriott.com/SACSN,,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.marriott.com/sacrr,,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,https://www.marriott.com/event-reservations/reservation-link.mi?id=1636739644445&key=CORP&app=resvlink,,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.ucdmc.ucdavis.edu/medicalcenter/,,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,https://mychart.ucdavis.edu/mychart/,,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,https://www.facebook.com/UCDavisMedicalCenter,,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,https://twitter.com/UCDavisMedCntr,,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.youtube.com/ucdavishealth,,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://pinterest.com/ucdavishealth/,,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,http://www.instagram.com/ucdavishealth,,,
https://health.ucdavis.edu/medicalcenter/visitors/places-to-stay.html,https://www.linkedin.com/company/uc-davis-health/,,,
https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,https://hr.ucdavis.edu/careers/,,,
https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,https://physician-referral.ucdmc.ucdavis.edu/index.cfm,,,
https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,https://physicianconnect.ucdmc.ucdavis.edu/,,,
https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,http://physicians.ucdavis.edu/medicalcenter/,,,
https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,http://www.ucdmc.ucdavis.edu/cme/index.html,,,
https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,http://www.ucdmc.ucdavis.edu/medicalcenter/patients/financial-assistance.html,,,
https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,http://www.ucdavis.edu/,,,
https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,http://www.ucdmc.ucdavis.edu/newsroom/index.html,,,
https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,http://www.ucdmc.ucdavis.edu/newsroom/publications/index.html,,,
https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,http://www.ucdmc.ucdavis.edu/newsroom/facts_figures/index.html,,,
https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,https://www.facebook.com/UCDavisMedicalCenter,,,
https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,https://twitter.com/UCDavisMedCntr,,,
https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,http://www.youtube.com/ucdavishealth,,,
https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,http://pinterest.com/ucdavishealth/,,,
https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,http://www.instagram.com/ucdavishealth,,,
https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,https://www.linkedin.com/company/uc-davis-health-system,,,
https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,https://give.ucdavis.edu/Area/,,,
https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,https://hr.ucdavis.edu/careers,,,
https://health.ucdavis.edu/referrals/services/physician-phone-consultations.html,https://www.ucdavis.edu/,,,
https://health.ucdavis.edu/gme/,https://hr.ucdavis.edu/,,,
https://health.ucdavis.edu/gme/,http://www.ucdmc.ucdavis.edu/medschool/,,,
https://health.ucdavis.edu/gme/,https://frontdoor.ucdavis.edu/,,,
https://health.ucdavis.edu/gme/,http://www.ucdmc.ucdavis.edu/hr/hrdepts/resident_program/index.html,,,
https://health.ucdavis.edu/gme/,http://www.acgme.org/,,,
https://health.ucdavis.edu/gme/,https://dl.acgme.org/pages/well-being,,,
https://health.ucdavis.edu/gme/,https://www.abms.org/,,,
https://health.ucdavis.edu/gme/,http://www.mbc.ca.gov/,,,
https://health.ucdavis.edu/gme/,https://www.deadiversion.usdoj.gov/,,,
https://health.ucdavis.edu/gme/,https://www.cms.gov/Regulations-and-Guidance/Administrative-Simplification/NationalProvIdentStand/index.html,,,
https://health.ucdavis.edu/gme/,https://nam.edu/clinicianwellbeing/,,,
https://health.ucdavis.edu/gme/,http://www.nrmp.org/,,,
https://health.ucdavis.edu/gme/,https://ucdavis.medhub.com/,,,
https://health.ucdavis.edu/gme/,http://www.acgme.org/,,,
https://health.ucdavis.edu/gme/,https://ecrc.ucdmc.ucdavis.edu/crc/public/home/flash.jsf,,,
https://health.ucdavis.edu/gme/,https://hr.ucdavis.edu/employees/ucdh-resident,,,
https://health.ucdavis.edu/gme/,http://lms.ucdavis.edu/,,,
https://health.ucdavis.edu/gme/,http://lms.ucdavis.edu/,,,
https://health.ucdavis.edu/gme/,http://www.mbc.ca.gov/,,,
https://health.ucdavis.edu/gme/,https://ucdavis365.sharepoint.com/sites/UCDavisResidentandFamilyReadinessCenter/SitePages/Home.aspx,,,
https://health.ucdavis.edu/gme/,http://intranet.ucdmc.ucdavis.edu/highvaluecare/,,,
https://health.ucdavis.edu/gme/,http://intranet.ucdmc.ucdavis.edu/highvaluecare/,,,
https://health.ucdavis.edu/gme/,http://www.ucdmc.ucdavis.edu/publish/awards/aboutus/,,,
https://health.ucdavis.edu/gme/,https://www.ucdavis.edu/,,,
https://health.ucdavis.edu/gme/,https://www.facebook.com/UCDavisHealth,,,
https://health.ucdavis.edu/gme/,http://twitter.com/UCDavisHealth,,,
https://health.ucdavis.edu/gme/,http://www.youtube.com/ucdavishealth,,,
https://health.ucdavis.edu/gme/,http://pinterest.com/ucdavishealth/,,,
https://health.ucdavis.edu/gme/,http://www.instagram.com/ucdavishealth,,,
https://health.ucdavis.edu/gme/,https://www.linkedin.com/company/uc-davis-health-system,,,
https://health.ucdavis.edu/gme/,https://hr.ucdavis.edu/,,,
https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://physicians.ucdavis.edu/medicalcenter/,,,
https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://physicians.ucdavis.edu/medicalcenter/,,,
https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://physicians.ucdavis.edu/medicalcenter,,,
https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://physicians.ucdavis.edu/medicalcenter,,,
https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://www.ucdmc.ucdavis.edu/legal/privacy/,,,
https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://physicians.ucdavis.edu/medicalcenter,,,
https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://www.ucdmc.ucdavis.edu/nurse/daisy,,,
https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,"https://www.google.com/maps/place/4251+X+St,+Sacramento,+CA+95817/@38.554896,-121.4584849,17z/data=!3m1!4b1!4m5!3m4!1s0x809ad07cc6228885:0x74998774c85fe60d!8m2!3d38.554896!4d-121.4562962",,,
https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://www.ucdmc.ucdavis.edu/publish/news/medicalcenter/,,,
https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,https://apps.apple.com/us/app/myucdavishealth/id1451509332,,,
https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,https://play.google.com/store/apps/details?id=edu.ucdavis.mychart,,,
https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://physicians.ucdavis.edu/medicalcenter,,,
https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://www.ucdmc.ucdavis.edu/medicalcenter/appointments/index.html,,,
https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://www.ucdmc.ucdavis.edu/medicalcenter/cliniclocations/primarycare/index.html,,,
https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://www.ucdmc.ucdavis.edu/medicalcenter/cliniclocations/specialtycare/index.html,,,
https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://www.ucdmc.ucdavis.edu/medicalcenter/accepted_health_plans.html,,,
https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://www.ucdmc.ucdavis.edu/medicalcenter/findadoctor/faq.html,,,
https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://www.ucdmc.ucdavis.edu/medicalcenter/advantages.html,,,
https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,https://mychart.ucdavis.edu/mychart/,,,
https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,https://www.facebook.com/UCDavisMedicalCenter,,,
https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,https://twitter.com/UCDavisMedCntr,,,
https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://www.youtube.com/ucdavishealth,,,
https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://pinterest.com/ucdavishealth/,,,
https://health.ucdavis.edu/medicalcenter/myucdavishealth/video-visits.html,http://www.instagram.com/ucdavishealth,,,
