"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","Meta Robots 2","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://www.uwhealth.org/philanthropy","text/html; charset=UTF-8","200","OK","Indexable","","Provide a gift to UW Health & the UW School of Medicine and | UW Health","71","655","UW Health is the academic medical center and health system for the University of Wisconsin.","91","579","","0","Philanthropy: Make your impact","30","","0","Notice","6","Help us enhance patient care and discover urgently needed cures and treatments","78","","","","","https://www.uwhealth.org/philanthropy","","","","","","349084","3146","6.094","1","","2074","518","0","97.000","119","26","0","76","65","0","","","","","6eea57dd85bddb26803564c0e4c4e8b0","0.478","","","","","1.1","https://www.uwhealth.org/philanthropy","2022-01-31 15:14:11"
"https://www.uwhealth.org/terms-and-conditions","text/html; charset=UTF-8","200","OK","Indexable","","Terms And Conditions | UW Health","32","311","View UW Health's terms and conditions.","38","247","uw health terms and conditions","30","Terms and conditions","20","","0","Notice","6","","0","","","","","https://www.uwhealth.org/terms-and-conditions","","","","","","121499","965","5.933","1","","499","496","0","92.880","70","24","0","22","12","0","","","","","db5d0289f8afeb22e427d751336be695","0.458","","","","","1.1","https://www.uwhealth.org/terms-and-conditions","2022-01-31 15:14:11"
"https://www.uwhealth.org/privacy-policy","text/html; charset=UTF-8","200","OK","Indexable","","Website Privacy Policy | UW Health","34","315","The privacy of your information is important to us. This privacy policy describes our privacy practices in connection with information we collect","145","880","website privacy policy","22","Website privacy policy","22","","0","Notice","6","Personally Identifiable Information ","36","","","","","https://www.uwhealth.org/privacy-policy","","","","","","130862","995","5.729","1","","499","496","0","92.880","71","24","0","27","14","0","","","","","522f2c2dce1fecf87ab322829ebdab1e","0.456","","","","","1.1","https://www.uwhealth.org/privacy-policy","2022-01-31 15:14:11"
"https://www.uwhealth.org/files/uwhealth/docs/about/language_accessability.pdf","application/pdf","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","1","","9078","534","0","100.000","0","0","0","0","0","0","","","","","","0.276","Wed, 10 Apr 2019 16:49:59 GMT","","","","1.1","https://www.uwhealth.org/files/uwhealth/docs/about/language_accessability.pdf","2022-01-31 15:14:12"
"https://www.uwhealth.org/onlineservices/greetingcards/","text/html;charset=UTF-8","200","OK","Indexable","","Greeting Cards","14","135","","0","0","","0","","0","","0","","0","","0","index,follow","","","","","","","","","","54668","428","4.796","1","","1096","534","0","100.000","94","35","0","20","18","0","","","","","cfaa4690c55a9c0805611bcb072bcc49","0.206","","","","","1.1","https://www.uwhealth.org/onlineservices/greetingcards/","2022-01-31 15:14:12"
"https://www.uwhealth.org/about-us","text/html; charset=UTF-8","200","OK","Indexable","","About Us | UW Health","20","195","UW Health located in Madison, Wisconsin, is the integrated health system of the University of Wisconsin-Madison. Learn more abou us here.","137","875","about uw health","15","About us: Remarkable care","25","","0","Notice","6","Our mission, vision and values","30","","","","","https://www.uwhealth.org/about-us","","","","","","250201","1289","3.957","1","","2026","518","0","97.000","111","45","0","22","12","0","","","","","114931f6cd3f53bc20bbbdc1add4cae2","0.390","","","","","1.1","https://www.uwhealth.org/about-us","2022-01-31 15:14:12"
"https://www.uwhealth.org/support-groups","text/html; charset=UTF-8","200","OK","Indexable","","Medical Support Groups | UW Health","34","328","UW Health offers medical support groups to help you and your family handle your health situation. Learn more about our support groups here.","139","872","medical support groups","22","Support groups: You're not alone","32","","0","Notice","6","Find support, understanding and encouragement","45","","","","","https://www.uwhealth.org/support-groups","","","","","","186228","996","4.197","1","","1030","518","0","97.000","84","24","0","33","15","0","","","","","297a11f2f47c7481eb86a3dd5a55414c","0.435","","","","","1.1","https://www.uwhealth.org/support-groups","2022-01-31 15:14:12"
"https://www.uwhealth.org/_next/static/image/_/_/common/uwhealth-design-assets/svg/icon_arrow-corner-right-down.06a20772c755ecae70a08f689d19eaec.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","248","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.359","","","","","1.1","https://www.uwhealth.org/_next/static/image/_/_/common/uwhealth-design-assets/svg/icon_arrow-corner-right-down.06a20772c755ecae70a08f689d19eaec.svg","2022-01-31 15:14:12"
"https://www.uwhealth.org/clinical-trials-adults","text/html; charset=UTF-8","200","OK","Indexable","","Clinical Trials For Adults | UW Health","38","329","Clinical trials offered through the UW Carbone Cancer Center at UW Health offer adults with cancer access to new treatments and help advance cancer care.","153","976","clinical trials, cancer clinical trials","39","Clinical trials for adults: Changing lives for the better","57","","0","Notice","6","Improving care through research","31","","","","","https://www.uwhealth.org/clinical-trials-adults","","","","","","162733","1073","4.671","1","","17","12","0","2.250","75","26","0","29","18","0","","","","","6c2aa7ea7af986b4379aea30c5a2a2c9","0.436","","","","","1.1","https://www.uwhealth.org/clinical-trials-adults","2022-01-31 15:14:12"
"https://www.uwhealth.org/hipaa-policy","text/html; charset=UTF-8","200","OK","Indexable","","Hipaa And Patient Privacy Information | UW Health","49","447","UW Health is committed to honoring and promoting the regulations of the Health Insurance Portability and Accountability Act (HIPAA) of 1996.","140","873","hipaa","5","HIPAA Policy: HIPAA and patient privacy information","51","","0","Notice","6","Your privacy is our priority","28","","","","","https://www.uwhealth.org/hipaa-policy","","","","","","119393","313","2.656","1","","498","496","0","92.880","71","25","0","22","12","0","","","","","c893fd31148997a6b6e134378ee7d04","0.403","","","","","1.1","https://www.uwhealth.org/hipaa-policy","2022-01-31 15:14:12"
"https://www.uwhealth.org/_next/static/image/_/_/common/uwhealth-design-assets/svg/gfx_arrow.bb3c8e039cac4971d775c602f429c0c1.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","312","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.330","","","","","1.1","https://www.uwhealth.org/_next/static/image/_/_/common/uwhealth-design-assets/svg/gfx_arrow.bb3c8e039cac4971d775c602f429c0c1.svg","2022-01-31 15:14:13"
"https://www.uwhealth.org/_next/static/css/9634c32a3250cee5d8a5.css","text/css; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","74286","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.384","","","","","1.1","https://www.uwhealth.org/_next/static/css/9634c32a3250cee5d8a5.css","2022-01-31 15:14:13"
"https://www.uwhealth.org/refer-a-patient","text/html; charset=UTF-8","200","OK","Indexable","","Refer A Patient | UW Health","27","246","View UW Health's resources and forms for refering a new patient here.","69","438","referring a patient to uw health,how to refer to uw health","58","Referral resources: Refer a patient","35","","0","Notice","6","For acute patient care needs and transfer","41","","","","","https://www.uwhealth.org/refer-a-patient","","","","","","259803","2207","6.051","1","","1533","518","0","97.000","113","43","0","31","20","0","","","","","332453fc8e09d48545260b05da2d9625","0.495","","","","","1.1","https://www.uwhealth.org/refer-a-patient","2022-01-31 15:14:13"
"https://www.uwhealth.org/services/uw-health-care-anywhere","text/html; charset=UTF-8","200","OK","Indexable","","UW Health Care Anywhere | Conditions, Treatments and Services | UW Health","73","693","When you need urgent care, Care Anywhere video visits let you skip the waiting room and see a provider 24/7 from the comfort of your own home. Get started.","155","986","uw health care anywhere,health care anywhere","44","Care Anywhere Video Visits: Urgent care 24/7","44","","0","Notice","6","What are video visits?","22","","","","","https://www.uwhealth.org/services/uw-health-care-anywhere","","","","","","148202","641","3.402","1","","16","9","0","1.690","74","25","0","26","16","0","","","","","486dc8373ddf91769c998f81f15ecce3","0.457","","","","","1.1","https://www.uwhealth.org/services/uw-health-care-anywhere","2022-01-31 15:14:13"
"https://www.uwhealth.org/news/construction-at-university-hospital","text/html; charset=UTF-8","200","OK","Indexable","","Construction at University Hospital | News | UW Health","54","483","A construction project at University Hospital in Madison will affect the hospital and clinic entrances between July and December 2021.","134","827","construction at University Hospital","35","Construction at University Hospital","35","","0","Notice","6","","0","","","","","https://www.uwhealth.org/news/construction-at-university-hospital","","","","","","117845","220","2.177","1","","4","3","0","0.560","72","26","0","24","14","0","","","","","3b88b7ca8be125714916261c71a82be0","0.368","","","","","1.1","https://www.uwhealth.org/news/construction-at-university-hospital","2022-01-31 15:14:13"
"https://www.uwhealth.org/_next/static/image/_/_/common/uwhealth-design-assets/svg/gfx_hex-bar.7d060540f47d9b35a92e142333e96314.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","434","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.454","","","","","1.1","https://www.uwhealth.org/_next/static/image/_/_/common/uwhealth-design-assets/svg/gfx_hex-bar.7d060540f47d9b35a92e142333e96314.svg","2022-01-31 15:14:13"
"https://www.uwhealth.org/volunteer","text/html; charset=UTF-8","200","OK","Indexable","","How to Volunteer At a Hospital | UW Health","42","380","Volunteers at UW Health are valued members of our health care team offering assistance each day to our patients, families and volunteers at various locations.","158","989","volunteer at hospital,how to volunteer at a hospital","52","Volunteer at UW Health: Make a difference in the lives of our patients and visitors","83","","0","Notice","6","About volunteering at UW Health","31","","","","","https://www.uwhealth.org/volunteer","","","","","","292017","2665","6.451","1","","1083","518","0","97.000","143","30","0","22","12","0","","","","","73f905880390a7c0cb60408cb1d44a70","0.537","","","","","1.1","https://www.uwhealth.org/volunteer","2022-01-31 15:14:13"
"https://www.uwhealth.org/_next/static/image/_/_/common/uwhealth-design-assets/svg/gfx_hero-home.4b37c097605b2418933743e945d01a8d.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","2062","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.464","","","","","1.1","https://www.uwhealth.org/_next/static/image/_/_/common/uwhealth-design-assets/svg/gfx_hero-home.4b37c097605b2418933743e945d01a8d.svg","2022-01-31 15:14:14"
"https://www.uwhealth.org/locations/category/emergency-and-urgent-care","text/html; charset=UTF-8","200","OK","Indexable","","Emergency and urgent care locations | Locations and Clinics | UW Health","71","646","Get expert care quickly at one of UW Health's urgent or emergency care locations.","81","511","","0","","0","","0","Notice","6","","0","","","","","https://www.uwhealth.org/locations/category/emergency-and-urgent-care","","","","","","187209","280","1.520","1","","1053","518","0","97.000","81","32","0","22","12","0","","","","","3642a672e8c810694c3b0975748e5f55","0.378","","","","","1.1","https://www.uwhealth.org/locations/category/emergency-and-urgent-care","2022-01-31 15:14:14"
"https://www.uwhealth.org/_next/static/image/_/_/common/uwhealth-design-assets/svg/gfx_offset.bf79db1efedcdfc9b05740fd04fd74ca.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","1811","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.433","","","","","1.1","https://www.uwhealth.org/_next/static/image/_/_/common/uwhealth-design-assets/svg/gfx_offset.bf79db1efedcdfc9b05740fd04fd74ca.svg","2022-01-31 15:14:14"
"https://www.uwhealth.org/_next/static/chunks/framework-e7261ce5b6ab75425045.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","47119","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.354","","","","","1.1","https://www.uwhealth.org/_next/static/chunks/framework-e7261ce5b6ab75425045.js","2022-01-31 15:14:14"
"https://www.uwhealth.org/_next/static/chunks/pages/_app-dbf6e475bdb0a5466188.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.399","","","","","1.1","https://www.uwhealth.org/_next/static/chunks/pages/_app-dbf6e475bdb0a5466188.js","2022-01-31 15:14:15"
"https://www.uwhealth.org/services/kids","text/html; charset=UTF-8","200","OK","Indexable","","Children's health services | Conditions, Treatments and Services | UW Health","76","681","UW Health Kids experts support kids every step of the way. From primary care to complex conditions, we create the possibility of healthier futures.","147","908","Pediatrics, pediatric care in Wisconsin, pediatric services at UW Health, UW Health Kids","88","UW Health Kids Services: Remarkable healthcare for kids","55","","0","Notice","6","Why choose UW Health Kids?","26","","","","","https://www.uwhealth.org/services/kids","","","","","","444941","1687","2.654","1","","88","75","0","14.040","101","43","0","23","13","0","","","","","d51af4d8bef3476572bb1f8a5e641557","0.495","","","","","1.1","https://www.uwhealth.org/services/kids","2022-01-31 15:14:14"
"https://www.uwhealth.org/news-and-events","text/html; charset=UTF-8","200","OK","Indexable","","News and events | UW Health","27","265","Upcoming events and the latest news, research and breakthroughs from UW Health and UW School of Medicine and Public Health.","123","807","News, Events, upcoming events, latest news, research, breakthrough, school of medicine, media, press releases","109","News and events","15","","0","Notice","6","News and publications","21","index,follow","","","","https://www.uwhealth.org/news-and-events","","","","","","145689","235","1.746","1","","1521","518","0","97.000","78","26","0","34","23","0","","","","","fce6888735ce287ffce36ee6d499343e","0.445","","","","","1.1","https://www.uwhealth.org/news-and-events","2022-01-31 15:14:15"
"https://www.uwhealth.org/mychart","text/html; charset=UTF-8","200","OK","Indexable","","UW Health MyChart | UW Health","29","291","MyChart is a secure online service that allows you to view portions of your UW Health medical record, receive test results, schedule appointments and more.","155","973","MyChart, UW Health medical records, scheduling, test results, appointment","73","MyChart: Manage your healthcare from anywhere","45","","0","Notice","6","Convenience at your fingertips","30","","","","","https://www.uwhealth.org/mychart","","","","","","211822","3013","9.088","1","","13","3","0","0.560","81","26","0","29","17","0","","","","","e7c990941c8c568fdd4076d6923e3b98","0.408","","","","","1.1","https://www.uwhealth.org/mychart","2022-01-31 15:14:15"
"https://www.uwhealth.org/telehealth-services-for-patients","text/html; charset=UTF-8","200","OK","Indexable","","Telehealth Services For Patients | UW Health","44","399","With telehealth, UW Health can provide you with the care you need in the comfort of your own home. Setup a virtual appoint today,","129","809","telehealth service for patients","31","Telehealth: Care from the comfort of your home","46","","0","Notice","6","About telehealth","16","","","","","https://www.uwhealth.org/telehealth-services-for-patients","","","","","","174994","1039","4.257","1","","1022","518","0","97.000","77","27","0","23","13","0","","","","","a2935e85730c56533d37dadbfbd77a3e","0.374","","","","","1.1","https://www.uwhealth.org/telehealth-services-for-patients","2022-01-31 15:14:15"
"https://www.uwhealth.org/billing-insurance","text/html; charset=UTF-8","200","OK","Indexable","","Billing And Insurance | UW Health","33","301","From explaining pricing to helping you understand your bill or get financial assistance, our goal is to make the process extremely simple. Learn more here.","155","949","billing,insurance,how to pay your bill,help with your bill,financial aid for doctor bill","88","Billing and insurance: How to pay your bill","43","","0","Notice","6","Understanding your bill","23","","","","","https://www.uwhealth.org/billing-insurance","","","","","","309248","4261","8.908","1","","1070","518","0","97.000","122","35","0","58","41","0","","","","","9205ea5efe0190de9c931a867177a1f","0.492","","","","","1.1","https://www.uwhealth.org/billing-insurance","2022-01-31 15:14:15"
"https://www.uwhealth.org/_next/static/chunks/main-801580f85e949d13bdaf.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","37207","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.368","","","","","1.1","https://www.uwhealth.org/_next/static/chunks/main-801580f85e949d13bdaf.js","2022-01-31 15:14:16"
"https://www.uwhealth.org/diversity-equity-inclusion","text/html; charset=UTF-8","200","OK","Indexable","","Diversity, Equity And Inclusion in Healthcare | UW Health","57","503","UW Health envisions being a leader in dismantling racism in ourselves, in our healthcare system and in our community. Learn more about our initiatives here.","156","971","diversity equity and inclusion in healthcare,health diversity","61","About UW Health: Diversity, Equity and Inclusion","48","","0","Notice","6","Being a leader in anti-racism","29","","","","","https://www.uwhealth.org/diversity-equity-inclusion","","","","","","204284","1084","4.132","1","","510","498","0","93.260","81","30","0","24","14","0","","","","","6b699e776bfbbd2c04523adcae16c3f","0.469","","","","","1.1","https://www.uwhealth.org/diversity-equity-inclusion","2022-01-31 15:14:16"
"https://www.uwhealth.org/_next/static/chunks/webpack-394170beb110450801d5.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","2686","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.372","","","","","1.1","https://www.uwhealth.org/_next/static/chunks/webpack-394170beb110450801d5.js","2022-01-31 15:14:16"
"https://www.uwhealth.org/welcome-center","text/html; charset=UTF-8","200","OK","Indexable","","Welcome Center | UW Health","26","261","Welcome to UW Health. Our friendly staff members have information on the hundreds of medical experts at UW Health ready to serve you. Get started now","149","960","welcome to uw health","20","Welcome center: Connecting you to the experts at UW Health","58","","0","Notice","6","What we do","10","","","","","https://www.uwhealth.org/welcome-center","","","","","","896906","2119","1.548","1","","43","4","0","0.750","131","39","0","25","14","0","","","","","855405cbf86b9730fdbb65cf52b97420","0.421","","","","","1.1","https://www.uwhealth.org/welcome-center","2022-01-31 15:14:16"
"https://www.uwhealth.org/providers","text/html; charset=UTF-8","200","OK","Indexable","","Find a Doctor | UW Health","25","232","UW Health is the academic medical center and health system for the University of Wisconsin.","91","579","","0","Find a doctor","13","","0","Notice","6","Browse by category","18","","","","","https://www.uwhealth.org/providers","","","","","","139223","176","1.682","1","","1515","518","0","97.000","80","25","0","22","12","0","","","","","f7b61d7c6135771b0576a841165b78be","0.400","","","","","1.1","https://www.uwhealth.org/providers","2022-01-31 15:14:17"
"https://www.uwhealth.org/pharmacy-services","text/html; charset=UTF-8","200","OK","Indexable","","Pharmacy Services | UW Health","29","284","UW Health pharmacists provide expert knowledge in managing your drug therapy. We're available to answer questions and provide private counseling and education","158","1017","pharmacy services,hospital pharmacy services","44","Pharmacy services: Pharmacists at the ready to provide the best possible care","77","","0","Notice","6","A comprehensive resource for your prescription needs","52","","","","","https://www.uwhealth.org/pharmacy-services","","","","","","513788","3608","4.754","1","","1052","518","0","97.000","138","44","0","42","29","0","","","","","ce932e2b2bf2913aa167b0d235e83220","0.410","","","","","1.1","https://www.uwhealth.org/pharmacy-services","2022-01-31 15:14:16"
"https://www.uwhealth.org/classes-support-groups-registration","text/html; charset=UTF-8","200","OK","Indexable","","Health Classes, Support Groups And Seminars | UW Health","55","528","UW Health provides many classes, support groups, and other forms of health information. Learn about all available information here.","131","817","health classes","14","Classes, support and seminars","29","","0","Notice","6","","0","","","","","https://www.uwhealth.org/classes-support-groups-registration","","","","","","144459","165","1.510","1","","1511","518","0","97.000","71","25","0","32","22","0","","","","","704d812f77b42ddbfb1670353b53c728","0.445","","","","","1.1","https://www.uwhealth.org/classes-support-groups-registration","2022-01-31 15:14:17"
"https://www.uwhealth.org/locations","text/html; charset=UTF-8","200","OK","Indexable","","Locations and Clinics | UW Health","33","302","Serving more than 600,000 patients each year in the Upper Midwest and beyond at seven hospitals and more than 80 outpatient sites.","130","833","","0","Locations and clinics","21","","0","Notice","6","","0","","","","","https://www.uwhealth.org/locations","","","","","","1523591","201","0.161","1","","1522","518","0","97.000","79","32","0","22","12","0","","","","","252c93e4f4e53092b4ad29527aff2d60","0.609","","","","","1.1","https://www.uwhealth.org/locations","2022-01-31 15:14:16"
"https://www.uwhealth.org/_next/static/image/_/_/common/uwhealth-design-assets/svg/icon_social-linkedin.c238bca457330635e7cc735230c2a5bd.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","532","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.344","","","","","1.1","https://www.uwhealth.org/_next/static/image/_/_/common/uwhealth-design-assets/svg/icon_social-linkedin.c238bca457330635e7cc735230c2a5bd.svg","2022-01-31 15:14:18"
"https://www.uwhealth.org/_next/static/image/_/_/common/uwhealth-design-assets/svg/icon_social-instagram.b3f2be15ea51e269db0c287d33c9b65d.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","768","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.361","","","","","1.1","https://www.uwhealth.org/_next/static/image/_/_/common/uwhealth-design-assets/svg/icon_social-instagram.b3f2be15ea51e269db0c287d33c9b65d.svg","2022-01-31 15:14:18"
"https://www.uwhealth.org/contactus/main/11112","text/plain","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","27","0","0.000","1","","550","534","0","100.000","0","0","0","0","0","0","","","","","","0.250","","https://www.uwhealth.org/contact-us","HTTP Redirect","","1.1","https://www.uwhealth.org/contactus/main/11112","2022-01-31 15:14:18"
