"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Description 2","Meta Description 2 Length","Meta Description 2 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","Search 1: bridge clinic","URL Encoded Address","Crawl Timestamp"
"https://wvumedicine.org/find-a-doctor/doctor-details/?id=598","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Vinay 'Vinay' Badhwar, MD, FACS, FACC | WVU Medicine","52","514","","0","0","","0","0","","0","Vinay 'Vinay' Badhwar, MD, FACS, FACC","37","","0","","0","","0","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://wvumedicine.org/find-a-doctor/doctor-details/","","","","","","50140","260","5.579","3","","10","8","0","0.960","35","25","0","9","9","0","","","","","ea73a0c25f7512fcff10bdbe19600db1","1.638","","","","","1.1","0","https://wvumedicine.org/find-a-doctor/doctor-details/?id=598","2021-11-29 14:51:08"
"https://wvumedicine.org/news/article/wvu-medicine-s-fairmont-outpatient-clinic-receives-american-college-of-radiology-accreditation/","text/html; charset=UTF-8","200","OK","Indexable","","WVU Medicine’s Fairmont outpatient clinic receives American College of Radiology accreditation | WVU Medicine","109","995","This is an article page.","24","141","","0","0","","0","WVU Medicine’s Fairmont outpatient clinic receives American College of Radiology accreditation","94","","0","","0","","0","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://wvumedicine.org/news/article/wvu-medicine-s-fairmont-outpatient-clinic-receives-american-college-of-radiology-accreditation/","","","","","","52677","313","6.287","3","","7","4","0","0.480","37","27","0","9","9","0","","","","","768cc5e159704247d0d862eed5f98df9","1.522","","","","","1.1","0","https://wvumedicine.org/news/article/wvu-medicine-s-fairmont-outpatient-clinic-receives-american-college-of-radiology-accreditation/","2021-11-29 14:51:08"
"https://wvumedicine.org/find-a-doctor/doctor-details/?id=1290","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Timothy 'Ryan' Murphy, MD | WVU Medicine","40","395","","0","0","","0","0","","0","Timothy 'Ryan' Murphy, MD","25","","0","","0","","0","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://wvumedicine.org/find-a-doctor/doctor-details/","","","","","","51768","312","6.019","3","","18","8","0","0.960","37","27","0","9","9","0","","","","","46b7bb10b3f6cc9199d79b2e490832f6","1.818","","","","","1.1","0","https://wvumedicine.org/find-a-doctor/doctor-details/?id=1290","2021-11-29 14:51:08"
"https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/dermatology/","text/html; charset=UTF-8","200","OK","Indexable","","855-WVU-CARE | Dermatology | Ruby Memorial Hospital","51","505","WVU Medicine Dermatology offers comprehensive services for adults and children, treating a variety of skin conditions, from acne to complicated skin cancers. We also provide several cosmetic dermatology procedures. Our goal is to provide every patient with the best possible care using state-of-the-art diagnostic procedures. All of our dermatologists are board certified in dermatology. You […]","395","2457","","0","0","","0","","0","","0","","0","","0","","","","https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/dermatology/","","","","","","88228","931","9.978","3","","15","8","0","0.960","198","148","0","18","17","0","","","","","78d38f9b246586fc1877884e766d2f44","1.941","","","","","1.1","0","https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/dermatology/","2021-11-29 14:51:09"
"https://wvumedicine.org/news/article/wvu-medicine-to-offer-kidney-transplants/","text/html; charset=UTF-8","200","OK","Indexable","","WVU Medicine to offer kidney transplants | WVU Medicine","55","513","This is an article page.","24","141","","0","0","","0","WVU Medicine to offer kidney transplants","40","","0","First multi-organ transplant center in West Virginia","52","","0","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://wvumedicine.org/news/article/wvu-medicine-to-offer-kidney-transplants/","","","","","","53611","572","8.928","3","","3","2","0","0.240","37","27","0","10","10","0","","","","","9c743a28ee7a2eeff36056be428a52ef","1.570","","","","","1.1","0","https://wvumedicine.org/news/article/wvu-medicine-to-offer-kidney-transplants/","2021-11-29 14:51:09"
"https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/pain-management-center/","text/html; charset=UTF-8","200","OK","Indexable","","855-WVU-CARE | Center for Integrative Pain Management | Ruby Memorial Hospital","78","743","The WVU Medicine Center for Integrative Pain Management strives to treat the whole person, not just the physical symptoms of pain. Our trained providers take the time to figure out the underlying causes of your pain and develop an integrative and individualized plan to target the affected area, to provide relief from pain, and improve […]","340","2091","","0","0","","0","","0","","0","","0","","0","","","","https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/pain-management-center/","","","","","","94449","888","9.246","3","","9","3","0","0.360","235","160","0","11","11","0","","","","","5158cc4081a5986196ae0293464329b2","1.945","","","","","1.1","0","https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/pain-management-center/","2021-11-29 14:51:10"
"https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/rheumatology/","text/html; charset=UTF-8","200","OK","Indexable","","855-WVU-CARE | Rheumatology | Ruby Memorial Hospital","52","521","If you’re experiencing tightness or pain in your joints or muscles that does not go away after a few days, a WVU Medicine rheumatologist can help you develop a treatment plan to improve your quality of life. Our expert providers are specially trained to diagnose diseases of the bones, joints, muscles, and surrounding tissues. Conditions […]","342","2107","","0","0","","0","","0","","0","","0","","0","","","","https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/rheumatology/","","","","","","83163","612","8.052","3","","8","2","0","0.240","189","144","0","10","10","0","","","","","d702d869f5a335ee117dedc34cce722b","2.119","","","","","1.1","0","https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/rheumatology/","2021-11-29 14:51:10"
"https://wvumedicine.org/find-a-doctor/doctor-details/?id=1726","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Joel Yednock, MD | WVU Medicine","31","309","","0","0","","0","0","","0","Joel Yednock, MD","16","","0","","0","","0","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://wvumedicine.org/find-a-doctor/doctor-details/","","","","","","49306","158","4.340","3","","10","6","0","0.720","35","25","0","9","9","0","","","","","6afff49f641ebb6a5dcc4087bc45f0fd","1.541","","","","","1.1","0","https://wvumedicine.org/find-a-doctor/doctor-details/?id=1726","2021-11-29 14:51:11"
"https://wvumedicine.org/ruby-memorial-hospital/referring-physicians/medical-access-referral-system-mars/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","3","","1","1","0","0.120","0","0","0","0","0","0","","","","","","0.595","","https://wvumedicine.org/providerhub/mars/","HTTP Redirect","","1.1","0","https://wvumedicine.org/ruby-memorial-hospital/referring-physicians/medical-access-referral-system-mars/","2021-11-29 14:51:12"
"https://wvumedicine.org/ruby-memorial-hospital/services/wvu-medicine-primary-care/family-medicine/acupuncture/","text/html; charset=UTF-8","200","OK","Indexable","","Acupuncture | Ruby Memorial Hospital","36","339","WVU Medicine Family Medicine offers medical acupuncture performed by a specially-trained family medicine physician. Acupuncture involves the placement of tiny, metal needles through the skin in specific places on the body to provide pain relief and other health benefits. Our acupuncture providers use their medical expertise, along with this holistic procedure, to design a treatment […]","388","2396","","0","0","","0","","0","","0","","0","","0","","","","https://wvumedicine.org/ruby-memorial-hospital/services/wvu-medicine-primary-care/family-medicine/acupuncture/","","","","","","83657","955","10.409","3","","9","3","0","0.360","173","139","0","10","10","0","","","","","7814801eff56314914e45ae8c2492d81","1.896","","","","","1.1","0","https://wvumedicine.org/ruby-memorial-hospital/services/wvu-medicine-primary-care/family-medicine/acupuncture/","2021-11-29 14:51:11"
"https://wvumedicine.org/ruby-memorial-hospital/wp-content/plugins/wvum-findadoc-2/locationmap.js?ver=2017","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1923","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.106","Tue, 11 Jul 2017 12:42:53 GMT","","","","1.1","0","https://wvumedicine.org/ruby-memorial-hospital/wp-content/plugins/wvum-findadoc-2/locationmap.js?ver=2017","2021-11-29 14:51:13"
"https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/cosmetic-plastic-reconstructive-surgery/craniofacial-center/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","3","","2","2","0","0.240","0","0","0","0","0","0","","","","","","0.906","","https://childrens.wvumedicine.org/services/specialty-care/craniofacial-center","HTTP Redirect","","1.1","0","https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/cosmetic-plastic-reconstructive-surgery/craniofacial-center/","2021-11-29 14:51:13"
"https://wvumedicine.org/ruby-memorial-hospital/services/weight-loss-services/endoscopic-weight-loss/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","3","","1","1","0","0.120","0","0","0","0","0","0","","","","","","0.827","","https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/digestive-diseases/endoscopic-weight-loss/","HTTP Redirect","","1.1","0","https://wvumedicine.org/ruby-memorial-hospital/services/weight-loss-services/endoscopic-weight-loss/","2021-11-29 14:51:13"
"https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/telemedicine/","text/html; charset=UTF-8","200","OK","Indexable","","Telemedicine | Ruby Memorial Hospital","37","346","What is telemedicine? Telemedicine is a broad term for the different ways providers use technology to connect with patients and community providers across our region. Telemedicine services have expanded over the years as a way of improving rural communities’ access to care, and these services greatly benefit both patients and providers. Telemedicine includes: Clinic-based […]","378","2381","","0","0","","0","","0","","0","","0","What is telemedicine?","21","","","","https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/telemedicine/","","","","","","81236","712","9.220","3","","16","6","0","0.720","172","138","0","10","9","0","","","","","8a68cb3a64c84f05b6fc359b36de0d3f","1.729","","","","","1.1","0","https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/telemedicine/","2021-11-29 14:51:12"
"https://wvumedicine.org/find-a-doctor/doctor-details/?id=25875","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Joseph Capito, MD | WVU Medicine","32","317","","0","0","","0","0","","0","Joseph Capito, MD","17","","0","","0","","0","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://wvumedicine.org/find-a-doctor/doctor-details/","","","","","","49093","122","3.911","3","","8","5","0","0.600","35","25","0","9","9","0","","","","","189ded13c95b9a0d32c5c06c3eeba4b7","1.752","","","","","1.1","0","https://wvumedicine.org/find-a-doctor/doctor-details/?id=25875","2021-11-29 14:51:13"
"https://wvumedicine.org/find-a-doctor/doctor-details/?id=917","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Cynthia Graves, MD | WVU Medicine","33","327","","0","0","","0","0","","0","Cynthia Graves, MD","18","","0","","0","","0","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://wvumedicine.org/find-a-doctor/doctor-details/","","","","","","51436","301","5.790","3","","9","5","0","0.600","35","25","0","9","9","0","","","","","98fa63ad9a1522f09d580cf038ce8e77","1.742","","","","","1.1","0","https://wvumedicine.org/find-a-doctor/doctor-details/?id=917","2021-11-29 14:51:14"
"https://wvumedicine.org/find-a-doctor/doctor-details/?id=25193","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Joel Palko, MD | WVU Medicine","29","281","","0","0","","0","0","","0","Joel Palko, MD","14","","0","","0","","0","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://wvumedicine.org/find-a-doctor/doctor-details/","","","","","","49906","198","4.741","3","","7","4","0","0.480","35","25","0","9","9","0","","","","","8b933dbc007535988aa48a8702ce8354","1.745","","","","","1.1","0","https://wvumedicine.org/find-a-doctor/doctor-details/?id=25193","2021-11-29 14:51:14"
"https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/bariatrics-weight-loss-surgery/","text/html; charset=UTF-8","200","OK","Indexable","","Weight-Loss Surgery | Ruby Memorial Hospital","44","415","The WVU Medicine Medical and Surgical Weight-Loss Center offers a comprehensive, surgical program to help you obtain a healthy weight and improve your quality of life. Our nationally recognized bariatrics program has a strong focus on pre-surgery education and long-term weight loss after surgery. Weight-loss surgical procedures we offer include sleeve gastrectomy, gastric bypass, gastric banding. […]","403","2526","","0","0","","0","","0","","0","Weight-Loss Treatment Options","29","Information Session","19","","","","https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/bariatrics-weight-loss-surgery/","","","","","","104451","2186","16.311","3","","17","6","0","0.720","217","160","0","18","14","0","","","","","795181f3cf7939c2d7e5d94faa09e67","2.422","","","","","1.1","0","https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/bariatrics-weight-loss-surgery/","2021-11-29 14:51:14"
"https://wvumedicine.org/find-a-doctor/doctor-details/?id=26161","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Asad Pervez, MD | WVU Medicine","30","302","","0","0","","0","0","","0","Asad Pervez, MD","15","","0","","0","","0","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://wvumedicine.org/find-a-doctor/doctor-details/","","","","","","55684","551","7.854","3","","7","4","0","0.480","35","25","0","9","9","0","","","","","82b4b407c8bc909b1a46e82a8982c7fd","2.118","","","","","1.1","0","https://wvumedicine.org/find-a-doctor/doctor-details/?id=26161","2021-11-29 14:51:15"
"https://wvumedicine.org/find-a-doctor/doctor-details/?id=1040","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Collin John, MD, MPH | WVU Medicine","35","345","","0","0","","0","0","","0","Collin John, MD, MPH","20","","0","","0","","0","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://wvumedicine.org/find-a-doctor/doctor-details/","","","","","","49869","201","4.981","3","","6","4","0","0.480","36","26","0","9","9","0","","","","","faf32be8f16b34ed610d2cb62f902c7","1.879","","","","","1.1","0","https://wvumedicine.org/find-a-doctor/doctor-details/?id=1040","2021-11-29 14:51:16"
"https://wvumedicine.org/ruby-memorial-hospital/services/wvu-medicine-orthopaedics/center-for-joint-replacement/?sub=surgery-options","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Joint Replacement | Ruby Memorial Hospital","42","391","At the WVU Medicine Center for Joint Replacement, our orthopaedic experts provide surgical and non-surgical treatment for joint conditions caused or aggravated by arthritis, chronic conditions, injuries, or infections. If joint pain interferes with your daily activities and mobility, you may be a candidate for total joint replacement surgery. Your care team will include […]","376","2265","","0","0","","0","","0","","0","Joint Replacement Surgery Options","33","Joint Replacement Resources","27","","","","https://wvumedicine.org/ruby-memorial-hospital/services/wvu-medicine-orthopaedics/center-for-joint-replacement/","","","","","","96497","1372","12.173","3","","11","2","0","0.240","213","152","0","23","23","0","","","","","35658cb06cd02bc1b8b01186633085c3","2.388","","","","","1.1","0","https://wvumedicine.org/ruby-memorial-hospital/services/wvu-medicine-orthopaedics/center-for-joint-replacement/?sub=surgery-options","2021-11-29 14:51:15"
"https://wvumedicine.org/find-a-doctor/doctor-details/?id=1161","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Melissa LoPinto, MD, MPH | WVU Medicine","39","386","","0","0","","0","0","","0","Melissa LoPinto, MD, MPH","24","","0","","0","","0","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://wvumedicine.org/find-a-doctor/doctor-details/","","","","","","51229","279","5.757","3","","9","5","0","0.600","35","25","0","9","9","0","","","","","838849882a636168829efee3dd0451ef","1.966","","","","","1.1","0","https://wvumedicine.org/find-a-doctor/doctor-details/?id=1161","2021-11-29 14:51:16"
"https://wvumedicine.org/ruby-memorial-hospital/?page_id=19645&preview=true","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","3","","1","1","0","0.120","0","0","0","0","0","0","","","","","","0.994","","https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/virtual-care/outpatient-video-visits/","HTTP Redirect","","1.1","0","https://wvumedicine.org/ruby-memorial-hospital/?page_id=19645&preview=true","2021-11-29 14:51:18"
"https://wvumedicine.org/find-a-doctor/doctor-details/?id=1283","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Amy 'Amy' Moyers, MD | WVU Medicine","35","353","","0","0","","0","0","","0","Amy 'Amy' Moyers, MD","20","","0","","0","","0","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://wvumedicine.org/find-a-doctor/doctor-details/","","","","","","49713","173","4.538","3","","8","5","0","0.600","36","26","0","9","9","0","","","","","2e95b3cfd806ac55e1fc08f58d78a4c0","1.807","","","","","1.1","0","https://wvumedicine.org/find-a-doctor/doctor-details/?id=1283","2021-11-29 14:51:17"
"https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/obstetrics-and-gynecology/reproductive-medicine-2/","text/html; charset=UTF-8","200","OK","Indexable","","855-WVU-CARE | Reproductive Medicine | Ruby Memorial Hospital","61","596","COVID-19 vaccine guidance: As the US begins distribution of the COVID-19 vaccine, the American College of Obstetricians and Gynecologists (ACOG) has recommended that pregnant and lactating patients still be allowed to decide, with their doctors, whether to receive the vaccine. You can find ACOG’s complete overview of currently available COVID-19 vaccines & guidance on use […]","378","2414","","0","0","","0","","0","","0","About the Center","16","Services we offer include:","26","","","","https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/obstetrics-and-gynecology/reproductive-medicine-2/","","","","","","113158","3857","24.091","3","","19","4","0","0.480","208","148","0","30","27","0","","","","","a654d121e39d437a743caf04dca77cd","2.205","","","","","1.1","0","https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/obstetrics-and-gynecology/reproductive-medicine-2/","2021-11-29 14:51:18"
"https://wvumedicine.org/ruby-memorial-hospital/wp-content/uploads/sites/3/2021/10/GoldSeal_Four_Color-300x300.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","14184","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.037","Mon, 18 Oct 2021 13:57:46 GMT","","","","1.1","0","https://wvumedicine.org/ruby-memorial-hospital/wp-content/uploads/sites/3/2021/10/GoldSeal_Four_Color-300x300.jpg","2021-11-29 14:51:21"
"https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/otolaryngology/","text/html; charset=UTF-8","200","OK","Indexable","","855-WVU-CARE | Otolaryngology | Ruby Memorial Hospital","54","527","Ear, Nose, and Throat (Otolaryngology) WVU Medicine Otolaryngology offers you the full spectrum of ear, nose, and throat (ENT) services for common conditions like allergies and ear infections to innovative treatments for hearing, sleep, and voice disorders. With exceptional care for otolaryngology issues, including areas of the head and neck, WVU Medicine provides adults […]","377","2355","","0","0","","0","","0","","0","Ear, Nose, and Throat (Otolaryngology)","38","","0","","","","https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/otolaryngology/","","","","","","96758","819","8.689","3","","22","13","0","1.560","254","170","0","13","13","0","","","","","9183b78dbcf59677030328ccfce3efc7","2.278","","","","","1.1","0","https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/otolaryngology/","2021-11-29 14:51:19"
"https://wvumedicine.org/ruby-memorial-hospital/services/wvu-eye-institute/cosmetic-procedures/","text/html; charset=UTF-8","200","OK","Indexable","","Cosmetic Facial Rejuvenation | Ruby Memorial Hospital","53","489","WVU Eye Institute’s highly-skilled oculoplastic physicians, also known as eye plastic or oculofacial surgeons, perform both plastic (reconstructive) and cosmetic facial surgery on the structures and area around the eyes to correct abnormalities and enhance facial appearance. Our oculofacial surgeons are also specialists in nonsurgical, cosmetic facial services that counteract the normal effects of aging […]","410","2527","","0","0","","0","","0","","0","","0","","0","","","","https://wvumedicine.org/ruby-memorial-hospital/services/wvu-eye-institute/cosmetic-procedures/","","","","","","79317","455","7.024","3","","7","2","0","0.240","172","140","0","9","9","0","","","","","49af52b0a163a761d37615286e1446c6","2.096","","","","","1.1","0","https://wvumedicine.org/ruby-memorial-hospital/services/wvu-eye-institute/cosmetic-procedures/","2021-11-29 14:51:19"
"https://wvumedicine.org/heart","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","3","","1","1","0","0.120","0","0","0","0","0","0","","","","","","1.211","","https://wvumedicine.org/heart/","HTTP Redirect","","1.1","0","https://wvumedicine.org/heart","2021-11-29 14:51:21"
"https://wvumedicine.org/find-a-doctor/doctor-details/?id=25168","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Annahita Amireskandari, MD | WVU Medicine","41","401","","0","0","","0","0","","0","Annahita Amireskandari, MD","26","","0","","0","","0","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://wvumedicine.org/find-a-doctor/doctor-details/","","","","","","50477","226","4.997","3","","7","4","0","0.480","36","26","0","9","9","0","","","","","d4e05cd1dd638e71019c76e13f747a59","1.891","","","","","1.1","0","https://wvumedicine.org/find-a-doctor/doctor-details/?id=25168","2021-11-29 14:51:21"
"https://wvumedicine.org/find-a-doctor/doctor-details/?id=26137","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Casey Mozingo, NP-C | WVU Medicine","34","345","","0","0","","0","0","","0","Casey Mozingo, NP-C","19","","0","","0","","0","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://wvumedicine.org/find-a-doctor/doctor-details/","","","","","","49252","143","4.193","3","","12","6","0","0.720","36","26","0","9","9","0","","","","","327a6952e299fecc9c1505267839fc44","1.621","","","","","1.1","0","https://wvumedicine.org/find-a-doctor/doctor-details/?id=26137","2021-11-29 14:51:22"
"https://wvumedicine.org/summersville/emergency-care/","text/html; charset=UTF-8","200","OK","Indexable","","Emergency Care | Summersville Regional Medical Center","53","507","","0","0","","0","0","","0","","0","","0","Emergency Care","14","Services","8","","","","https://wvumedicine.org/summersville/emergency-care/","","","","","","35390","370","8.134","3","","1","1","0","0.120","52","49","0","7","7","0","","","","","abd400824b9f4f688673dbd0d7be390f","2.388","","","","","1.1","0","https://wvumedicine.org/summersville/emergency-care/","2021-11-29 14:51:21"
"https://wvumedicine.org/find-a-doctor/doctor-details/?id=25288","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","James Mersing, MD | WVU Medicine","32","325","","0","0","","0","0","","0","James Mersing, MD","17","","0","","0","","0","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://wvumedicine.org/find-a-doctor/doctor-details/","","","","","","49231","149","4.225","3","","8","5","0","0.600","35","25","0","9","9","0","","","","","8575d00218b2d1465110a30ccf09bfca","1.627","","","","","1.1","0","https://wvumedicine.org/find-a-doctor/doctor-details/?id=25288","2021-11-29 14:51:22"
"https://wvumedicine.org/ruby-memorial-hospital/wp-content/uploads/sites/3/2021/09/Resident-group-2022-spiritual-care.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","135121","0","0.000","3","","1","1","0","0.120","0","0","0","0","0","0","","","","","","0.045","Thu, 30 Sep 2021 12:00:10 GMT","","","","1.1","0","https://wvumedicine.org/ruby-memorial-hospital/wp-content/uploads/sites/3/2021/09/Resident-group-2022-spiritual-care.jpg","2021-11-29 14:51:24"
"https://wvumedicine.org/ruby-memorial-hospital/services/weight-loss-services/medical-weight-management/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","3","","1","1","0","0.120","0","0","0","0","0","0","","","","","","1.071","","https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/medical-weight-management/","HTTP Redirect","","1.1","0","https://wvumedicine.org/ruby-memorial-hospital/services/weight-loss-services/medical-weight-management/","2021-11-29 14:51:24"
"https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/virtual-care/telemedicine/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","3","","3","3","0","0.360","0","0","0","0","0","0","","","","","","1.187","","http://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/telemedicine/","HTTP Redirect","","1.1","0","https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/virtual-care/telemedicine/","2021-11-29 14:51:24"
"http://wvumedicine.org/ruby-memorial-hospital/wp-content/uploads/sites/3/2018/11/Moira-Reilly.jpg","","302","Redirect to SSL Encrypted Site","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.060","","https://wvumedicine.org/ruby-memorial-hospital/wp-content/uploads/sites/3/2018/11/Moira-Reilly.jpg","HTTP Redirect","","1.1","0","http://wvumedicine.org/ruby-memorial-hospital/wp-content/uploads/sites/3/2018/11/Moira-Reilly.jpg","2021-11-29 14:51:25"
"https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/surgery/","text/html; charset=UTF-8","200","OK","Indexable","","Surgical Services | Ruby Memorial Hospital","42","381","If your provider has determined that you need surgery, you can count on our advanced surgical care delivered in a supportive environment. No matter what type of surgery you need, we offer advanced technologies and the expertise of a surgical team that treats conditions affecting patients of every age. Our multidisciplinary surgical team of surgeons, […]","355","2203","","0","0","","0","","0","","0","","0","","0","","","","https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/surgery/","","","","","","200574","5063","21.295","3","","10","5","0","0.600","579","350","0","10","10","0","","","","","cecbeecc8715d08d08a59befcc37d0e3","14.317","","","","","1.1","0","https://wvumedicine.org/ruby-memorial-hospital/services/wvu-specialty-clinics/surgery/","2021-11-29 14:51:10"
